Millis,Front,Left,Right,EncL,EncR
260410,735,2595,500,0,0
260465,760,2592,502,0,0
260520,732,2595,529,0,0
260576,764,2603,526,0,0
260631,771,2600,529,0,0
260687,734,2585,503,0,0
260742,757,2585,531,0,0
260797,735,2588,504,0,0
260853,764,2590,501,0,0
260908,734,2592,503,0,0
260964,733,2594,528,0,0
261019,733,2593,508,0,0
261074,741,2595,495,0,0
261130,734,2617,536,0,0
261185,750,2612,547,0,0
261240,728,2583,505,0,0
261296,774,2597,537,0,0
261351,741,2597,508,0,0
261407,765,2614,529,0,0
261462,761,2591,529,0,0
261517,742,2609,518,0,0
261573,733,2616,525,0,0
261628,761,2594,526,0,0
261684,758,2601,531,0,0
261739,743,2604,544,0,0
261794,732,2583,496,0,0
261850,735,2621,532,0,0
261905,763,2589,503,0,0
261961,731,2589,529,0,0
262016,732,2597,504,-1,-2
262071,730,2616,526,-6,-12
262127,686,2639,700,-6,-14
262182,703,2643,727,-5,-12
262237,743,2672,645,11,17
262293,777,2677,538,80,82
262348,860,2646,533,224,221
262404,979,2608,651,401,405
262459,1145,2639,618,586,593
262515,1424,2690,655,751,764
262570,1688,2705,674,875,890
262625,2064,2730,702,969,987
262681,2197,2733,779,997,1015
262736,2227,2709,793,992,1015
262792,2204,2735,804,989,1015
262847,2201,2736,801,989,1015
262902,2238,2708,794,989,1015
262958,2223,2726,793,989,1015
263013,2222,2734,801,989,1015
263069,2202,2730,796,989,1015
263124,2227,2729,812,989,1015
263179,2201,2712,799,989,1015
263235,2191,2728,818,989,1015
263290,2207,2715,806,989,1015
263346,2225,2729,801,989,1015
263401,2214,2724,795,989,1015
263456,2198,2724,818,989,1015
263512,2243,2704,778,999,1013
263567,2309,2689,747,1019,1006
263623,2295,2661,744,1051,992
263678,2392,2573,728,1087,966
263733,2386,2411,552,1130,919
263789,2243,2214,1233,1174,854
263844,1952,1792,1064,1205,784
263900,1735,2240,1235,1211,732
263955,1667,2173,1279,1211,726
264010,1683,2175,1312,1211,726
264066,1691,2202,1304,1211,726
264121,1687,2176,1282,1211,726
264177,1669,2203,1310,1225,726
264232,1672,2188,1348,1252,728
264287,1582,2229,1378,1279,722
264343,1424,2281,1549,1317,693
264398,1190,2405,1677,1357,652
264454,1042,2486,1787,1381,608
264509,860,2455,2080,1381,559
264564,785,2485,2215,1381,514
264620,731,2429,2331,1381,499
264675,764,2430,2382,1381,500
264731,710,2443,2382,1381,500
264786,744,2424,2377,1381,500
264842,784,2422,2381,1381,500
264897,692,2444,2408,1399,500
264952,558,2451,2435,1431,496
265008,443,2454,2676,1465,477
265063,370,2416,1632,1498,436
265119,279,2374,1219,1505,372
265174,294,2319,1090,1505,343
265229,294,2273,1083,1505,343
265285,294,2258,1087,1505,343
265340,292,2289,1086,1505,343
265396,292,2275,1081,1505,343
265451,269,2267,1085,1505,343
265506,293,2292,1089,1505,343
265562,276,2283,1098,1505,343
265617,293,2269,1279,1505,343
265673,273,2275,895,1505,343
265728,271,2274,796,1505,343
265783,302,2267,587,1505,343
265839,293,2266,530,1505,343
265894,291,2274,530,1505,343
265950,297,2269,552,1505,343
266005,291,2269,479,1505,343
266060,293,2274,526,1505,343
266116,295,2270,601,1505,343
266171,314,2293,577,1505,343
266227,293,2280,690,1505,343
266282,300,2263,552,1505,343
266337,268,2262,579,1505,343
266393,294,2273,554,1505,343
266448,269,2274,567,1505,343
266504,292,2268,556,1505,343
266559,317,2272,574,1505,343
266614,290,2294,527,1504,343
266670,293,2291,503,1504,343
266725,270,2294,502,1504,343
266781,265,2260,525,1504,343
266836,294,2287,575,1517,358
266891,275,2273,710,1593,431
266947,297,2315,1440,1726,568
267002,292,2340,3430,1947,800
267058,292,2384,2831,2209,1077
267113,317,2531,2753,2519,1385
267168,391,2605,2646,2853,1712
267224,445,2651,2535,3181,2039
267279,561,2856,2440,3498,2354
267335,674,3034,2395,3791,2642
267390,787,2056,2254,4033,2884
267446,955,742,2218,4215,3068
267501,1117,768,2169,4359,3209
267556,1283,776,2163,4450,3290
267612,1400,696,2163,4511,3334
267667,1508,606,2180,4544,3341
267723,1495,589,2241,4546,3341
267778,1473,578,2282,4546,3341
267833,1494,573,2252,4546,3341
267889,1497,571,2237,4546,3341
267944,1499,550,2241,4546,3341
268000,1496,582,2276,4546,3341
268055,1495,574,2233,4546,3341
268110,1500,590,2269,4546,3341
268166,1495,565,2236,4546,3341
268221,1495,568,2242,4546,3341
268277,1475,575,2231,4546,3341
268332,1493,570,2240,4546,3341
268387,1475,542,2284,4546,3337
268443,1491,546,2287,4546,3337
268498,1496,517,2280,4546,3337
268554,1504,531,2300,4552,3341
268609,1526,574,2262,4561,3366
268664,1571,616,2217,4573,3406
268720,1547,592,2137,4579,3451
268775,1592,747,2100,4581,3497
268831,1543,670,2027,4575,3522
268886,1498,570,1943,4553,3551
268941,1469,992,1881,4550,3562
268997,1473,993,1863,4550,3562
269052,1453,980,1876,4550,3562
269108,1450,995,1888,4550,3562
269163,1477,970,1884,4550,3561
269219,1452,865,1914,4550,3561
269274,1424,1068,1891,4542,3580
269329,1423,1137,1868,4542,3590
269385,1444,1137,1861,4542,3598
269440,1425,1142,1863,4543,3609
269496,1398,1222,1900,4543,3623
269551,1383,1202,1966,4539,3639
269606,1354,1259,1996,4537,3657
269662,1304,1279,2030,4529,3673
269717,1237,1383,1847,4503,3686
269773,1143,1578,1586,4462,3694
269828,1030,1722,1623,4423,3697
269883,980,1823,1822,4401,3706
269939,955,1916,1866,4401,3713
269994,968,1927,1874,4401,3721
270050,957,1928,1882,4401,3722
270105,954,1919,1886,4401,3722
270160,976,1937,1889,4401,3722
270216,968,1918,1949,4401,3722
270271,954,1940,1996,4401,3716
270327,956,1918,2144,4401,3716
270382,960,1940,2427,4401,3716
270437,967,1953,2586,4401,3723
270493,966,1968,2590,4401,3732
270548,935,1955,2472,4401,3749
270604,858,2006,2240,4399,3770
270659,790,2152,2081,4383,3782
270714,727,2224,2060,4371,3788
270770,710,2294,2052,4359,3790
270825,720,2438,2083,4342,3790
270881,635,2504,2129,4325,3806
270936,553,2626,2169,4311,3840
270992,457,2836,2189,4307,3886
271047,416,2971,2198,4307,3927
271102,391,3063,2240,4307,3951
271158,368,3134,2206,4307,3952
271213,341,3133,2222,4307,3952
271269,367,3132,2217,4307,3952
271324,365,3136,2216,4307,3952
271379,343,3156,2226,4302,3954
271435,380,3187,2217,4287,3974
271490,489,3350,2261,4271,4000
271546,489,3436,2270,4252,4007
271601,637,3416,2230,4220,4020
271656,319,1699,2189,4184,4038
271712,169,1480,2104,4146,4069
271767,343,1504,2027,4138,4091
271823,293,1508,1996,4143,4091
271878,332,1517,2022,4143,4091
271933,317,1496,2031,4143,4091
271989,345,1508,2034,4143,4091
272044,323,1501,2034,4143,4091
272100,317,1505,2026,4143,4091
272155,319,1483,2005,4143,4091
272210,859,1455,2012,4145,4091
272266,498,1411,1993,4176,4091
272321,439,1484,2024,4197,4091
272377,477,1655,2070,4231,4091
272432,340,2674,2055,4320,4091
272488,203,3901,2089,4473,4095
272543,121,3888,2172,4673,4176
272598,195,3817,2192,4921,4374
272654,238,3684,2216,5220,4660
272709,291,3613,2269,5557,4996
272765,268,3483,2326,5920,5350
272820,295,3250,2397,6297,5723
272875,342,3171,2538,6662,6089
272931,415,3151,2543,7038,6438
272986,489,3048,2597,7388,6783
273042,560,3020,2609,7708,7124
273097,713,2591,2532,7984,7446
273152,832,1045,2431,8228,7718
273208,1057,1042,2311,8417,7911
273263,1211,1081,2294,8550,8027
273319,1329,1070,2308,8610,8068
273374,1360,1064,2343,8621,8074
273430,1377,1063,2324,8621,8073
273485,1378,1068,2305,8621,8073
273540,1350,1065,2311,8621,8073
273596,1352,1065,2299,8621,8073
273651,1380,1067,2303,8621,8073
273707,1348,1065,2339,8621,8073
273762,1361,1074,2311,8621,8073
273817,1355,1060,2296,8621,8073
273873,1349,1038,2311,8621,8073
273928,1355,1065,2312,8621,8073
273984,1359,1067,2312,8621,8073
274039,1354,1067,2333,8621,8073
274094,1375,1041,2325,8621,8073
274150,1356,1044,2310,8621,8073
274205,1361,1079,2342,8621,8073
274261,1355,1034,2296,8621,8073
274316,1346,1039,2301,8621,8073
274371,1351,1042,2315,8621,8073
274427,1355,1040,2336,8621,8073
274482,1348,1066,2297,8621,8073
274538,1355,1066,2312,8621,8073
274593,1360,1072,2313,8621,8073
274649,1365,1053,2339,8621,8073
274704,1353,1035,2311,8621,8073
274759,1378,1060,2305,8621,8073
274815,1351,1041,2305,8621,8073
274870,1355,1043,2335,8621,8073
274926,1348,1064,2294,8621,8073
274981,1354,1040,2304,8621,8073
275036,1397,1050,2312,8621,8073
275092,1353,1049,2320,8621,8073
275147,1367,1031,2297,8621,8073
275203,1381,1069,2331,8621,8073
275258,1354,1039,2307,8621,8073
275313,1350,1064,2309,8621,8073
275369,1380,1044,2309,8621,8073
275424,1375,1067,2324,8623,8073
275480,1352,1065,2328,8623,8073
275535,1373,1046,2333,8623,8073
275590,1393,1053,2350,8623,8079
275646,1362,1063,2352,8617,8098
275701,1352,1043,2375,8603,8132
275757,1306,1065,2399,8585,8184
275812,1257,1089,2204,8551,8222
275867,1164,1067,1959,8509,8241
275923,1102,1066,1798,8478,8267
275978,1029,1068,1792,8469,8288
276034,1052,1047,1808,8470,8288
276089,1030,1035,1820,8470,8288
276145,1028,1037,1817,8470,8288
276200,1053,1045,1820,8470,8281
276255,1032,1065,1782,8465,8279
276311,1005,1041,1819,8460,8291
276366,978,1044,1842,8451,8318
276422,909,994,1523,8443,8356
276477,869,980,1379,8433,8388
276532,812,941,1586,8419,8409
276588,764,911,1820,8396,8431
276643,731,888,1866,8383,8448
276699,764,844,1902,8363,8457
276754,808,769,1959,8346,8470
276809,859,768,1941,8343,8476
276865,854,794,1939,8343,8495
276920,862,768,1981,8343,8497
276976,890,752,1984,8343,8497
277031,885,745,1961,8343,8497
277086,881,740,1984,8343,8497
277142,863,741,1972,8343,8497
277197,883,790,1955,8343,8501
277253,881,744,1986,8328,8503
277308,813,793,1984,8304,8506
277363,467,968,1949,8279,8530
277419,401,3710,1994,8265,8570
277474,457,3577,1984,8265,8592
277530,516,3585,1984,8265,8612
277585,544,3487,1978,8262,8637
277640,615,3396,1980,8235,8661
277696,614,3135,1984,8210,8682
277751,610,2132,1965,8199,8693
277807,617,2012,1953,8199,8695
277862,610,1964,1942,8199,8695
277918,628,2005,1968,8199,8695
277973,611,2000,1937,8199,8695
278028,644,1981,1955,8199,8695
278084,606,1986,1936,8199,8695
278139,614,1961,1938,8199,8695
278195,608,1987,1960,8199,8695
278250,646,2093,1962,8201,8695
278305,634,2155,1934,8232,8696
278361,667,2744,1971,8317,8710
278416,712,1110,2031,8455,8796
278472,796,743,1997,8654,8978
278527,926,714,2075,8868,9231
278582,1128,723,2127,9070,9489
278638,1451,743,2106,9257,9718
278693,1803,720,2067,9407,9899
278749,2273,722,1985,9503,10013
278804,2555,739,1954,9550,10075
278859,2724,710,1940,9563,10096
278915,2721,725,1906,9563,10096
278970,2744,741,1907,9563,10096
279026,2737,717,1911,9563,10096
279081,2722,722,1918,9563,10096
279137,2704,718,1929,9563,10096
279192,2740,719,1935,9563,10096
279247,2723,721,1942,9563,10096
279303,2729,727,1917,9563,10096
279358,2720,713,1928,9563,10096
279414,2727,752,1923,9563,10096
279469,2742,716,1912,9563,10096
279524,2740,717,1936,9563,10098
279580,2769,745,1919,9568,10100
279635,2781,721,1910,9571,10122
279691,2743,743,1887,9555,10140
279746,2644,842,1894,9535,10170
279801,2522,936,1951,9513,10209
279857,2455,936,1744,9506,10247
279912,2437,546,1659,9506,10281
279968,2364,717,2103,9506,10306
280023,2340,865,2363,9506,10318
280078,2343,942,2512,9506,10319
280134,2343,917,2532,9506,10319
280189,2377,928,2521,9506,10319
280245,2340,919,2516,9506,10319
280300,2348,887,2488,9505,10319
280356,2314,914,2467,9503,10319
280411,2087,968,2652,9467,10334
280466,1875,1159,2772,9435,10354
280522,1690,1260,2887,9407,10378
280577,1496,1331,3028,9379,10405
280633,1340,1564,3077,9357,10438
280688,1141,1638,3098,9354,10475
280743,1076,1693,3136,9354,10492
280799,1055,1725,3127,9354,10492
280854,1074,1728,3129,9354,10492
280910,1080,1727,3111,9354,10492
280965,1096,1730,3127,9354,10486
281020,1127,1720,3194,9354,10481
281076,1117,1738,3213,9354,10481
281131,1081,1714,3139,9354,10495
281187,1053,1723,3127,9354,10512
281242,1004,1750,3177,9354,10525
281297,978,1777,3170,9354,10536
281353,908,1825,3178,9345,10548
281408,807,1870,3172,9322,10563
281464,705,2013,3150,9293,10582
281519,637,2113,3120,9261,10607
281575,375,2245,3048,9233,10635
281630,295,2401,3019,9212,10663
281685,299,2478,2961,9203,10684
281741,294,2519,2922,9202,10696
281796,293,2572,2904,9202,10696
281852,293,2571,2912,9202,10696
281907,292,2573,2922,9202,10696
281962,294,2601,2916,9202,10696
282018,301,2583,2915,9202,10696
282073,318,2562,2897,9202,10696
282129,276,2512,2964,9243,10696
282184,291,2384,3018,9287,10700
282239,318,2336,3069,9287,10723
282295,289,2389,3085,9287,10762
282350,293,2432,3042,9287,10802
282406,318,2503,2989,9307,10879
282461,319,2596,2923,9379,10990
282517,370,2605,2956,9507,11152
282572,390,2632,2943,9683,11354
282627,440,2668,2871,9911,11608
282683,490,2661,2814,10183,11908
282738,531,2707,2743,10497,12246
282794,632,2756,2442,10828,12587
282849,835,2819,441,11163,12925
282904,1107,2861,662,11472,13228
282960,1573,2941,723,11727,13485
283015,2113,2934,777,11922,13672
283071,2809,2955,871,12025,13755
283126,2961,2937,863,12035,13766
283182,2916,2932,891,12031,13761
283237,2807,2934,870,12009,13743
283292,2798,2951,881,12007,13743
283348,2780,2959,894,12007,13743
283403,2795,2962,873,12007,13743
283459,2793,2963,871,12007,13743
283514,2798,2959,879,12007,13743
283569,2786,2953,869,12007,13743
283625,2789,2961,867,12007,13743
283680,2787,2956,868,12007,13743
283736,2782,2956,867,12007,13743
283791,2790,2938,863,12007,13743
283846,2815,2971,874,12007,13743
283902,2790,2944,868,12007,13743
283957,2791,2966,875,12007,13743
284013,2788,2953,840,12007,13743
284068,2819,2960,874,12007,13743
284123,2808,2956,890,12007,13743
284179,2818,2941,859,12007,13743
284234,2789,2955,870,12007,13743
284290,2809,2944,879,12007,13743
284345,2793,2965,879,12007,13743
284401,2809,2943,894,12007,13743
284456,2807,2949,864,12007,13743
284511,2785,2953,867,12007,13743
284567,2779,2952,869,12007,13743
284622,2813,2931,858,12007,13743
284678,2795,2963,871,12007,13743
284733,2788,2980,869,12007,13743
284788,2797,2969,875,12007,13743
284844,2791,2945,863,12007,13743
284899,2807,2948,867,12007,13743
284955,2807,2950,868,12007,13743
285010,2809,2955,892,12007,13743
285065,2804,2934,861,12007,13743
285121,2810,2958,867,12007,13743
285176,2780,2936,864,12007,13743
285232,2809,2958,888,12007,13743
285287,2798,2964,865,12007,13743
285343,2744,2949,867,11993,13743
285398,2676,2977,867,11979,13743
285453,2680,2995,902,11979,13743
285509,2675,3005,861,11979,13743
285564,2674,2980,845,11979,13743
285620,2674,2982,868,11979,13743
285675,2673,2994,882,11979,13735
285730,2643,2969,897,11979,13718
285786,2587,2922,867,11979,13706
285841,2619,2872,844,11998,13676
285897,2629,2757,735,12042,13617
285952,2387,2548,985,12085,13538
286007,1970,2016,991,12147,13420
286063,1307,2295,1305,12247,13314
286118,1038,2490,2043,12311,13265
286174,884,2596,2235,12336,13250
286229,889,2598,2327,12336,13250
286285,931,2608,2354,12336,13250
286340,923,2637,2333,12336,13250
286395,881,2589,2325,12336,13250
286451,811,2616,2467,12375,13235
286506,652,2601,2442,12417,13200
286562,377,2572,2159,12446,13140
286617,317,2482,832,12480,13056
286672,219,2319,965,12501,13046
286728,241,2306,990,12503,13046
286783,254,2316,934,12503,13046
286839,243,2322,1010,12503,13046
286894,269,2339,1035,12503,13046
286949,244,2340,1040,12503,13046
287005,220,2342,1054,12503,13046
287060,243,2320,1060,12503,13046
287116,251,2331,1047,12503,13046
287171,245,2340,1062,12503,13046
287226,251,2317,1056,12503,13046
287282,266,2313,1037,12503,13046
287337,243,2341,1038,12503,13046
287393,220,2339,1069,12503,13046
287448,268,2341,1034,12503,13048
287504,270,2339,1060,12503,13048
287559,241,2346,1023,12503,13048
287614,228,2331,1035,12505,13056
287670,276,2335,1012,12545,13096
287725,242,2360,1034,12644,13196
287781,270,2381,1090,12819,13376
287836,273,2417,3384,13071,13633
287891,268,2484,3211,13398,13910
287947,267,2451,3284,13768,14263
288002,351,2469,3245,14166,14674
288058,385,2514,3201,14593,15103
288113,416,2519,3103,15025,15536
288169,412,2588,3128,15456,15972
288224,489,2705,3061,15879,16391
288279,588,2760,2930,16275,16779
288335,738,2729,1886,16631,17118
288390,932,2705,729,16911,17390
288446,1055,2735,637,17072,17560
288501,1254,2708,644,17174,17654
288556,1282,2747,646,17209,17714
288612,1307,2769,680,17219,17735
288667,1306,2771,701,17219,17735
288723,1309,2777,670,17219,17735
288778,1325,2773,676,17219,17735
288833,1306,2774,699,17219,17735
288889,1328,2778,677,17219,17735
288944,1317,2787,714,17219,17735
289000,1313,2762,678,17219,17735
289055,1330,2777,675,17219,17735
289111,1332,2749,703,17219,17735
289166,1327,2773,694,17219,17735
289221,1306,2776,698,17219,17735
289277,1331,2770,703,17219,17735
289332,1328,2773,702,17219,17735
289388,1328,2777,670,17219,17735
289443,1344,2785,686,17219,17735
289498,1301,2762,700,17219,17735
289554,1329,2779,700,17219,17735
289609,1335,2775,709,17219,17735
289665,1307,2773,671,17219,17735
289720,1306,2779,678,17219,17735
289775,1332,2772,704,17219,17735
289831,1329,2776,667,17219,17735
289886,1327,2800,677,17219,17754
289942,1339,2824,730,17219,17771
289997,1330,2841,737,17221,17772
290052,1382,2823,746,17241,17774
290108,1379,2794,706,17246,17774
290163,1380,2793,726,17251,17774
290219,1410,2768,715,17282,17774
290274,1472,2685,703,17341,17758
290329,1524,2572,697,17388,17736
290385,1473,2344,699,17442,17711
290440,1421,2167,1167,17499,17689
290496,1377,2005,1279,17553,17661
290551,1306,1720,1472,17594,17614
290607,1161,2131,1892,17616,17563
290662,1115,2039,2018,17617,17548
290717,1099,2014,2023,17617,17548
290773,1105,2009,2013,17617,17548
290828,1102,2023,2043,17617,17548
290884,1111,2018,2031,17617,17548
290939,1076,1979,2061,17633,17548
290994,981,1913,2145,17680,17540
291050,907,1940,2286,17712,17526
291105,811,2013,2516,17737,17509
291161,761,2031,2665,17771,17479
291216,622,2061,2870,17803,17432
291271,241,2068,3425,17825,17384
291327,185,2057,3276,17827,17376
291382,170,2053,3255,17827,17376
291438,141,2057,3288,17827,17376
291493,148,2055,3256,17827,17376
291549,162,2072,3248,17838,17376
291604,417,2034,2858,17881,17357
291659,437,1987,2216,17915,17318
291715,341,2012,1407,17943,17283
291770,300,1929,1099,17955,17285
291826,341,1908,1085,17955,17293
291881,314,1911,1062,17955,17293
291936,317,1918,945,17955,17293
291992,330,1920,1009,17955,17293
292047,316,1914,988,17955,17293
292103,319,1917,945,17955,17293
292158,323,1924,944,17955,17293
292213,401,1930,942,17949,17294
292269,417,1978,1775,17949,17294
292324,465,2052,2977,17973,17294
292380,483,2107,3835,18070,17294
292435,516,2134,3690,18280,17308
292490,409,2223,3574,18563,17444
292546,390,2246,3703,18877,17715
292601,446,2305,3691,19211,18041
292657,468,2356,3365,19569,18396
292712,586,2397,3237,19927,18732
292768,656,2439,655,20273,19056
292823,908,2453,603,20597,19354
292878,1152,2410,650,20867,19600
292934,1425,2411,678,21006,19750
292989,1573,2384,700,21067,19826
293045,1737,2394,741,21108,19871
293100,1756,2414,726,21119,19885
293155,1771,2390,723,21119,19885
293211,1779,2378,723,21119,19885
293266,1765,2390,726,21119,19885
293322,1757,2407,723,21119,19885
293377,1785,2407,724,21119,19885
293433,1765,2390,727,21119,19885
293488,1777,2398,763,21119,19885
293543,1760,2407,721,21119,19885
293599,1758,2389,724,21119,19885
293654,1784,2395,728,21119,19885
293710,1789,2390,710,21119,19885
293765,1762,2414,724,21119,19885
293820,1754,2383,725,21119,19885
293876,1761,2387,726,21119,19885
293931,1780,2415,731,21119,19885
293987,1761,2407,722,21119,19885
294042,1757,2402,733,21119,19885
294097,1756,2409,726,21119,19885
294153,1770,2409,708,21119,19885
294208,1780,2403,698,21119,19885
294264,1783,2409,724,21119,19885
294319,1757,2387,725,21119,19885
294374,1798,2411,718,21119,19885
294430,1778,2387,721,21119,19885
294485,1760,2390,726,21119,19885
294541,1775,2401,737,21119,19885
294596,1760,2374,719,21119,19885
294651,1758,2381,698,21119,19885
294707,1762,2382,723,21119,19885
294762,1761,2408,725,21119,19885
294818,1761,2431,694,21119,19885
294873,1765,2408,724,21119,19885
294929,1756,2385,724,21119,19885
294984,1782,2434,708,21119,19885
295039,1764,3031,721,21119,19885
295095,1760,3389,722,21119,19891
295150,1766,3760,704,21119,19895
295206,1830,3777,725,21133,19895
295261,1855,3633,720,21156,19887
295316,1880,2506,723,21180,19865
295372,1875,2202,700,21211,19834
295427,1830,2120,739,21239,19798
295483,1720,1838,804,21274,19757
295538,1593,1519,1011,21327,19714
295593,1380,2075,1257,21398,19666
295649,1216,2040,1690,21449,19625
295704,1128,2129,1813,21459,19616
295760,1119,2107,1839,21459,19616
295815,1128,2136,1842,21459,19616
295871,1137,2141,1832,21459,19616
295926,1136,2145,1870,21459,19613
295981,1076,2136,1887,21466,19590
296037,959,2148,1987,21499,19566
296092,867,2206,2127,21523,19543
296148,810,2250,2302,21523,19518
296203,808,2242,2419,21549,19486
296258,635,2247,2553,21582,19452
296314,277,2216,2973,21604,19415
296369,242,2216,3153,21635,19389
296425,270,2144,3344,21657,19383
296480,247,2164,3481,21675,19383
296535,255,2159,3508,21685,19383
296591,267,2129,3555,21686,19383
296646,245,2137,3560,21686,19383
296702,267,2130,3559,21686,19383
296757,278,2164,3546,21686,19383
296813,292,2135,3660,21697,19372
296868,301,2118,2079,21709,19322
296923,271,2074,994,21715,19303
296979,296,2097,1069,21715,19303
297034,293,2057,1279,21715,19303
297090,272,2058,1725,21715,19303
297145,270,2067,991,21715,19303
297200,304,2038,981,21715,19303
297256,270,2057,987,21715,19303
297311,266,2058,991,21715,19303
297367,271,2050,989,21715,19303
297422,291,2075,983,21715,19304
297477,295,2085,1013,21727,19315
297533,275,2087,1042,21745,19367
297588,245,2109,3085,21815,19444
297644,295,2136,3442,21993,19560
297699,314,2199,3318,22271,19761
297755,376,2262,3290,22609,20071
297810,439,2318,3208,22993,20392
297865,540,2447,3118,23373,20711
297921,658,2526,3124,23739,21010
297976,907,1281,1091,24077,21296
298032,1139,992,1088,24367,21567
298087,1642,1019,1058,24615,21812
298142,1983,1017,1117,24744,21911
298198,2185,1032,1119,24777,21950
298253,2281,1025,1125,24786,21960
298309,2225,1015,1117,24783,21956
298364,2225,1016,1108,24781,21954
298420,2229,1019,1133,24781,21954
298475,2202,1015,1114,24781,21954
298530,2200,1018,1107,24781,21954
298586,2202,1018,1134,24781,21954
298641,2207,1028,1123,24781,21954
298697,2234,1021,1144,24781,21954
298752,2192,1013,1109,24781,21954
298807,2201,1014,1113,24781,21954
298863,2232,1024,1112,24781,21954
298918,2211,1028,1069,24781,21954
298974,2223,1017,1114,24781,21954
299029,2200,1017,1112,24781,21953
299084,2233,1053,1120,24781,21953
299140,2199,1007,1116,24781,21953
299195,2205,1016,1108,24781,21953
299251,2222,1016,1109,24781,21954
299306,2225,1018,1113,24781,21954
299361,2194,1021,1104,24787,21946
299417,2224,1044,1107,24809,21928
299472,2300,1144,1115,24865,21902
299528,2224,623,1087,24930,21870
299583,2060,1422,1057,24969,21837
299639,1992,1865,1043,24973,21816
299694,1966,1920,1014,24973,21816
299749,1966,1891,1021,24973,21816
299805,1971,1916,1018,24973,21816
299860,1971,1898,1010,24973,21816
299916,1925,1918,1037,24989,21808
299971,1837,2023,1002,25021,21777
300026,1617,2296,985,25056,21738
300082,1417,2382,915,25085,21699
300137,1331,2429,679,25088,21685
300193,1314,2468,712,25088,21686
300248,1331,2452,674,25088,21686
300303,1304,2454,676,25088,21686
300359,1283,2482,651,25117,21686
300414,1169,2587,837,25147,21673
300470,1062,2558,1113,25173,21651
300525,832,2576,1013,25194,21620
300581,462,2590,938,25211,21591
300636,440,2592,1428,25225,21565
300691,678,2553,1791,25235,21535
300747,736,2548,2419,25235,21515
300802,743,2532,2702,25235,21515
300858,745,2563,2708,25235,21515
300913,739,2537,2719,25235,21515
300968,734,2518,2700,25235,21515
301024,736,2530,2718,25235,21515
301079,741,2526,2680,25235,21515
301135,707,2524,2698,25235,21515
301190,760,2551,2694,25235,21515
301245,737,2550,2694,25235,21515
301301,761,2551,2718,25235,21515
301356,732,2527,2692,25237,21516
301412,730,2536,2670,25286,21544
301467,765,2567,2011,25433,21635
301523,732,2611,1179,25665,21794
301578,812,2752,986,25936,22020
301633,979,2794,1018,26215,22252
301689,1352,2772,1015,26463,22449
301744,1641,2729,1030,26628,22587
301800,1888,2718,1123,26691,22634
301855,1893,2652,1111,26689,22633
301910,1896,2664,1125,26689,22633
301966,1876,2660,1114,26689,22633
302021,1892,2662,1108,26689,22633
302077,1899,2660,1110,26689,22633
302132,1905,2666,1117,26689,22633
302188,1898,2661,1106,26689,22633
302243,1906,2676,1118,26689,22633
302298,1900,2651,1114,26689,22633
302354,1908,2664,1120,26689,22633
302409,1921,2641,1084,26705,22633
302465,1940,2594,1114,26714,22629
302520,1945,2593,1112,26732,22621
302575,1961,2521,1080,26746,22612
302631,1917,2434,1087,26765,22602
302686,1910,2378,1048,26791,22576
302742,1811,2147,965,26825,22532
302797,1644,1868,1426,26864,22492
302853,1493,1773,1447,26907,22446
302908,1261,2037,1609,26931,22389
302963,1139,2058,1774,26959,22364
303019,1128,2134,1996,26965,22362
303074,1121,2159,2005,26965,22362
303130,1108,2147,2019,26965,22362
303185,1130,2124,1986,26965,22362
303240,1127,2136,1976,26967,22362
303296,1033,2175,1987,26997,22357
303351,926,2223,2215,27026,22334
303407,710,2306,2388,27065,22299
303462,390,2296,2609,27105,22262
303517,661,2315,3125,27136,22225
303573,710,2277,1797,27157,22200
303628,670,2245,1189,27161,22193
303684,658,2238,1133,27161,22193
303739,659,2252,1134,27161,22193
303795,656,2245,1134,27161,22193
303850,669,2255,1122,27161,22193
303905,657,2251,1134,27161,22193
303961,660,2245,1111,27161,22193
304016,659,2248,1108,27161,22193
304072,673,2265,1147,27206,22218
304127,611,2284,1303,27319,22301
304182,634,2288,3387,27497,22468
304238,711,2437,3173,27717,22692
304293,792,2534,3030,27975,22920
304349,1056,2568,2981,28255,23134
304404,1281,2551,3005,28487,23328
304460,1711,2528,3043,28657,23464
304515,1943,2496,3163,28735,23515
304570,1992,2457,3186,28755,23523
304626,2017,2426,3236,28755,23523
304681,2015,2428,3216,28755,23523
304737,2017,2430,3220,28755,23523
304792,2013,2435,3236,28755,23523
304847,2018,2409,3239,28755,23523
304903,2010,2411,3234,28755,23523
304958,2023,2445,3234,28755,23523
305014,2011,2421,3235,28755,23523
305069,1993,2426,3235,28755,23520
305124,2007,2407,3259,28755,23517
305180,2018,2383,3242,28756,23517
305235,2013,2409,3279,28757,23517
305291,2017,2410,3276,28757,23517
305346,2012,2388,3285,28757,23516
305402,2021,2396,3253,28757,23516
305457,2014,2400,3252,28757,23516
305512,2013,2401,3303,28757,23516
305568,2017,2382,3278,28757,23521
305623,2012,2430,3250,28757,23526
305679,2015,2430,3233,28757,23526
305734,2011,2433,3237,28756,23526
305789,2039,2443,3254,28756,23527
305845,2029,2471,3239,28747,23538
305900,2016,2471,3169,28738,23556
305956,2013,2522,3107,28730,23579
306011,2011,2552,3002,28726,23616
