ms,x,y,heading,flood,f,l,r,err,corr,pwmL,pwmR,encL,encR,event
10114,5,8,1,17,2040,1314,3901,-2587,-50,55,160,26,112,CRASH_R
10119,5,8,1,17,2038,1314,3892,-2578,-50,55,160,28,118,CRASH_R
10125,5,8,1,17,2036,1362,3892,-2530,-50,55,160,29,125,CRASH_R
10130,5,8,1,17,1995,1362,3892,-2530,-50,55,160,31,132,CRASH_R
10137,5,8,1,17,1988,1359,3892,-2533,-50,55,160,33,142,CRASH_R
10142,5,8,1,17,1921,1356,3890,-2534,-50,55,160,35,150,CRASH_R
10147,5,8,1,17,1914,1356,3890,-2534,-50,55,160,37,157,CRASH_R
10152,5,8,1,17,1913,1356,3892,-2536,-50,55,160,40,164,CRASH_R
10158,5,8,1,17,1879,1354,3893,-2539,-50,55,160,41,171,CRASH_R
10163,5,8,1,17,1879,1354,3894,-2540,-50,55,160,42,178,CRASH_R
10168,5,8,1,17,1879,1432,3894,-2462,-50,55,160,44,185,CRASH_R
10173,5,8,1,17,1875,1432,3894,-2462,-50,55,160,46,193,CRASH_R
10178,5,8,1,17,1808,1430,3893,-2463,-50,55,160,49,200,CRASH_R
10183,5,8,1,17,1807,1429,3891,-2462,-50,55,160,51,208,CRASH_R
10189,5,8,1,17,1807,1429,3891,-2462,-50,55,160,54,218,MOVE
10194,5,8,1,17,1805,1429,3891,-2462,-50,55,160,56,225,CRASH_R
10200,5,8,1,17,1760,1427,3892,-2465,-50,55,160,59,232,CRASH_R
10205,5,8,1,17,1760,1427,3893,-2466,-50,55,160,61,240,CRASH_R
10210,5,8,1,17,1785,1480,3893,-2413,-50,55,160,63,247,CRASH_R
10215,5,8,1,17,1788,1481,3894,-2413,-50,55,160,64,254,CRASH_R
10220,5,8,1,17,1788,1481,3894,-2413,-50,55,160,65,260,CRASH_R
10225,5,8,1,17,1784,1477,3890,-2413,-50,55,160,66,267,CRASH_R
10230,5,8,1,17,1782,1476,3890,-2414,-50,55,160,67,274,CRASH_R
10235,5,8,1,17,1782,1475,3891,-2416,-50,55,160,68,280,CRASH_R
10243,5,8,1,17,1808,1475,3892,-2417,-50,55,160,70,291,CRASH_R
10248,5,8,1,17,1808,1482,3893,-2411,-50,55,160,70,298,CRASH_R
10253,5,8,1,17,1796,1485,3905,-2420,-50,55,160,70,304,CRASH_R
10258,5,8,1,17,1782,1482,3893,-2411,-50,55,160,70,310,CRASH_R
10263,5,8,1,17,1783,1478,3892,-2414,-50,55,160,70,317,CRASH_R
10268,5,8,1,17,1783,1477,3890,-2413,-50,55,160,70,323,CRASH_R
10274,5,8,1,17,1785,1477,3890,-2413,-50,55,160,70,329,CRASH_R
10279,5,8,1,17,1785,1475,3891,-2416,-50,55,160,70,335,CRASH_R
10284,5,8,1,17,1785,1477,3892,-2415,-50,55,160,70,341,CRASH_R
10289,5,8,1,17,1810,1488,3892,-2404,-50,55,160,70,346,CRASH_R
10291,5,8,1,17,1810,1488,3892,-2404,-50,55,160,70,349,MOVE
10296,5,8,1,17,1810,1488,3893,-2405,-50,55,160,70,355,CRASH_R
10301,5,8,1,17,1791,1486,3893,-2407,-50,55,160,70,360,CRASH_R
10306,5,8,1,17,1782,1477,3894,-2417,-50,55,160,70,366,CRASH_R
10312,5,8,1,17,1782,1477,3894,-2417,-50,55,160,70,371,CRASH_R
10317,5,8,1,17,1782,1477,3892,-2415,-50,55,160,70,377,CRASH_R
10322,5,8,1,17,1782,1476,3892,-2416,-50,55,160,70,382,CRASH_R
10327,5,8,1,17,1779,1476,3892,-2416,-50,55,160,70,388,CRASH_R
10332,5,8,1,17,1779,1479,3892,-2413,-50,55,160,70,393,CRASH_R
10337,5,8,1,17,1782,1482,3892,-2410,-50,55,160,70,398,CRASH_R
10344,5,8,1,17,1784,1482,3892,-2410,-50,55,160,70,406,CRASH_R
10350,5,8,1,17,1784,1473,3891,-2418,-50,55,160,70,412,CRASH_R
10355,5,8,1,17,1788,1473,3891,-2418,-50,55,160,70,417,CRASH_R
10360,5,8,1,17,1782,1479,3892,-2413,-50,55,160,70,422,CRASH_R
10365,5,8,1,17,1792,1479,3892,-2413,-50,55,160,70,428,CRASH_R
10370,5,8,1,17,1807,1479,3892,-2413,-50,55,160,70,433,CRASH_R
10375,5,8,1,17,1807,1483,3892,-2409,-50,55,160,70,438,CRASH_R
10380,5,8,1,17,1807,1483,3892,-2409,-50,55,160,70,443,CRASH_R
10385,5,8,1,17,1804,1475,3892,-2417,-50,55,160,70,448,CRASH_R
10390,5,8,1,17,1804,1475,3892,-2417,-50,55,160,70,454,CRASH_R
10400,5,8,1,17,1804,1475,3892,-2417,-50,55,160,70,464,MOVE
10406,5,8,1,17,1808,1478,3892,-2414,-50,55,160,70,470,CRASH_R
10411,5,8,1,17,1808,1478,3892,-2414,-50,55,160,70,475,CRASH_R
10416,5,8,1,17,1785,1479,3893,-2414,-50,55,160,70,480,CRASH_R
10421,5,8,1,17,1785,1479,3893,-2414,-50,55,160,70,486,CRASH_R
10426,5,8,1,17,1786,1479,3892,-2413,-50,55,160,70,491,CRASH_R
10431,5,8,1,17,1805,1476,3892,-2416,-50,55,160,70,496,CRASH_R
10436,5,8,1,17,1805,1475,3891,-2416,-50,55,160,70,502,CRASH_R
10441,5,8,1,17,1807,1472,3892,-2420,-50,55,160,70,508,CRASH_R
10447,5,8,1,17,1809,1472,3893,-2421,-50,55,160,70,513,CRASH_R
10454,5,8,1,17,1811,1488,3901,-2413,-50,55,160,70,522,CRASH_R
10460,5,8,1,17,1809,1488,3901,-2413,-50,55,160,70,528,CRASH_R
10465,5,8,1,17,1790,1484,3906,-2422,-50,55,160,70,534,CRASH_R
10470,5,8,1,17,1785,1484,3897,-2413,-50,55,160,70,540,CRASH_R
10475,5,8,1,17,1790,1480,3897,-2417,-50,55,160,70,546,CRASH_R
10480,5,8,1,17,1802,1480,3890,-2410,-50,55,160,70,552,CRASH_R
10485,5,8,1,17,1802,1476,3890,-2414,-50,55,160,70,558,CRASH_R
10490,5,8,1,17,1798,1478,3892,-2414,-50,55,160,70,564,CRASH_R
10495,5,8,1,17,1780,1478,3893,-2415,-50,55,160,70,570,CRASH_R
10500,5,8,1,17,1780,1481,3893,-2412,-50,55,160,70,576,CRASH_R
10507,5,8,1,17,1780,1481,3893,-2412,-50,55,160,70,584,MOVE
10512,5,8,1,17,1783,1481,3893,-2412,-50,55,160,70,590,CRASH_R
10518,5,8,1,17,1783,1483,3894,-2411,-50,55,160,70,596,CRASH_R
10553,5,9,1,16,0,0,0,0,0,0,0,0,0,CELL_DONE
10556,5,9,1,16,0,0,0,0,0,0,0,0,0,MOVE
10688,5,9,1,16,1815,1465,3898,-2433,-50,55,160,0,0,CRASH_R
10688,5,9,1,16,1815,1465,3898,-2433,-50,55,160,0,0,MOVE
10693,5,9,1,16,1815,1459,3898,-2439,-50,55,160,0,0,CRASH_R
10698,5,9,1,16,1816,1462,3898,-2436,-50,55,160,0,1,CRASH_R
10703,5,9,1,16,1813,1458,3896,-2438,-50,55,160,0,1,CRASH_R
10708,5,9,1,16,1809,1457,3893,-2436,-50,55,160,0,2,CRASH_R
10713,5,9,1,16,1804,1455,3893,-2438,-50,55,160,0,4,CRASH_R
10721,5,9,1,16,1783,1454,3893,-2439,-50,55,160,0,8,CRASH_R
10726,5,9,1,16,1781,1454,3892,-2438,-50,55,160,0,10,CRASH_R
10731,5,9,1,16,1781,1454,3892,-2438,-50,55,160,0,13,CRASH_R
10736,5,9,1,16,1805,1454,3892,-2438,-50,55,160,0,16,CRASH_R
10741,5,9,1,16,1807,1453,3893,-2440,-50,55,160,0,20,CRASH_R
10746,5,9,1,16,1807,1454,3893,-2439,-50,55,160,0,24,CRASH_R
10752,5,9,1,16,1803,1479,3893,-2414,-50,55,160,0,28,CRASH_R
10757,5,9,1,16,1795,1486,3898,-2412,-50,55,160,0,32,CRASH_R
10762,5,9,1,16,1795,1486,3898,-2412,-50,55,160,0,36,CRASH_R
10767,5,9,1,16,1784,1484,3891,-2407,-50,55,160,0,41,CRASH_R
10774,5,9,1,16,1780,1478,3891,-2413,-50,55,160,0,48,CRASH_R
10779,5,9,1,16,1780,1478,3891,-2413,-50,55,160,0,53,CRASH_R
10784,5,9,1,16,1780,1476,3892,-2416,-50,55,160,0,58,CRASH_R
10790,5,9,1,16,1781,1478,3892,-2414,-50,55,160,0,63,CRASH_R
10790,5,9,1,16,1781,1478,3892,-2414,-50,55,160,0,63,MOVE
10795,5,9,1,16,1781,1478,3892,-2414,-50,55,160,0,68,CRASH_R
10800,5,9,1,16,1781,1479,3893,-2414,-50,55,160,0,73,CRASH_R
10805,5,9,1,16,1781,1478,3893,-2415,-50,55,160,0,78,CRASH_R
10810,5,9,1,16,1787,1479,3895,-2416,-50,55,160,0,83,CRASH_R
10815,5,9,1,16,1809,1477,3892,-2415,-50,55,160,0,89,CRASH_R
10822,5,9,1,16,1824,1498,3907,-2409,-50,55,160,0,97,CRASH_R
10828,5,9,1,16,1809,1479,3892,-2413,-50,55,160,0,102,CRASH_R
10833,5,9,1,16,1800,1493,3911,-2418,-50,55,160,0,108,CRASH_R
10838,5,9,1,16,1792,1479,3894,-2415,-50,55,160,0,114,CRASH_R
10843,5,9,1,16,1787,1479,3894,-2415,-50,55,160,0,121,CRASH_R
10848,5,9,1,16,1783,1477,3893,-2416,-50,55,160,0,127,CRASH_R
10853,5,9,1,16,1777,1476,3891,-2415,-50,55,160,0,134,CRASH_R
10858,5,9,1,16,1777,1474,3891,-2417,-50,55,160,0,141,CRASH_R
10863,5,9,1,16,1809,1471,3892,-2421,-50,55,160,0,148,CRASH_R
10868,5,9,1,16,1809,1471,3894,-2423,-50,55,160,0,154,CRASH_R
10876,5,9,1,16,1809,1469,3894,-2425,-50,55,160,0,164,CRASH_R
10881,5,9,1,16,1813,1468,3901,-2433,-50,55,160,0,171,CRASH_R
10886,5,9,1,16,1807,1457,3892,-2435,-50,55,160,0,178,CRASH_R
10891,5,9,1,16,1805,1453,3891,-2438,-50,55,160,0,184,CRASH_R
10891,5,9,1,16,1805,1453,3891,-2438,-50,55,160,0,184,MOVE
10896,5,9,1,16,1805,1453,3891,-2438,-50,55,160,0,191,CRASH_R
10901,5,9,1,16,1805,1453,3891,-2438,-50,55,160,0,198,CRASH_R
10906,5,9,1,16,1805,1453,3892,-2439,-50,55,160,0,204,CRASH_R
10911,5,9,1,16,1806,1453,3892,-2439,-50,55,160,0,210,CRASH_R
10916,5,9,1,16,1806,1457,3892,-2435,-50,55,160,0,216,CRASH_R
10924,5,9,1,16,1806,1471,3892,-2421,-50,55,160,0,226,CRASH_R
10929,5,9,1,16,1805,1472,3892,-2420,-50,55,160,0,232,CRASH_R
10934,5,9,1,16,1803,1471,3890,-2419,-50,55,160,0,238,CRASH_R
10939,5,9,1,16,1801,1472,3890,-2418,-50,55,160,0,244,CRASH_R
10944,5,9,1,16,1790,1476,3893,-2417,-50,55,160,0,250,CRASH_R
10949,5,9,1,16,1789,1485,3899,-2414,-50,55,160,0,256,CRASH_R
10955,5,9,1,16,1781,1482,3893,-2411,-50,55,160,0,262,CRASH_R
10960,5,9,1,16,1784,1483,3893,-2410,-50,55,160,0,268,CRASH_R
10965,5,9,1,16,1781,1482,3893,-2411,-50,55,160,0,274,CRASH_R
10970,5,9,1,16,1781,1477,3893,-2416,-50,55,160,0,280,CRASH_R
10977,5,9,1,16,1781,1475,3893,-2418,-50,55,160,0,288,CRASH_R
10982,5,9,1,16,1781,1473,3891,-2418,-50,55,160,0,294,CRASH_R
10987,5,9,1,16,1782,1473,3893,-2420,-50,55,160,0,300,CRASH_R
10992,5,9,1,16,1782,1473,3895,-2422,-50,55,160,0,306,CRASH_R
10993,5,9,1,16,1782,1473,3895,-2422,-50,55,160,0,306,MOVE
10998,5,9,1,16,1782,1482,3895,-2413,-50,55,160,0,312,CRASH_R
11003,5,9,1,16,1791,1485,3894,-2409,-50,55,160,0,318,CRASH_R
11008,5,9,1,16,1782,1482,3894,-2412,-50,55,160,0,324,CRASH_R
11013,5,9,1,16,1782,1480,3894,-2414,-50,55,160,0,330,CRASH_R
11018,5,9,1,16,1781,1475,3890,-2415,-50,55,160,0,336,CRASH_R
11029,5,9,1,16,1781,1474,3890,-2416,-50,55,160,0,350,CRASH_R
11035,5,9,1,16,1782,1473,3892,-2419,-50,55,160,0,356,CRASH_R
11040,5,9,1,16,1782,1473,3894,-2421,-50,55,160,0,362,CRASH_R
11045,5,9,1,16,1781,1482,3894,-2412,-50,55,160,0,368,CRASH_R
11050,5,9,1,16,1781,1482,3894,-2412,-50,55,160,0,373,CRASH_R
11055,5,9,1,16,1807,1481,3892,-2411,-50,55,160,0,379,CRASH_R
11060,5,9,1,16,1808,1481,3892,-2411,-50,55,160,0,385,CRASH_R
11065,5,9,1,16,1808,1481,3892,-2411,-50,55,160,0,391,CRASH_R
11070,5,9,1,16,1810,1476,3893,-2417,-50,55,160,0,396,CRASH_R
11075,5,9,1,16,1807,1472,3893,-2421,-50,55,160,0,402,CRASH_R
11082,5,9,1,16,1807,1471,3893,-2422,-50,55,160,0,410,CRASH_R
11088,5,9,1,16,1807,1459,3893,-2434,-50,55,160,0,416,CRASH_R
11093,5,9,1,16,1807,1452,3893,-2441,-50,55,160,0,421,CRASH_R
11093,5,9,1,16,1807,1452,3893,-2441,-50,55,160,0,421,MOVE
11098,5,9,1,16,1807,1452,3893,-2441,-50,55,160,0,426,CRASH_R
11103,5,9,1,16,1807,1455,3893,-2438,-50,55,160,0,432,CRASH_R
11108,5,9,1,16,1806,1455,3893,-2438,-50,55,160,0,437,CRASH_R
11113,5,9,1,16,1806,1455,3893,-2438,-50,55,160,0,442,CRASH_R
11118,5,9,1,16,1805,1455,3893,-2438,-50,55,160,0,448,CRASH_R
11123,5,9,1,16,1791,1460,3897,-2437,-50,55,160,0,453,CRASH_R
11131,5,9,1,16,1791,1475,3897,-2422,-50,55,160,0,461,CRASH_R
11136,5,9,1,16,1806,1475,3892,-2417,-50,55,160,0,466,CRASH_R
11141,5,9,1,16,1806,1475,3891,-2416,-50,55,160,0,472,CRASH_R
11146,5,9,1,16,1808,1475,3891,-2416,-50,55,160,0,477,CRASH_R
11151,5,9,1,16,1808,1475,3891,-2416,-50,55,160,0,483,CRASH_R
11156,5,9,1,16,1808,1479,3893,-2414,-50,55,160,0,488,CRASH_R
11161,5,9,1,16,1807,1481,3893,-2412,-50,55,160,0,493,CRASH_R
11166,5,9,1,16,1804,1481,3893,-2412,-50,55,160,0,499,CRASH_R
11172,5,9,1,16,1798,1481,3893,-2412,-50,55,160,0,504,CRASH_R
11177,5,9,1,16,1784,1476,3893,-2417,-50,55,160,0,510,CRASH_R
11184,5,9,1,16,1782,1474,3893,-2419,-50,55,160,0,518,CRASH_R
11189,5,9,1,16,1782,1476,3894,-2418,-50,55,160,0,523,CRASH_R
11194,5,9,1,16,1783,1474,3892,-2418,-50,55,160,0,529,CRASH_R
11194,5,9,1,16,1783,1474,3892,-2418,-50,55,160,0,529,MOVE
11199,5,9,1,16,1784,1472,3893,-2421,-50,55,160,0,534,CRASH_R
11204,5,9,1,16,1783,1472,3893,-2421,-50,55,160,0,540,CRASH_R
11209,5,9,1,16,1782,1478,3893,-2415,-50,55,160,0,546,CRASH_R
11215,5,9,1,16,1782,1478,3893,-2415,-50,55,160,0,551,CRASH_R
11220,5,9,1,16,1782,1478,3892,-2414,-50,55,160,0,556,CRASH_R
11225,5,9,1,16,1777,1477,3893,-2416,-50,55,160,0,562,CRASH_R
11232,5,9,1,16,1777,1477,3891,-2414,-50,55,160,0,570,CRASH_R
11237,5,9,1,16,1782,1477,3894,-2417,-50,55,160,0,575,CRASH_R
11243,5,9,1,16,1783,1478,3892,-2414,-50,55,160,0,580,CRASH_R
11248,5,9,1,16,1783,1477,3893,-2416,-50,55,160,0,586,CRASH_R
11253,5,9,1,16,1789,1472,3893,-2421,-50,55,160,0,591,CRASH_R
11258,5,9,1,16,1793,1456,3893,-2437,-50,55,160,0,597,CRASH_R
11293,5,10,1,15,0,0,0,0,0,0,0,0,0,CELL_DONE
11295,5,10,1,15,0,0,0,0,0,0,0,0,0,MOVE
11427,5,10,1,15,1787,1478,3893,-2415,-50,55,160,0,0,CRASH_R
11427,5,10,1,15,1787,1478,3893,-2415,-50,55,160,0,0,MOVE
11432,5,10,1,15,1780,1478,3892,-2414,-50,55,160,0,0,CRASH_R
11438,5,10,1,15,1787,1478,3891,-2413,-50,55,160,0,1,CRASH_R
11446,5,10,1,15,1804,1478,3891,-2413,-50,55,160,0,2,CRASH_R
11452,5,10,1,15,1804,1478,3892,-2414,-50,55,160,0,4,CRASH_R
11457,5,10,1,15,1784,1483,3893,-2410,-50,55,160,0,6,CRASH_R
11462,5,10,1,15,1782,1483,3893,-2410,-50,55,160,0,8,CRASH_R
11467,5,10,1,15,1783,1481,3893,-2412,-50,55,160,0,11,CRASH_R
11472,5,10,1,15,1782,1474,3893,-2419,-50,55,160,0,14,CRASH_R
11477,5,10,1,15,1782,1474,3893,-2419,-50,55,160,0,17,CRASH_R
11482,5,10,1,15,1782,1474,3895,-2421,-50,55,160,0,21,CRASH_R
11487,5,10,1,15,1793,1488,3902,-2414,-50,55,160,0,25,CRASH_R
11492,5,10,1,15,1802,1488,3902,-2414,-50,55,160,0,29,CRASH_R
11500,5,10,1,15,1802,1488,3904,-2416,-50,55,160,0,35,CRASH_R
11505,5,10,1,15,1794,1486,3901,-2415,-50,55,160,0,39,CRASH_R
11510,5,10,1,15,1785,1486,3901,-2415,-50,55,160,0,44,CRASH_R
11515,5,10,1,15,1785,1479,3893,-2414,-50,55,160,0,48,CRASH_R
11520,5,10,1,15,1808,1477,3893,-2416,-50,55,160,0,53,CRASH_R
11525,5,10,1,15,1808,1476,3893,-2417,-50,55,160,0,58,CRASH_R
11530,5,10,1,15,1807,1475,3893,-2418,-50,55,160,0,63,CRASH_R
11530,5,10,1,15,1807,1475,3893,-2418,-50,55,160,0,63,MOVE
11535,5,10,1,15,1806,1475,3894,-2419,-50,55,160,0,67,CRASH_R
11541,5,10,1,15,1806,1475,3895,-2420,-50,55,160,0,72,CRASH_R
11552,5,10,1,15,1803,1477,3895,-2418,-50,55,160,0,84,CRASH_R
11557,5,10,1,15,1781,1478,3894,-2416,-50,55,160,0,89,CRASH_R
11562,5,10,1,15,1781,1478,3894,-2416,-50,55,160,0,94,CRASH_R
11567,5,10,1,15,1785,1478,3892,-2414,-50,55,160,0,99,CRASH_R
11572,5,10,1,15,1787,1478,3893,-2415,-50,55,160,0,105,CRASH_R
11577,5,10,1,15,1785,1477,3893,-2416,-50,55,160,0,110,CRASH_R
11583,5,10,1,15,1783,1478,3893,-2415,-50,55,160,0,116,CRASH_R
11588,5,10,1,15,1783,1479,3891,-2412,-50,55,160,0,121,CRASH_R
11593,5,10,1,15,1783,1482,3891,-2409,-50,55,160,0,127,CRASH_R
11598,5,10,1,15,1785,1479,3891,-2412,-50,55,160,0,133,CRASH_R
11605,5,10,1,15,1782,1484,3899,-2415,-50,55,160,0,141,CRASH_R
11611,5,10,1,15,1785,1486,3899,-2413,-50,55,160,0,147,CRASH_R
11616,5,10,1,15,1783,1486,3899,-2413,-50,55,160,0,153,CRASH_R
11621,5,10,1,15,1784,1484,3891,-2407,-50,55,160,0,159,CRASH_R
11626,5,10,1,15,1783,1482,3891,-2409,-50,55,160,0,165,CRASH_R
11631,5,10,1,15,1783,1482,3893,-2411,-50,55,160,0,171,CRASH_R
11631,5,10,1,15,1783,1482,3893,-2411,-50,55,160,0,171,MOVE
11636,5,10,1,15,1781,1479,3893,-2414,-50,55,160,0,177,CRASH_R
11641,5,10,1,15,1781,1474,3892,-2418,-50,55,160,0,183,CRASH_R
11646,5,10,1,15,1781,1471,3892,-2421,-50,55,160,0,189,CRASH_R
11653,5,10,1,15,1795,1471,3892,-2421,-50,55,160,0,198,CRASH_R
11659,5,10,1,15,1795,1472,3892,-2420,-50,55,160,0,203,CRASH_R
11664,5,10,1,15,1783,1476,3893,-2417,-50,55,160,0,209,CRASH_R
11669,5,10,1,15,1778,1481,3892,-2411,-50,55,160,0,215,CRASH_R
11674,5,10,1,15,1778,1481,3892,-2411,-50,55,160,0,221,CRASH_R
11679,5,10,1,15,1778,1478,3892,-2414,-50,55,160,0,227,CRASH_R
11684,5,10,1,15,1783,1478,3890,-2412,-50,55,160,0,233,CRASH_R
11689,5,10,1,15,1783,1476,3890,-2414,-50,55,160,0,238,CRASH_R
11694,5,10,1,15,1783,1475,3892,-2417,-50,55,160,0,244,CRASH_R
11699,5,10,1,15,1783,1474,3892,-2418,-50,55,160,0,249,CRASH_R
11707,5,10,1,15,1783,1474,3892,-2418,-50,55,160,0,258,CRASH_R
11712,5,10,1,15,1781,1481,3892,-2411,-50,55,160,0,263,CRASH_R
11717,5,10,1,15,1757,1481,3892,-2411,-50,55,160,0,269,CRASH_R
11722,5,10,1,15,1756,1472,3893,-2421,-50,55,160,0,274,CRASH_R
11727,5,10,1,15,1756,1472,3893,-2421,-50,55,160,0,280,CRASH_R
11732,5,10,1,15,1781,1480,3893,-2413,-50,55,160,0,285,CRASH_R
11732,5,10,1,15,1781,1480,3893,-2413,-50,55,160,0,285,MOVE
11738,5,10,1,15,1783,1480,3891,-2411,-50,55,160,0,291,CRASH_R
11743,5,10,1,15,1783,1477,3891,-2414,-50,55,160,0,297,CRASH_R
11748,5,10,1,15,1814,1477,3893,-2416,-50,55,160,0,302,CRASH_R
11755,5,10,1,15,1814,1480,3894,-2414,-50,55,160,0,311,CRASH_R
11760,5,10,1,15,1808,1480,3894,-2414,-50,55,160,0,317,CRASH_R
11766,5,10,1,15,1786,1474,3893,-2419,-50,55,160,0,324,CRASH_R
11771,5,10,1,15,1786,1474,3892,-2418,-50,55,160,0,330,CRASH_R
11776,5,10,1,15,1785,1474,3892,-2418,-50,55,160,0,337,CRASH_R
11781,5,10,1,15,1786,1473,3892,-2419,-50,55,160,0,344,CRASH_R
11786,5,10,1,15,1791,1473,3897,-2424,-50,55,160,0,351,CRASH_R
11791,5,10,1,15,1791,1481,3897,-2416,-50,55,160,0,358,CRASH_R
11796,5,10,1,15,1785,1482,3893,-2411,-50,55,160,0,365,CRASH_R
11801,5,10,1,15,1776,1481,3892,-2411,-50,55,160,0,371,CRASH_R
11808,5,10,1,15,1776,1478,3892,-2414,-50,55,160,0,381,CRASH_R
11814,5,10,1,15,1782,1478,3892,-2414,-50,55,160,0,388,CRASH_R
11819,5,10,1,15,1784,1476,3893,-2417,-50,55,160,0,395,CRASH_R
11824,5,10,1,15,1784,1478,3893,-2415,-50,55,160,0,401,CRASH_R
11829,5,10,1,15,1784,1480,3893,-2413,-50,55,160,0,408,CRASH_R
11834,5,10,1,15,1782,1480,3893,-2413,-50,55,160,0,414,CRASH_R
11834,5,10,1,15,1782,1480,3893,-2413,-50,55,160,0,414,MOVE
11839,5,10,1,15,1782,1483,3902,-2419,-50,55,160,0,421,CRASH_R
11844,5,10,1,15,1782,1479,3893,-2414,-50,55,160,0,427,CRASH_R
11849,5,10,1,15,1780,1479,3893,-2414,-50,55,160,0,433,CRASH_R
11861,5,10,1,15,1780,1478,3892,-2414,-50,55,160,0,447,CRASH_R
11866,5,10,1,15,1780,1477,3892,-2415,-50,55,160,0,453,CRASH_R
11871,5,10,1,15,1780,1477,3892,-2415,-50,55,160,0,459,CRASH_R
11876,5,10,1,15,1780,1478,3892,-2414,-50,55,160,0,466,CRASH_R
11881,5,10,1,15,1781,1478,3892,-2414,-50,55,160,0,472,CRASH_R
11886,5,10,1,15,1780,1475,3891,-2416,-50,55,160,0,478,CRASH_R
11891,5,10,1,15,1784,1475,3892,-2417,-50,55,160,0,484,CRASH_R
11896,5,10,1,15,1780,1479,3892,-2413,-50,55,160,0,490,CRASH_R
11902,5,10,1,15,1779,1479,3892,-2413,-50,55,160,0,496,CRASH_R
11907,5,10,1,15,1779,1479,3892,-2413,-50,55,160,0,502,CRASH_R
11914,5,10,1,15,1779,1479,3892,-2413,-50,55,160,0,510,CRASH_R
11919,5,10,1,15,1780,1479,3892,-2413,-50,55,160,0,516,CRASH_R
11924,5,10,1,15,1807,1479,3895,-2416,-50,55,160,0,522,CRASH_R
11929,5,10,1,15,1809,1478,3897,-2419,-50,55,160,0,528,CRASH_R
11934,5,10,1,15,1809,1477,3897,-2420,-50,55,160,0,534,CRASH_R
11934,5,10,1,15,1809,1477,3897,-2420,-50,55,160,0,534,MOVE
11939,5,10,1,15,1785,1477,3897,-2420,-50,55,160,0,540,CRASH_R
11944,5,10,1,15,1775,1478,3892,-2414,-50,55,160,0,545,CRASH_R
11949,5,10,1,15,1775,1478,3892,-2414,-50,55,160,0,551,CRASH_R
11954,5,10,1,15,1809,1478,3892,-2414,-50,55,160,0,557,CRASH_R
11962,5,10,1,15,1809,1478,3892,-2414,-50,55,160,0,566,CRASH_R
11967,5,10,1,15,1803,1478,3893,-2415,-50,55,160,0,572,CRASH_R
11972,5,10,1,15,1787,1481,3893,-2412,-50,55,160,0,577,CRASH_R
11977,5,10,1,15,1785,1478,3893,-2415,-50,55,160,0,583,CRASH_R
11982,5,10,1,15,1787,1478,3892,-2414,-50,55,160,0,589,CRASH_R
11987,5,10,1,15,1806,1478,3892,-2414,-50,55,160,0,595,CRASH_R
12022,5,11,1,14,0,0,0,0,0,0,0,0,0,CELL_DONE
12025,5,11,1,14,0,0,0,0,0,0,0,0,0,MOVE
12156,5,11,1,14,1783,1453,3893,-2440,-50,55,160,0,0,CRASH_R
12156,5,11,1,14,1783,1453,3893,-2440,-50,55,160,0,0,MOVE
12161,5,11,1,14,1783,1453,3893,-2440,-50,55,160,0,0,CRASH_R
12167,5,11,1,14,1790,1461,3899,-2438,-50,55,160,0,2,CRASH_R
12175,5,11,1,14,1795,1461,3899,-2438,-50,55,160,0,5,CRASH_R
12180,5,11,1,14,1806,1454,3894,-2440,-50,55,160,0,8,CRASH_R
12185,5,11,1,14,1806,1454,3891,-2437,-50,55,160,0,11,CRASH_R
12190,5,11,1,14,1805,1453,3891,-2438,-50,55,160,0,14,CRASH_R
12195,5,11,1,14,1784,1451,3892,-2441,-50,55,160,0,18,CRASH_R
12200,5,11,1,14,1781,1448,3892,-2444,-50,55,160,0,22,CRASH_R
12205,5,11,1,14,1781,1448,3892,-2444,-50,55,160,0,25,CRASH_R
12211,5,11,1,14,1781,1456,3892,-2436,-50,55,160,0,30,CRASH_R
12216,5,11,1,14,1782,1458,3893,-2435,-50,55,160,0,34,CRASH_R
12221,5,11,1,14,1791,1458,3893,-2435,-50,55,160,0,38,CRASH_R
12228,5,11,1,14,1808,1464,3903,-2439,-50,55,160,0,45,CRASH_R
12233,5,11,1,14,1814,1454,3892,-2438,-50,55,160,0,50,CRASH_R
12239,5,11,1,14,1814,1459,3903,-2444,-50,55,160,0,55,CRASH_R
12244,5,11,1,14,1783,1454,3894,-2440,-50,55,160,0,60,CRASH_R
12249,5,11,1,14,1783,1459,3894,-2435,-50,55,160,0,65,CRASH_R
12254,5,11,1,14,1783,1480,3893,-2413,-50,55,160,0,70,CRASH_R
12259,5,11,1,14,1785,1480,3893,-2413,-50,55,160,0,75,CRASH_R
12259,5,11,1,14,1785,1480,3893,-2413,-50,55,160,0,75,MOVE
12264,5,11,1,14,1785,1480,3898,-2418,-50,55,160,0,80,CRASH_R
12269,5,11,1,14,1783,1476,3898,-2422,-50,55,160,0,85,CRASH_R
12276,5,11,1,14,1783,1493,3898,-2405,-50,55,160,0,93,CRASH_R
12282,5,11,1,14,1788,1485,3896,-2411,-50,55,160,0,98,CRASH_R
12287,5,11,1,14,1788,1485,3896,-2411,-50,55,160,0,104,CRASH_R
12292,5,11,1,14,1789,1484,3896,-2412,-50,55,160,0,109,CRASH_R
