time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,action
14181,514,2550,3019,-12,0,0,0,0
14222,314,2550,3022,-27,0,0,0,0
14242,172,2549,3085,-14,0,0,0,0
14262,170,2549,3086,-14,0,0,0,0
14282,170,2551,3087,-14,0,0,0,0
14302,170,2551,3087,-15,0,0,0,0
14322,202,2547,3085,-15,0,0,0,0
14342,230,2551,3085,-12,0,0,0,0
14362,248,2562,3076,-14,0,0,0,0
14382,269,2593,3067,-14,0,0,0,0
14423,276,2598,3065,-32,0,0,0,0
14443,303,2608,2983,-17,0,0,0,0
14463,320,2608,2983,-20,0,0,0,0
14483,343,2608,2983,-20,0,0,0,0
14503,344,2597,3036,-21,0,0,0,0
14523,366,2593,3047,-19,0,0,0,0
14543,390,2556,3090,-20,0,0,0,0
14563,417,2555,3090,-20,0,0,0,0
14583,441,2554,3091,-19,0,0,0,0
14624,447,2549,3091,-41,0,0,0,0
14644,465,2533,3091,-19,0,0,0,0
14664,488,2531,3112,-19,0,0,0,0
14684,510,2520,3112,-19,0,0,0,0
14704,537,2520,3113,-20,0,0,0,0
14724,589,2528,3112,-21,0,0,0,0
14744,635,2531,3104,-19,0,0,0,0
14764,635,2528,3063,-18,0,0,0,0
14784,685,2528,3062,-18,0,0,0,0
14825,735,1175,3020,-40,0,0,0,0
14845,788,1155,3017,-17,0,0,0,0
14865,870,1028,3002,-17,0,0,0,0
14885,969,1028,2945,-17,0,0,0,0
14905,1006,1015,2942,-17,0,0,0,0
14925,1079,1015,2939,-16,0,0,0,0
14945,1138,1010,2935,-16,0,0,0,0
14965,1283,992,2929,-14,0,0,0,0
14985,1379,992,2906,-12,0,0,0,0
15026,1473,992,2894,-19,0,0,0,0
15046,1572,994,2892,-4,0,0,0,0
15066,1829,995,2871,-3,0,0,0,0
15086,1923,999,2830,-1,0,0,0,0
15106,1966,999,2828,0,0,0,0,0
15126,2038,999,2828,0,0,0,0,0
15146,2038,994,2828,0,0,0,0,0
15166,2038,994,2830,0,0,0,0,0
15186,2037,993,2834,0,0,0,0,0
15227,2036,992,2849,0,0,0,0,0
15247,2036,992,2849,0,0,0,0,0
15267,2036,992,2849,0,0,0,0,0
15287,2036,992,2834,0,0,0,0,0
15307,2036,996,2834,0,0,0,0,0
15327,2037,996,2834,0,0,0,0,0
15347,2034,996,2834,0,0,0,0,0
15367,2033,996,2834,0,0,0,0,0
15387,1994,996,2837,-1,0,0,0,0
15428,1991,996,2846,0,0,0,0,0
15448,1989,996,2827,0,0,0,0,0
15468,1990,993,2830,0,0,0,0,0
15488,1990,998,2834,-1,0,0,0,0
15508,1990,993,2830,-2,0,0,0,0
15528,2004,993,2824,-6,0,0,0,0
15548,2011,993,2761,-8,0,0,0,0
15568,2012,993,2757,-10,0,0,0,0
15588,2032,993,2557,-10,0,0,0,0
15629,2032,993,2555,-26,0,0,0,0
15649,2032,1016,2302,-16,0,0,0,0
15669,1879,1016,2302,-18,0,0,0,0
15689,1763,1016,2302,-21,0,0,0,0
15709,1662,957,2755,-22,0,0,0,0
15729,1563,942,2775,-21,0,0,0,0
15749,1283,870,3410,-22,0,0,0,0
15769,1127,861,3413,-22,0,0,0,0
15789,991,722,3708,-21,0,0,0,0
15830,970,722,3708,-47,0,0,0,0
15850,734,722,3708,-21,0,0,0,0
15870,734,810,3651,-21,0,0,0,0
15890,734,814,3648,-19,0,0,0,0
15910,812,821,3648,-14,0,0,0,0
15930,844,969,3357,-11,0,0,0,0
15950,882,990,3346,-8,0,0,0,0
15970,893,990,3201,-6,0,0,0,0
15990,975,969,3194,-6,0,0,0,0
16031,986,941,3194,-14,0,0,0,0
16051,1029,938,3201,-3,0,0,0,0
16071,1127,839,3253,-2,0,0,0,0
16091,1150,781,3328,0,0,0,0,0
16111,1164,768,3349,0,0,0,0,0
16131,1164,704,3390,0,0,0,0,0
16151,1164,694,3395,0,0,0,0,0
16171,1164,694,3406,0,0,0,0,0
16191,1165,698,3417,0,0,0,0,0
16232,1165,704,3419,-2,0,0,0,0
16252,1162,706,3417,-3,0,0,0,0
16272,1165,754,3406,-1,0,0,0,0
16292,1162,768,3257,-1,0,0,0,0
16312,1162,773,3254,-3,0,0,0,0
16332,1162,844,3175,-5,0,0,0,0
16352,1165,851,3157,-8,0,0,0,0
16372,1165,851,3049,-10,0,0,0,0
16392,1165,851,3038,-11,0,0,0,0
16433,1140,914,2854,-25,0,0,0,0
16453,1140,914,2852,-12,0,0,0,0
16473,1126,1036,2534,-13,0,0,0,0
16493,1103,1042,2272,-11,0,0,0,0
16513,1101,1428,2266,-12,0,0,0,0
16533,985,1432,2264,-15,0,0,0,0
16553,937,1721,2011,-15,0,0,0,0
16573,908,1722,2010,-16,0,0,0,0
16593,817,1998,2010,-15,0,0,0,0
16634,613,2005,2011,-36,0,0,0,0
16654,596,2280,2524,-15,0,0,0,0
16674,375,2434,2742,-15,0,0,0,0
16694,329,2437,2748,-14,0,0,0,0
16714,329,2452,2947,-15,0,0,0,0
16734,329,2456,2960,-14,0,0,0,0
16754,342,2478,3037,-18,0,0,0,0
16774,367,2486,3041,-20,0,0,0,0
16794,389,2488,3075,-23,0,0,0,0
16835,393,2489,3075,-52,0,0,0,0
16855,413,2503,3083,-25,0,0,0,0
16875,510,2506,3075,-24,0,0,0,0
16895,514,2506,3075,-24,0,0,0,0
16915,547,2507,3057,-25,0,0,0,0
16935,587,2507,3046,-27,0,0,0,0
16955,634,2517,2963,-27,0,0,0,0
16975,683,2522,2959,-27,0,0,0,0
16995,707,2524,899,-27,0,0,0,0
17036,786,2570,885,-52,0,0,0,0
17056,857,2574,663,-21,0,0,0,0
17076,1030,2640,663,-20,0,0,0,0
17096,1136,2705,663,-18,0,0,0,0
17116,1208,2712,748,-16,0,0,0,0
17136,1303,2750,751,-14,0,0,0,0
17156,1377,2752,752,-11,0,0,0,0
17176,1619,2809,768,-9,0,0,0,0
17196,1731,2836,785,-7,0,0,0,0
17237,1825,2841,797,-8,0,0,0,0
17257,1921,2842,801,-1,0,0,0,0
17277,2151,2842,842,0,0,0,0,0
17297,2194,2845,845,0,0,0,0,0
17317,2216,2841,847,0,0,0,0,0
17337,2224,2851,847,0,0,0,0,0
17357,2225,2846,845,0,0,0,0,0
17377,2227,2846,845,0,0,0,0,0
17397,2245,2840,842,-1,0,0,0,0
17438,2277,2823,821,-7,0,0,0,0
17458,2324,2813,818,-4,0,0,0,0
17478,2487,2725,725,-5,0,0,0,0
17498,2487,2508,725,-4,0,0,0,0
17518,2487,2506,725,-3,0,0,0,0
17538,2487,2506,924,-2,0,0,0,0
17558,2308,2506,929,-1,0,0,0,0
17578,2153,2506,1212,-1,0,0,0,0
17598,1989,2527,1214,0,0,0,0,0
17639,1780,2528,1527,-6,0,0,0,0
17659,1355,3091,1529,-5,0,0,0,0
17679,1028,3377,1886,-8,0,0,0,0
17699,834,3377,2146,-9,0,0,0,0
17719,343,3377,2147,-9,0,0,0,0
17739,343,3377,2151,-10,0,0,0,0
17759,321,3303,2324,-10,0,0,0,0
17779,321,3292,2335,-8,0,0,0,0
17799,320,3172,2467,-7,0,0,0,0
17840,295,3166,2467,-12,0,0,0,0
17860,292,3069,2590,-4,0,0,0,0
17880,246,3034,2660,-2,0,0,0,0
17900,246,3024,2680,-3,0,0,0,0
17920,245,2991,2709,-2,0,0,0,0
17940,243,2975,2714,-3,0,0,0,0
17960,245,2975,2720,-3,0,0,0,0
17980,246,2975,2720,-7,0,0,0,0
18000,270,2982,2720,-9,0,0,0,0
18041,288,2985,2720,-25,0,0,0,0
18061,295,2992,2693,-15,0,0,0,0
18081,344,3005,2624,-16,0,0,0,0
18101,351,3043,2622,-17,0,0,0,0
18121,364,3043,2584,-18,0,0,0,0
18141,365,3054,2584,-19,0,0,0,0
18161,368,3081,2584,-20,0,0,0,0
18181,365,3081,2584,-20,0,0,0,0
18201,394,3068,2606,-18,0,0,0,0
18242,412,3085,2606,-39,0,0,0,0
18262,416,3088,2606,-17,0,0,0,0
18282,439,3112,2491,-20,0,0,0,0
18302,446,3154,2491,-20,0,0,0,0
18322,462,3154,2491,-22,0,0,0,0
18342,488,3203,2509,-23,0,0,0,0
18362,491,3206,2509,-24,0,0,0,0
18382,502,3284,2509,-24,0,0,0,0
18402,511,3315,2481,-23,0,0,0,0
18443,517,3414,2444,-48,0,0,0,0
18463,565,3425,2441,-22,0,0,0,0
18483,586,3531,2399,-22,0,0,0,0
18503,661,3601,2329,-23,0,0,0,0
18523,663,3601,2323,-22,0,0,0,0
18543,681,3601,2230,-21,0,0,0,0
18563,706,3601,2217,-21,0,0,0,0
18583,763,3601,1010,-21,0,0,0,0
18603,814,3677,1007,-20,0,0,0,0
18644,858,3678,605,-35,0,0,0,0
18664,906,3708,605,-13,0,0,0,0
18684,1079,3738,605,-13,0,0,0,0
18704,1136,3743,628,-12,0,0,0,0
18724,1185,3743,631,-11,0,0,0,0
18744,1294,3738,645,-10,0,0,0,0
18764,1373,3716,650,-8,0,0,0,0
18784,1420,3710,653,-6,0,0,0,0
18804,1495,3700,654,-5,0,0,0,0
18845,1668,3695,654,-7,0,0,0,0
18865,1764,3566,654,-2,0,0,0,0
18885,1956,3304,661,-2,0,0,0,0
18905,2002,3287,767,-2,0,0,0,0
18925,2002,2731,775,-1,0,0,0,0
18945,2002,2729,777,-2,0,0,0,0
18965,1923,2729,1208,-5,0,0,0,0
18985,1722,2731,1209,-8,0,0,0,0
19005,1530,3162,1561,-6,0,0,0,0
19046,1416,3168,1573,-14,0,0,0,0
19066,1308,3429,1764,-6,0,0,0,0
19086,1055,3575,1888,-4,0,0,0,0
19106,1047,3584,1899,-5,0,0,0,0
19126,916,3585,1976,-6,0,0,0,0
19146,839,3639,1982,-6,0,0,0,0
19166,685,3649,2035,-7,0,0,0,0
19186,660,3651,2035,-8,0,0,0,0
19206,514,3663,2035,-10,0,0,0,0
19247,452,3712,2038,-25,0,0,0,0
19267,390,3713,2055,-14,0,0,0,0
19287,294,3858,2056,-16,0,0,0,0
19307,294,3897,2056,-17,0,0,0,0
19327,294,3897,2057,-19,0,0,0,0
19347,374,3902,2060,-19,0,0,0,0
19367,487,3903,2061,-19,0,0,0,0
19387,561,3903,2066,-20,0,0,0,0
19407,564,3903,2068,-18,0,0,0,0
19448,584,3903,2068,-32,0,0,0,0
19468,585,3903,2068,-15,0,0,0,0
19488,609,3903,2036,-19,0,0,0,0
19508,632,3903,2034,-21,0,0,0,0
19528,660,3905,2024,-22,0,0,0,0
19548,710,3901,1797,-23,0,0,0,0
19568,764,3904,1796,-25,0,0,0,0
19588,810,3901,891,-23,0,0,0,0
19608,983,3900,884,-21,0,0,0,0
19649,1079,3867,776,-36,0,0,0,0
19669,1160,3864,776,-12,0,0,0,0
19689,1475,3721,776,-9,0,0,0,0
19709,1574,3717,776,-7,0,0,0,0
19729,1686,3462,776,-8,0,0,0,0
19749,1758,3455,774,-6,0,0,0,0
19769,1952,3185,773,-6,0,0,0,0
19789,2011,3181,772,-6,0,0,0,0
19809,2062,3005,768,-5,0,0,0,0
19850,2200,2989,772,-8,0,0,0,0
19870,2374,2826,773,-3,0,0,0,0
19890,2524,2551,785,-2,0,0,0,0
19910,2593,2536,966,0,0,0,0,0
19930,2593,2536,968,0,0,0,0,0
19950,2593,2551,1083,0,0,0,0,0
19970,2453,2909,1091,0,0,0,0,0
19990,2274,2912,1354,0,0,0,0,0
20010,1857,3482,1358,-1,0,0,0,0
20051,1595,3485,1588,-8,0,0,0,0
20071,1375,3764,1591,-5,0,0,0,0
20091,810,3764,1811,-8,0,0,0,0
20111,785,3764,1825,-8,0,0,0,0
20131,615,3752,2003,-11,0,0,0,0
20151,536,3744,2016,-10,0,0,0,0
20171,536,3742,2123,-9,0,0,0,0
20191,517,3739,2125,-11,0,0,0,0
20211,517,3724,2138,-10,0,0,0,0
20252,517,3660,2146,-20,0,0,0,0
20272,517,3652,2149,-7,0,0,0,0
20292,517,3640,2158,-5,0,0,0,0
20312,537,3549,2165,-3,0,0,0,0
20332,537,3545,2165,-3,0,0,0,0
20352,538,3545,2166,-1,0,0,0,0
20372,538,3545,2166,0,0,0,0,0
20392,538,3552,2166,0,0,0,0,0
20412,551,3571,2125,-2,0,0,0,0
20453,551,3662,2118,-2,0,0,0,0
20473,551,3671,2108,0,0,0,0,0
20493,554,3705,2089,0,0,0,0,0
20513,554,3762,2082,0,0,0,0,0
20533,563,3762,2082,0,0,0,0,0
20553,591,3770,2079,0,0,0,0,0
20573,616,3778,2079,0,0,0,0,0
20593,625,3783,2074,0,0,0,0,0
20613,635,3785,2072,0,0,0,0,0
20654,636,3785,2072,0,0,0,0,0
20674,636,3783,2060,0,0,0,0,0
20694,636,3783,2059,0,0,0,0,0
20714,612,3783,2072,0,0,0,0,0
20734,594,3783,2082,0,0,0,0,0
20754,537,3783,2059,0,0,0,0,0
20774,351,3782,2059,0,0,0,0,0
20794,345,3782,2054,0,0,0,0,0
20814,342,3779,2054,0,0,0,0,0
20855,342,3779,2054,0,0,0,0,0
20875,341,3779,2061,0,0,0,0,0
20895,342,3779,2078,0,0,0,0,0
20915,343,3779,2078,0,0,0,0,0
20935,343,3779,2078,0,0,0,0,0
20955,343,3779,2078,0,0,0,0,0
20975,344,3779,2079,0,0,0,0,0
20995,345,3779,2071,0,0,0,0,0
21015,345,3779,2062,0,0,0,0,0
21056,347,3770,2062,0,0,0,0,0
21076,347,3770,2059,0,0,0,0,0
21096,346,3770,2059,-1,0,0,0,0
21116,346,3780,2044,0,0,0,0,0
21136,346,3783,2044,0,0,0,0,0
21156,344,3806,2036,0,0,0,0,0
21176,319,3829,2028,0,0,0,0,0
21196,341,3839,2013,0,0,0,0,0
21216,344,3854,2012,-1,0,0,0,0
21257,341,3855,2009,0,0,0,0,0
21277,341,3855,2008,0,0,0,0,0
21297,342,3855,2006,-2,0,0,0,0
21317,342,3856,2005,-4,0,0,0,0
21337,341,3856,1983,-7,0,0,0,0
21357,342,3871,1983,-8,0,0,0,0
21377,343,3878,1982,-7,0,0,0,0
21397,343,3878,1982,-8,0,0,0,0
21417,344,3884,1972,-8,0,0,0,0
21458,353,3895,1958,-15,0,0,0,0
21478,364,3896,1953,-7,0,0,0,0
21498,393,3904,1914,-7,0,0,0,0
21518,418,3904,1904,-9,0,0,0,0
21538,436,3904,1904,-9,0,0,0,0
21558,466,3905,1904,-10,0,0,0,0
21578,539,3906,1892,-10,0,0,0,0
21598,593,3906,1892,-10,0,0,0,0
21618,617,3905,1892,-12,0,0,0,0
21659,634,3905,1889,-22,0,0,0,0
21679,709,3901,1526,-9,0,0,0,0
21699,819,1431,998,-9,0,0,0,0
21719,860,1250,988,-11,0,0,0,0
21739,918,1239,944,-11,0,0,0,0
21759,933,1213,937,-10,0,0,0,0
21779,976,1206,937,-9,0,0,0,0
21799,1032,1191,942,-8,0,0,0,0
21819,1055,1184,943,-7,0,0,0,0
21860,1100,1173,943,-14,0,0,0,0
21880,1130,1167,943,-7,0,0,0,0
21900,1188,1164,942,-8,0,0,0,0
21920,1204,1164,944,-7,0,0,0,0
21940,1253,1164,944,-8,0,0,0,0
21960,1306,1164,939,-8,0,0,0,0
21980,1338,1180,939,-8,0,0,0,0
22000,1373,1184,940,-8,0,0,0,0
22020,1419,1187,939,-7,0,0,0,0
22061,1526,1187,939,-10,0,0,0,0
22081,1606,1187,939,-3,0,0,0,0
22101,1694,1184,940,-1,0,0,0,0
22121,1787,1188,938,0,0,0,0,0
22141,1835,1188,917,0,0,0,0,0
22161,1881,1187,920,0,0,0,0,0
22181,1925,1188,920,-1,0,0,0,0
22201,1928,1192,917,-2,0,0,0,0
22221,1928,1576,917,-1,0,0,0,0
22262,1928,1585,901,-3,0,0,0,0
22282,1887,1681,901,-2,0,0,0,0
22302,1665,1943,901,-1,0,0,0,0
22322,1499,1944,1054,0,0,0,0,0
22342,1362,2788,1073,-2,0,0,0,0
22362,1105,2803,1480,-1,0,0,0,0
22382,908,3000,1485,0,0,0,0,0
22402,612,3003,1485,0,0,0,0,0
22422,612,3005,1480,0,0,0,0,0
22463,611,3003,1478,0,0,0,0,0
22483,612,3003,1134,0,0,0,0,0
22503,612,2957,753,0,0,0,0,0
22523,611,2913,743,0,0,0,0,0
22543,611,2911,726,0,0,0,0,0
22563,608,2871,726,-2,0,0,0,0
22583,608,2870,724,-3,0,0,0,0
22603,595,2867,724,-4,0,0,0,0
22623,587,2867,726,-8,0,0,0,0
22664,561,2867,738,-24,0,0,0,0
22684,561,2867,750,-15,0,0,0,0
22704,561,2867,796,-18,0,0,0,0
22724,563,2847,796,-20,0,0,0,0
22744,587,2846,869,-21,0,0,0,0
22764,640,2846,869,-22,0,0,0,0
22784,658,2846,1284,-24,0,0,0,0
22804,683,2845,1286,-24,0,0,0,0
22824,813,2834,1286,-24,0,0,0,0
22865,860,2802,1284,-46,0,0,0,0
22885,933,2791,1018,-16,0,0,0,0
22905,1162,2749,1018,-13,0,0,0,0
22925,1259,2733,1018,-12,0,0,0,0
22945,1305,2716,1062,-10,0,0,0,0
22965,1376,2713,1065,-6,0,0,0,0
22985,1524,2710,1087,-4,0,0,0,0
23005,1573,2705,1088,-1,0,0,0,0
23025,1596,2674,1092,-1,0,0,0,0
23066,1654,2674,1110,0,0,0,0,0
23086,1663,2664,1111,0,0,0,0,0
23106,1666,2663,1113,0,0,0,0,0
23126,1674,2663,1111,0,0,0,0,0
23146,1666,2663,1110,0,0,0,0,0
23166,1665,2662,1109,0,0,0,0,0
23186,1666,2660,1109,0,0,0,0,0
23206,1666,2660,1099,0,0,0,0,0
23226,1665,2660,1099,0,0,0,0,0
23267,1666,2664,1107,0,0,0,0,0
23287,1666,2664,1099,0,0,0,0,0
23307,1666,2664,1087,0,0,0,0,0
23327,1664,2658,1084,0,0,0,0,0
23347,1666,2647,1085,0,0,0,0,0
23367,1670,2647,1085,0,0,0,0,0
23387,1670,2647,1085,0,0,0,0,0
23407,1667,2651,1091,0,0,0,0,0
23427,1667,2656,1091,0,0,0,0,0
23468,1666,2656,1107,-1,0,0,0,0
23488,1664,2656,1099,0,0,0,0,0
23508,1664,2653,1091,0,0,0,0,0
23528,1649,2645,1091,0,0,0,0,0
23548,1641,2644,1091,0,0,0,0,0
23568,1644,2616,1089,0,0,0,0,0
23588,1644,2616,1088,-1,0,0,0,0
23608,1644,2611,1089,-2,0,0,0,0
23628,1645,2611,1088,-2,0,0,0,0
23669,1645,2611,1087,-8,0,0,0,0
23689,1645,2586,1086,-5,0,0,0,0
23709,1641,2514,1087,-5,0,0,0,0
23729,1601,2346,1087,-2,0,0,0,0
23749,1556,2342,1235,-1,0,0,0,0
23769,1363,2115,1242,-2,0,0,0,0
23789,1286,2113,1543,-6,0,0,0,0
23809,1170,2113,1548,-9,0,0,0,0
23829,1071,2115,1961,-12,0,0,0,0
23870,810,2483,1966,-32,0,0,0,0
23890,790,2484,2335,-18,0,0,0,0
23910,790,2685,2509,-19,0,0,0,0
23930,790,2773,2513,-20,0,0,0,0
23950,790,2780,2648,-21,0,0,0,0
23970,790,2780,2650,-22,0,0,0,0
23990,865,2773,2732,-20,0,0,0,0
24010,1027,2734,2733,-18,0,0,0,0
24030,1162,2724,2895,-17,0,0,0,0
24071,1236,2667,2899,-24,0,0,0,0
24091,1378,2661,2986,-5,0,0,0,0
24111,1689,2572,3106,-3,0,0,0,0
24131,1786,2571,3109,-2,0,0,0,0
24151,1830,2510,3168,0,0,0,0,0
24171,1898,2496,3218,0,0,0,0,0
24191,1899,2436,3219,0,0,0,0,0
24211,1910,2435,3234,0,0,0,0,0
24231,1921,2433,3234,0,0,0,0,0
24272,1922,2423,3234,0,0,0,0,0
24292,1923,2406,3228,0,0,0,0,0
24312,1933,2406,3228,0,0,0,0,0
24332,1933,2406,3224,0,0,0,0,0
24352,1944,2415,3217,0,0,0,0,0
24372,1944,2427,3217,0,0,0,0,0
24392,1933,2430,3224,0,0,0,0,0
24412,1944,2430,3218,0,0,0,0,0
24432,1925,2430,3234,0,0,0,0,0
24473,1925,2433,3234,0,0,0,0,0
24493,1922,2433,3232,0,0,0,0,0
24513,1938,2431,3231,0,0,0,0,0
24533,1923,2417,3232,0,0,0,0,0
24553,1923,2415,3232,-1,0,0,0,0
24573,1923,2411,3235,0,0,0,0,0
24593,1923,2411,3235,0,0,0,0,0
24613,1923,2415,3241,0,0,0,0,0
24633,1919,2423,3237,0,0,0,0,0
24674,1923,2423,3241,-1,0,0,0,0
24694,1923,2423,3245,0,0,0,0,0
24714,1923,2407,3253,0,0,0,0,0
24734,1920,2405,3260,0,0,0,0,0
24754,1923,2404,3261,-1,0,0,0,0
24774,1923,2404,3262,-1,0,0,0,0
24794,1923,2405,3261,-3,0,0,0,0
24814,1923,2409,3261,-2,0,0,0,0
24834,1937,2419,3238,-4,0,0,0,0
24875,1944,2441,3236,-12,0,0,0,0
24895,1987,2449,3197,-7,0,0,0,0
24915,1987,2471,3107,-9,0,0,0,0
24935,1987,2528,3106,-10,0,0,0,0
24955,1946,2530,2993,-11,0,0,0,0
24975,1856,2604,2984,-13,0,0,0,0
24995,1799,2621,2661,-13,0,0,0,0
25015,1711,2622,2638,-13,0,0,0,0
25035,1666,2632,2566,-14,0,0,0,0
25076,1666,2632,2566,-29,0,0,0,0
25096,1666,2622,2566,-11,0,0,0,0
25116,2390,2085,2566,-11,0,0,0,0
25136,2390,1532,2566,-11,0,0,0,0
25156,2390,1527,2522,-9,0,0,0,0
25176,2342,1081,2512,-10,0,0,0,0
25196,2139,1081,2183,-11,0,0,0,0
25216,1975,1081,2169,-10,0,0,0,0
25236,1764,1081,2169,-10,0,0,0,0
25277,1546,1074,2169,-20,0,0,0,0
25297,1076,1019,2357,-7,0,0,0,0
25317,884,1019,2622,-7,0,0,0,0
25337,539,1019,2627,-4,0,0,0,0
25357,518,2931,2640,-1,0,0,0,0
25377,513,2935,2640,0,0,0,0,0
25397,513,3314,2640,-1,0,0,0,0
25417,511,3315,2430,0,0,0,0,0
25437,500,3554,2421,0,0,0,0,0
25478,496,3564,2342,0,0,0,0,0
25498,490,3588,2329,0,0,0,0,0
25518,490,3591,2328,-1,0,0,0,0
25538,490,3591,2326,-1,0,0,0,0
25558,490,3588,2328,-1,0,0,0,0
25578,504,3578,2328,-2,0,0,0,0
25598,514,3570,2328,-3,0,0,0,0
25618,514,3559,2351,-3,0,0,0,0
25638,514,3500,2366,-3,0,0,0,0
25679,512,3485,2366,-6,0,0,0,0
25699,512,3446,2368,-2,0,0,0,0
25719,512,3386,2371,0,0,0,0,0
25739,512,3382,2414,0,0,0,0,0
25759,513,3380,2424,0,0,0,0,0
25779,513,3361,2424,-1,0,0,0,0
25799,513,3355,2424,-2,0,0,0,0
25819,512,3352,2424,-3,0,0,0,0
25839,513,3352,2406,-4,0,0,0,0
25880,513,3352,2403,-14,0,0,0,0
25900,515,3355,2401,-9,0,0,0,0
25920,534,3400,2397,-11,0,0,0,0
25940,537,3407,2397,-10,0,0,0,0
25960,563,3417,2399,-11,0,0,0,0
25980,588,3485,2399,-9,0,0,0,0
26000,591,3485,2397,-10,0,0,0,0
26020,610,3506,2387,-11,0,0,0,0
26040,621,3508,2328,-10,0,0,0,0
26081,660,3508,2328,-22,0,0,0,0
26101,686,3506,2264,-10,0,0,0,0
26121,812,979,2171,-13,0,0,0,0
26141,885,974,2168,-13,0,0,0,0
26161,940,965,2057,-12,0,0,0,0
26181,958,897,2053,-11,0,0,0,0
26201,1011,895,1918,-8,0,0,0,0
26221,1080,797,1907,-7,0,0,0,0
26241,1137,784,1868,-7,0,0,0,0
26282,1140,784,1868,-10,0,0,0,0
26302,1195,797,1866,-3,0,0,0,0
26322,1349,941,1842,-3,0,0,0,0
26342,1374,950,1839,-1,0,0,0,0
26362,1495,950,1839,-1,0,0,0,0
26382,1558,941,1826,0,0,0,0,0
26402,1569,940,1823,0,0,0,0,0
26422,1569,940,1818,0,0,0,0,0
26442,1569,940,1799,0,0,0,0,0
26483,1569,942,1799,0,0,0,0,0
26503,1569,965,1799,0,0,0,0,0
26523,1564,968,1798,0,0,0,0,0
26543,1569,970,1798,0,0,0,0,0
26563,1571,970,1797,0,0,0,0,0
26583,1574,970,1797,0,0,0,0,0
26603,1571,970,1798,0,0,0,0,0
26623,1574,970,1794,0,0,0,0,0
26643,1574,943,1794,0,0,0,0,0
26684,1573,943,1793,0,0,0,0,0
26704,1572,943,1793,0,0,0,0,0
26724,1573,944,1793,0,0,0,0,0
26744,1572,954,1796,0,0,0,0,0
26764,1573,967,1797,0,0,0,0,0
26784,1576,972,1803,0,0,0,0,0
26804,1576,973,1797,0,0,0,0,0
26824,1580,976,1797,0,0,0,0,0
26844,1582,976,1797,0,0,0,0,0
26885,1582,973,1796,0,0,0,0,0
26905,1582,970,1796,0,0,0,0,0
26925,1577,964,1803,0,0,0,0,0
26945,1577,964,1817,0,0,0,0,0
26965,1574,964,1819,0,0,0,0,0
26985,1573,966,1822,0,0,0,0,0
27005,1573,967,1822,0,0,0,0,0
27025,1573,967,1819,0,0,0,0,0
27045,1573,967,1813,0,0,0,0,0
27086,1573,967,1801,0,0,0,0,0
27106,1572,967,1801,0,0,0,0,0
27126,1571,968,1801,0,0,0,0,0
27146,1571,968,1818,0,0,0,0,0
27166,1571,969,1818,0,0,0,0,0
27186,1572,971,1818,0,0,0,0,0
27206,1573,971,1812,0,0,0,0,0
27226,1574,974,1796,0,0,0,0,0
27246,1574,974,1796,0,0,0,0,0
27287,1574,969,1796,0,0,0,0,0
27307,1574,964,1796,-1,0,0,0,0
27327,1574,938,1797,0,0,0,0,0
27347,1576,896,1798,0,0,0,0,0
27367,1577,888,1798,0,0,0,0,0
27387,1576,877,1811,0,0,0,0,0
27407,1576,877,1814,0,0,0,0,0
27427,1575,877,1815,-1,0,0,0,0
27447,1575,884,1815,-4,0,0,0,0
27488,1572,895,1815,-15,0,0,0,0
27508,1572,896,1791,-12,0,0,0,0
27528,1552,896,1739,-14,0,0,0,0
27548,1496,896,1725,-16,0,0,0,0
27568,1473,1063,1719,-18,0,0,0,0
27588,1376,1066,1719,-18,0,0,0,0
27608,1258,1068,1719,-19,0,0,0,0
27628,957,1077,1719,-17,0,0,0,0
27648,812,1077,2447,-17,0,0,0,0
27689,718,1077,2450,-30,0,0,0,0
27709,718,1077,2705,-12,0,0,0,0
27729,568,1077,2805,-12,0,0,0,0
27749,562,956,2805,-11,0,0,0,0
27769,416,627,2805,-12,0,0,0,0
27789,416,623,2759,-13,0,0,0,0
27809,416,623,2759,-15,0,0,0,0
27829,413,623,2759,-16,0,0,0,0
27849,413,694,2759,-18,0,0,0,0
27890,413,696,2759,-38,0,0,0,0
27910,420,697,2769,-19,0,0,0,0
27930,425,696,2773,-18,0,0,0,0
27950,439,696,2773,-18,0,0,0,0
27970,462,695,2773,-19,0,0,0,0
27990,463,670,2773,-19,0,0,0,0
28010,487,669,2752,-20,0,0,0,0
28030,540,650,2738,-20,0,0,0,0
28050,606,646,2737,-20,0,0,0,0
28091,618,646,2033,-42,0,0,0,0
28111,658,650,2031,-22,0,0,0,0
28131,860,2337,1335,-22,0,0,0,0
28151,927,2674,1327,-19,0,0,0,0
28171,1114,2680,1311,-14,0,0,0,0
28191,1187,2680,1327,-11,0,0,0,0
28211,1301,2674,1327,-8,0,0,0,0
28231,1395,2663,1330,-7,0,0,0,0
28251,1473,2662,1334,-6,0,0,0,0
28292,1645,2662,1356,-7,0,0,0,0
28312,1688,2663,1356,-2,0,0,0,0
28332,1814,2667,1356,-1,0,0,0,0
28352,1832,2667,1356,0,0,0,0,0
28372,1861,2667,1356,0,0,0,0,0
28392,1861,2647,1355,0,0,0,0,0
28412,1863,2645,1356,0,0,0,0,0
28432,1862,2645,1356,0,0,0,0,0
