time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,action
28452,1863,2645,1356,0,0,0,0,0
28493,1862,2646,1357,0,0,0,0,0
28513,1862,2646,1357,0,0,0,0,0
28533,1862,2646,1357,0,0,0,0,0
28553,1862,2639,1357,0,0,0,0,0
28573,1859,2639,1356,0,0,0,0,0
28593,1855,2639,1343,0,0,0,0,0
28613,1858,2639,1338,0,0,0,0,0
28633,1858,2640,1338,0,0,0,0,0
28653,1855,2647,1332,0,0,0,0,0
28694,1855,2647,1338,0,0,0,0,0
28714,1858,2647,1344,0,0,0,0,0
28734,1857,2647,1344,0,0,0,0,0
28754,1855,2635,1327,0,0,0,0,0
28774,1857,2635,921,0,0,0,0,0
28794,1857,2638,909,0,0,0,0,0
28814,1857,2638,704,0,0,0,0,0
28834,1857,2639,704,0,0,0,0,0
28854,1857,2646,703,0,0,0,0,0
28895,1853,2646,702,0,0,0,0,0
28915,1853,2650,704,0,0,0,0,0
28935,1859,2655,702,0,0,0,0,0
28955,1859,2665,702,0,0,0,0,0
28975,1859,2650,702,0,0,0,0,0
28995,1859,2650,700,0,0,0,0,0
29015,1858,2641,699,0,0,0,0,0
29035,1855,2641,700,0,0,0,0,0
29055,1854,2641,699,0,0,0,0,0
29096,1854,2641,677,0,0,0,0,0
29116,1854,2641,677,0,0,0,0,0
29136,1853,2639,677,0,0,0,0,0
29156,1853,2639,676,0,0,0,0,0
29176,1857,2639,676,0,0,0,0,0
29196,1857,2639,676,0,0,0,0,0
29216,1857,2641,678,0,0,0,0,0
29236,1857,2651,678,0,0,0,0,0
29256,1859,2660,678,0,0,0,0,0
29297,1859,2660,699,0,0,0,0,0
29317,1859,2659,699,0,0,0,0,0
29337,1859,2659,699,0,0,0,0,0
29357,1861,2641,705,-1,0,0,0,0
29377,1875,2640,705,0,0,0,0,0
29397,1879,2640,705,0,0,0,0,0
29417,1879,2640,701,0,0,0,0,0
29437,1879,2664,701,0,0,0,0,0
29457,1879,2665,695,0,0,0,0,0
29498,1879,2665,701,-1,0,0,0,0
29518,1892,2664,701,-2,0,0,0,0
29538,1894,2660,687,-3,0,0,0,0
29558,1904,2645,687,-4,0,0,0,0
29578,1914,2642,698,-4,0,0,0,0
29598,2022,2639,698,-5,0,0,0,0
29618,2060,2639,698,-6,0,0,0,0
29638,2122,2640,698,-5,0,0,0,0
29658,2220,2635,698,-4,0,0,0,0
29699,2515,2635,698,-3,0,0,0,0
29719,2654,2574,697,0,0,0,0,0
29739,3010,2434,697,-2,0,0,0,0
29759,3010,2427,697,-1,0,0,0,0
29779,3010,2427,1184,0,0,0,0,0
29799,2942,2427,1194,-2,0,0,0,0
29819,2720,3381,1256,-4,0,0,0,0
29839,618,3384,1264,-8,0,0,0,0
29859,584,3903,1632,-11,0,0,0,0
29900,520,3903,1677,-31,0,0,0,0
29920,520,3903,1896,-16,0,0,0,0
29940,343,2954,2036,-18,0,0,0,0
29960,343,2936,2052,-17,0,0,0,0
29980,343,1216,2101,-19,0,0,0,0
30000,368,1210,2107,-20,0,0,0,0
30020,368,1210,2196,-21,0,0,0,0
30040,391,1210,2203,-24,0,0,0,0
30060,414,1069,2281,-25,0,0,0,0
30101,426,1066,2287,-58,0,0,0,0
30121,443,1021,2290,-28,0,0,0,0
30141,489,321,2355,-30,0,0,0,0
30161,514,321,2411,-30,0,0,0,0
30181,537,321,2419,-30,0,0,0,0
30201,595,1039,2533,-29,0,0,0,0
30221,663,1050,2535,-29,0,0,0,0
30241,718,1090,2639,-28,0,0,0,0
30261,761,1101,2640,-27,0,0,0,0
30302,785,1101,2782,-54,0,0,0,0
30322,936,1090,2792,-22,0,0,0,0
30342,1077,1040,2896,-20,0,0,0,0
30362,1139,1022,2964,-18,0,0,0,0
30382,1331,1022,2964,-16,0,0,0,0
30402,1426,1017,2964,-12,0,0,0,0
30422,1503,1017,2963,-9,0,0,0,0
30442,1592,1022,2915,-5,0,0,0,0
30462,1737,1043,2912,-4,0,0,0,0
30503,1784,1043,2845,-3,0,0,0,0
30523,1808,1043,2844,-1,0,0,0,0
30543,1853,1043,2832,-3,0,0,0,0
30563,1854,1043,2808,-4,0,0,0,0
30583,1856,1037,2807,-8,0,0,0,0
30603,1854,1022,2695,-11,0,0,0,0
30623,1853,1022,2687,-15,0,0,0,0
30643,1811,1022,2520,-16,0,0,0,0
30663,1792,1030,2515,-16,0,0,0,0
30704,1733,1232,2515,-25,0,0,0,0
30724,1428,1238,2217,-8,0,0,0,0
30744,972,1497,2217,-7,0,0,0,0
30764,858,1507,2217,-8,0,0,0,0
30784,706,2172,2929,-9,0,0,0,0
30804,706,2202,2936,-9,0,0,0,0
30824,706,2637,2936,-13,0,0,0,0
30844,735,2637,2929,-14,0,0,0,0
30864,786,2934,2719,-17,0,0,0,0
30905,820,2938,2705,-32,0,0,0,0
30925,867,3076,2537,-10,0,0,0,0
30945,981,3110,2434,-11,0,0,0,0
30965,1028,3112,2434,-10,0,0,0,0
30985,1073,3113,2434,-10,0,0,0,0
31005,1161,3112,2443,-9,0,0,0,0
31025,1221,3113,2444,-8,0,0,0,0
31045,1231,3125,2444,-9,0,0,0,0
31065,1288,3154,2444,-9,0,0,0,0
31106,1362,3173,2438,-17,0,0,0,0
31126,1451,3182,2380,-7,0,0,0,0
31146,1547,3216,2358,-7,0,0,0,0
31166,1690,3233,2339,-5,0,0,0,0
31186,1737,3270,2334,-4,0,0,0,0
31206,1798,3274,2334,-3,0,0,0,0
31226,1846,3276,2334,-2,0,0,0,0
31246,1976,3282,2334,-1,0,0,0,0
31266,2037,3287,2343,-1,0,0,0,0
31307,2076,3287,2375,0,0,0,0,0
31327,2122,3282,2375,0,0,0,0,0
31347,2344,3243,2419,-1,0,0,0,0
31367,2416,3168,2487,0,0,0,0,0
31387,2490,3160,2493,-1,0,0,0,0
31407,2594,2988,2580,-1,0,0,0,0
31427,2635,2972,2592,-3,0,0,0,0
31447,2635,2646,2783,-3,0,0,0,0
31467,2635,2644,2787,-4,0,0,0,0
31508,2480,2644,2905,-8,0,0,0,0
31528,2286,2644,2905,-6,0,0,0,0
31548,2179,3218,2905,-9,0,0,0,0
31568,2179,3613,2672,-9,0,0,0,0
31588,2179,3613,2671,-11,0,0,0,0
31608,2319,3613,1915,-13,0,0,0,0
31628,2396,3612,1905,-12,0,0,0,0
31648,2593,3361,1042,-10,0,0,0,0
31668,2593,3354,1042,-11,0,0,0,0
31709,2593,2944,1039,-22,0,0,0,0
31729,2578,2940,1039,-10,0,0,0,0
31749,1997,2618,962,-8,0,0,0,0
31769,1780,2616,946,-9,0,0,0,0
31789,1549,2616,941,-8,0,0,0,0
31809,1186,2618,941,-9,0,0,0,0
31829,980,2774,941,-10,0,0,0,0
31849,680,2783,2099,-10,0,0,0,0
31869,593,2783,2102,-11,0,0,0,0
31910,540,2783,2113,-22,0,0,0,0
31930,516,2683,2755,-8,0,0,0,0
31950,514,2430,3207,-9,0,0,0,0
31970,491,2430,3220,-7,0,0,0,0
31990,485,2109,3421,-7,0,0,0,0
32010,436,2106,3427,-6,0,0,0,0
32030,367,1915,3492,-5,0,0,0,0
32050,196,1913,3495,-4,0,0,0,0
32070,196,1787,3513,-2,0,0,0,0
32111,196,1778,3513,0,0,0,0,0
32131,465,1665,3513,0,0,0,0,0
32151,490,1653,3501,0,0,0,0,0
32171,490,1651,3501,0,0,0,0,0
32191,490,1651,3501,0,0,0,0,0
32211,416,1651,3502,0,0,0,0,0
32231,365,1652,3516,0,0,0,0,0
32251,266,1652,3518,0,0,0,0,0
32271,145,1672,3553,0,0,0,0,0
32312,122,1677,3560,0,0,0,0,0
32332,122,1691,3588,0,0,0,0,0
32352,145,1694,3606,0,0,0,0,0
32372,122,1698,3606,0,0,0,0,0
32392,122,1696,3607,0,0,0,0,0
32412,146,1696,3604,0,0,0,0,0
32432,166,1698,3604,0,0,0,0,0
32452,166,1721,3603,0,0,0,0,0
32472,166,1750,3593,0,0,0,0,0
32513,166,1751,3593,0,0,0,0,0
32533,155,1751,3603,0,0,0,0,0
32553,155,1751,3598,0,0,0,0,0
32573,155,1751,3599,0,0,0,0,0
32593,155,1751,3601,0,0,0,0,0
32613,168,1753,3599,0,0,0,0,0
32633,168,1753,3598,0,0,0,0,0
32653,168,1754,3599,0,0,0,0,0
32673,165,1754,3601,0,0,0,0,0
32714,169,1753,3608,0,0,0,0,0
32734,165,1754,3608,0,0,0,0,0
32754,165,1752,3608,0,0,0,0,0
32774,165,1752,3595,0,0,0,0,0
32794,171,1752,3581,-1,0,0,0,0
32814,178,1755,3581,-2,0,0,0,0
32834,194,1765,3580,-4,0,0,0,0
32854,195,1798,3586,-6,0,0,0,0
32874,321,1805,3578,-8,0,0,0,0
32915,446,1806,3578,-19,0,0,0,0
32935,465,1872,3578,-10,0,0,0,0
32955,484,2011,3584,-11,0,0,0,0
32975,562,2011,3584,-12,0,0,0,0
32995,564,2108,3590,-11,0,0,0,0
33015,569,2116,3593,-11,0,0,0,0
33035,591,2120,3643,-11,0,0,0,0
33055,668,2143,3645,-11,0,0,0,0
33075,685,2143,3760,-11,0,0,0,0
33116,717,2120,3760,-26,0,0,0,0
33136,762,2112,3760,-11,0,0,0,0
33156,883,2012,1126,-14,0,0,0,0
33176,939,2007,1126,-15,0,0,0,0
33196,982,1891,1110,-16,0,0,0,0
33216,1129,1890,1110,-15,0,0,0,0
33236,1187,1779,1126,-15,0,0,0,0
33256,1281,1778,1129,-14,0,0,0,0
33276,1339,1613,1110,-14,0,0,0,0
33317,1499,1613,1110,-25,0,0,0,0
33337,1596,1613,1109,-7,0,0,0,0
33357,1808,1938,1042,-4,0,0,0,0
33377,1975,1943,1032,-2,0,0,0,0
33397,1975,1975,1032,-1,0,0,0,0
33417,1975,1988,1032,-2,0,0,0,0
33437,1968,1992,1142,-3,0,0,0,0
33457,1743,2340,1142,-2,0,0,0,0
33477,1551,2347,1164,0,0,0,0,0
33518,1353,2800,1142,-5,0,0,0,0
33538,1169,2814,1133,-3,0,0,0,0
33558,458,3113,947,-6,0,0,0,0
33578,318,3113,940,-8,0,0,0,0
33598,318,3113,940,-9,0,0,0,0
33618,318,3061,947,-9,0,0,0,0
33638,348,3046,983,-10,0,0,0,0
33658,348,2886,983,-11,0,0,0,0
33678,348,2880,983,-11,0,0,0,0
33719,345,2704,777,-17,0,0,0,0
33739,320,2703,748,-4,0,0,0,0
33759,320,2567,748,-2,0,0,0,0
33779,320,2451,748,-1,0,0,0,0
33799,365,2445,748,0,0,0,0,0
33819,532,2343,628,0,0,0,0,0
33839,836,2339,628,0,0,0,0,0
33859,870,2171,628,-1,0,0,0,0
33879,907,2163,633,0,0,0,0,0
33920,931,1809,1112,-1,0,0,0,0
33940,1351,1803,1114,-3,0,0,0,0
33960,1351,812,1417,-5,0,0,0,0
33980,1351,634,1728,-8,0,0,0,0
34000,1112,634,1735,-10,0,0,0,0
34020,1112,634,2002,-13,0,0,0,0
34040,909,915,2004,-13,0,0,0,0
34060,881,915,2239,-13,0,0,0,0
34080,544,968,2243,-14,0,0,0,0
34121,544,968,2401,-32,0,0,0,0
34141,544,3041,2402,-16,0,0,0,0
34161,789,3041,2553,-16,0,0,0,0
34181,956,3041,2678,-17,0,0,0,0
34201,956,3007,2699,-16,0,0,0,0
34221,956,3003,2701,-17,0,0,0,0
34241,774,2883,2806,-17,0,0,0,0
34261,735,2861,2814,-17,0,0,0,0
34281,707,2734,2865,-18,0,0,0,0
34322,679,2730,2886,-35,0,0,0,0
34342,679,2708,2981,-16,0,0,0,0
34362,679,2708,3063,-14,0,0,0,0
34382,693,2708,3064,-12,0,0,0,0
34402,766,2708,3064,-10,0,0,0,0
34422,830,2703,3063,-7,0,0,0,0
34442,833,1213,2721,-5,0,0,0,0
34462,858,1209,2716,-2,0,0,0,0
34482,878,575,2121,0,0,0,0,0
34523,878,567,2116,0,0,0,0,0
34543,878,523,1963,-2,0,0,0,0
34563,861,523,1963,-4,0,0,0,0
34583,839,523,1962,-7,0,0,0,0
34603,826,531,1963,-11,0,0,0,0
34623,785,591,1967,-14,0,0,0,0
34643,765,594,2045,-16,0,0,0,0
34663,742,1362,2061,-19,0,0,0,0
34683,715,1366,2826,-22,0,0,0,0
34724,662,2718,2840,-49,0,0,0,0
34744,644,2726,2959,-24,0,0,0,0
34764,638,2728,2965,-25,0,0,0,0
34784,565,2728,2965,-26,0,0,0,0
34804,540,2728,2959,-28,0,0,0,0
34824,465,2785,2853,-28,0,0,0,0
34844,424,2801,2851,-29,0,0,0,0
34864,417,2885,2787,-28,0,0,0,0
34884,393,2889,2787,-27,0,0,0,0
34925,393,2889,2787,-50,0,0,0,0
34945,393,2889,2787,-22,0,0,0,0
34965,393,2854,2787,-21,0,0,0,0
34985,393,2823,2782,-18,0,0,0,0
35005,344,2820,2781,-16,0,0,0,0
35025,344,2470,2680,-12,0,0,0,0
35045,342,2456,2665,-9,0,0,0,0
35065,342,919,1109,-6,0,0,0,0
35085,342,919,1109,-3,0,0,0,0
35126,342,919,1015,-7,0,0,0,0
35146,342,991,1015,-2,0,0,0,0
35166,365,1015,1015,0,0,0,0,0
35186,798,1015,1026,-1,0,0,0,0
35206,930,1015,1027,0,0,0,0,0
35226,1052,1014,1304,-1,0,0,0,0
35246,1052,968,1311,0,0,0,0,0
35266,1060,966,1642,-1,0,0,0,0
35286,1060,966,1642,-2,0,0,0,0
35327,1060,968,1642,-9,0,0,0,0
35347,856,1034,1628,-6,0,0,0,0
35367,836,2453,1352,-5,0,0,0,0
35387,766,2462,1145,-6,0,0,0,0
35407,367,2891,1138,-4,0,0,0,0
35427,367,2904,1130,-3,0,0,0,0
35447,367,3346,943,-1,0,0,0,0
35467,387,3352,939,0,0,0,0,0
35487,402,3656,649,0,0,0,0,0
35528,414,3672,649,-1,0,0,0,0
35548,417,3743,649,0,0,0,0,0
35568,417,3814,719,-1,0,0,0,0
35588,417,3819,723,0,0,0,0,0
35608,417,3822,867,-1,0,0,0,0
35628,417,3899,867,0,0,0,0,0
35648,413,3900,986,-1,0,0,0,0
35668,413,3903,987,-2,0,0,0,0
35688,392,3905,987,-2,0,0,0,0
35729,414,3905,986,-5,0,0,0,0
35749,414,3905,869,-3,0,0,0,0
35769,416,3905,852,-3,0,0,0,0
35789,420,3905,851,-4,0,0,0,0
35809,424,3905,849,-5,0,0,0,0
35829,420,3903,848,-6,0,0,0,0
35849,436,3902,848,-6,0,0,0,0
35869,438,3897,848,-6,0,0,0,0
35889,438,3897,872,-7,0,0,0,0
35930,438,3896,872,-16,0,0,0,0
35950,449,3881,872,-7,0,0,0,0
35970,492,3823,848,-7,0,0,0,0
35990,505,3723,845,-9,0,0,0,0
36010,514,3718,833,-9,0,0,0,0
36030,516,3567,824,-10,0,0,0,0
36050,533,3537,817,-10,0,0,0,0
36070,537,3430,776,-11,0,0,0,0
36090,539,3418,776,-11,0,0,0,0
36131,579,3295,776,-24,0,0,0,0
36151,611,3292,776,-12,0,0,0,0
36171,612,3214,936,-11,0,0,0,0
36191,635,3208,2419,-12,0,0,0,0
36211,665,3207,2434,-12,0,0,0,0
36231,714,3206,2518,-13,0,0,0,0
36251,738,1270,2518,-14,0,0,0,0
36271,773,1266,2518,-14,0,0,0,0
36291,836,1078,2510,-16,0,0,0,0
36332,901,1060,2488,-28,0,0,0,0
36352,940,999,2486,-12,0,0,0,0
36372,1080,906,2463,-10,0,0,0,0
36392,1135,889,2463,-9,0,0,0,0
36412,1162,817,2463,-7,0,0,0,0
36432,1209,816,2464,-9,0,0,0,0
36452,1308,769,2471,-9,0,0,0,0
36472,1355,769,2493,-8,0,0,0,0
36492,1409,755,2496,-6,0,0,0,0
36533,1455,748,2505,-10,0,0,0,0
36553,1549,743,2508,-2,0,0,0,0
36573,1637,724,2510,-2,0,0,0,0
36593,1689,724,2510,-2,0,0,0,0
36613,1690,723,2528,-1,0,0,0,0
36633,1736,724,2532,0,0,0,0,0
36653,1745,724,2532,0,0,0,0,0
36673,1760,723,2532,0,0,0,0,0
36693,1761,722,2533,0,0,0,0,0
36734,1761,721,2532,0,0,0,0,0
36754,1761,718,2532,0,0,0,0,0
36774,1760,698,2532,0,0,0,0,0
36794,1758,694,2536,0,0,0,0,0
36814,1757,694,2556,0,0,0,0,0
36834,1757,694,2556,0,0,0,0,0
36854,1758,709,2556,0,0,0,0,0
36874,1758,719,2557,0,0,0,0,0
36894,1759,719,2552,0,0,0,0,0
36935,1760,720,2545,0,0,0,0,0
36955,1760,719,2537,0,0,0,0,0
36975,1761,719,2536,0,0,0,0,0
36995,1761,719,2535,0,0,0,0,0
37015,1761,718,2536,0,0,0,0,0
37035,1763,718,2536,0,0,0,0,0
37055,1763,721,2552,0,0,0,0,0
37075,1760,721,2554,0,0,0,0,0
37095,1763,721,2554,0,0,0,0,0
37136,1764,721,2552,0,0,0,0,0
37156,1764,721,2540,0,0,0,0,0
37176,1764,721,2540,0,0,0,0,0
37196,1770,722,2540,0,0,0,0,0
37216,1764,722,2544,0,0,0,0,0
37236,1761,722,2544,0,0,0,0,0
37256,1762,716,2544,0,0,0,0,0
37276,1762,705,2546,0,0,0,0,0
37296,1762,705,2533,0,0,0,0,0
37337,1763,705,2533,0,0,0,0,0
37357,1763,719,2534,0,0,0,0,0
37377,1765,729,2534,0,0,0,0,0
37397,1765,729,2533,0,0,0,0,0
37417,1765,728,2534,0,0,0,0,0
37437,1761,721,2534,0,0,0,0,0
37457,1760,721,2536,0,0,0,0,0
37477,1758,721,2536,0,0,0,0,0
37497,1760,721,2536,0,0,0,0,0
37538,1760,718,2536,0,0,0,0,0
37558,1755,718,2540,0,0,0,0,0
37578,1759,718,2533,0,0,0,0,0
37598,1760,718,2540,0,0,0,0,0
37618,1759,718,2540,0,0,0,0,0
37638,1754,719,2540,0,0,0,0,0
37658,1759,720,2532,0,0,0,0,0
37678,1760,720,2538,0,0,0,0,0
37698,1754,722,2534,0,0,0,0,0
37739,1751,722,2538,0,0,0,0,0
37759,1740,722,2538,-1,0,0,0,0
37779,1739,719,2538,-1,0,0,0,0
37799,1739,719,2538,0,0,0,0,0
37819,1739,719,2558,-1,0,0,0,0
37839,1739,719,2565,0,0,0,0,0
37859,1740,719,2565,0,0,0,0,0
37879,1741,720,2578,0,0,0,0,0
37899,1755,720,2579,0,0,0,0,0
37940,1755,720,2578,0,0,0,0,0
37960,1741,719,2578,0,0,0,0,0
37980,1738,719,2579,0,0,0,0,0
38000,1738,712,2579,0,0,0,0,0
38020,1738,709,2580,0,0,0,0,0
38040,1738,717,2580,0,0,0,0,0
38060,1738,717,2580,0,0,0,0,0
38080,1737,717,2580,0,0,0,0,0
38100,1736,718,2580,0,0,0,0,0
38141,1736,718,2578,0,0,0,0,0
38161,1736,719,2578,0,0,0,0,0
38181,1736,719,2575,0,0,0,0,0
38201,1736,719,2569,0,0,0,0,0
38221,1736,719,2560,-1,0,0,0,0
38241,1736,722,2559,-2,0,0,0,0
38261,1736,722,2559,-3,0,0,0,0
38281,1736,723,2554,-4,0,0,0,0
38301,1715,722,2496,-4,0,0,0,0
38342,1714,723,2490,-12,0,0,0,0
38362,1709,723,2490,-8,0,0,0,0
38382,1689,841,2376,-9,0,0,0,0
38402,1619,940,2277,-11,0,0,0,0
38422,1607,940,2264,-12,0,0,0,0
38442,1549,940,2077,-12,0,0,0,0
38462,1474,940,2070,-12,0,0,0,0
38482,1283,940,1989,-14,0,0,0,0
38502,364,1283,1986,-13,0,0,0,0
38543,364,1300,1986,-28,0,0,0,0
38563,364,1524,1989,-13,0,0,0,0
38583,465,1838,2415,-13,0,0,0,0
38603,486,1847,2665,-11,0,0,0,0
38623,514,2050,2675,-11,0,0,0,0
38643,514,2061,2780,-11,0,0,0,0
38663,486,2219,2784,-11,0,0,0,0
38683,439,2221,2855,-10,0,0,0,0
38703,250,2359,2856,-10,0,0,0,0
38744,250,2373,2867,-22,0,0,0,0
38764,250,2502,2867,-9,0,0,0,0
38784,294,2592,2867,-9,0,0,0,0
38804,319,2599,2811,-7,0,0,0,0
38824,343,2728,2800,-6,0,0,0,0
38844,362,2731,1611,-5,0,0,0,0
38864,365,2832,1607,-5,0,0,0,0
38884,367,2848,1405,-3,0,0,0,0
38904,385,2866,1399,-3,0,0,0,0
38945,387,2870,995,-1,0,0,0,0
38965,388,2873,990,0,0,0,0,0
38985,388,2901,751,0,0,0,0,0
39005,415,2908,747,0,0,0,0,0
39025,415,2910,714,0,0,0,0,0
39045,411,2910,700,0,0,0,0,0
39065,415,2912,700,0,0,0,0,0
39085,411,2912,714,0,0,0,0,0
39105,411,2912,724,0,0,0,0,0
39146,392,2911,724,0,0,0,0,0
39166,392,2911,724,0,0,0,0,0
39186,392,2911,724,0,0,0,0,0
39206,392,2911,723,0,0,0,0,0
39226,391,2909,720,0,0,0,0,0
39246,390,2913,720,0,0,0,0,0
39266,388,2914,720,0,0,0,0,0
39286,388,2909,723,0,0,0,0,0
39306,390,2909,868,0,0,0,0,0
39347,391,2880,871,0,0,0,0,0
39367,396,2880,896,0,0,0,0,0
39387,396,2878,901,0,0,0,0,0
39407,391,2872,907,0,0,0,0,0
39427,391,2872,911,0,0,0,0,0
39447,395,2879,911,0,0,0,0,0
39467,391,2872,911,0,0,0,0,0
39487,395,2876,903,0,0,0,0,0
39507,395,2876,897,0,0,0,0,0
39548,392,2868,895,0,0,0,0,0
39568,392,2866,895,0,0,0,0,0
39588,392,2866,893,0,0,0,0,0
39608,390,2866,892,0,0,0,0,0
39628,391,2866,892,0,0,0,0,0
39648,391,2865,892,0,0,0,0,0
39668,391,2866,893,0,0,0,0,0
39688,391,2866,893,0,0,0,0,0
39708,391,2867,893,0,0,0,0,0
39749,390,2865,892,0,0,0,0,0
39769,388,2867,890,0,0,0,0,0
39789,388,2867,890,0,0,0,0,0
39809,390,2867,892,0,0,0,0,0
39829,388,2877,892,0,0,0,0,0
39849,390,2884,893,0,0,0,0,0
39869,390,2897,893,0,0,0,0,0
39889,390,2897,893,0,0,0,0,0
39909,389,2897,893,0,0,0,0,0
39950,390,2892,892,0,0,0,0,0
39970,390,2871,892,0,0,0,0,0
39990,390,2871,892,0,0,0,0,0
40010,390,2871,892,0,0,0,0,0
40030,391,2871,893,0,0,0,0,0
40050,391,2871,893,0,0,0,0,0
40070,389,2872,893,0,0,0,0,0
40090,389,2872,893,0,0,0,0,0
40110,389,2872,893,0,0,0,0,0
40151,389,2869,892,0,0,0,0,0
40171,389,2868,890,0,0,0,0,0
40191,393,2866,891,0,0,0,0,0
40211,393,2867,891,0,0,0,0,0
40231,389,2867,890,0,0,0,0,0
40251,391,2867,891,0,0,0,0,0
40271,391,2869,892,0,0,0,0,0
40291,389,2869,892,0,0,0,0,0
40311,391,2874,892,0,0,0,0,0
40352,396,2876,893,0,0,0,0,0
40372,396,2874,894,0,0,0,0,0
40392,396,2872,894,0,0,0,0,0
40412,396,2872,894,0,0,0,0,0
40432,392,2872,893,0,0,0,0,0
40452,392,2872,891,0,0,0,0,0
40472,392,2869,891,0,0,0,0,0
40492,392,2872,891,0,0,0,0,0
40512,392,2869,896,0,0,0,0,0
40553,395,2873,899,0,0,0,0,0
40573,395,2872,899,0,0,0,0,0
40593,395,2872,896,0,0,0,0,0
40613,392,2869,896,0,0,0,0,0
40633,392,2872,898,0,0,0,0,0
40653,392,2872,896,0,0,0,0,0
40673,392,2869,898,-1,0,0,0,0
40693,390,2869,902,-1,0,0,0,0
40713,390,2869,913,-1,0,0,0,0
40754,388,2867,918,0,0,0,0,0
40774,388,2865,922,0,0,0,0,0
40794,388,2848,1014,0,0,0,0,0
40814,388,2848,1056,0,0,0,0,0
40834,388,2847,1058,0,0,0,0,0
40854,388,2847,1062,0,0,0,0,0
40874,366,2847,1062,0,0,0,0,0
40894,366,2845,1063,0,0,0,0,0
40914,388,2847,1086,0,0,0,0,0
40955,390,2857,1086,0,0,0,0,0
40975,390,2857,1086,0,0,0,0,0
40995,392,2857,1087,0,0,0,0,0
41015,398,2857,1088,0,0,0,0,0
41035,393,2857,1097,0,0,0,0,0
41055,393,2854,1097,0,0,0,0,0
41075,395,2854,1088,0,0,0,0,0
41095,395,2854,1105,0,0,0,0,0
41115,393,2854,1087,0,0,0,0,0
41156,392,2850,1085,-1,0,0,0,0
41176,387,2850,1085,-2,0,0,0,0
41196,387,2849,1064,-3,0,0,0,0
41216,367,2848,1064,-4,0,0,0,0
41236,387,2845,1064,-5,0,0,0,0
41256,388,2831,1150,-6,0,0,0,0
41276,389,2806,1173,-8,0,0,0,0
41296,389,2797,1257,-8,0,0,0,0
41316,393,2797,1257,-9,0,0,0,0
41357,398,2797,1257,-21,0,0,0,0
41377,400,2797,953,-11,0,0,0,0
41397,400,2796,612,-12,0,0,0,0
41417,415,2793,602,-13,0,0,0,0
41437,415,2792,602,-12,0,0,0,0
41457,416,2790,602,-12,0,0,0,0
41477,438,2779,622,-10,0,0,0,0
41497,440,2779,634,-10,0,0,0,0
41517,446,2776,701,-8,0,0,0,0
41558,450,2773,701,-14,0,0,0,0
41578,459,2773,701,-5,0,0,0,0
41598,461,2773,701,-6,0,0,0,0
41618,467,2773,700,-5,0,0,0,0
41638,467,2779,700,-5,0,0,0,0
41658,474,2796,701,-4,0,0,0,0
41678,486,2799,724,-4,0,0,0,0
41698,488,2800,725,-2,0,0,0,0
41718,489,2808,725,-1,0,0,0,0
41759,498,2812,724,-1,0,0,0,0
41779,498,2821,678,0,0,0,0,0
41799,498,2821,678,0,0,0,0,0
41819,498,2821,678,0,0,0,0,0
41839,498,2821,678,0,0,0,0,0
41859,489,2821,678,0,0,0,0,0
41879,487,2821,679,0,0,0,0,0
41899,487,2819,684,0,0,0,0,0
41919,487,2819,688,0,0,0,0,0
41960,487,2819,698,0,0,0,0,0
41980,487,2819,698,0,0,0,0,0
42000,488,2819,700,0,0,0,0,0
42020,488,2821,700,0,0,0,0,0
42040,488,2821,700,0,0,0,0,0
42060,488,2813,700,0,0,0,0,0
42080,488,2821,700,0,0,0,0,0
42100,487,2815,706,0,0,0,0,0
42120,487,2808,711,0,0,0,0,0
42161,489,2808,706,-1,0,0,0,0
42181,489,2810,710,-3,0,0,0,0
42201,487,2802,710,-5,0,0,0,0
42221,489,2802,704,-7,0,0,0,0
42241,491,2810,704,-8,0,0,0,0
42261,495,2840,704,-9,0,0,0,0
42281,515,2847,704,-11,0,0,0,0
42301,556,2910,727,-11,0,0,0,0
42321,560,2913,730,-11,0,0,0,0
42362,620,2958,735,-25,0,0,0,0
42382,621,2966,736,-13,0,0,0,0
42402,636,3043,742,-13,0,0,0,0
42422,663,3112,748,-13,0,0,0,0
42442,663,3114,752,-15,0,0,0,0
42462,663,3176,1155,-15,0,0,0,0
42482,666,3194,1160,-16,0,0,0,0
42502,685,3244,1172,-16,0,0,0,0
42522,711,3245,1160,-18,0,0,0,0
42563,768,3332,1160,-36,0,0,0,0
42583,771,3350,938,-16,0,0,0,0
42603,885,3401,936,-16,0,0,0,0
42623,936,3468,936,-16,0,0,0,0
42643,966,3472,936,-14,0,0,0,0
42663,1082,3510,937,-12,0,0,0,0
42683,1136,3512,944,-10,0,0,0,0
42703,1194,3531,948,-9,0,0,0,0
42723,1235,3543,961,-7,0,0,0,0
42764,1331,3555,982,-14,0,0,0,0
42784,1376,3556,988,-5,0,0,0,0
42804,1548,3560,989,-3,0,0,0,0
42824,1581,3569,989,-1,0,0,0,0
42844,1619,3569,989,-1,0,0,0,0
42864,1665,3560,994,0,0,0,0,0
42884,1690,3508,1017,0,0,0,0,0
42904,1762,3504,1017,-1,0,0,0,0
42924,1807,3355,1017,-3,0,0,0,0
42965,1807,3343,1019,-4,0,0,0,0
42985,1807,3107,1019,-1,0,0,0,0
43005,1802,2732,1301,-2,0,0,0,0
