Millis,Front,Left,Right,EncL,EncR,dEncL,dEncR,dMillis,vL,vR,vL_smooth,vR_smooth
31897,1328,1181,1676,10215,17195,0.0,76.0,59.0,0.0,1288.1355932203392,9.830508474576272,1145.1412429378531
31956,1167,1562,1164,10212,17276,-3.0,81.0,59.0,-50.847457627118644,1372.8813559322034,-10.169491525423728,1289.9435028248588
32016,994,1682,827,10212,17364,0.0,88.0,60.0,0.0,1466.6666666666667,-6.836158192090394,1417.0056497175142
32075,811,1966,724,10212,17449,0.0,85.0,59.0,0.0,1440.677966101695,20.282485875706218,1423.785310734463
32135,645,2124,950,10213,17540,1.0,91.0,60.0,16.666666666666668,1516.6666666666667,83.78531073446328,1375.8757062146892
32194,564,2260,878,10221,17618,8.0,78.0,59.0,135.59322033898306,1322.033898305085,165.14124293785312,1285.9322033898304
32254,662,2434,919,10237,17686,16.0,68.0,60.0,266.6666666666667,1133.3333333333335,239.7175141242938,1184.2372881355934
32313,733,2503,980,10261,17746,24.0,60.0,59.0,406.77966101694915,1016.949152542373,336.38418079096044,1097.5706214689267
32372,737,2605,973,10283,17801,22.0,55.0,59.0,372.8813559322034,932.2033898305085,434.68926553672316,1077.231638418079
32432,344,2638,1065,10313,17866,30.0,65.0,60.0,500.0,1083.3333333333335,484.68926553672316,1037.231638418079
32491,147,2685,1444,10350,17938,37.0,72.0,59.0,627.1186440677966,1220.3389830508474,518.587570621469,1037.2316384180792
32551,247,2773,2762,10381,17994,31.0,56.0,60.0,516.6666666666667,933.3333333333334,607.3446327683616,1090.7909604519773
32610,291,2820,2733,10415,18054,34.0,60.0,59.0,576.271186440678,1016.949152542373,703.9548022598871,1108.0225988700565
32670,341,2890,2689,10464,18126,49.0,72.0,60.0,816.6666666666667,1200.0,771.7514124293787,1111.4124293785312
32729,345,2912,2675,10522,18195,58.0,69.0,59.0,983.0508474576271,1169.491525423729,841.7514124293787,1158.079096045198
32788,367,2939,2645,10579,18268,57.0,73.0,59.0,966.1016949152543,1237.2881355932204,872.2598870056497,1178.4180790960452
32848,338,2954,2560,10631,18338,52.0,70.0,60.0,866.6666666666667,1166.6666666666667,818.9265536723165,1091.7514124293787
32907,346,2934,2534,10674,18404,43.0,66.0,59.0,728.8135593220339,1118.6440677966102,675.6497175141243,904.5197740112995
32967,344,2997,2489,10707,18450,33.0,46.0,60.0,550.0,766.6666666666667,512.9378531073446,670.6214689265537
33027,365,3024,2439,10723,18464,16.0,14.0,60.0,266.6666666666667,233.33333333333334,349.6045197740113,440.62146892655375
33086,352,3036,2471,10732,18468,9.0,4.0,59.0,152.54237288135593,67.79661016949153,203.8418079096045,220.28248587570624
33146,366,3011,2475,10735,18469,3.0,1.0,60.0,50.0,16.666666666666668,93.84180790960451,66.94915254237289
33205,364,3049,2480,10735,18470,0.0,1.0,59.0,0.0,16.949152542372882,47.175141242937855,23.61581920903955
33265,369,3019,2470,10735,18470,0.0,0.0,60.0,0.0,0.0,20.056497175141242,37.175141242937855
33325,368,3021,2466,10737,18471,2.0,1.0,60.0,33.333333333333336,16.666666666666668,90.05649717514125,123.84180790960451
33384,368,3020,2492,10738,18479,1.0,8.0,59.0,16.949152542372882,135.59322033898306,273.3898305084746,293.7853107344633
33444,363,3050,2447,10762,18506,24.0,27.0,60.0,400.0,450.0,558.135593220339,558.1920903954802
33504,366,3051,2440,10817,18558,55.0,52.0,60.0,916.6666666666667,866.6666666666667,838.135593220339,874.858757062147
33563,390,3041,2420,10901,18636,84.0,78.0,59.0,1423.7288135593221,1322.033898305085,1118.0790960451977,1154.406779661017
33623,389,3075,2436,10987,18732,86.0,96.0,60.0,1433.3333333333335,1600.0,1326.214689265537,1372.8813559322036
33683,390,3108,2384,11072,18824,85.0,92.0,60.0,1416.6666666666667,1533.3333333333335,1472.8813559322034,1539.5480225988701
33742,390,3132,2352,11157,18915,85.0,91.0,59.0,1440.677966101695,1542.3728813559323,1523.7288135593221,1675.1412429378531
33802,441,3153,2311,11256,19017,99.0,102.0,60.0,1650.0,1700.0,1583.7288135593221,1701.8079096045199
33861,446,3173,2280,11355,19135,99.0,118.0,59.0,1677.9661016949153,2000.0,1613.7288135593221,1685.1412429378531
33921,488,3201,2285,11459,19239,104.0,104.0,60.0,1733.3333333333335,1733.3333333333335,1602.2598870056497,1623.3333333333335
33981,512,3184,2207,11553,19326,94.0,87.0,60.0,1566.6666666666667,1450.0,1533.2768361581923,1507.0621468926554
34041,515,3179,2283,11636,19400,83.0,74.0,60.0,1383.3333333333335,1233.3333333333335,1431.0169491525423,1340.3954802259886
34100,561,3167,2289,11713,19466,77.0,66.0,59.0,1305.084745762712,1118.6440677966102,1304.3502824858758,1227.0621468926554
34160,587,3184,2284,11783,19536,70.0,70.0,60.0,1166.6666666666667,1166.6666666666667,1197.683615819209,1160.3954802259889
34220,613,3246,2266,11849,19606,66.0,70.0,60.0,1100.0,1166.6666666666667,1148.1355932203392,1147.6271186440677
34280,644,3321,2246,11911,19673,62.0,67.0,60.0,1033.3333333333335,1116.6666666666667,1120.45197740113,1211.077792264233
34339,692,3102,2244,11978,19742,67.0,69.0,59.0,1135.5932203389832,1169.491525423729,1137.1186440677968,1284.4111255975663
34417,728,917,2193,12069,19854,91.0,112.0,78.0,1166.6666666666667,1435.8974358974358,1164.5762711864409,1369.7218600608433
34477,788,862,2149,12144,19946,75.0,92.0,60.0,1250.0,1533.3333333333335,1201.9774011299437,1431.1342894393742
34536,835,867,2098,12217,20040,73.0,94.0,59.0,1237.2881355932204,1593.2203389830509,1178.2485875706216,1468.4224250325944
34595,881,863,2033,12289,20124,72.0,84.0,59.0,1220.3389830508474,1423.7288135593221,1134.7457627118645,1445.6497175141244
34654,933,840,2005,12349,20204,60.0,80.0,59.0,1016.949152542373,1355.9322033898306,1044.0677966101696,1369.491525423729
34713,978,768,1982,12405,20282,56.0,78.0,59.0,949.1525423728814,1322.033898305085,928.8135593220338,1271.1864406779664
34772,1036,780,1891,12452,20350,47.0,68.0,59.0,796.6101694915254,1152.542372881356,812.3319696084161,1182.9924021040329
34831,1078,746,1863,12491,20415,39.0,65.0,59.0,661.0169491525425,1101.6949152542375,746.8731735827002,1104.9094097019286
34889,1103,744,1799,12528,20472,37.0,57.0,58.0,637.9310344827586,982.7586206896551,684.6288720046757,1047.39918176505
34947,1137,767,1771,12568,20528,40.0,56.0,58.0,689.655172413793,965.5172413793103,656.3413208649912,1037.5803623611923
35005,1192,769,1724,12605,20588,37.0,60.0,58.0,637.9310344827586,1034.4827586206895,629.4010889292196,1041.8027828191166
35063,1240,792,1646,12643,20652,38.0,64.0,58.0,655.1724137931034,1103.4482758620688,563.8838475499092,1076.2855414398064
35120,1257,868,1679,12673,20716,30.0,64.0,57.0,526.3157894736842,1122.8070175438595,460.43557168784025,1093.526920750151
35178,1285,1110,1804,12691,20783,18.0,67.0,58.0,310.34482758620686,1155.1724137931035,336.29764065335746,1100.4234724742892
35236,1258,1410,1428,12701,20844,10.0,61.0,58.0,172.41379310344826,1051.7241379310344,205.26315789473682,1062.4924379915306
35294,1142,1672,1283,12702,20906,1.0,62.0,58.0,17.241379310344826,1068.9655172413793,103.44827586206895,979.3103448275863
35352,1078,1774,2000,12702,20959,0.0,53.0,58.0,0.0,913.7931034482758,41.37931034482758,841.3793103448276
35410,1004,1888,2125,12703,21000,1.0,41.0,58.0,17.241379310344826,706.8965517241379,6.896551724137931,734.4827586206897
35468,930,1986,2265,12703,21027,0.0,27.0,58.0,0.0,465.51724137931035,17.241379310344826,627.5862068965516
35526,891,2036,2295,12703,21057,0.0,30.0,58.0,0.0,517.2413793103448,38.29401088929219,550.0907441016334
35584,813,2158,2329,12707,21088,4.0,31.0,58.0,68.9655172413793,534.4827586206897,45.19056261343012,467.3321234119782
35641,789,2169,2417,12713,21118,6.0,30.0,57.0,105.26315789473684,526.3157894736842,48.5803931219047,435.24562428865846
35699,734,2220,2443,12716,21135,3.0,17.0,58.0,51.72413793103448,293.10344827586204,76.16660001845642,421.45252084038265
35758,711,2235,2445,12717,21153,1.0,18.0,59.0,16.949152542372882,305.08474576271186,116.6107847057738,443.36952843827856
35816,690,2280,2517,12725,21179,8.0,26.0,58.0,137.9310344827586,448.27586206896547,178.3167738164816,479.48568088836936
35875,684,2341,2484,12741,21217,16.0,38.0,59.0,271.1864406779661,644.0677966101696,271.42022209234364,610.5201636469901
35933,659,2361,2576,12765,21258,24.0,41.0,58.0,413.7931034482758,706.8965517241379,393.4541203974284,800.3506721215663
35991,634,2390,2622,12795,21313,30.0,55.0,58.0,517.2413793103448,948.2758620689655,514.1437755698422,979.6610169491526
36050,582,2428,2677,12832,21387,37.0,74.0,59.0,627.1186440677966,1254.2372881355932,597.8375219170076,1109.468147282291
36108,735,2444,2751,12875,21465,43.0,78.0,58.0,741.3793103448276,1344.8275862068965,646.1133839859731,1237.054354178843
36166,708,2529,2796,12915,21540,40.0,75.0,58.0,689.655172413793,1293.103448275862,678.2583284628871,1284.68731735827
36224,818,2573,2841,12953,21618,38.0,78.0,58.0,655.1724137931034,1344.8275862068965,663.1794272355347,1226.9433080070135
36283,773,2624,2853,12993,21688,40.0,70.0,59.0,677.9661016949153,1186.4406779661017,597.6621858562244,1140.7364114552893
36341,481,2681,2897,13025,21744,32.0,56.0,58.0,551.7241379310344,965.5172413793103,552.8345996493279,1075.219170075979
36399,276,2713,2930,13049,21797,24.0,53.0,58.0,413.7931034482758,913.7931034482758,533.6645236703682,955.406195207481
36457,241,2827,2905,13076,21853,27.0,56.0,58.0,465.51724137931035,965.5172413793103,494.6230274693162,842.2559906487434
36516,274,2805,2874,13109,21897,33.0,44.0,59.0,559.3220338983051,745.7627118644068,501.51957919345415,790.531852717709
36574,321,2848,2902,13137,21933,28.0,36.0,58.0,482.7586206896552,620.6896551724137,556.6919929865576,790.531852717709
36632,348,2870,2897,13171,21974,34.0,41.0,58.0,586.2068965517241,706.8965517241379,575.4529514903566,739.801285797779
36690,365,2844,2894,13211,22027,40.0,53.0,58.0,689.655172413793,913.7931034482758,504.26651081239044,641.4962010520163
36749,392,2848,2880,13244,22069,33.0,42.0,59.0,559.3220338983051,711.8644067796611,407.71478667445933,520.8065458796025
36808,389,2902,2902,13256,22084,12.0,15.0,59.0,203.38983050847457,254.23728813559325,256.57510227936876,379.427235534775
36866,390,2877,2891,13256,22085,0.0,1.0,58.0,0.0,17.241379310344826,115.19579193454119,196.66861484511983
36925,417,2929,2875,13246,22085,-10.0,0.0,59.0,-169.49152542372883,0.0,3.3313851548801834,54.29573348918761
36983,394,2936,2848,13245,22085,-1.0,0.0,58.0,-17.241379310344826,0.0,-37.34658094681473,3.4482758620689653
37042,390,2939,2850,13245,22085,0.0,0.0,59.0,0.0,0.0,-37.34658094681473,0.0
37101,392,2958,2851,13245,22085,0.0,0.0,59.0,0.0,0.0,-3.4482758620689653,0.0
37159,399,2941,2846,13245,22085,0.0,0.0,58.0,0.0,0.0,0.0,0.0
37218,390,2925,2875,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37276,389,2929,2849,13245,22085,0.0,0.0,58.0,0.0,0.0,0.0,0.0
37335,390,2938,2835,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37394,369,2937,2869,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37452,391,2957,2848,13245,22085,0.0,0.0,58.0,0.0,0.0,0.0,0.0
37511,401,2939,2860,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37569,391,2923,2841,13245,22085,0.0,0.0,58.0,0.0,0.0,0.0,0.0
37628,390,2939,2867,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37687,395,2965,2852,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,0.0
37746,390,2922,2828,13245,22085,0.0,0.0,59.0,0.0,0.0,0.0,40.67796610169491
37804,391,2934,2856,13245,22085,0.0,0.0,58.0,0.0,0.0,0.0,50.847457627118644
37863,388,2934,2827,13245,22097,0.0,12.0,59.0,0.0,203.38983050847457,0.0,57.6271186440678
37922,392,2959,2805,13245,22100,0.0,3.0,59.0,0.0,50.847457627118644,0.0,179.66101694915255
37981,392,2952,2759,13245,22102,0.0,2.0,59.0,0.0,33.898305084745765,0.0,396.9023962594974
38040,385,2997,2783,13245,22138,0.0,36.0,59.0,0.0,610.1694915254237,6.779661016949153,437.5803623611922
38098,366,3084,2599,13245,22201,0.0,63.0,58.0,0.0,1086.2068965517242,88.13559322033898,512.156633547633
38157,365,3153,2490,13247,22225,2.0,24.0,59.0,33.898305084745765,406.77966101694915,149.15254237288136,607.0718877849212
38216,398,3220,2456,13271,22250,24.0,25.0,59.0,406.77966101694915,423.7288135593221,230.5084745762712,617.2413793103449
38275,369,3198,2444,13289,22280,18.0,30.0,59.0,305.08474576271186,508.4745762711865,385.68088836937466,562.0689655172414
38334,390,3249,2414,13313,22319,24.0,39.0,59.0,406.77966101694915,661.0169491525425,609.4097019286967,816.3062536528346
38392,395,3309,2353,13358,22366,45.0,47.0,58.0,775.8620689655172,810.3448275862069,795.8503798947984,1012.9164231443601
38451,391,3353,2324,13426,22465,68.0,99.0,59.0,1152.542372881356,1677.9661016949153,985.6808883693745,1155.2893045002922
38510,414,3529,2220,13505,22548,79.0,83.0,59.0,1338.9830508474577,1406.7796610169491,1114.4944476914086,1195.9672706019871
38569,415,3557,2235,13579,22620,74.0,72.0,59.0,1254.2372881355932,1220.3389830508474,1105.084745762712,1159.322033898305
38628,450,3627,2249,13641,22671,62.0,51.0,59.0,1050.8474576271187,864.406779661017,952.542372881356,867.7966101694914
38687,439,3625,2194,13684,22708,43.0,37.0,59.0,728.8135593220339,627.1186440677966,728.8135593220339,610.1694915254236
38746,486,3635,2190,13707,22721,23.0,13.0,59.0,389.8305084745763,220.33898305084747,562.7118644067798,440.677966101695
38805,472,3637,2208,13720,22728,13.0,7.0,59.0,220.33898305084747,118.64406779661017,481.3559322033899,383.0508474576271
38864,465,3635,2195,13745,22750,25.0,22.0,59.0,423.7288135593221,372.8813559322034,471.1864406779661,379.66101694915255
38923,462,3658,2218,13783,22784,38.0,34.0,59.0,644.0677966101696,576.271186440678,569.4915254237288,491.5254237288136
38982,509,3633,2243,13823,22820,40.0,36.0,59.0,677.9661016949153,610.1694915254237,664.406779661017,603.3898305084746
39041,513,3628,2233,13875,22866,52.0,46.0,59.0,881.3559322033899,779.6610169491526,593.4541203974285,701.2273524254822
39100,547,3637,2224,13916,22906,41.0,40.0,59.0,694.9152542372882,677.9661016949153,464.64056107539454,769.0239625949737
39158,561,3603,2260,13920,22956,4.0,50.0,58.0,68.9655172413793,862.0689655172413,329.04734073641146,830.0409117475161
39217,587,3660,2290,13920,23010,0.0,54.0,59.0,0.0,915.2542372881356,156.16598480420808,809.7019286966687
39276,591,3622,2267,13920,23064,0.0,54.0,59.0,0.0,915.2542372881356,141.42535819917467,716.5329507819281
39335,606,3594,2282,13921,23104,1.0,40.0,59.0,16.949152542372882,677.9661016949153,297.0766991953433,552.4524910118131
39401,634,3568,2349,13962,23118,41.0,14.0,66.0,621.2121212121211,212.12121212121212,383.7433658620099,442.73497688751934
39473,683,3615,2465,14023,23121,61.0,3.0,72.0,847.2222222222223,41.66666666666667,393.9128573874337,344.42989214175657
39533,682,2222,2510,14049,23143,26.0,22.0,60.0,433.33333333333337,366.6666666666667,393.91285738743363,256.29429892141764
39592,733,918,2585,14052,23168,3.0,25.0,59.0,50.847457627118644,423.7288135593221,344.24670433145013,308.7853107344633
39651,734,662,2600,14053,23182,1.0,14.0,59.0,16.949152542372882,237.28813559322035,219.62984609390224,438.3830118838885
39710,778,597,2635,14075,23210,22.0,28.0,59.0,372.8813559322034,474.5762711864407,136.3530099357101,558.270017533606
39768,785,970,2758,14088,23250,13.0,40.0,58.0,224.13793103448273,689.655172413793,126.18351841028638,626.0666277030975
39827,838,1091,2795,14089,23307,1.0,57.0,59.0,16.949152542372882,966.1016949152543,122.79368790181181,734.541203974284
39886,836,1088,2875,14089,23352,0.0,45.0,59.0,0.0,762.7118644067797,48.21741671537112,853.4190531852717
39945,858,1067,2938,14089,23398,0.0,46.0,59.0,0.0,779.6610169491526,132.20338983050848,935.8270017533607
40003,909,1044,3001,14089,23460,0.0,62.0,58.0,0.0,1068.9655172413793,301.69491525423734,983.2846288720048
40062,932,1064,3106,14127,23525,38.0,65.0,59.0,644.0677966101696,1101.6949152542375,471.1864406779661,1098.5388661601403
40121,1002,1018,3121,14178,23596,51.0,71.0,59.0,864.406779661017,1203.3898305084747,654.2372881355933,1223.9625949736997
40180,1056,1059,3150,14228,23675,50.0,79.0,59.0,847.4576271186442,1338.9830508474577,836.9959088252484,1275.686732904734
40239,1127,968,3161,14282,23758,54.0,83.0,59.0,915.2542372881356,1406.7796610169491,864.114552893045,1401.1104617182934
40297,1182,621,3197,14335,23835,53.0,77.0,58.0,913.7931034482758,1327.5862068965516,775.9789596727061,1441.7884278199883
40356,1282,487,3134,14381,23937,46.0,102.0,59.0,779.6610169491526,1728.813559322034,657.334891876096,1485.856224430158
40415,1330,572,3104,14406,24020,25.0,83.0,59.0,423.7288135593221,1406.7796610169491,477.6738749269433,1465.5172413793102
40474,1431,767,2912,14421,24112,15.0,92.0,59.0,254.23728813559325,1559.322033898305,294.9152542372882,1423.7288135593221
40533,1425,617,2806,14422,24189,1.0,77.0,59.0,16.949152542372882,1305.084745762712,138.98305084745763,1291.5254237288136
40592,1401,1020,2538,14422,24255,0.0,66.0,59.0,0.0,1118.6440677966102,54.237288135593225,1162.7118644067798
40651,1403,1145,2384,14422,24318,0.0,63.0,59.0,0.0,1067.7966101694915,3.3898305084745766,1040.677966101695
40710,1339,1201,2285,14422,24363,0.0,45.0,59.0,0.0,762.7118644067797,0.0,952.542372881356
40769,1283,1457,2284,14422,24419,0.0,56.0,59.0,0.0,949.1525423728814,0.0,915.2542372881356
40828,1244,1526,2189,14422,24470,0.0,51.0,59.0,0.0,864.406779661017,0.0,911.8644067796611
40887,1141,1674,2174,14422,24525,0.0,55.0,59.0,0.0,932.2033898305085,23.728813559322035,945.7627118644068
40946,1079,1724,2419,14422,24587,0.0,62.0,59.0,0.0,1050.8474576271187,105.08474576271188,972.8813559322034
41005,1053,1802,2626,14429,24642,7.0,55.0,59.0,118.64406779661017,932.2033898305085,196.61016949152543,1057.6271186440677
41064,1029,1868,2915,14453,24706,24.0,64.0,59.0,406.77966101694915,1084.7457627118645,267.79661016949154,1166.1016949152545
41123,916,1910,3027,14480,24782,27.0,76.0,59.0,457.6271186440678,1288.1355932203392,355.93220338983053,1223.7288135593221
41182,808,1985,3201,14501,24869,21.0,87.0,59.0,355.93220338983053,1474.5762711864409,413.5593220338983,1267.7966101694917
41241,693,2051,3278,14527,24948,26.0,79.0,59.0,440.67796610169495,1338.9830508474577,386.4406779661017,1318.6440677966102
41300,613,2131,3394,14551,25016,24.0,68.0,59.0,406.77966101694915,1152.542372881356,369.49152542372883,1335.593220338983
41359,510,2171,3421,14567,25095,16.0,79.0,59.0,271.1864406779661,1338.9830508474577,413.5593220338983,1325.4237288135596
41418,436,2219,3452,14589,25176,22.0,81.0,59.0,372.8813559322034,1372.8813559322034,403.3898305084746,1328.813559322034
41477,391,2288,3491,14623,25260,34.0,84.0,59.0,576.271186440678,1423.7288135593221,325.42372881355936,1416.9491525423728
41536,415,2286,3513,14646,25340,23.0,80.0,59.0,389.8305084745763,1355.9322033898306,271.1864406779661,1454.2372881355934
41595,461,2316,3579,14647,25434,1.0,94.0,59.0,16.949152542372882,1593.2203389830509,196.61016949152543,1462.9943502824858
41654,467,2337,3614,14647,25524,0.0,90.0,59.0,0.0,1525.4237288135594,81.35593220338983,1425.7062146892654
41714,295,2314,3628,14647,25609,0.0,85.0,60.0,0.0,1416.6666666666667,3.3898305084745766,1391.8079096045199
41773,284,2339,3675,14647,25682,0.0,73.0,59.0,0.0,1237.2881355932204,0.0,1290.1129943502824
41832,194,2363,3707,14647,25752,0.0,70.0,59.0,0.0,1186.4406779661017,0.0,1195.1977401129943
41891,171,2316,3706,14647,25816,0.0,64.0,59.0,0.0,1084.7457627118645,0.0,1125.1977401129943
41950,166,2362,3699,14647,25878,0.0,62.0,59.0,0.0,1050.8474576271187,0.0,1067.5706214689267
42010,192,2321,3749,14647,25942,0.0,64.0,60.0,0.0,1066.6666666666667,0.0,999.774011299435
42069,196,2317,3654,14647,25998,0.0,56.0,59.0,0.0,949.1525423728814,0.0,942.1468926553673
42128,193,2314,3722,14647,26048,0.0,50.0,59.0,0.0,847.4576271186442,0.0,860.7909604519775
42187,206,2324,3778,14647,26095,0.0,47.0,59.0,0.0,796.6101694915254,3.3898305084745766,718.6440677966102
42246,205,2321,3744,14647,26133,0.0,38.0,59.0,0.0,644.0677966101696,3.3898305084745766,572.1468926553673
42305,199,2298,3723,14648,26154,1.0,21.0,59.0,16.949152542372882,355.93220338983053,3.3898305084745766,419.60451977401135
42365,193,2289,3743,14648,26167,0.0,13.0,60.0,0.0,216.66666666666669,3.3898305084745766,273.84180790960454
42424,196,2293,3748,14648,26172,0.0,5.0,59.0,0.0,84.74576271186442,3.3898305084745766,171.6949152542373
42483,172,2312,3761,14648,26176,0.0,4.0,59.0,0.0,67.79661016949153,0.0,185.2542372881356
42543,167,2289,3759,14648,26184,0.0,8.0,60.0,0.0,133.33333333333334,0.0,295.25423728813564
42602,195,2262,3834,14648,26209,0.0,25.0,59.0,0.0,423.7288135593221,0.0,481.6949152542373
42662,170,2235,3849,14648,26255,0.0,46.0,60.0,0.0,766.6666666666667,0.0,674.9152542372882
42721,170,2248,3851,14648,26315,0.0,60.0,59.0,0.0,1016.949152542373,0.0,821.5819209039549
42780,202,2262,3858,14648,26376,0.0,61.0,59.0,0.0,1033.8983050847457,0.0,872.4293785310736
42840,171,2248,3853,14648,26428,0.0,52.0,60.0,0.0,866.6666666666667,0.0,892.4293785310736
42899,173,2230,3885,14648,26468,0.0,40.0,59.0,0.0,677.9661016949153,64.40677966101696,963.6158192090395
42959,179,2209,3890,14648,26520,0.0,52.0,60.0,0.0,866.6666666666667,271.1864406779661,919.54802259887
43018,232,2208,3839,14667,26601,19.0,81.0,59.0,322.0338983050848,1372.8813559322034,427.85310734463275,922.8813559322034
43077,196,2222,3839,14728,26649,61.0,48.0,59.0,1033.8983050847457,813.5593220338983,549.8870056497175,956.7796610169493
43137,219,2228,3856,14775,26702,47.0,53.0,60.0,783.3333333333334,883.3333333333334,590.5649717514124,963.1073446327684
43196,195,2221,3868,14811,26752,36.0,50.0,59.0,610.1694915254237,847.4576271186442,526.1581920903955,855.1977401129943
43255,197,2151,3891,14823,26805,12.0,53.0,59.0,203.38983050847457,898.3050847457628,319.37853107344625,865.3672316384182
43315,196,2148,3896,14823,26855,0.0,50.0,60.0,0.0,833.3333333333334,162.71186440677963,862.0338983050848
43374,198,2135,3898,14823,26906,0.0,51.0,59.0,0.0,864.406779661017,40.67796610169487,845.8757062146893
43434,196,2080,3897,14823,26958,0.0,52.0,60.0,0.0,866.6666666666667,20.33898305084741,795.0282485875707
43494,227,2117,3905,14823,27004,0.0,46.0,60.0,0.0,766.6666666666667,80.33898305084742,748.361581920904
43553,218,2134,3891,14829,27042,6.0,38.0,59.0,101.69491525423729,644.0677966101696,161.69491525423723,704.2937853107345
43613,221,2081,3894,14847,27078,18.0,36.0,60.0,300.0,600.0,258.3615819209039,647.6271186440679
43672,230,2097,3904,14871,27116,24.0,38.0,59.0,406.77966101694915,644.0677966101696,343.10734463276833,612.9378531073446
43732,256,2098,3907,14900,27151,29.0,35.0,60.0,483.33333333333337,583.3333333333334,389.43502824858757,580.7909604519775
43791,218,2101,3896,14925,27186,25.0,35.0,59.0,423.7288135593221,593.2203389830509,376.1016949152542,574.1242937853108
43851,217,2054,3898,14945,27215,20.0,29.0,60.0,333.33333333333337,483.33333333333337,389.6610169491525,567.3446327683616
43911,219,2055,3898,14959,27249,14.0,34.0,60.0,233.33333333333334,566.6666666666667,376.3276836158192,584.0112994350284
43970,218,2086,3895,14987,27285,28.0,36.0,59.0,474.5762711864407,610.1694915254237,349.2090395480226,624.6892655367232
44030,247,2081,3898,15012,27325,25.0,40.0,60.0,416.6666666666667,666.6666666666667,335.8757062146892,694.6892655367232
44089,245,2079,3894,15029,27372,17.0,47.0,59.0,288.135593220339,796.6101694915254,387.5141242937853,750.8474576271187
44149,269,2057,3896,15045,27422,16.0,50.0,60.0,266.6666666666667,833.3333333333334,395.93220338983053,782.1468926553673
44208,276,2086,3901,15074,27472,29.0,50.0,59.0,491.52542372881356,847.4576271186442,414.29378531073445,774.2372881355932
44268,268,2084,3896,15105,27518,31.0,46.0,60.0,516.6666666666667,766.6666666666667,450.0,731.5819209039548
44327,315,2105,3909,15135,27555,30.0,37.0,59.0,508.4745762711865,627.1186440677966,490.0,678.2485875706216
44387,269,2109,3888,15163,27590,28.0,35.0,60.0,466.6666666666667,583.3333333333334,467.64428234284486,630.2760494886649
44447,290,2112,3888,15191,27624,28.0,34.0,60.0,466.6666666666667,566.6666666666667,449.55685064885586,621.2050112372988
44526,317,2125,3881,15221,27672,30.0,48.0,79.0,379.746835443038,607.5949367088607,408.8788845471609,678.8321298813665
44587,293,2128,3863,15247,27716,26.0,44.0,61.0,426.2295081967213,721.3114754098361,349.4438562985733,765.5552937231744
44646,295,2130,3804,15265,27770,18.0,54.0,59.0,305.08474576271186,915.2542372881356,256.11052296523997,835.2728078474684
44705,322,2180,3722,15275,27830,10.0,60.0,59.0,169.49152542372883,1016.949152542373,180.16115587663234,817.202096367765
44764,356,2260,3442,15275,27884,0.0,54.0,59.0,0.0,915.2542372881356,94.9152542372881,740.7364114552894
44822,341,2266,3276,15275,27914,0.0,30.0,58.0,0.0,517.2413793103448,33.89830508474572,594.9736995908826
44881,339,2291,3115,15275,27934,0.0,20.0,59.0,0.0,338.98305084745766,0.0,449.21098772647576
44940,393,2309,3064,15275,27945,0.0,11.0,59.0,0.0,186.4406779661017,0.0,367.8550555230859
44999,346,2315,3041,15275,27962,0.0,17.0,59.0,0.0,288.135593220339,31.03448275862064,398.8895382817066
45058,341,2368,2933,15275,27992,0.0,30.0,59.0,0.0,508.4745762711865,156.45821157217998,517.5336060783168
45116,340,2377,2850,15284,28031,9.0,39.0,58.0,155.17241379310343,672.4137931034483,312.3904149620105,673.4658094681474
45175,442,2406,2721,15321,28086,37.0,55.0,59.0,627.1186440677966,932.2033898305085,488.66160140268846,826.0081823495033
45234,421,2538,2618,15367,28143,46.0,57.0,59.0,779.6610169491526,966.1016949152543,675.1022793687902,903.9742840444185
45293,437,2569,2536,15419,28205,52.0,62.0,59.0,881.3559322033899,1050.8474576271187,816.949152542373,908.4745762711866
45352,497,2674,2369,15474,28258,55.0,53.0,59.0,932.2033898305085,898.3050847457628,864.406779661017,871.1864406779662
45411,396,2736,2384,15525,28299,51.0,41.0,59.0,864.406779661017,694.9152542372882,888.135593220339,830.5084745762712
45470,414,2798,2326,15576,28343,51.0,44.0,59.0,864.406779661017,745.7627118644068,905.0847457627118,783.0508474576272
45529,392,2869,2326,15629,28388,53.0,45.0,59.0,898.3050847457628,762.7118644067797,918.6440677966102,800.0
45588,367,2909,2290,15686,28436,57.0,48.0,59.0,966.1016949152543,813.5593220338983,942.3728813559322,840.677966101695
45647,400,3036,2271,15745,28494,59.0,58.0,59.0,1000.0,983.0508474576271,962.7118644067796,823.728813559322
45706,391,3087,2239,15803,28547,58.0,53.0,59.0,983.0508474576271,898.3050847457628,935.593220338983,803.3898305084747
45765,391,3180,2188,15860,28586,57.0,39.0,59.0,966.1016949152543,661.0169491525425,884.7457627118644,742.3728813559322
45824,445,3213,2226,15905,28625,45.0,39.0,59.0,762.7118644067797,661.0169491525425,854.2372881355932,616.949152542373
