Millis,Front,Left,Right,EncL,EncR,dEncL,dEncR,dMillis,vL,vR,vL_smooth,vR_smooth
17632,295,2637,1188,5380,6264,0.0,58.0,60.0,0.0,966.6666666666667,0.0,1262.4858757062148
17692,326,2647,1189,5380,6348,0.0,84.0,60.0,0.0,1400.0,0.0,1275.8192090395482
17751,320,2659,1179,5380,6444,0.0,96.0,59.0,0.0,1627.1186440677966,3.3898305084745766,1299.54802259887
17811,291,2775,1215,5380,6520,0.0,76.0,60.0,0.0,1266.6666666666667,133.38983050847457,1312.8813559322034
17870,319,2793,1282,5381,6593,1.0,73.0,59.0,16.949152542372882,1237.2881355932204,346.9491525423729,1192.2033898305085
17930,346,2892,1377,5420,6655,39.0,62.0,60.0,650.0,1033.3333333333335,503.61581920903956,973.4463276836159
17989,381,2903,1474,5483,6702,63.0,47.0,59.0,1067.7966101694915,796.6101694915254,640.2824858757061,873.4463276836159
18049,362,2926,1467,5530,6734,47.0,32.0,60.0,783.3333333333334,533.3333333333334,819.9435028248588,798.8700564971753
18109,364,2950,1547,5571,6780,41.0,46.0,60.0,683.3333333333334,766.6666666666667,943.2768361581923,828.8700564971753
18168,392,2976,1561,5625,6831,54.0,51.0,59.0,915.2542372881356,864.406779661017,1026.3841807909605,902.8813559322034
18228,393,3025,1590,5701,6902,76.0,71.0,60.0,1266.6666666666667,1183.3333333333335,1140.90395480226,1053.8418079096048
18288,437,3044,1661,5790,6972,89.0,70.0,60.0,1483.3333333333335,1166.6666666666667,1200.90395480226,1087.175141242938
18347,467,3093,1820,5870,7048,80.0,76.0,59.0,1355.9322033898306,1288.1355932203392,1164.5197740112994,1064.2937853107346
18407,487,3106,2325,5929,7104,59.0,56.0,60.0,983.3333333333334,933.3333333333334,1071.1864406779662,984.2937853107345
18467,511,3107,2646,5973,7149,44.0,45.0,60.0,733.3333333333334,750.0,886.3841807909605,869.6045197740114
18527,545,3144,2580,6021,7196,48.0,47.0,60.0,800.0,783.3333333333334,711.8644067796611,755.3107344632768
18586,564,3103,2531,6054,7231,33.0,35.0,59.0,559.3220338983051,593.2203389830509,735.1977401129943,778.6440677966102
18646,586,3111,2468,6083,7274,29.0,43.0,60.0,483.33333333333337,716.6666666666667,821.8644067796611,825.3107344632768
18706,609,3175,2436,6149,7337,66.0,63.0,60.0,1100.0,1050.0,926.2711864406781,841.5254237288136
18766,617,3254,2400,6219,7396,70.0,59.0,60.0,1166.6666666666667,983.3333333333334,1054.4067796610168,902.8813559322034
18825,686,3165,2444,6297,7447,78.0,51.0,59.0,1322.033898305085,864.406779661017,1217.7401129943505,989.54802259887
18885,710,1255,2443,6369,7501,72.0,54.0,60.0,1200.0,900.0,1275.7062146892656,1050.7344632768363
18945,803,1094,2538,6447,7570,78.0,69.0,60.0,1300.0,1150.0,1315.7062146892654,1114.0677966101696
19004,835,1065,2540,6529,7650,82.0,80.0,59.0,1389.8305084745764,1355.9322033898306,1284.632768361582,1207.853107344633
19064,895,948,2541,6611,7728,82.0,78.0,60.0,1366.6666666666667,1300.0,1229.7073952272535,1302.4799730162747
19124,930,913,2508,6681,7808,70.0,80.0,60.0,1166.6666666666667,1333.3333333333335,1117.6526007067055,1373.8498360299734
19191,1033,914,2458,6743,7900,62.0,92.0,67.0,925.3731343283581,1373.134328358209,918.9968438393765,1361.2840850071793
19264,1053,971,2432,6797,8010,54.0,110.0,73.0,739.7260273972603,1506.8493150684933,673.7336859446398,1343.3893481650744
19322,1135,949,2339,6820,8085,23.0,75.0,58.0,396.551724137931,1293.103448275862,485.2279388182029,1293.9640608087525
19379,1133,790,2209,6828,8154,8.0,69.0,57.0,140.35087719298244,1210.5263157894735,444.98089815942785,1284.854436516421
19437,1163,577,2109,6841,8217,13.0,63.0,58.0,224.13793103448273,1086.2068965517242,462.55293405928603,1304.174228675136
19495,1188,862,2024,6883,8294,42.0,77.0,58.0,724.1379310344827,1327.5862068965516,534.9667271627344,1442.1052631578946
19553,1207,1086,1982,6931,8387,48.0,93.0,58.0,827.5862068965516,1603.4482758620688,651.7241379310344,1627.5862068965519
19611,1198,1254,1907,6975,8502,44.0,115.0,58.0,758.6206896551723,1982.7586206896551,754.2649727767695,1841.9237749546278
19669,36,1412,1612,7017,8626,42.0,124.0,58.0,724.1379310344827,2137.9310344827586,761.1615245009074,1959.165154264973
19726,463,1579,2197,7059,8749,42.0,123.0,57.0,736.8421052631579,2157.894736842105,730.1270417422868,2017.7858439201452
19784,447,1702,2456,7103,8860,44.0,111.0,58.0,758.6206896551723,1913.7931034482758,650.8166969147005,1962.6134301270417
19842,504,1729,2623,7142,8970,39.0,110.0,58.0,672.4137931034483,1896.551724137931,564.6098003629764,1890.1996370235934
19900,546,1940,2925,7163,9069,21.0,99.0,58.0,362.06896551724134,1706.896551724138,520.6896551724137,1800.0
19958,563,2057,3003,7180,9172,17.0,103.0,58.0,293.10344827586204,1775.8620689655172,499.9999999999999,1758.6206896551726
20016,268,2294,3067,7210,9271,30.0,99.0,58.0,517.2413793103448,1706.896551724138,502.35934664246815,1649.4857834240775
20074,272,2339,3063,7248,9370,38.0,99.0,58.0,655.1724137931034,1706.896551724138,574.7731397459164,1525.347852389595
20131,312,2419,2417,7287,9447,39.0,77.0,57.0,684.2105263157895,1350.877192982456,641.5761789043033,1448.1415402914065
20189,344,2478,1524,7329,9510,42.0,63.0,58.0,724.1379310344827,1086.2068965517242,713.9899720077516,1444.6932644293374
20248,368,2555,1565,7366,9592,37.0,82.0,59.0,627.1186440677966,1389.8305084745764,813.4639638254022,1462.635987982815
20306,390,2639,1556,7417,9690,51.0,98.0,58.0,879.3103448275862,1689.655172413793,928.3459964932787,1551.0812390414962
20365,441,2678,474,7485,9796,68.0,106.0,59.0,1152.542372881356,1796.6101694915255,1028.3459964932788,1651.0812390414962
20423,462,2720,671,7558,9900,73.0,104.0,58.0,1258.6206896551723,1793.1034482758619,1158.094681472823,1624.8392752776153
20481,494,2764,653,7629,9992,71.0,92.0,58.0,1224.1379310344828,1586.206896551724,1237.4050263004092,1521.3909994155463
20539,497,2827,663,7703,10065,74.0,73.0,58.0,1275.8620689655172,1258.6206896551723,1264.5236703682058,1402.746931618936
20597,496,2806,662,7777,10133,74.0,68.0,58.0,1275.8620689655172,1172.4137931034481,1261.0753945061367,1278.6090005844535
20656,488,2794,650,7853,10204,76.0,71.0,59.0,1288.1355932203392,1203.3898305084747,1243.8340151957918,1188.9538281706605
20714,517,2790,674,7925,10272,72.0,68.0,58.0,1241.3793103448274,1172.4137931034481,1264.5236703682056,1209.6434833430742
20772,489,2790,680,7991,10338,66.0,66.0,58.0,1137.9310344827586,1137.9310344827586,1239.8597311513736,1198.8895382817066
20830,525,2812,734,8071,10417,80.0,79.0,58.0,1379.310344827586,1362.0689655172414,1189.1291642314436,1172.0046756282877
20889,518,2791,725,8139,10483,68.0,66.0,59.0,1152.542372881356,1118.6440677966102,1161.5429573348918,1147.866744593805
20947,538,2842,748,8199,10545,60.0,62.0,58.0,1034.4827586206895,1068.9655172413793,1178.7843366452366,1147.8667445938047
21005,540,2845,797,8263,10606,64.0,61.0,58.0,1103.4482758620688,1051.7241379310344,1177.4985388661603,1160.198714202221
21063,561,2824,847,8334,10672,71.0,66.0,58.0,1224.1379310344828,1137.9310344827586,1257.334891876096,1233.0216247808298
21122,567,2803,865,8415,10756,81.0,84.0,59.0,1372.8813559322034,1423.7288135593221,1388.3693746347165,1364.0561075394505
21180,610,2818,902,8505,10842,90.0,86.0,58.0,1551.7241379310344,1482.7586206896551,1493.1034482758619,1492.6943308007012
21238,633,2819,1036,8603,10942,98.0,100.0,58.0,1689.655172413793,1724.1379310344826,1579.310344827586,1585.7977790765635
21297,693,2853,2084,8699,11042,96.0,100.0,59.0,1627.1186440677966,1694.9152542372883,1619.988310929281,1606.1367621274107
21355,733,2850,1682,8795,11135,96.0,93.0,58.0,1655.1724137931033,1603.4482758620688,1638.457042665108,1557.0426651081239
21414,767,2863,1152,8888,11225,93.0,90.0,59.0,1576.271186440678,1525.4237288135594,1652.250146113384,1474.2840444184687
21473,811,2843,915,8985,11298,97.0,73.0,59.0,1644.0677966101696,1237.2881355932204,1645.470485096435,1386.1484511981296
21531,886,2793,869,9087,11374,102.0,76.0,58.0,1758.6206896551723,1310.3448275862067,1590.2980713033314,1230.976037405026
21590,959,2750,814,9181,11448,94.0,74.0,59.0,1593.2203389830509,1254.2372881355932,1532.6709526592635,1112.3319696084159
21648,1000,2622,869,9261,11496,80.0,48.0,58.0,1379.310344827586,827.5862068965516,1444.5353594389246,1071.6540035067212
21707,1114,2562,941,9337,11551,76.0,55.0,59.0,1288.1355932203392,932.2033898305085,1372.1215663354765,964.7574517825833
21766,1134,2546,894,9408,11612,71.0,61.0,59.0,1203.3898305084747,1033.8983050847457,1321.2741087083577,812.2150789012273
21824,1214,2449,913,9489,11657,81.0,45.0,58.0,1396.551724137931,775.8620689655172,1283.3430742255991,715.6633547632963
21883,1284,2360,1109,9568,11686,79.0,29.0,59.0,1338.9830508474577,491.52542372881356,1283.3430742255991,590.239625949737
21941,1280,2156,1520,9637,11706,69.0,20.0,58.0,1189.655172413793,344.8275862068965,1296.9023962594972,471.5955581531268
22000,1310,2056,1544,9713,11724,76.0,18.0,59.0,1288.1355932203392,305.08474576271186,1193.4541203974284,416.42314436002334
22059,1307,1732,1478,9788,11750,75.0,26.0,59.0,1271.1864406779662,440.67796610169495,1030.7422559906488,392.6943308007013
22117,1328,1502,1498,9839,11779,51.0,29.0,58.0,879.3103448275862,500.0,809.7603740502631,384.7457627118644
22176,1340,1727,1572,9870,11801,31.0,22.0,59.0,525.4237288135594,372.8813559322034,552.1332554061953,409.93571011104615
22235,1306,1939,1634,9875,11819,5.0,18.0,59.0,84.74576271186442,305.08474576271186,297.895967270602,379.427235534775
22293,1258,1956,1740,9875,11844,0.0,25.0,58.0,0.0,431.03448275862064,122.03389830508476,323.4950321449445
22352,1139,2199,1891,9875,11861,0.0,17.0,59.0,0.0,288.135593220339,16.949152542372882,337.0543541788428
22411,1030,2316,1959,9875,11874,0.0,13.0,59.0,0.0,220.33898305084747,0.0,381.1221507890123
22470,904,2400,2072,9875,11900,0.0,26.0,59.0,0.0,440.67796610169495,0.0,391.4669783752192
22529,612,2574,2241,9875,11931,0.0,31.0,59.0,0.0,525.4237288135594,0.0,476.21274108708366
22587,514,2640,2307,9875,11959,0.0,28.0,58.0,0.0,482.7586206896552,0.0,638.9246054938633
22646,763,2708,2474,9875,12001,0.0,42.0,59.0,0.0,711.8644067796611,0.0,801.6364699006429
22705,859,2748,2504,9875,12062,0.0,61.0,59.0,0.0,1033.8983050847457,0.0,940.6195207481005
22764,871,2762,2497,9875,12136,0.0,74.0,59.0,0.0,1254.2372881355932,0.0,1044.0677966101696
22823,860,2840,2506,9875,12208,0.0,72.0,59.0,0.0,1220.3389830508474,0.0,1166.101694915254
22881,863,2846,2557,9875,12266,0.0,58.0,58.0,0.0,1000.0,0.0,1189.8305084745764
22940,931,2821,2587,9875,12344,0.0,78.0,59.0,0.0,1322.033898305085,0.0,1128.8135593220338
22999,976,2842,2600,9875,12412,0.0,68.0,59.0,0.0,1152.542372881356,0.0,1122.0338983050847
23058,1055,2819,2647,9875,12468,0.0,56.0,59.0,0.0,949.1525423728814,0.0,1101.344243132671
23117,1195,2782,2667,9875,12538,0.0,70.0,59.0,0.0,1186.4406779661017,0.0,1060.666277030976
23175,1286,2800,2665,9875,12590,0.0,52.0,58.0,0.0,896.5517241379309,0.0,1040.3272939801286
23234,1429,2765,2747,9875,12656,0.0,66.0,59.0,0.0,1118.6440677966102,0.0,1057.2764465225016
23293,1597,2749,2776,9875,12718,0.0,62.0,59.0,0.0,1050.8474576271187,0.0,958.9713617767387
23352,1723,2710,2811,9875,12779,0.0,61.0,59.0,0.0,1033.8983050847457,0.0,918.6440677966102
23411,1898,2704,2804,9875,12820,0.0,41.0,59.0,0.0,694.9152542372882,0.0,800.0
23470,2050,2702,2821,9875,12861,0.0,41.0,59.0,0.0,694.9152542372882,0.0,711.8644067796611
23529,2130,2703,2823,9875,12892,0.0,31.0,59.0,0.0,525.4237288135594,0.0,566.1016949152543
23588,2270,2715,2825,9875,12928,0.0,36.0,59.0,0.0,610.1694915254237,0.0,427.1186440677967
23647,2390,2731,2804,9875,12946,0.0,18.0,59.0,0.0,305.08474576271186,0.0,288.135593220339
23706,2382,2714,2804,9875,12946,0.0,0.0,59.0,0.0,0.0,0.0,183.0508474576271
23765,2378,2726,2808,9875,12946,0.0,0.0,59.0,0.0,0.0,0.0,61.016949152542374
23824,2402,2742,2823,9875,12946,0.0,0.0,59.0,0.0,0.0,0.0,-10.169491525423728
23883,2408,2725,2801,9875,12946,0.0,0.0,59.0,0.0,0.0,0.0,-20.338983050847457
23942,2373,2742,2819,9875,12943,0.0,-3.0,59.0,0.0,-50.847457627118644,0.0,-20.338983050847457
24001,2342,2721,2825,9875,12940,0.0,-3.0,59.0,0.0,-50.847457627118644,0.0,-20.338983050847457
24059,2324,2702,2811,9875,12940,0.0,0.0,58.0,0.0,0.0,0.0,-20.338983050847457
24118,2344,2722,2802,9875,12940,0.0,0.0,59.0,0.0,0.0,0.0,-10.169491525423728
24178,2343,2706,2826,9875,12940,0.0,0.0,60.0,0.0,0.0,-16.666666666666668,13.333333333333334
24257,2345,2729,2800,9875,12940,0.0,0.0,79.0,0.0,0.0,-47.701149425287355,51.264367816091955
24317,2321,2755,2781,9870,12944,-5.0,4.0,60.0,-83.33333333333334,66.66666666666667,-149.39606467952464,173.2982661211767
24375,2320,2768,2762,9861,12955,-9.0,11.0,58.0,-155.17241379310343,189.65517241379308,-259.74089226573153,304.33274887979735
24434,2228,2795,2628,9831,12991,-30.0,36.0,59.0,-508.4745762711865,610.1694915254237,-419.06292616403664,422.97681667640757
24492,2107,2957,2503,9799,13029,-32.0,38.0,58.0,-551.7241379310344,655.1724137931034,-599.0064289888953,538.4570426651082
24551,1981,3024,2346,9752,13064,-47.0,35.0,59.0,-796.6101694915254,593.2203389830509,-792.1098772647574,672.9398012857977
24610,1781,3137,2216,9694,13102,-58.0,38.0,59.0,-983.0508474576271,644.0677966101696,-900.584453535944,730.5669199298657
24668,1686,3121,1796,9629,13152,-65.0,50.0,58.0,-1120.6896551724137,862.0689655172413,-935.0672121566334,799.532437171245
24727,1616,3106,2422,9567,13205,-62.0,53.0,59.0,-1050.8474576271187,898.3050847457628,-958.7960257159557,908.0070134424313
24785,2296,2930,2505,9525,13263,-42.0,58.0,58.0,-724.1379310344827,1000.0,-975.7451782583285,969.0239625949738
24844,2721,2748,2533,9471,13330,-54.0,67.0,59.0,-915.2542372881356,1135.5932203389832,-968.8486265341905,1010.4032729398014
24903,3080,1950,2497,9408,13386,-63.0,56.0,59.0,-1067.7966101694915,949.1525423728814,-962.0689655172413,1034.1320864991235
24961,3258,1856,2437,9345,13448,-63.0,62.0,58.0,-1086.2068965517242,1068.9655172413793,-1013.8515488018702,1023.9625949736998
25020,3069,1208,2312,9285,13508,-60.0,60.0,59.0,-1016.949152542373,1016.949152542373,-1020.4558737580362,989.9473991817651
25079,2738,1064,2127,9227,13564,-58.0,56.0,59.0,-983.0508474576271,949.1525423728814,-986.5575686732903,935.710111046172
25137,2199,1088,2056,9172,13620,-55.0,56.0,58.0,-948.2758620689655,965.5172413793103,-1020.1636469900644,847.3407364114553
25196,1808,1038,2315,9119,13660,-53.0,40.0,59.0,-898.3050847457628,677.9661016949153,-1087.9602571595558,793.1034482758621
25255,1325,967,2641,9045,13697,-74.0,37.0,59.0,-1254.2372881355932,627.1186440677966,-1179.4856808883694,762.5949736995909
25314,909,816,2831,8965,13741,-80.0,44.0,59.0,-1355.9322033898306,745.7627118644068,-1296.7270601987143,610.8708357685564
25373,956,961,2820,8880,13788,-85.0,47.0,59.0,-1440.677966101695,796.6101694915254,-1361.1338398597313,492.2267679719463
25431,366,2132,2805,8791,13800,-89.0,12.0,58.0,-1534.4827586206895,206.8965517241379,-1313.676212741087,370.1928696668615
25490,522,2948,2649,8719,13805,-72.0,5.0,59.0,-1220.3389830508474,84.74576271186442,-1164.5236703682058,221.04032729398014
25549,536,3108,2577,8659,13806,-60.0,1.0,59.0,-1016.949152542373,16.949152542372882,-883.1677381648158,61.71829339567504
25608,538,3314,2437,8623,13806,-36.0,0.0,59.0,-610.1694915254237,0.0,-576.271186440678,20.33898305084746
25667,517,3317,2444,8621,13806,-2.0,0.0,59.0,-33.898305084745765,0.0,-332.2033898305085,3.3898305084745766
25725,514,3354,2444,8621,13806,0.0,0.0,58.0,0.0,0.0,-128.81355932203388,0.0
25784,513,3357,2440,8621,13806,0.0,0.0,59.0,0.0,0.0,-6.779661016949153,0.0
25843,515,3322,2437,8621,13806,0.0,0.0,59.0,0.0,0.0,0.0,0.0
25902,513,3337,2441,8621,13806,0.0,0.0,59.0,0.0,0.0,0.0,0.0
25961,514,3344,2424,8621,13806,0.0,0.0,59.0,0.0,0.0,0.0,0.0
26020,515,3334,2447,8621,13806,0.0,0.0,59.0,0.0,0.0,0.0,0.0
26079,514,3336,2446,8621,13806,0.0,0.0,59.0,0.0,0.0,0.0,3.3898305084745766
26138,509,3310,2443,8621,13806,0.0,0.0,59.0,0.0,0.0,57.6271186440678,88.13559322033899
26197,517,3341,2444,8621,13807,0.0,1.0,59.0,0.0,16.949152542372882,237.28813559322035,288.135593220339
26256,513,3331,2440,8638,13832,17.0,25.0,59.0,288.135593220339,423.7288135593221,494.9152542372882,555.9322033898304
26315,537,3334,2458,8691,13891,53.0,59.0,59.0,898.3050847457628,1000.0,823.728813559322,861.0169491525423
26374,539,3333,2464,8767,13970,76.0,79.0,59.0,1288.1355932203392,1338.9830508474577,1125.4237288135596,1166.1016949152543
26433,589,3284,2562,8864,14060,97.0,90.0,59.0,1644.0677966101696,1525.4237288135594,1325.4237288135596,1423.7288135593221
26492,610,3250,2528,8953,14151,89.0,91.0,59.0,1508.4745762711866,1542.3728813559323,1389.8305084745764,1586.4406779661017
26551,633,3264,2548,9029,14252,76.0,101.0,59.0,1288.1355932203392,1711.864406779661,1362.7118644067798,1667.7966101694917
26610,659,2157,2532,9101,14359,72.0,107.0,59.0,1220.3389830508474,1813.5593220338983,1244.0677966101696,1708.4745762711868
26669,733,967,2551,9169,14462,68.0,103.0,59.0,1152.542372881356,1745.7627118644068,1159.322033898305,1705.084745762712
26728,781,859,2516,9231,14564,62.0,102.0,59.0,1050.8474576271187,1728.813559322034,1057.6271186440677,1630.508474576271
26787,838,720,2509,9295,14654,64.0,90.0,59.0,1084.7457627118645,1525.4237288135594,905.0847457627118,1494.915254237288
26846,836,642,2441,9341,14733,46.0,79.0,59.0,779.6610169491526,1338.9830508474577,745.7627118644068,1335.5932203389832
26905,874,857,2355,9368,14800,27.0,67.0,59.0,457.6271186440678,1135.5932203389832,613.5593220338983,1155.9322033898306
26964,883,1160,2308,9389,14856,21.0,56.0,59.0,355.93220338983053,949.1525423728814,450.8474576271186,1047.457627118644
27023,918,1150,2177,9412,14905,23.0,49.0,59.0,389.8305084745763,830.5084745762713,338.98305084745766,976.2711864406781
27082,912,1089,2121,9428,14963,16.0,58.0,59.0,271.1864406779661,983.0508474576271,294.1242937853107,942.4858757062148
27141,908,1088,2010,9441,15021,13.0,58.0,59.0,220.33898305084747,983.0508474576271,277.1751412429379,922.1468926553673
27201,894,1039,1902,9455,15079,14.0,58.0,60.0,233.33333333333334,966.6666666666667,222.93785310734467,922.1468926553673
27260,900,1062,1912,9471,15129,16.0,50.0,59.0,271.1864406779661,847.4576271186442,168.70056497175142,908.5875706214689
27319,863,1019,1749,9478,15178,7.0,49.0,59.0,118.64406779661017,830.5084745762713,124.63276836158192,888.2485875706216
27378,836,1015,1699,9478,15232,0.0,54.0,59.0,0.0,915.2542372881356,77.96610169491525,861.5819209039548
27437,832,1012,1801,9478,15284,0.0,52.0,59.0,0.0,881.3559322033899,23.728813559322035,861.5819209039548
27497,824,1025,1754,9478,15334,0.0,50.0,60.0,0.0,833.3333333333334,0.0,895.4802259887007
27556,808,993,1331,9478,15384,0.0,50.0,59.0,0.0,847.4576271186442,0.0,905.6497175141243
27615,783,972,1443,9478,15443,0.0,59.0,59.0,0.0,1000.0,0.0,929.3785310734463
27674,761,967,1690,9478,15500,0.0,57.0,59.0,0.0,966.1016949152543,0.0,989.3785310734463
27733,743,980,1975,9478,15559,0.0,59.0,59.0,0.0,1000.0,37.28813559322034,1057.1751412429378
27793,708,940,2055,9478,15627,0.0,68.0,60.0,0.0,1133.3333333333335,189.83050847457628,1104.6327683615818
27852,684,914,2272,9489,15697,11.0,70.0,59.0,186.4406779661017,1186.4406779661017,328.81355932203394,1236.8361581920904
27911,612,866,2308,9534,15770,45.0,73.0,59.0,762.7118644067797,1237.2881355932204,488.8135593220339,1383.502824858757
27970,563,883,2330,9575,15866,41.0,96.0,59.0,694.9152542372882,1627.1186440677966,648.1355932203389,1448.361581920904
28030,365,1066,2482,9623,15970,48.0,104.0,60.0,800.0,1733.3333333333335,740.8474576271186,1481.0734463276835
28089,280,1198,2565,9670,16056,47.0,86.0,59.0,796.6101694915254,1457.6271186440679,710.3389830508474,1501.412429378531
28149,324,1273,2681,9709,16137,39.0,81.0,60.0,650.0,1350.0,710.3389830508474,1416.6666666666667
28208,387,1039,2694,9745,16216,36.0,79.0,59.0,610.1694915254237,1338.9830508474577,647.0056497175142,1260.0
28267,342,644,2650,9786,16287,41.0,71.0,59.0,694.9152542372882,1203.3898305084747,569.0395480225989,1117.6271186440677
28327,367,520,2695,9815,16344,29.0,57.0,60.0,483.33333333333337,950.0,522.3728813559322,1054.2937853107346
28386,392,596,2647,9839,16388,24.0,44.0,59.0,406.77966101694915,745.7627118644068,508.8135593220339,1020.3954802259889
28446,398,710,2634,9864,16450,25.0,62.0,60.0,416.6666666666667,1033.3333333333335,495.25423728813564,915.3107344632768
28505,415,743,2611,9896,16519,32.0,69.0,59.0,542.3728813559322,1169.491525423729,498.5875706214689,848.6440677966102
28564,416,717,2592,9933,16559,37.0,40.0,59.0,627.1186440677966,677.9661016949153,518.9265536723165,811.3559322033899
28624,421,723,2576,9963,16596,30.0,37.0,60.0,500.0,616.6666666666667,535.5932203389831,741.3559322033899
28683,388,716,2582,9993,16629,30.0,33.0,59.0,508.4745762711865,559.3220338983051,542.3728813559321,687.1186440677966
28743,416,722,2596,10023,16670,30.0,41.0,60.0,500.0,683.3333333333334,549.1525423728815,690.5084745762713
28802,418,715,2553,10057,16723,34.0,53.0,59.0,576.271186440678,898.3050847457628,519.1525423728814,627.1751412429379
28861,410,694,2502,10096,16764,39.0,41.0,59.0,661.0169491525425,694.9152542372882,420.8474576271186,511.92090395480227
28921,417,705,2515,10117,16782,21.0,18.0,60.0,350.0,300.0,320.8474576271186,375.2542372881356
28980,439,694,2525,10118,16781,1.0,-1.0,59.0,16.949152542372882,-16.949152542372882,205.59322033898306,195.59322033898306
29039,420,698,2532,10118,16781,0.0,0.0,59.0,0.0,0.0,73.38983050847457,56.610169491525426
29099,414,694,2538,10118,16781,0.0,0.0,60.0,0.0,0.0,3.3898305084745766,-3.3898305084745766
29158,415,697,2532,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29218,451,705,2542,10118,16781,0.0,0.0,60.0,0.0,0.0,0.0,0.0
29285,441,720,2526,10118,16781,0.0,0.0,67.0,0.0,0.0,0.0,0.0
29356,412,693,2534,10118,16781,0.0,0.0,71.0,0.0,0.0,0.0,0.0
29416,438,715,2531,10118,16781,0.0,0.0,60.0,0.0,0.0,0.0,0.0
29475,416,693,2541,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29534,412,698,2532,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29593,416,693,2525,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29652,423,705,2540,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29711,414,691,2521,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29769,416,717,2511,10118,16781,0.0,0.0,58.0,0.0,0.0,0.0,0.0
29828,456,708,2527,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29887,437,691,2535,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
29946,416,694,2520,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30005,417,690,2533,10118,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30064,412,694,2528,10118,16781,0.0,0.0,59.0,0.0,0.0,-3.3898305084745766,-10.169491525423728
30123,413,669,2521,10118,16781,0.0,0.0,59.0,0.0,0.0,-3.3898305084745766,3.389830508474577
30182,449,703,2539,10117,16778,-1.0,-3.0,59.0,-16.949152542372882,-50.847457627118644,-3.3898305084745766,7.105427357601002e-16
30241,433,697,2534,10117,16782,0.0,4.0,59.0,0.0,67.79661016949153,-3.3898305084745766,7.105427357601002e-16
30300,435,690,2502,10117,16781,0.0,-1.0,59.0,0.0,-16.949152542372882,-3.3898305084745766,7.105427357601002e-16
30359,416,695,2546,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,10.169491525423728
30418,434,694,2528,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,-3.389830508474577
30477,450,703,2517,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30536,449,707,2515,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30595,415,687,2534,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30654,416,696,2536,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30713,417,692,2524,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30772,442,708,2543,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30831,413,671,2531,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30890,419,687,2539,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
30949,424,706,2540,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
31009,423,705,2554,10117,16781,0.0,0.0,60.0,0.0,0.0,0.0,0.0
31068,436,690,2532,10117,16781,0.0,0.0,59.0,0.0,0.0,0.0,0.0
31127,415,686,2527,10117,16781,0.0,0.0,59.0,0.0,0.0,3.3898305084745766,0.0
31186,439,693,2510,10117,16781,0.0,0.0,59.0,0.0,0.0,40.056497175141246,0.0
31245,440,723,2485,10118,16781,1.0,0.0,59.0,16.949152542372882,0.0,73.95480225988702,3.3898305084745757
31305,463,666,2426,10129,16781,11.0,0.0,60.0,183.33333333333334,0.0,80.73446327683617,108.47457627118645
31364,490,671,2393,10139,16782,10.0,1.0,59.0,169.49152542372883,16.949152542372882,80.73446327683617,250.84745762711864
31423,557,681,2356,10141,16813,2.0,31.0,59.0,33.898305084745765,525.4237288135594,134.01129943502826,377.51412429378536
31482,620,697,2227,10141,16855,0.0,42.0,59.0,0.0,711.8644067796611,175.31073446327684,530.0564971751412
31542,547,703,2225,10158,16893,17.0,38.0,60.0,283.33333333333337,633.3333333333334,185.48022598870057,655.4802259887007
31601,437,716,2130,10181,16938,23.0,45.0,59.0,389.8305084745763,762.7118644067797,229.54802259887006,713.1073446327684
31660,319,721,2079,10194,16976,13.0,38.0,59.0,220.33898305084747,644.0677966101696,249.54802259887006,714.0677966101696
31719,488,743,2009,10209,17024,15.0,48.0,59.0,254.23728813559325,813.5593220338983,192.8813559322034,763.6723163841809
31779,853,767,1959,10215,17067,6.0,43.0,60.0,100.0,716.6666666666667,114.91525423728815,868.7570621468927
31838,1207,838,1887,10215,17119,0.0,52.0,59.0,0.0,881.3559322033899,60.67796610169493,1014.5197740112995
