time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,action
4316,1307,1233,3775,0,0,0,0,0
4336,1308,1233,3767,0,0,0,0,0
4356,1308,1233,3772,0,0,0,0,0
4376,1307,1233,3765,0,0,0,0,0
4396,1307,1233,3764,0,0,0,0,0
4416,1306,1226,3760,0,0,0,0,0
4457,1305,1226,3760,0,0,0,0,0
4477,1305,1226,3760,0,0,0,0,0
4497,1305,1226,3762,0,0,0,0,0
4517,1305,1234,3764,0,0,0,0,0
4537,1305,1234,3765,0,0,0,0,0
4557,1307,1239,3770,0,0,0,0,0
4577,1307,1238,3774,0,0,0,0,0
4597,1307,1239,3778,0,0,0,0,0
4617,1305,1239,3780,0,0,0,0,0
4658,1303,1238,3780,0,0,0,0,0
4678,1301,1237,3784,0,0,0,0,0
4698,1301,1235,3784,0,0,0,0,0
4718,1301,1228,3784,0,0,0,0,0
4738,1305,1222,3768,0,0,0,0,0
4758,1305,1213,3769,0,0,0,0,0
4778,1305,1212,3768,0,0,0,0,0
4798,1306,1210,3768,0,0,0,0,0
4818,1306,1210,3768,0,0,0,0,0
4859,1306,1212,3768,0,0,0,0,0
4879,1309,1233,3765,0,0,0,0,0
4899,1309,1235,3765,0,0,0,0,0
4919,1309,1235,3764,0,0,0,0,0
4939,1309,1235,3764,0,0,0,0,0
4959,1309,1235,3765,0,0,0,0,0
4979,1306,1235,3764,0,0,0,0,0
4999,1310,1235,3772,0,0,0,0,0
