Millis,Front,Left,Right,EncL,EncR
130271,2323,2525,645,29604,35363
130326,2341,2521,668,29604,35363
130382,2330,2518,648,29604,35363
130437,2322,2522,667,29604,35363
130493,2286,2525,654,29604,35363
130548,2321,2527,624,29604,35363
130604,2296,2506,626,29604,35363
130659,2320,2505,653,29604,35363
130714,2320,2529,645,29604,35363
130770,2320,2506,660,29604,35363
130825,2326,2523,652,29604,35363
130881,2328,2505,688,29604,35363
130936,2318,2521,649,29604,35363
130991,2320,2524,652,29604,35363
131047,2343,2502,650,29604,35363
131102,2325,2512,661,29604,35363
131158,2323,2505,652,29604,35363
131213,2318,2536,679,29604,35363
131269,2329,2516,660,29604,35363
131324,2318,2492,654,29604,35363
131379,2325,2531,648,29604,35363
131435,2319,2522,676,29604,35363
131490,2321,2504,678,29604,35363
131546,2343,2537,661,29604,35363
131601,2296,2528,673,29604,35363
131656,2320,2506,679,29604,35363
131712,2324,2508,654,29604,35363
131767,2340,2503,641,29604,35363
131823,2320,2497,652,29604,35363
131878,2325,2532,650,29604,35363
131933,2321,2528,649,29604,35363
131989,2321,2503,652,29604,35363
132044,2319,2531,648,29604,35363
132100,2322,2527,650,29604,35363
132155,2310,2532,661,29604,35363
132211,2331,2505,644,29604,35363
132266,2327,2520,677,29604,35363
132321,2298,2523,652,29604,35363
132377,2325,2506,649,29604,35363
132432,2321,2524,644,29604,35363
132488,2295,2527,655,29604,35363
132543,2318,2534,675,29604,35363
132598,2298,2503,652,29604,35363
132654,2328,2512,685,29604,35363
132709,2320,2505,651,29604,35363
132765,2314,2497,650,29604,35363
132820,2321,2498,652,29604,35363
132875,2314,2507,668,29604,35363
132931,2344,2505,650,29604,35369
132986,2342,2526,627,29604,35370
133042,2367,2531,652,29608,35371
133097,2386,2497,706,29620,35371
133153,2441,2420,943,29642,35363
133208,2360,2386,891,29673,35325
133263,2156,1923,859,29711,35269
133319,1855,2154,1236,29749,35205
133374,1544,2222,1446,29804,35129
133430,983,2483,1753,29882,35011
133485,633,2482,2218,29952,34921
133540,345,2469,1090,29987,34881
133596,236,2418,1018,29991,34877
133651,220,2421,1015,29991,34877
133707,253,2415,1038,29991,34877
133762,243,2403,1008,29991,34877
133818,217,2407,1014,29991,34884
133873,244,2430,1015,29995,34895
133928,179,2420,1024,30027,34870
133984,316,2340,1039,30053,34818
134039,203,2302,1117,30086,34742
134095,583,2070,1158,30113,34697
134150,539,2052,1159,30115,34697
134205,557,2055,1155,30115,34697
134261,586,2058,1161,30115,34697
134316,611,2055,1158,30115,34697
134372,597,2070,1163,30115,34697
134427,586,2060,1129,30115,34697
134482,668,2073,1166,30115,34699
134538,633,2048,1157,30115,34699
134593,448,2113,1151,30111,34699
134649,188,2129,1133,30111,34705
134704,170,2174,1109,30111,34744
134759,294,2324,1063,30153,34833
134815,320,2339,1030,30259,34963
134870,320,2382,3167,30409,35123
134926,269,2490,3043,30566,35302
134981,181,2571,2891,30741,35504
135037,421,2675,2587,30949,35734
135092,391,2939,2458,31185,35963
135147,318,3063,2375,31502,36201
135203,417,3154,2536,31836,36363
135258,365,3006,2612,32179,36601
135315,418,2933,2691,32488,36921
135370,421,2917,2702,32795,37237
135426,445,2926,2685,33104,37556
135481,499,2933,2669,33397,37877
135536,561,2998,2552,33697,38185
135592,612,3093,2515,33976,38479
135647,712,3163,1457,34232,38742
135703,862,3206,573,34465,38967
135758,1003,3345,651,34649,39129
135814,1172,3325,683,34777,39246
135869,1265,3311,708,34854,39317
135924,1330,3340,697,34879,39356
135980,1349,3329,725,34884,39362
136035,1333,3333,727,34884,39362
136091,1356,3348,732,34884,39362
136146,1353,3336,698,34884,39362
136201,1356,3316,731,34884,39362
136257,1327,3338,724,34884,39362
136312,1350,3345,690,34884,39362
136368,1336,3325,745,34884,39362
136423,1354,3338,700,34884,39362
136478,1331,3307,724,34884,39362
136534,1339,3339,724,34884,39362
136589,1350,3335,695,34884,39362
136645,1331,3335,724,34884,39362
136700,1326,3335,702,34884,39362
136756,1341,3339,695,34884,39362
136811,1335,3320,723,34884,39362
136866,1354,3328,723,34884,39362
136922,1355,3335,727,34884,39364
136977,1324,3335,717,34884,39364
137033,1334,3335,727,34884,39353
137088,1327,3297,707,34885,39343
137143,1356,3249,702,34894,39339
137199,1376,3204,678,34917,39333
137254,1410,3154,625,34947,39316
137310,1420,2878,749,35009,39285
137365,1331,2589,1114,35105,39248
137421,1156,2289,1345,35226,39197
137476,908,2032,1703,35311,39140
137531,763,1943,2382,35351,39100
137587,763,1965,2553,35354,39094
137642,789,1964,2546,35354,39094
137698,770,1973,2543,35354,39094
137753,764,1956,2556,35354,39094
137808,760,1962,2588,35363,39097
137864,711,1982,2639,35396,39097
137919,634,2010,2825,35431,39064
137975,489,2035,2647,35463,39012
138030,242,2033,1819,35496,38956
138085,268,1987,1278,35515,38917
138141,248,1956,707,35519,38908
138196,295,1905,678,35519,38908
138252,270,1931,710,35519,38908
138307,243,1935,699,35519,38908
138363,270,1940,675,35519,38908
138418,276,1943,681,35519,38908
138473,269,1952,717,35519,38908
138529,291,1940,649,35519,38908
138584,249,1955,633,35518,38908
138640,267,1942,650,35518,38903
138695,243,1933,669,35518,38903
138750,243,1934,647,35551,38904
138806,272,2015,1256,35686,38907
138861,277,2111,3507,35954,38931
138917,323,2186,3295,36307,39054
138972,344,2295,3190,36701,39301
139027,417,2362,2974,37113,39645
139083,574,2412,2937,37539,40023
139138,716,2676,2969,37943,40379
139194,985,343,3074,38299,40703
139249,1232,417,3148,38581,40959
139305,1643,494,3237,38779,41122
139360,1876,344,3437,38861,41195
139415,2064,321,3465,38899,41228
139471,2101,346,3492,38908,41247
139526,2120,339,3479,38908,41247
139582,2142,225,3509,38908,41247
139637,2084,273,3483,38908,41235
139692,2061,219,3543,38908,41229
139748,2040,270,3537,38908,41229
139803,2046,332,3548,38908,41229
139859,2058,194,3544,38908,41229
139914,2068,235,3521,38908,41229
139970,2033,297,3540,38908,41229
140025,2064,217,3525,38908,41228
140080,2056,269,3527,38905,41221
140136,2061,272,3491,38897,41233
140191,2136,422,3440,38887,41271
140247,2166,477,3356,38864,41301
140302,2153,246,3205,38839,41355
140357,2109,209,2845,38799,41405
140413,1947,242,2624,38763,41451
140468,1906,281,2523,38761,41461
140524,1924,245,2473,38761,41461
140579,1920,294,2465,38761,41461
140634,1902,244,2467,38761,41461
140690,1915,492,2494,38761,41461
140745,1925,296,2482,38764,41473
140801,1883,382,2424,38763,41530
140856,1745,416,2290,38742,41572
140912,1579,548,2066,38702,41614
140967,1286,812,1883,38668,41645
141022,1125,1478,2401,38650,41673
141078,1101,1647,2443,38651,41679
141133,1134,1784,2454,38651,41679
141189,1127,1721,2425,38651,41679
141244,1130,1742,2449,38651,41679
141299,1053,1742,2442,38635,41688
141355,26,1203,2539,38604,41726
141410,27,1867,2573,38560,41767
141466,65,2009,2580,38505,41830
141521,371,1510,2541,38490,41885
141576,130,1417,2520,38490,41920
141632,50,1382,2506,38490,41921
141687,30,1386,2518,38490,41921
141743,84,1394,2514,38490,41921
141798,132,1361,2543,38490,41920
141853,28,1382,2513,38491,41920
141909,26,1380,2530,38509,41938
141964,76,1406,2533,38584,42025
142020,49,1627,2629,38712,42185
142075,27,1870,2693,38909,42425
142131,30,2752,2766,39149,42723
142186,27,1019,382,39406,43031
142241,42,580,518,39641,43334
142297,52,489,550,39854,43597
142352,40,518,582,40019,43803
142408,25,814,552,40113,43928
142463,180,1026,586,40145,43966
142518,28,942,678,40146,43966
142574,27,969,576,40146,43966
142629,203,1076,585,40146,43966
142685,28,971,579,40146,43966
142740,25,740,524,40146,43966
142795,145,1062,550,40146,43966
142851,98,996,581,40146,43966
142906,104,978,588,40146,43966
142962,193,939,575,40146,43965
143017,27,1019,582,40146,43965
143072,26,1066,584,40146,43965
143128,57,1053,586,40146,43965
143183,30,890,504,40146,43965
143239,26,914,527,40146,43964
143294,35,843,529,40147,43951
143350,27,395,559,40150,43934
143405,27,344,576,40167,43925
143460,27,467,526,40188,43900
143516,27,1115,482,40215,43863
143571,43,1279,499,40259,43818
143627,26,1273,599,40313,43776
143682,38,1216,579,40385,43719
143737,27,994,578,40472,43644
143793,39,550,574,40567,43563
143848,27,444,1039,40666,43474
143904,49,344,1472,40767,43392
143959,30,222,1111,40848,43325
144014,106,225,1022,40934,43253
144070,176,515,1037,40993,43201
144125,27,437,1012,41073,43140
144181,1889,243,991,41177,43057
144236,1211,392,695,41253,42980
144291,565,420,532,41313,42909
144347,464,392,1559,41329,42885
144402,463,370,2240,41329,42885
144458,490,392,2217,41329,42885
144513,472,390,2212,41329,42885
144569,467,364,2216,41329,42885
144624,462,365,2219,41329,42885
144679,462,368,2210,41329,42885
144735,465,372,2219,41329,42886
144790,462,370,2218,41329,42887
144846,489,345,2247,41329,42887
144901,516,419,2183,41329,42887
144956,549,379,2155,41329,42886
145012,659,387,2148,41353,42865
145067,614,367,2488,41381,42822
145123,538,341,2545,41411,42774
145178,514,317,2373,41412,42773
145233,509,297,2375,41412,42773
145289,538,319,2398,41412,42774
145344,520,348,2390,41412,42775
145400,521,257,2607,41433,42789
145455,539,190,2849,41487,42829
145510,557,138,3063,41581,42902
145566,611,2531,2730,41707,43015
145621,658,2684,2197,41865,43153
145677,709,2680,1209,42049,43315
145732,810,2686,725,42244,43501
145788,1007,2616,524,42449,43687
145843,1176,2578,481,42640,43865
145898,1498,2532,677,42817,44025
145954,1756,2486,691,42955,44140
146009,1991,2428,695,43034,44196
146065,2096,2370,630,43045,44202
146120,2064,2362,651,43044,44202
146175,2097,2348,660,43044,44202
146231,2076,2366,650,43044,44202
146286,2095,2355,658,43044,44202
146342,2084,2328,648,43044,44202
146397,2094,2376,664,43044,44202
146453,2083,2359,649,43044,44202
146508,2084,2361,651,43044,44202
146563,2080,2365,654,43044,44202
146619,2098,2348,657,43044,44202
146674,2085,2339,648,43044,44202
146730,2064,2368,675,43036,44202
146785,2063,2330,650,43036,44202
146840,2071,2355,666,43035,44202
146896,2066,2369,674,43033,44202
146951,2065,2365,704,43033,44202
147007,2087,2360,677,43033,44202
147062,2087,2342,625,43045,44202
147117,2131,2318,526,43070,44195
147173,2114,2261,734,43097,44181
147228,2014,2201,1381,43135,44142
147284,1962,1714,1054,43183,44126
147339,1880,2004,1011,43254,44115
147395,1669,2206,1335,43314,44069
147450,1546,2315,1449,43335,44061
147505,1550,2338,1465,43335,44061
147561,1550,2318,1476,43335,44061
147616,1526,2335,1483,43335,44054
147672,1451,2312,1511,43340,44031
147727,1329,2359,1626,43362,44009
147782,1185,2480,1702,43399,43981
147838,935,2524,1845,43443,43941
147893,760,2535,2214,43497,43897
147949,441,2526,2391,43548,43866
148004,408,2528,2599,43583,43861
148060,398,2516,2731,43584,43861
148115,406,2515,2730,43584,43861
148170,318,2473,2708,43584,43861
148226,366,2499,2722,43584,43861
148281,389,2483,2716,43584,43861
148337,376,2512,2750,43584,43861
148392,319,2504,2723,43584,43861
148447,368,2434,2711,43584,43861
148503,411,2387,2719,43584,43861
148558,376,2344,2747,43591,43861
148614,340,2374,2707,43653,43881
148669,317,2402,2714,43767,43950
148724,325,2389,2706,43921,44085
148780,326,2396,2706,44109,44279
148835,343,2407,2709,44328,44531
148891,391,2407,2700,44589,44823
148946,442,2370,2623,44896,45136
149002,554,2445,2618,45207,45453
149057,662,2496,2583,45522,45753
149112,811,2531,2553,45818,46051
149168,1056,2030,2578,46077,46286
149223,1278,1575,2650,46274,46452
149279,1572,1312,2638,46394,46563
149334,1658,1799,2714,46453,46586
149389,1734,2455,2798,46459,46592
149445,1755,3397,2751,46459,46591
149500,1716,3625,2778,46459,46591
149556,1736,1327,2787,46459,46591
149611,1737,1286,2781,46459,46591
149667,1751,1307,2773,46459,46591
149722,1736,1284,2789,46459,46591
149777,1732,1287,2784,46459,46591
149833,1735,1285,2785,46459,46591
149888,1724,1292,2795,46459,46591
149944,1733,1310,2778,46459,46591
149999,1736,1302,2782,46459,46591
150054,1740,1282,2790,46459,46591
150110,1724,1259,2770,46459,46591
150165,1734,1283,2776,46459,46591
150221,1737,1282,2785,46459,46591
150276,1735,1286,2783,46459,46591
150331,1725,1294,2779,46459,46591
150387,1714,1322,2788,46459,46591
150442,1734,1236,2783,46459,46598
150498,1736,939,2742,46457,46612
150553,1732,595,2678,46440,46638
150609,1714,597,2552,46399,46672
150664,1568,745,2396,46341,46713
150719,1426,542,2129,46307,46768
150775,1309,1317,2002,46263,46839
150830,1102,1544,2004,46222,46892
150886,1053,1714,1503,46218,46905
150941,1056,1732,1497,46222,46905
150996,1053,1718,1489,46222,46905
151052,1055,1719,1501,46222,46905
151107,1051,1717,1475,46222,46908
151163,1030,1754,1448,46222,46937
151218,967,1858,1854,46219,46970
151274,905,1907,2005,46219,47013
151329,711,2195,2101,46199,47091
151384,531,2429,2335,46175,47155
151440,466,2613,2343,46147,47163
151495,412,2848,2330,46097,47163
151551,343,2528,2266,46057,47163
151606,342,2246,2264,46050,47163
151661,350,2217,2263,46050,47163
151717,365,2186,2269,46050,47163
151772,438,2194,2264,46050,47193
151828,583,2031,2278,46051,47230
151883,607,1773,2289,46027,47248
151938,369,1599,2284,46001,47263
151994,167,1556,2217,45963,47271
152049,222,1719,2151,45937,47271
152105,283,1688,2153,45933,47271
152160,292,1662,2146,45933,47271
152216,219,1664,2128,45933,47271
152271,271,1691,2158,45933,47271
152326,242,3086,2111,45933,47271
152382,272,1798,2131,45933,47271
152437,241,1669,2126,45933,47271
152493,218,1680,2136,45933,47270
152548,202,1726,2162,45934,47265
152603,226,1717,2147,45934,47275
152659,196,1581,2193,45935,47322
152714,166,1475,2198,45996,47416
152770,194,1406,2256,46150,47561
152825,194,3469,2327,46345,47745
152880,146,3332,2378,46572,47992
152936,177,3255,2457,46829,48283
152991,270,3276,2435,47112,48604
153047,278,3276,2410,47431,48940
153102,293,3261,2418,47767,49273
153158,323,3285,2452,48103,49598
153213,332,3312,2403,48431,49927
153268,372,3337,2377,48721,50235
153324,389,3490,2285,48974,50519
153379,490,3574,2217,49235,50783
153435,557,3627,2174,49497,51029
153490,635,3164,2167,49730,51275
153545,785,1109,2126,49951,51531
153601,943,1090,1973,50143,51754
153656,1075,1142,1934,50288,51905
153712,1210,1136,1888,50387,52019
153767,1304,1138,1842,50437,52082
153823,1356,1165,1786,50459,52104
153878,1353,1152,1826,50459,52105
153933,1330,1130,1819,50459,52105
153989,1357,1166,1821,50459,52105
154044,1324,1159,1811,50459,52105
154100,1355,1137,1793,50459,52105
154155,1358,1168,1824,50459,52105
154210,1353,1139,1824,50459,52105
154266,1351,1140,1810,50459,52105
154321,1355,1141,1818,50459,52105
154377,1357,1130,1793,50459,52119
154432,1380,1133,1796,50469,52135
154488,1401,1162,1762,50479,52150
154543,1376,1162,1769,50482,52173
154598,1359,1164,1726,50480,52207
154654,1304,1163,1688,50455,52257
154709,1142,1140,1740,50427,52321
154765,1033,1125,1666,50396,52391
154820,862,1060,1961,50373,52454
154875,836,1003,2073,50374,52479
154931,812,990,2049,50374,52479
154986,811,967,2076,50374,52479
155042,812,971,2076,50374,52479
155097,835,969,2069,50374,52479
155152,836,995,2069,50374,52481
155208,836,985,2083,50370,52498
155263,885,932,2146,50353,52517
155319,957,924,2167,50319,52557
155374,513,667,2187,50283,52578
155430,564,668,2191,50241,52605
155485,604,668,2171,50221,52616
155540,670,703,2184,50219,52627
155596,658,695,2164,50219,52627
155651,669,707,2178,50219,52627
155707,638,665,2167,50219,52627
155762,661,671,2185,50219,52627
155817,631,668,2166,50219,52627
155873,637,670,2168,50220,52627
155928,640,693,2194,50220,52642
155984,640,701,2211,50220,52695
156039,710,675,2232,50220,52801
156094,795,686,2342,50235,52959
156150,911,687,2397,50303,53146
156205,1048,738,2433,50424,53349
156261,1189,743,2303,50541,53549
156316,1307,765,2195,50633,53687
156372,1450,892,2099,50697,53787
156427,1555,924,2043,50735,53816
156482,1571,891,2023,50741,53815
156538,1570,894,2027,50741,53815
156593,1575,906,2006,50741,53815
156649,1588,898,2044,50741,53815
156704,1573,893,2029,50741,53815
156759,1595,864,2032,50741,53815
156815,1571,866,2029,50741,53815
156870,1582,901,2024,50741,53819
156926,1545,940,2007,50729,53829
156981,1480,1003,1994,50691,53852
157036,1331,1045,1888,50635,53898
157092,1065,1436,1745,50574,53969
157147,858,1797,1607,50521,54050
157203,586,2531,1985,50494,54127
157258,531,2729,2151,50494,54179
157314,544,2797,2160,50496,54189
157369,538,2779,2167,50496,54189
157424,521,2810,2184,50496,54189
157480,538,2763,2169,50496,54189
157535,537,2802,2184,50496,54185
157591,539,2795,2152,50496,54184
157646,515,2819,2169,50495,54194
157701,269,2895,2194,50495,54233
157757,292,3441,2132,50495,54279
157812,321,1698,2121,50495,54312
157868,360,993,2099,50495,54364
157923,415,1034,2086,50496,54395
157979,422,1065,2051,50496,54395
158034,417,1067,2052,50496,54395
158089,390,1041,2059,50496,54395
158145,418,1065,2058,50496,54394
158200,390,1043,2072,50496,54394
158256,415,1068,2062,50496,54394
158311,397,1077,2063,50496,54394
158366,414,1033,2063,50512,54417
158422,392,2127,2059,50555,54481
158477,438,3904,2053,50628,54586
158533,390,3903,2054,50753,54729
158588,410,3898,2128,50935,54911
158643,439,3876,2140,51153,55131
158699,472,3804,2170,51397,55363
158754,499,3562,2252,51649,55631
158810,547,3479,2277,51892,55889
158865,616,3389,2303,52116,56123
158921,685,3311,2270,52311,56326
158976,761,3290,1212,52476,56498
159031,893,3276,1097,52633,56630
159087,934,3115,1192,52757,56731
159142,1053,3048,1085,52859,56829
159198,1171,3033,1074,52953,56923
159253,1307,2945,1213,53049,57011
159308,1418,2905,1155,53148,57104
159364,1640,2860,1059,53239,57191
159419,1811,2801,806,53310,57261
159475,2015,2775,787,53365,57308
159530,2038,2753,772,53371,57315
159586,2038,2780,726,53371,57315
159641,2043,2790,735,53371,57315
159696,2037,2760,692,53371,57315
159752,2040,2780,704,53371,57315
159807,2061,2747,726,53371,57315
159863,2062,2745,725,53371,57315
159918,2031,2754,753,53371,57315
159973,2063,2774,722,53371,57315
160029,2064,2779,727,53371,57315
160084,2061,2778,702,53371,57315
160140,2072,2762,725,53371,57315
160195,2035,2761,723,53371,57315
160250,2036,2778,728,53371,57315
160306,2041,2772,727,53371,57315
160361,2032,2750,745,53373,57313
160417,2037,2666,1112,53403,57300
160472,2039,2525,917,53454,57283
160528,1994,2376,928,53527,57262
160583,1809,1988,1213,53585,57229
160638,1635,2374,1352,53597,57188
160694,1499,2264,1472,53597,57155
160749,1472,2203,1565,53597,57152
160805,1474,2200,1542,53597,57152
160860,1495,2200,1559,53597,57152
160915,1494,2205,1551,53597,57155
160971,1503,2211,1529,53621,57159
161026,1410,2237,1588,53667,57144
161082,1182,2436,1869,53716,57111
161137,1003,2496,2054,53765,57062
161193,742,2555,2372,53801,56988
161248,583,2529,1634,53811,56899
161303,269,2411,1060,53811,56850
161359,248,2387,651,53811,56844
161414,246,2387,604,53811,56844
161470,266,2375,611,53811,56844
161525,228,2351,602,53811,56844
161580,219,2365,606,53811,56844
161636,230,2362,595,53811,56844
161691,293,2358,600,53811,56844
161747,169,2384,679,53811,56844
161802,300,2388,654,53811,56844
161857,194,2362,593,53811,56844
161913,244,2385,634,53816,56844
161968,274,2420,757,53887,56852
162024,321,2395,628,54009,56904
162079,279,2361,972,54150,57027
162135,293,2405,2236,54297,57198
162190,344,2432,3191,54448,57383
162245,345,2526,3023,54609,57553
162301,365,2640,2841,54794,57708
162356,343,2686,2850,54990,57861
162412,350,2690,2899,55180,58029
162467,344,2696,2929,55349,58210
162522,375,2725,2869,55551,58412
162578,363,2747,2856,55795,58659
162633,390,2797,2759,56011,58889
162689,445,2877,2688,56191,59079
162744,466,2889,2645,56332,59226
162800,488,3009,2638,56437,59331
162855,519,3029,2625,56504,59400
162910,510,3036,2599,56537,59432
162967,514,3043,2595,56541,59434
163022,485,3042,2578,56541,59434
163078,490,3044,2605,56541,59434
163133,493,3053,2567,56541,59434
163189,537,3045,2596,56541,59434
163244,526,3080,2612,56541,59434
163299,496,3060,2599,56541,59434
163355,496,3037,2587,56541,59434
163410,533,3061,2603,56541,59434
163466,516,3074,2578,56541,59434
163521,519,3072,2603,56541,59434
163576,515,3044,2602,56541,59434
163632,511,3074,2574,56541,59434
163687,514,3068,2603,56541,59434
163743,519,3052,2605,56541,59434
163798,520,3069,2590,56541,59434
163853,458,3039,2594,56570,59437
163909,444,2997,2650,56605,59467
163964,471,2964,2743,56635,59557
164020,462,2933,2727,56761,59736
164075,514,3002,2711,56989,59962
164131,506,3007,2694,57265,60209
164186,596,3009,2771,57562,60479
164241,707,2836,2778,57865,60777
164297,884,2756,1160,58152,61073
164352,1029,2796,624,58389,61329
164408,1287,2804,664,58553,61495
164463,1447,2777,698,58650,61571
164518,1572,2773,674,58705,61612
164574,1657,2726,674,58739,61628
164629,1718,2718,690,58749,61650
164685,1711,2718,676,58749,61653
164740,1711,2701,701,58749,61653
164796,1715,2710,676,58749,61653
164851,1705,2714,686,58749,61653
164906,1714,2730,671,58749,61653
164962,1712,2730,676,58749,61653
165017,1716,2709,675,58749,61653
165073,1726,2752,694,58749,61653
165128,1715,2732,699,58749,61653
165183,1709,2694,676,58749,61653
165239,1714,2702,675,58749,61653
165294,1724,2720,720,58749,61653
165350,1712,2729,670,58749,61653
165405,1686,2709,699,58749,61651
165460,1685,2702,675,58749,61645
165516,1700,2718,692,58749,61633
165571,1676,2672,681,58751,61603
165627,1621,2606,676,58786,61564
165682,1545,2334,751,58835,61520
165738,1474,2129,1101,58907,61492
165793,1399,1938,1445,58995,61466
165848,1284,2182,1607,59049,61455
165904,1252,2060,1769,59069,61457
165959,1234,2059,1809,59068,61457
166015,1267,2071,1825,59068,61457
166070,1259,2048,1819,59068,61457
166125,1236,2055,1822,59068,61457
166181,1259,2077,1811,59068,61457
166236,1142,2081,1842,59098,61427
166292,957,2132,2170,59163,61390
166347,762,2252,2395,59206,61348
166402,633,2272,2636,59249,61301
166458,156,2278,3072,59273,61250
166513,266,2189,2626,59273,61229
166569,269,2222,2569,59273,61229
166624,272,2198,2548,59273,61229
166680,246,2203,2555,59273,61229
166735,270,2199,2560,59273,61229
166790,247,2201,2571,59273,61229
166846,267,2204,2544,59273,61229
166901,276,2216,2563,59273,61229
166957,271,2192,2558,59273,61229
167012,267,2205,2572,59273,61229
167067,269,2197,2571,59273,61229
167123,243,2199,2559,59273,61229
167178,269,2228,2532,59273,61229
167234,144,2210,2551,59273,61229
167289,219,2223,2529,59273,61229
167344,179,2256,2604,59315,61259
167400,321,2261,3086,59443,61366
167455,468,2342,3126,59667,61559
167511,510,2508,3036,59979,61837
167566,487,2549,3066,60347,62175
167622,488,2594,2966,60741,62543
167677,523,2740,2882,61134,62914
167732,583,2770,2779,61493,63266
167788,771,2810,589,61803,63562
167843,881,2872,626,62057,63811
167899,1110,2850,673,62236,63984
167954,1227,2867,680,62345,64095
168010,1379,2896,676,62411,64159
168065,1449,2894,680,62446,64182
168120,1447,2866,703,62447,64183
168176,1449,2892,672,62447,64183
168231,1446,2882,711,62447,64183
168287,1483,2859,706,62447,64183
168342,1454,2871,694,62447,64183
168397,1474,2866,697,62447,64183
168453,1468,2888,677,62447,64183
168508,1451,2895,700,62447,64183
168564,1468,2870,693,62447,64183
168619,1450,2869,705,62447,64183
168674,1476,2874,701,62447,64183
168730,1457,2878,709,62447,64183
168785,1473,2881,704,62447,64183
168841,1448,2891,674,62447,64183
168896,1447,2889,675,62447,64183
168951,1448,2866,702,62447,64183
169007,1472,2867,693,62447,64216
169062,1470,2914,698,62445,64233
169118,1450,2956,729,62436,64237
169173,1454,2968,735,62436,64237
169229,1478,2926,673,62447,64230
169284,1521,2882,704,62473,64210
169339,1546,2863,700,62506,64169
169395,1554,2601,713,62540,64118
169450,1475,2432,824,62585,64059
169506,1331,2248,1109,62633,63989
169561,1162,1576,1377,62663,63930
169616,1137,1546,1642,62667,63928
169672,1155,1515,1626,62667,63929
169727,1158,1523,1627,62667,63929
169783,1158,1525,1633,62667,63929
169838,1174,1533,1618,62667,63929
169893,1184,1505,1606,62667,63931
169949,1139,1576,1656,62673,63915
170004,1058,1804,1774,62707,63877
170060,895,1891,1987,62747,63826
170115,792,1842,2491,62774,63768
170171,659,1887,2892,62805,63693
170226,390,1891,2581,62830,63607
170281,244,1911,1774,62829,63574
170337,241,1895,1700,62829,63574
170392,219,1898,1697,62829,63574
170448,273,1897,1705,62829,63574
170503,250,1902,1701,62829,63574
170558,245,1919,1699,62829,63574
170614,265,1884,1703,62829,63574
170669,270,1887,1701,62829,63574
170725,219,1901,1694,62829,63574
170780,248,1889,1706,62829,63574
170836,242,1893,1701,62829,63574
170891,222,1900,1704,62829,63574
170946,242,1892,1705,62829,63574
171002,254,1906,1705,62829,63574
171057,237,1899,1698,62829,63574
171113,245,1886,1703,62829,63574
171168,269,1916,1699,62829,63574
171223,241,1897,1701,62829,63574
171279,247,1896,1755,62829,63574
171334,387,1941,2033,62855,63574
171390,637,2012,2518,62977,63574
171445,301,2122,2995,63227,63597
171500,269,2190,3003,63539,63784
171556,291,2365,3015,63869,64106
171611,346,2477,2765,64225,64464
171667,416,2617,2600,64609,64833
171722,536,2939,2552,64993,65191
171778,681,2749,992,65367,65535
171833,883,1309,983,65685,65832
171888,1163,1045,1016,65945,66076
171944,1446,1035,1019,66130,66245
171999,1818,1073,1024,66240,66351
172055,1971,1070,1056,66281,66398
172110,2040,1065,1017,66282,66415
172165,2035,1041,1037,66282,66415
172221,2049,1076,1005,66282,66415
172276,2034,1067,1026,66282,66415
172332,2049,1045,1037,66282,66415
172387,2034,1040,1012,66282,66415
172443,2037,1039,1020,66282,66415
172498,2042,1065,1037,66282,66415
172553,2037,1042,1014,66282,66415
172609,2039,1043,1037,66282,66415
172664,2032,1042,1003,66282,66415
172720,2050,1055,1018,66282,66415
172775,2052,1047,1019,66282,66415
172830,2064,1034,1014,66282,66415
172886,2037,1065,1030,66282,66415
172941,2036,1041,1014,66282,66415
172997,2036,1066,1014,66282,66415
173052,2039,1042,1029,66282,66415
173107,2007,1041,1014,66276,66418
173163,1994,1031,1043,66263,66428
173218,1971,1013,1021,66251,66430
173274,1945,987,1014,66250,66429
173329,1992,1015,1008,66265,66412
173385,2015,1041,1037,66304,66386
173440,2087,1089,1038,66353,66349
173495,2023,1739,1050,66399,66301
173551,1880,1918,1009,66443,66241
173606,1623,1153,1020,66469,66155
173662,1402,1862,919,66471,66099
173717,1386,1895,915,66471,66098
173772,1400,1915,890,66471,66098
173828,1378,1916,892,66471,66098
173883,1398,1914,917,66471,66098
173939,1404,1923,910,66471,66098
173994,1401,1917,891,66478,66098
174050,1338,1979,929,66520,66098
174105,1261,2162,800,66557,66078
174160,1105,2217,934,66597,66057
174216,932,2290,1183,66639,66027
174271,612,2366,1587,66677,65995
174327,364,2360,2534,66709,65949
174382,662,2340,2116,66733,65878
174437,608,2253,1628,66749,65824
174493,514,2217,759,66755,65793
174548,528,2170,731,66755,65789
174604,514,2204,721,66755,65789
174659,513,2199,772,66755,65789
174714,513,2198,776,66755,65789
174770,514,2208,763,66755,65789
174825,513,2202,744,66755,65789
174881,518,2224,747,66755,65789
174936,536,2205,749,66755,65789
174992,524,2211,796,66755,65789
175047,511,2193,745,66755,65789
175102,537,2206,747,66755,65793
175158,580,2198,777,66771,65843
175213,683,2278,1440,66866,65977
175269,683,2438,2141,67060,66136
175324,686,2484,1473,67319,66334
175379,814,2505,964,67593,66561
175435,1017,2517,1021,67849,66774
175490,1261,2471,1084,68054,66953
175546,1494,2478,1084,68201,67088
175601,1737,2437,1110,68285,67145
175656,1791,2393,1117,68290,67149
175712,1783,2384,1131,68289,67149
175767,1776,2365,1133,68289,67149
