ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
69195,738,3486,2222,-5,-8,4,1264,31,160,55,3207,1542,CRASH_L
69203,732,3480,2287,-6,-6,65,1193,26,160,55,3219,1546,CRASH_L
69211,727,3480,2291,-5,0,4,1189,29,160,55,3231,1549,CRASH_L
69219,719,3474,2287,-8,-6,-4,1187,29,160,55,3244,1552,CRASH_L
69227,707,3424,2281,-12,-50,-6,1143,27,160,55,3257,1556,CRASH_L
69263,707,3417,2281,0,-7,0,1136,28,160,55,3310,1571,CRASH_L
69263,707,3417,2281,0,-7,0,1136,28,160,55,3310,1571,RUN
69392,836,3172,2556,0,-4,1,616,15,170,150,3512,1694,RUN
69525,1016,2976,2718,5,0,50,258,3,170,150,3751,1896,RUN
69657,1266,2772,2831,7,0,0,-59,-1,169,170,4003,2128,RUN
69790,1693,2658,2913,41,0,0,-255,-6,81,136,4193,2323,RUN
69922,2155,2640,2957,61,8,-1,-317,-7,55,107,4298,2481,RUN
69930,2293,2643,2916,138,3,-41,0,0,0,0,4303,2489,FRONT
69990,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
71042,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
71165,2369,2658,2915,2369,2658,2915,0,0,0,0,39,38,FRONT
71226,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
71800,2527,2658,2671,2527,2658,2671,0,0,0,0,29,44,FRONT
71861,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
72463,2527,2803,2671,2527,2803,2671,0,0,0,0,39,42,FRONT
72523,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
73117,2272,1041,2801,2272,1041,2801,0,0,0,0,42,38,FRONT
73179,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
73786,567,2864,2801,567,2864,2801,63,4,134,126,42,37,RUN
73887,570,2866,2757,0,-1,-2,109,2,170,168,121,115,RUN
73987,642,2934,2748,6,21,-10,186,5,170,150,260,259,RUN
74027,681,3016,2714,21,81,2,302,11,170,150,326,325,CRASH_L
74087,709,3022,2714,26,0,0,308,7,170,150,428,419,RUN
74103,733,917,2712,2,-1115,-2,0,0,124,170,456,445,LEFT_OPEN
74453,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
75085,1050,768,2675,1050,768,2675,0,0,0,0,37,40,LEFT_OPEN
75505,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
76505,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
76629,706,595,1890,706,595,1890,0,0,0,0,44,29,LEFT_OPEN
77272,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
78229,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
78352,730,2619,1378,730,2619,1378,1241,60,170,70,46,22,RUN
78388,592,3898,1380,-138,1279,2,2518,60,170,70,77,42,CRASH_L
78400,584,3898,1380,-8,0,0,2518,60,160,55,90,49,CRASH_L
78408,572,3909,1242,-12,11,-138,2667,60,160,55,99,53,CRASH_L
78416,569,3905,1237,-3,-4,-5,2668,60,160,55,109,57,CRASH_L
78424,569,3905,1237,0,0,0,2668,60,160,55,118,62,CRASH_L
78432,541,3905,1233,-28,0,-4,2672,60,160,55,125,66,CRASH_L
78440,538,3900,1232,-3,-5,-1,2668,60,160,55,129,70,CRASH_L
78448,538,3899,802,0,-1,-430,3097,60,160,55,133,74,CRASH_L
78456,538,3898,798,0,-1,-4,3100,60,160,55,133,79,CRASH_L
78456,538,3898,798,0,-1,-4,3100,60,160,55,133,79,RUN
78464,564,3899,798,26,1,0,3101,60,160,55,133,83,CRASH_L
78475,565,3898,795,1,-1,-3,3103,60,160,55,133,89,CRASH_L
78483,566,3898,810,1,0,15,3088,60,160,55,134,94,CRASH_L
78519,566,3898,1255,0,0,445,2643,42,160,55,137,106,CRASH_L
78527,586,3897,1260,20,-1,5,2637,60,160,55,138,108,CRASH_L
78535,587,3900,1352,1,3,92,2548,58,160,55,138,110,CRASH_L
78543,586,3899,1353,-1,-1,1,2546,60,160,55,138,111,CRASH_L
78551,596,3901,1353,10,2,0,2548,60,160,55,138,112,CRASH_L
78559,597,3901,1354,1,0,1,2547,60,160,55,138,113,CRASH_L
78559,597,3901,1354,1,0,1,2547,60,160,55,138,113,RUN
78567,598,3901,1354,1,0,0,2547,60,160,55,138,113,CRASH_L
78578,613,3905,1162,15,4,-192,2743,60,160,55,139,113,CRASH_L
78586,620,3908,1162,7,3,0,2746,60,160,55,139,113,CRASH_L
78594,620,3908,1161,0,0,-1,2747,60,160,55,139,113,CRASH_L
78602,614,3901,1159,-6,-7,-2,2742,60,160,55,139,113,CRASH_L
78610,613,3900,1157,-1,-1,-2,2743,60,160,55,139,113,CRASH_L
78646,614,3898,1139,1,-2,-18,2759,60,160,55,139,113,CRASH_L
78654,613,3897,1139,-1,-1,0,2758,60,160,55,139,113,CRASH_L
78662,612,3898,1153,-1,1,14,2745,60,160,55,139,113,CRASH_L
78662,612,3898,1153,-1,1,14,2745,60,160,55,139,113,RUN
78670,596,3907,1158,-16,9,5,2749,60,160,55,139,113,CRASH_L
78680,596,3907,1160,0,0,2,2747,60,160,55,139,113,CRASH_L
78689,609,3905,1160,13,-2,0,2745,60,160,55,139,113,CRASH_L
78697,611,3898,1135,2,-7,-25,2763,60,160,55,139,113,CRASH_L
78705,612,3898,1133,1,0,-2,2765,60,160,55,139,113,CRASH_L
78713,613,3899,1133,1,1,0,2766,60,160,55,139,113,CRASH_L
78721,612,3899,1136,-1,0,3,2763,60,160,55,139,113,CRASH_L
78729,611,3899,1136,-1,0,0,2763,60,160,55,139,113,CRASH_L
78737,610,3897,1134,-1,-2,-2,2763,60,160,55,139,113,CRASH_L
78773,608,3897,1134,-2,0,0,2763,60,160,55,139,113,CRASH_L
78773,608,3897,1134,-2,0,0,2763,60,160,55,139,113,RUN
78788,586,3898,1136,-22,1,2,2762,60,160,55,139,113,CRASH_L
78796,586,3899,1136,0,1,0,2763,60,160,55,139,113,CRASH_L
78804,611,3900,1134,25,1,-2,2766,60,160,55,139,113,CRASH_L
78812,612,3900,1134,1,0,0,2766,60,160,55,139,113,CRASH_L
78820,612,3900,1135,0,0,1,2765,60,160,55,139,113,CRASH_L
78828,615,3900,1160,3,0,25,2740,60,160,55,139,113,CRASH_L
78836,615,3900,1160,0,0,0,2740,60,160,55,139,113,CRASH_L
78844,614,3899,1156,-1,-1,-4,2743,60,160,55,139,113,CRASH_L
78853,612,3898,1156,-2,-1,0,2742,60,160,55,139,113,CRASH_L
78861,614,3899,1152,2,1,-4,2747,60,160,55,139,113,CRASH_L
78898,612,3898,1142,-2,-1,-10,2756,60,160,55,139,113,CRASH_L
78899,612,3898,1142,-2,-1,-10,2756,60,160,55,139,113,RUN
78907,620,3901,1138,8,3,-4,2763,60,160,55,139,113,CRASH_L
78915,607,3899,1135,-13,-2,-3,2764,60,160,55,139,113,CRASH_L
78923,607,3900,1132,0,1,-3,2768,60,160,55,139,113,CRASH_L
78931,588,3899,1132,-19,-1,0,2767,60,160,55,139,113,CRASH_L
78939,588,3899,1136,0,0,4,2763,60,160,55,139,113,CRASH_L
78947,611,3897,1136,23,-2,0,2761,60,160,55,139,113,CRASH_L
78955,613,3897,1135,2,0,-1,2762,60,160,55,139,113,CRASH_L
78963,634,3899,1135,21,2,0,2764,60,160,55,139,113,CRASH_L
78974,634,3899,1135,0,0,0,2764,60,160,55,139,113,CRASH_L
78982,616,3899,1135,-18,0,0,2764,60,160,55,139,113,CRASH_L
78990,614,3904,1137,-2,5,2,2767,60,160,55,139,113,CRASH_L
79026,611,3897,1139,-3,-7,2,2758,60,160,55,139,113,CRASH_L
79026,611,3897,1139,-3,-7,2,2758,60,160,55,139,113,RUN
79034,613,3900,1139,2,3,0,2761,60,160,55,139,113,CRASH_L
79042,605,3900,1135,-8,0,-4,2765,60,160,55,139,113,CRASH_L
79050,613,3900,1135,8,0,0,2765,60,160,55,139,113,CRASH_L
79058,609,3900,1135,-4,0,0,2765,60,160,55,139,113,CRASH_L
79066,616,3897,1137,7,-3,2,2760,60,160,55,139,113,CRASH_L
79077,635,3897,1135,19,0,-2,2762,60,160,55,139,113,CRASH_L
79085,636,3900,1133,1,3,-2,2767,60,160,55,139,113,CRASH_L
79093,636,3900,1132,0,0,-1,2768,60,160,55,139,113,CRASH_L
79101,635,3901,1132,-1,1,0,2769,60,160,55,139,113,CRASH_L
79109,609,3900,1148,-26,-1,16,2752,60,160,55,139,113,CRASH_L
79117,609,3900,1158,0,0,10,2742,60,160,55,139,113,CRASH_L
79153,609,3897,1158,0,-3,0,2739,60,160,55,139,113,CRASH_L
79153,609,3897,1158,0,-3,0,2739,60,160,55,139,113,RUN
79161,609,3898,1141,0,1,-17,2757,60,160,55,141,113,CRASH_L
79169,586,3898,1133,-23,0,-8,2765,60,160,55,142,113,CRASH_L
79180,586,3900,1128,0,2,-5,2772,60,160,55,143,113,CRASH_L
79188,608,3900,1127,22,0,-1,2773,60,160,55,145,113,CRASH_L
79196,611,3901,1120,3,1,-7,2781,60,160,55,146,113,CRASH_L
79204,610,3900,1114,-1,-1,-6,2786,60,160,55,148,113,CRASH_L
79212,610,3900,1110,0,0,-4,2790,60,160,55,151,113,CRASH_L
79220,594,3900,1108,-16,0,-2,2792,60,160,55,157,113,CRASH_L
79228,594,3899,1108,0,-1,0,2791,60,160,55,163,114,CRASH_L
79236,654,3898,1108,60,-1,0,2790,60,160,55,170,117,CRASH_L
79244,654,3898,898,0,0,-210,3000,60,160,55,178,121,CRASH_L
79280,635,3897,891,-19,-1,-7,3006,60,160,55,217,140,CRASH_L
79282,635,3897,891,-19,-1,-7,3006,60,160,55,220,141,RUN
79291,189,3899,845,-446,2,-46,3054,60,160,55,230,145,CRASH_L
79299,172,3899,845,-17,0,0,3054,60,160,55,239,149,CRASH_L
79307,168,3899,844,-4,0,-1,3055,60,160,55,247,153,CRASH_L
79315,146,3898,845,-22,-1,1,3053,60,160,55,257,158,CRASH_L
79323,146,3898,921,0,0,76,2977,60,160,55,265,162,CRASH_L
79331,194,3898,921,48,0,0,2977,60,160,55,273,166,CRASH_L
79339,194,3898,917,0,0,-4,2981,60,160,55,281,171,CRASH_L
79347,270,3899,917,76,1,0,2982,60,160,55,291,175,CRASH_L
79355,277,3899,922,7,0,5,2977,60,160,55,301,180,CRASH_L
79366,293,3908,1160,16,9,238,2748,56,160,55,317,186,CRASH_L
79374,304,3908,1171,11,0,11,2737,60,160,55,331,191,CRASH_L
79410,316,3908,1172,12,0,1,2736,60,160,55,377,211,CRASH_L
79410,316,3908,1172,12,0,1,2736,60,160,55,377,211,RUN
79418,316,3907,1445,0,-1,273,2462,46,160,55,391,214,CRASH_L
79426,302,3898,1446,-14,-9,1,2452,60,160,55,405,215,CRASH_L
79434,296,3898,1448,-6,0,2,2450,60,160,55,418,216,CRASH_L
79442,292,3896,1446,-4,-2,-2,2450,60,160,55,429,216,CRASH_L
79450,296,3896,1316,4,0,-130,2580,60,160,55,439,216,CRASH_L
79458,292,3887,1309,-4,-9,-7,2578,60,160,55,449,216,CRASH_L
79472,292,3889,1305,0,2,-4,2584,60,160,55,464,216,CRASH_L
79481,271,3888,1305,-21,-1,0,2583,60,160,55,471,216,CRASH_L
79489,196,3888,1237,-75,0,-68,2651,60,160,55,481,216,CRASH_L
79497,195,3859,1237,-1,-29,0,2622,60,160,55,489,216,CRASH_L
79505,193,3851,1236,-2,-8,-1,2615,60,160,55,499,216,CRASH_L
79541,195,3841,1236,2,-10,0,2605,60,160,55,543,221,CRASH_L
79541,195,3841,1236,2,-10,0,2605,60,160,55,543,221,RUN
79549,229,3642,1129,34,-199,-107,2513,60,160,55,554,224,CRASH_L
79557,386,3633,1109,157,-9,-20,2524,60,160,55,565,226,CRASH_L
79565,400,3629,1105,14,-4,-4,2524,60,160,55,575,228,CRASH_L
79667,683,3173,892,0,0,-2,2281,57,170,73,717,270,RUN
79800,618,2556,926,4,-12,11,1630,40,170,90,917,363,RUN
79932,911,2019,758,48,-10,-85,1261,33,163,97,1123,483,RUN
80065,1257,1628,922,16,-48,6,706,16,146,114,1318,614,RUN
80113,1597,981,2955,72,-322,1611,-1974,-60,112,114,1385,668,CRASH_R
80162,1753,918,3644,65,-46,677,-2726,-60,55,151,1431,731,CRASH_R
80197,1762,918,3670,9,0,26,-2752,-60,55,160,1459,782,CRASH_R
80197,1762,918,3670,9,0,26,-2752,-60,55,160,1459,782,RUN
80206,1777,915,3798,15,-3,128,-2883,-60,55,160,1465,793,CRASH_R
80214,1809,916,3799,32,1,1,-2883,-60,55,160,1469,805,CRASH_R
80224,1809,914,3798,0,-2,-1,-2884,-60,55,160,1476,821,CRASH_R
80232,1781,916,3799,-28,2,1,-2883,-60,55,160,1481,832,CRASH_R
80240,1747,917,3880,-34,1,81,-2963,-60,55,160,1485,845,CRASH_R
80248,1735,917,3884,-12,0,4,-2967,-60,55,160,1489,856,CRASH_R
80256,1690,915,3887,-45,-2,3,-2972,-60,55,160,1493,868,CRASH_R
80265,1689,912,3887,-1,-3,0,-2975,-60,55,160,1495,880,CRASH_R
80273,1646,912,3889,-43,0,2,-2977,-60,55,160,1499,892,CRASH_R
80281,1640,1018,3894,-6,106,5,-2876,-60,55,160,1503,904,CRASH_R
80289,1620,1018,3896,-20,0,2,-2878,-60,55,160,1507,916,CRASH_R
80324,1615,1018,3900,-5,0,4,-2882,-60,55,160,1524,968,CRASH_R
80327,1615,1018,3900,-5,0,4,-2882,-60,55,160,1525,972,RUN
80335,1525,1162,3897,-90,144,-3,-2735,-60,55,160,1529,984,CRASH_R
80343,1470,1162,3897,-55,0,0,-2735,-60,55,160,1533,997,CRASH_R
80351,1469,1160,3896,-1,-2,-1,-2736,-60,55,160,1538,1009,CRASH_R
80359,1424,1160,3896,-45,0,0,-2736,-60,55,160,1542,1021,CRASH_R
80367,1424,1503,3896,0,343,0,-2393,-41,55,160,1547,1033,CRASH_R
80375,1426,1503,3898,2,0,2,-2395,-59,55,160,1551,1046,CRASH_R
80384,1426,1500,3898,0,-3,0,-2398,-60,55,160,1555,1058,CRASH_R
80392,1449,1500,3897,23,0,-1,-2397,-59,55,160,1558,1070,CRASH_R
80400,1449,1483,3896,0,-17,-1,-2413,-60,55,160,1559,1081,CRASH_R
80410,1452,1263,3895,3,-220,-1,-2632,-60,55,160,1561,1096,CRASH_R
80418,1446,1260,3895,-6,-3,0,-2635,-60,55,160,1563,1107,CRASH_R
80454,1446,1256,3895,0,-4,0,-2639,-60,55,160,1565,1154,CRASH_R
80454,1446,1256,3895,0,-4,0,-2639,-60,55,160,1565,1154,RUN
80462,1446,1235,3894,0,-21,-1,-2659,-60,55,160,1565,1164,CRASH_R
80470,1446,1233,3894,0,-2,0,-2661,-60,55,160,1565,1175,CRASH_R
80478,1447,1232,3895,1,-1,1,-2663,-60,55,160,1565,1185,CRASH_R
80486,1447,1223,3895,0,-9,0,-2672,-60,55,160,1565,1196,CRASH_R
80494,1449,1213,3894,2,-10,-1,-2681,-60,55,160,1565,1207,CRASH_R
80502,1447,1207,3894,-2,-6,0,-2687,-60,55,160,1565,1218,CRASH_R
80513,1447,1207,3905,0,0,11,-2698,-60,55,160,1565,1231,CRASH_R
80521,1446,1207,3905,-1,0,0,-2698,-60,55,160,1565,1241,CRASH_R
80529,1426,1208,3894,-20,1,-11,-2686,-60,55,160,1565,1251,CRASH_R
80537,1426,1210,3894,0,2,0,-2684,-60,55,160,1565,1260,CRASH_R
80545,1447,1210,3896,21,0,2,-2686,-60,55,160,1565,1270,CRASH_R
80581,1450,1210,3897,3,0,1,-2687,-60,55,160,1565,1310,CRASH_R
80581,1450,1210,3897,3,0,1,-2687,-60,55,160,1565,1310,RUN
80589,1453,1209,3897,3,-1,0,-2688,-60,55,160,1565,1320,CRASH_R
80597,1465,1206,3897,12,-3,0,-2691,-60,55,160,1565,1328,CRASH_R
80605,1465,1206,3897,0,0,0,-2691,-60,55,160,1565,1337,CRASH_R
80620,1450,1209,3894,-15,3,-3,-2685,-60,55,160,1565,1353,CRASH_R
80628,1449,1211,3894,-1,2,0,-2683,-60,55,160,1565,1362,CRASH_R
80636,1449,1209,3897,0,-2,3,-2688,-60,55,160,1565,1371,CRASH_R
80644,1449,1207,3897,0,-2,0,-2690,-60,55,160,1565,1379,CRASH_R
80652,1449,1207,3895,0,0,-2,-2688,-60,55,160,1565,1388,CRASH_R
80660,1447,1233,3895,-2,26,0,-2662,-60,55,160,1565,1396,CRASH_R
80668,1447,1233,3895,0,0,0,-2662,-60,55,160,1565,1405,CRASH_R
80677,1451,1231,3895,4,-2,0,-2664,-60,55,160,1565,1413,CRASH_R
80712,1451,1230,3895,0,-1,0,-2665,-60,55,160,1565,1450,CRASH_R
80712,1451,1230,3895,0,-1,0,-2665,-60,55,160,1565,1450,RUN
80723,1447,1205,3895,-4,-25,0,-2690,-60,55,160,1565,1461,CRASH_R
80731,1444,1205,3895,-3,0,0,-2690,-60,55,160,1565,1469,CRASH_R
80739,1435,1210,3897,-9,5,2,-2687,-60,55,160,1565,1477,CRASH_R
80747,1435,1210,3897,0,0,0,-2687,-60,55,160,1565,1486,CRASH_R
80755,1448,1209,3897,13,-1,0,-2688,-60,55,160,1565,1494,CRASH_R
80763,1448,1208,3895,0,-1,-2,-2687,-60,55,160,1565,1502,CRASH_R
80771,1472,1208,3895,24,0,0,-2687,-60,55,160,1565,1510,CRASH_R
80779,1472,1213,3895,0,5,0,-2682,-60,55,160,1565,1518,CRASH_R
80787,1453,1213,3895,-19,0,0,-2682,-60,55,160,1565,1527,CRASH_R
80795,1448,1210,3895,-5,-3,0,-2685,-60,55,160,1565,1535,CRASH_R
80806,1448,1204,3895,0,-6,0,-2691,-60,55,160,1565,1546,CRASH_R
80842,1448,1204,3895,0,0,0,-2691,-60,55,160,1565,1584,CRASH_R
80842,1448,1204,3895,0,0,0,-2691,-60,55,160,1565,1584,RUN
80850,1449,1207,3895,1,3,0,-2688,-60,55,160,1565,1592,CRASH_R
80858,1450,1208,3895,1,1,0,-2687,-60,55,160,1565,1600,CRASH_R
80866,1450,1209,3894,0,1,-1,-2685,-60,55,160,1565,1608,CRASH_R
80874,1450,1209,3894,0,0,0,-2685,-60,55,160,1565,1616,CRASH_R
80882,1446,1208,3895,-4,-1,1,-2687,-60,55,160,1565,1624,CRASH_R
80890,1446,1208,3896,0,0,1,-2688,-60,55,160,1565,1632,CRASH_R
80898,1448,1212,3896,2,4,0,-2684,-60,55,160,1565,1639,CRASH_R
80909,1449,1212,3894,1,0,-2,-2682,-60,55,160,1565,1650,CRASH_R
80917,1448,1209,3894,-1,-3,0,-2685,-60,55,160,1565,1657,CRASH_R
80925,1447,1209,3895,-1,0,1,-2686,-60,55,160,1565,1665,CRASH_R
80933,1447,1207,3895,0,-2,0,-2688,-60,55,160,1565,1673,CRASH_R
80969,1448,1207,3895,1,0,0,-2688,-60,55,160,1565,1708,CRASH_R
80969,1448,1207,3895,1,0,0,-2688,-60,55,160,1565,1708,RUN
80977,1448,1202,3895,0,-5,0,-2693,-60,55,160,1565,1716,CRASH_R
80985,1449,1207,3895,1,5,0,-2688,-60,55,160,1565,1723,CRASH_R
80993,1470,1208,3892,21,1,-3,-2684,-60,55,160,1565,1731,CRASH_R
81001,1470,1209,3892,0,1,0,-2683,-60,55,160,1565,1739,CRASH_R
81012,1449,1208,3894,-21,-1,2,-2686,-60,55,160,1565,1749,CRASH_R
81020,1449,1206,3895,0,-2,1,-2689,-60,55,160,1565,1757,CRASH_R
81028,1448,1206,3895,-1,0,0,-2689,-60,55,160,1565,1764,CRASH_R
81036,1448,1208,3894,0,2,-1,-2686,-60,55,160,1565,1772,CRASH_R
81044,1448,1210,3894,0,2,0,-2684,-60,55,160,1565,1779,CRASH_R
81052,1449,1208,3894,1,-2,0,-2686,-60,55,160,1565,1787,CRASH_R
81060,1449,1210,3895,0,2,1,-2685,-60,55,160,1565,1795,CRASH_R
81096,1446,1203,3896,-3,-7,1,-2693,-60,55,160,1565,1831,CRASH_R
81096,1446,1203,3896,-3,-7,1,-2693,-60,55,160,1565,1831,RUN
81104,1444,1208,3896,-2,5,0,-2688,-60,55,160,1565,1839,CRASH_R
81114,1444,1208,3894,0,0,-2,-2686,-60,55,160,1565,1851,CRASH_R
81123,1471,1213,3894,27,5,0,-2681,-60,55,160,1565,1860,CRASH_R
81131,1474,1213,3894,3,0,0,-2681,-60,55,160,1565,1868,CRASH_R
81139,1474,1209,3894,0,-4,0,-2685,-60,55,160,1565,1878,CRASH_R
81147,1466,1206,3893,-8,-3,-1,-2687,-60,55,160,1565,1886,CRASH_R
81155,1452,1206,3893,-14,0,0,-2687,-60,55,160,1565,1896,CRASH_R
81163,1450,1208,3897,-2,2,4,-2689,-60,55,160,1565,1905,CRASH_R
81171,1444,1208,3897,-6,0,0,-2689,-60,55,160,1565,1914,CRASH_R
81179,1450,1208,3897,6,0,0,-2689,-60,55,160,1565,1924,CRASH_R
81187,1445,1207,3895,-5,-1,-2,-2688,-60,55,160,1565,1934,CRASH_R
81225,1446,1209,3898,1,2,3,-2689,-60,55,160,1565,1980,CRASH_R
81226,1446,1209,3898,1,2,3,-2689,-60,55,160,1565,1980,RUN
81234,1446,1231,3894,0,22,-4,-2663,-60,55,160,1565,1990,CRASH_R
81242,1446,1236,3898,0,5,4,-2662,-60,55,160,1565,2000,CRASH_R
81250,1450,1236,3896,4,0,-2,-2660,-60,55,160,1565,2011,CRASH_R
81258,1450,1234,3896,0,-2,0,-2662,-60,55,160,1565,2022,CRASH_R
81266,1450,1234,3895,0,0,-1,-2661,-60,55,160,1565,2032,CRASH_R
81274,1449,1232,3894,-1,-2,-1,-2662,-60,55,160,1565,2042,CRASH_R
81282,1449,1212,3894,0,-20,0,-2682,-60,55,160,1565,2052,CRASH_R
81290,1449,1210,3895,0,-2,1,-2685,-60,55,160,1565,2062,CRASH_R
81305,1448,1210,3895,-1,0,0,-2685,-60,55,160,1565,2080,CRASH_R
81313,1448,1208,3895,0,-2,0,-2687,-60,55,160,1565,2090,CRASH_R
81321,1425,1208,3894,-23,0,-1,-2686,-60,55,160,1565,2099,CRASH_R
81357,1425,1209,3893,0,1,-1,-2684,-60,55,160,1565,2140,CRASH_R
81357,1425,1209,3893,0,1,-1,-2684,-60,55,160,1565,2140,RUN
81365,1469,1212,3893,44,3,0,-2681,-60,55,160,1565,2150,CRASH_R
81373,1469,1209,3899,0,-3,6,-2690,-60,55,160,1565,2159,CRASH_R
81381,1450,1208,3899,-19,-1,0,-2691,-60,55,160,1565,2168,CRASH_R
81389,1450,1207,3896,0,-1,-3,-2689,-60,55,160,1565,2177,CRASH_R
81397,1450,1208,3896,0,1,0,-2688,-60,55,160,1565,2186,CRASH_R
81407,1449,1215,3896,-1,7,0,-2681,-60,55,160,1565,2197,CRASH_R
81415,1449,1229,3896,0,14,0,-2667,-60,55,160,1565,2206,CRASH_R
81424,1449,1229,3895,0,0,-1,-2666,-60,55,160,1565,2214,CRASH_R
81432,1447,1229,3896,-2,0,1,-2667,-60,55,160,1565,2223,CRASH_R
81440,1449,1233,3895,2,4,-1,-2662,-60,55,160,1565,2231,CRASH_R
81448,1447,1233,3895,-2,0,0,-2662,-60,55,160,1565,2240,CRASH_R
81483,1449,1211,3893,2,-22,-2,-2682,-60,55,160,1565,2277,CRASH_R
81483,1449,1211,3893,2,-22,-2,-2682,-60,55,160,1565,2277,RUN
81492,1447,1211,3895,-2,0,2,-2684,-60,55,160,1565,2285,CRASH_R
81500,1449,1209,3895,2,-2,0,-2686,-60,55,160,1565,2293,CRASH_R
81510,1458,1209,3896,9,0,1,-2687,-60,55,160,1565,2303,CRASH_R
81518,1459,1220,3905,1,11,9,-2685,-60,55,160,1565,2311,CRASH_R
81526,1459,1220,3905,0,0,0,-2685,-60,55,160,1565,2320,CRASH_R
81534,1458,1218,3905,-1,-2,0,-2687,-60,55,160,1565,2328,CRASH_R
81542,1449,1218,3895,-9,0,-10,-2677,-60,55,160,1565,2336,CRASH_R
81551,1449,1208,3905,0,-10,10,-2697,-60,55,160,1565,2344,CRASH_R
81559,1449,1207,3895,0,-1,-10,-2688,-60,55,160,1565,2352,CRASH_R
81567,1446,1208,3895,-3,1,0,-2687,-60,55,160,1565,2360,CRASH_R
81575,1446,1207,3895,0,-1,0,-2688,-60,55,160,1565,2368,CRASH_R
81610,1451,1212,3895,5,5,0,-2683,-60,55,160,1565,2404,CRASH_R
81613,1451,1212,3895,5,5,0,-2683,-60,55,160,1565,2407,RUN
81621,1451,1209,3897,0,-3,2,-2688,-60,55,160,1565,2416,CRASH_R
81629,1457,1216,3903,6,7,6,-2687,-60,55,160,1565,2424,CRASH_R
81637,1457,1216,3905,0,0,2,-2689,-60,55,160,1565,2432,CRASH_R
81645,1459,1216,3905,2,0,0,-2689,-60,55,160,1565,2441,CRASH_R
81653,1472,1212,3893,13,-4,-12,-2681,-60,55,160,1565,2449,CRASH_R
81661,1472,1212,3893,0,0,0,-2681,-60,55,160,1565,2456,CRASH_R
81670,1459,1213,3908,-13,1,15,-2695,-60,55,160,1565,2464,CRASH_R
81678,1456,1213,3908,-3,0,0,-2695,-60,55,160,1565,2472,CRASH_R
81686,1450,1209,3895,-6,-4,-13,-2686,-60,55,160,1565,2480,CRASH_R
81696,1450,1209,3894,0,0,-1,-2685,-60,55,160,1565,2491,CRASH_R
81704,1450,1209,3894,0,0,0,-2685,-60,55,160,1565,2499,CRASH_R
81740,1448,1212,3896,-2,3,2,-2684,-60,55,160,1565,2535,CRASH_R
81740,1448,1212,3896,-2,3,2,-2684,-60,55,160,1565,2535,RUN
81748,1448,1209,3896,0,-3,0,-2687,-60,55,160,1565,2543,CRASH_R
81756,1448,1205,3896,0,-4,0,-2691,-60,55,160,1565,2551,CRASH_R
81764,1448,1205,3896,0,0,0,-2691,-60,55,160,1565,2560,CRASH_R
81772,1448,1208,3895,0,3,-1,-2687,-60,55,160,1565,2568,CRASH_R
81780,1448,1210,3896,0,2,1,-2686,-60,55,160,1565,2576,CRASH_R
81789,1449,1213,3896,1,3,0,-2683,-60,55,160,1565,2584,CRASH_R
81799,1476,1215,3896,27,2,0,-2681,-60,55,160,1565,2594,CRASH_R
81807,1476,1215,3896,0,0,0,-2681,-60,55,160,1565,2603,CRASH_R
81815,1451,1210,3894,-25,-5,-2,-2684,-60,55,160,1565,2611,CRASH_R
81824,1449,1210,3894,-2,0,0,-2684,-60,55,160,1565,2619,CRASH_R
81832,1447,1210,3894,-2,0,0,-2684,-60,55,160,1565,2628,CRASH_R
81867,1448,1209,3895,1,-1,1,-2686,-60,55,160,1565,2666,CRASH_R
81867,1448,1209,3895,1,-1,1,-2686,-60,55,160,1565,2666,RUN
81875,1447,1205,3895,-1,-4,0,-2690,-60,55,160,1565,2675,CRASH_R
81883,1448,1209,3895,1,4,0,-2686,-60,55,160,1565,2684,CRASH_R
81892,1457,1219,3906,9,10,11,-2687,-60,55,160,1565,2693,CRASH_R
81902,1460,1220,3906,3,1,0,-2686,-60,55,160,1565,2705,CRASH_R
81910,1475,1219,3908,15,-1,2,-2689,-60,55,160,1565,2714,CRASH_R
81918,1475,1219,3904,0,0,-4,-2685,-60,55,160,1565,2723,CRASH_R
81926,1454,1209,3897,-21,-10,-7,-2688,-60,55,160,1565,2732,CRASH_R
81934,1451,1209,3897,-3,0,0,-2688,-60,55,160,1565,2742,CRASH_R
81943,1445,1212,3895,-6,3,-2,-2683,-60,55,160,1565,2752,CRASH_R
81951,1445,1212,3897,0,0,2,-2685,-60,55,160,1565,2761,CRASH_R
81959,1425,1209,3897,-20,-3,0,-2688,-60,55,160,1565,2771,CRASH_R
