ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
14594,353,3906,1978,-4,8,42,1928,46,160,55,198,99,CRASH_L
14630,353,3909,1996,0,3,18,1913,47,160,55,242,113,CRASH_L
14638,351,3906,2042,-2,-3,46,1864,44,160,55,253,115,CRASH_L
14646,350,3905,2042,-1,-1,0,1863,46,160,55,263,119,CRASH_L
14654,346,3896,2031,-4,-9,-11,1865,46,160,55,274,122,CRASH_L
14662,346,3895,2028,0,-1,-3,1867,46,160,55,285,125,CRASH_L
14670,343,3817,2028,-3,-78,0,1789,42,160,55,295,128,CRASH_L
14670,343,3817,2028,-3,-78,0,1789,42,160,55,295,128,RUN
14682,344,3816,2075,1,-1,47,1741,40,160,55,312,133,CRASH_L
14691,343,3805,2079,-1,-11,4,1726,42,160,55,323,136,CRASH_L
14699,318,3805,2075,-25,0,-4,1730,43,160,55,334,139,CRASH_L
14707,318,3802,2077,0,-3,2,1725,42,160,55,345,143,CRASH_L
14715,317,3619,2077,-1,-183,0,1542,33,160,55,356,146,CRASH_L
14723,319,3605,2079,2,-14,2,1526,37,160,55,367,149,CRASH_L
14759,321,3598,2080,2,-7,1,1518,37,160,55,419,162,CRASH_L
14775,349,3352,2103,0,-14,0,1249,30,170,140,443,169,RUN
14891,302,2892,2200,-1,0,1,692,17,170,153,630,294,RUN
15024,298,2401,2376,4,-6,30,25,-1,169,170,869,510,RUN
15150,318,2078,2759,2,-2,3,-681,-17,153,170,1091,740,RUN
15175,319,1944,3040,0,-41,148,-1096,-36,108,152,1129,784,CRASH_R
15223,369,1892,3245,0,-2,200,-1353,-44,101,165,1194,871,CRASH_R
15283,373,1870,3260,7,-13,2,-1390,-35,95,165,1267,976,RUN
15291,412,1870,3363,39,0,103,-1493,-42,95,165,1276,990,CRASH_R
15307,439,1872,3409,21,5,39,-1537,-40,93,167,1291,1017,CRASH_R
15316,439,1868,3409,0,-4,0,-1541,-38,55,160,1299,1031,CRASH_R
15324,419,1875,3406,-20,7,-3,-1531,-37,55,160,1305,1044,CRASH_R
15332,419,1875,3406,0,0,0,-1531,-38,55,160,1312,1057,CRASH_R
15340,439,1896,3415,20,21,9,-1519,-37,55,160,1318,1071,CRASH_R
15350,441,1910,3505,2,14,90,-1595,-44,55,160,1327,1089,CRASH_R
15358,463,1910,3505,22,0,0,-1595,-39,55,160,1333,1102,CRASH_R
15367,463,1893,3491,0,-17,-14,-1598,-40,55,160,1339,1115,CRASH_R
15375,440,1893,3491,-23,0,0,-1598,-39,55,160,1344,1128,CRASH_R
15410,440,1914,3496,0,21,5,-1582,-39,55,160,1368,1187,CRASH_R
15410,440,1914,3496,0,21,5,-1582,-39,55,160,1368,1187,RUN
15418,464,1917,3571,24,3,75,-1654,-45,55,160,1373,1199,CRASH_R
15426,467,1967,3584,3,50,13,-1617,-38,55,160,1378,1212,CRASH_R
15435,488,1967,3584,21,0,0,-1617,-40,55,160,1383,1224,CRASH_R
15443,497,1962,3574,9,-5,-10,-1612,-40,55,160,1388,1237,CRASH_R
15453,507,1962,3572,10,0,-2,-1610,-40,55,160,1394,1254,CRASH_R
15461,512,1964,3572,5,2,0,-1608,-40,55,160,1399,1267,CRASH_R
15469,515,2005,3586,3,41,14,-1581,-37,55,160,1403,1279,CRASH_R
15478,516,2009,3603,1,4,17,-1594,-40,55,160,1408,1293,CRASH_R
15486,515,2009,3598,-1,0,-5,-1589,-39,55,160,1413,1306,CRASH_R
15494,514,2009,3598,-1,0,0,-1589,-39,55,160,1417,1319,CRASH_R
15502,513,2009,3598,-1,0,0,-1589,-39,55,160,1421,1332,CRASH_R
15537,514,2058,3596,1,49,-2,-1538,-35,55,160,1442,1390,CRASH_R
15537,514,2058,3596,1,49,-2,-1538,-35,55,160,1442,1390,RUN
15546,534,2122,3596,20,64,0,-1474,-33,55,160,1447,1403,CRASH_R
15556,539,2122,3562,5,0,-34,-1440,-34,55,160,1453,1420,CRASH_R
15564,534,2120,3542,-5,-2,-20,-1422,-35,55,160,1457,1433,CRASH_R
15572,539,2120,3542,5,0,0,-1422,-35,55,160,1461,1446,CRASH_R
15580,560,2130,3556,21,10,14,-1426,-35,55,160,1466,1459,CRASH_R
15589,563,2193,3556,3,63,0,-1363,-30,55,160,1470,1472,CRASH_R
15597,563,2200,3546,0,7,-10,-1346,-33,55,160,1475,1485,CRASH_R
15605,563,2198,3534,0,-2,-12,-1336,-33,55,160,1479,1498,CRASH_R
15613,563,2199,3533,0,1,-1,-1334,-33,55,160,1484,1511,CRASH_R
15621,563,2199,3534,0,0,1,-1335,-33,55,160,1489,1524,CRASH_R
15629,588,2200,3533,25,1,-1,-1333,-33,55,160,1493,1537,CRASH_R
15667,588,2256,3487,0,56,-46,-1231,-26,55,160,1515,1598,CRASH_R
15667,588,2256,3487,0,56,-46,-1231,-26,55,160,1515,1598,RUN
15800,612,2407,3097,0,0,-9,-690,-16,150,170,1661,1815,RUN
15932,695,2503,315,22,-5,1,2188,54,170,76,1874,1998,RUN
16065,817,2428,798,4,0,0,1630,40,170,90,2091,2123,RUN
16197,955,2285,1158,3,-2,0,1127,28,158,102,2307,2257,RUN
16330,1104,2061,1136,16,-67,-48,925,22,152,108,2519,2403,RUN
16462,1261,1881,1115,4,-16,5,766,18,148,112,2727,2553,RUN
16594,1533,1727,1082,1,-1,-6,645,16,129,97,2917,2695,RUN
16727,1805,1498,1082,21,21,-7,416,11,103,81,3062,2805,RUN
16858,2089,2191,1062,50,-7,0,1129,28,104,55,3180,2880,RUN
16990,2265,2107,1122,5,0,2,985,24,91,55,3268,2931,RUN
17123,2433,2452,1160,6,115,4,1292,38,96,55,3331,2969,RUN
17155,2504,2548,1157,11,-9,0,0,0,0,0,3345,2977,FRONT
17215,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
17792,2504,2548,1157,2504,2548,1157,0,0,0,0,43,31,FRONT
17853,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
18422,2504,2548,1479,2504,2548,1479,0,0,0,0,42,39,FRONT
18482,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
19069,735,2482,1479,735,2482,1479,1003,60,170,70,40,37,RUN
19169,882,2247,1266,37,-6,7,981,24,154,106,152,110,RUN
19269,1004,1718,1279,14,-4,7,439,10,140,120,293,208,RUN
19370,1128,1635,1414,1,-7,110,221,0,130,130,436,324,RUN
19496,1449,1358,2058,4,0,196,-700,-28,91,147,608,497,RUN
19629,1785,1263,2679,21,0,14,-1416,-35,59,129,734,685,RUN
19637,1804,1258,2903,19,-5,224,-1645,-53,59,129,740,696,CRASH_R
19678,1841,1270,3170,0,3,254,-1900,-60,55,129,766,752,CRASH_R
19718,1870,1283,3431,-9,0,256,-2148,-60,55,134,790,805,CRASH_R
19726,1870,1308,3431,0,25,0,-2123,-52,55,160,796,816,CRASH_R
19762,1855,1308,3431,-15,0,0,-2123,-53,55,160,816,866,CRASH_R
19762,1855,1308,3431,-15,0,0,-2123,-53,55,160,816,866,RUN
19770,1813,1360,3613,-42,52,182,-2253,-60,55,160,820,877,CRASH_R
19778,1784,1360,3613,-29,0,0,-2253,-56,55,160,825,889,CRASH_R
19788,1779,1360,3609,-5,0,-4,-2249,-56,55,160,831,905,CRASH_R
19797,1746,1364,3609,-33,4,0,-2245,-56,55,160,835,917,CRASH_R
19805,1733,1426,3800,-13,62,191,-2374,-60,55,160,840,929,CRASH_R
19813,1695,1433,3802,-38,7,2,-2369,-59,55,160,844,941,CRASH_R
19821,1687,1428,3800,-8,-5,-2,-2372,-59,55,160,847,954,CRASH_R
19829,1667,1432,3794,-20,4,-6,-2362,-58,55,160,852,967,CRASH_R
19837,1667,1432,3794,0,0,0,-2362,-59,55,160,855,980,CRASH_R
19845,1619,1502,3883,-48,70,89,-2381,-60,55,160,859,993,CRASH_R
19853,1609,1502,3883,-10,0,0,-2381,-59,55,160,863,1005,CRASH_R
19889,1595,1509,3892,-14,7,9,-2383,-59,55,160,882,1061,CRASH_R
19891,1595,1509,3892,-14,7,9,-2383,-59,55,160,883,1066,RUN
19900,1496,1540,3892,-99,31,0,-2352,-57,55,160,888,1078,CRASH_R
19908,1404,1549,3893,-92,9,1,-2344,-58,55,160,892,1091,CRASH_R
19916,1397,1549,3893,-7,0,0,-2344,-58,55,160,896,1103,CRASH_R
19924,1354,1549,3892,-43,0,-1,-2343,-58,55,160,900,1116,CRASH_R
19932,1350,1577,3892,-4,28,0,-2315,-56,55,160,905,1129,CRASH_R
19940,1315,1577,3894,-35,0,2,-2317,-57,55,160,909,1142,CRASH_R
19948,1305,1574,3894,-10,-3,0,-2320,-58,55,160,914,1155,CRASH_R
19956,1236,1572,3894,-69,-2,0,-2322,-58,55,160,918,1168,CRASH_R
19964,1232,1572,3893,-4,0,-1,-2321,-57,55,160,922,1181,CRASH_R
19975,1165,1651,3897,-67,79,4,-2246,-52,55,160,928,1199,CRASH_R
19983,1162,1655,3901,-3,4,4,-2246,-56,55,160,932,1211,CRASH_R
20019,1131,1658,3901,-31,3,0,-2243,-55,55,160,944,1265,CRASH_R
20019,1131,1658,3901,-31,3,0,-2243,-55,55,160,944,1265,RUN
20027,1124,1684,3895,-7,26,-6,-2211,-53,55,160,945,1277,CRASH_R
20035,1078,1693,3895,-46,9,0,-2202,-54,55,160,946,1289,CRASH_R
20043,1078,1693,3895,0,0,0,-2202,-55,55,160,946,1300,CRASH_R
20051,1126,1693,3892,48,0,-3,-2199,-54,55,160,946,1311,CRASH_R
20059,1126,1694,3892,0,1,0,-2198,-54,55,160,946,1322,CRASH_R
20067,1102,1694,3895,-24,0,3,-2201,-55,55,160,946,1332,CRASH_R
20077,1102,1692,3895,0,-2,0,-2203,-55,55,160,946,1346,CRASH_R
20086,1077,1692,3894,-25,0,-1,-2202,-55,55,160,946,1356,CRASH_R
20094,1077,1694,3894,0,2,0,-2200,-54,55,160,946,1367,CRASH_R
20102,1103,1721,3894,26,27,0,-2173,-52,55,160,946,1377,CRASH_R
20110,1106,1721,3894,3,0,0,-2173,-54,55,160,946,1388,CRASH_R
20146,1106,1724,3903,0,3,9,-2179,-54,55,160,946,1434,CRASH_R
20146,1106,1724,3903,0,3,9,-2179,-54,55,160,946,1434,RUN
20154,1101,1717,3894,-5,-7,-9,-2177,-54,55,160,946,1444,CRASH_R
20162,1099,1717,3894,-2,0,0,-2177,-54,55,160,946,1455,CRASH_R
20170,1099,1717,3893,0,0,-1,-2176,-54,55,160,946,1467,CRASH_R
20180,1083,1713,3894,-16,-4,1,-2181,-54,55,160,946,1482,CRASH_R
20189,1083,1713,3893,0,0,-1,-2180,-54,55,160,946,1493,CRASH_R
20197,1095,1713,3893,12,0,0,-2180,-54,55,160,946,1505,CRASH_R
20205,1104,1716,3893,9,3,0,-2177,-54,55,160,946,1515,CRASH_R
20213,1098,1721,3893,-6,5,0,-2172,-54,55,160,946,1526,CRASH_R
20221,1104,1716,3892,6,-5,-1,-2176,-54,55,160,946,1537,CRASH_R
20229,1100,1717,3892,-4,1,0,-2175,-54,55,160,946,1547,CRASH_R
20237,1104,1717,3893,4,0,1,-2176,-54,55,160,946,1558,CRASH_R
20273,1104,1717,3894,0,0,1,-2177,-54,55,160,946,1602,CRASH_R
20273,1104,1717,3894,0,0,1,-2177,-54,55,160,946,1602,RUN
20287,1104,1717,3894,0,0,0,-2177,-54,55,160,946,1619,CRASH_R
20295,1103,1718,3894,-1,1,0,-2176,-54,55,160,946,1629,CRASH_R
20304,1102,1717,3894,-1,-1,0,-2177,-54,55,160,946,1639,CRASH_R
20312,1102,1718,3894,0,1,0,-2176,-54,55,160,946,1649,CRASH_R
20320,1102,1718,3895,0,0,1,-2177,-54,55,160,946,1659,CRASH_R
20328,1111,1730,3902,9,12,7,-2172,-54,55,160,946,1668,CRASH_R
20336,1102,1718,3895,-9,-12,-7,-2177,-54,55,160,946,1678,CRASH_R
20344,1102,1721,3894,0,3,-1,-2173,-54,55,160,946,1687,CRASH_R
20352,1096,1719,3894,-6,-2,0,-2175,-54,55,160,946,1697,CRASH_R
20360,1079,1721,3894,-17,2,0,-2173,-54,55,160,946,1706,CRASH_R
20370,1079,1723,3907,0,2,13,-2184,-54,55,160,946,1718,CRASH_R
20406,1077,1723,3907,-2,0,0,-2184,-54,55,160,946,1757,CRASH_R
20406,1077,1723,3907,-2,0,0,-2184,-54,55,160,946,1757,RUN
20415,1104,1718,3895,27,-5,-12,-2177,-54,55,160,946,1766,CRASH_R
20423,1104,1718,3895,0,0,0,-2177,-54,55,160,946,1775,CRASH_R
20431,1104,1718,3894,0,0,-1,-2176,-54,55,160,946,1784,CRASH_R
20439,1103,1719,3894,-1,1,0,-2175,-54,55,160,946,1793,CRASH_R
20447,1102,1716,3894,-1,-3,0,-2178,-54,55,160,946,1802,CRASH_R
20455,1103,1719,3895,1,3,1,-2176,-54,55,160,946,1811,CRASH_R
20463,1103,1718,3895,0,-1,0,-2177,-54,55,160,946,1820,CRASH_R
20473,1111,1718,3894,8,0,-1,-2176,-54,55,160,946,1833,CRASH_R
20482,1111,1718,3894,0,0,0,-2176,-54,55,160,946,1842,CRASH_R
20490,1111,1718,3894,0,0,0,-2176,-54,55,160,946,1851,CRASH_R
20498,1100,1718,3894,-11,0,0,-2176,-54,55,160,946,1861,CRASH_R
20534,1098,1718,3893,-2,0,-1,-2175,-54,55,160,946,1901,CRASH_R
20534,1098,1718,3893,-2,0,-1,-2175,-54,55,160,946,1901,RUN
20542,1100,1717,3893,2,-1,0,-2176,-54,55,160,946,1909,CRASH_R
20550,1128,1717,3893,28,0,0,-2176,-54,55,160,946,1918,CRASH_R
20558,1128,1721,3894,0,4,1,-2173,-54,55,160,946,1927,CRASH_R
20566,1078,1721,3895,-50,0,1,-2174,-54,55,160,946,1935,CRASH_R
20576,1078,1719,3895,0,-2,0,-2176,-54,55,160,946,1947,CRASH_R
20585,1076,1719,3895,-2,0,0,-2176,-54,55,160,946,1955,CRASH_R
20593,1082,1719,3893,6,0,-2,-2174,-54,55,160,946,1964,CRASH_R
20601,1103,1721,3893,21,2,0,-2172,-54,55,160,946,1973,CRASH_R
20609,1103,1721,3895,0,0,2,-2174,-54,55,160,946,1981,CRASH_R
20617,1107,1718,3895,4,-3,0,-2177,-54,55,160,946,1990,CRASH_R
20625,1099,1717,3895,-8,-1,0,-2178,-54,55,160,946,1999,CRASH_R
20661,1100,1717,3893,1,0,-2,-2176,-54,55,160,946,2037,CRASH_R
20661,1100,1717,3893,1,0,-2,-2176,-54,55,160,946,2037,RUN
20669,1100,1717,3892,0,0,-1,-2175,-54,55,160,946,2046,CRASH_R
20679,1100,1715,3892,0,-2,0,-2177,-54,55,160,946,2058,CRASH_R
20687,1101,1714,3892,1,-1,0,-2178,-54,55,160,946,2067,CRASH_R
20696,1101,1715,3894,0,1,2,-2179,-54,55,160,946,2077,CRASH_R
20704,1103,1717,3894,2,2,0,-2177,-54,55,160,946,2086,CRASH_R
20712,1103,1717,3897,0,0,3,-2180,-54,55,160,946,2096,CRASH_R
20720,1102,1717,3896,-1,0,-1,-2179,-54,55,160,946,2105,CRASH_R
20728,1102,1720,3897,0,3,1,-2177,-54,55,160,946,2115,CRASH_R
20736,1102,1720,3896,0,0,-1,-2176,-54,55,160,946,2124,CRASH_R
20744,1101,1717,3895,-1,-3,-1,-2178,-54,55,160,946,2134,CRASH_R
20752,1100,1716,3894,-1,-1,-1,-2178,-54,55,160,946,2143,CRASH_R
20790,1081,1715,3894,-19,-1,0,-2179,-54,55,160,946,2191,CRASH_R
20790,1081,1715,3894,-19,-1,0,-2179,-54,55,160,946,2191,RUN
20799,1081,1715,3893,0,0,-1,-2178,-54,55,160,946,2201,CRASH_R
20807,1103,1719,3893,22,4,0,-2174,-54,55,160,946,2211,CRASH_R
20815,1109,1720,3897,6,1,4,-2177,-54,55,160,946,2222,CRASH_R
20823,1109,1719,3897,0,-1,0,-2178,-54,55,160,946,2232,CRASH_R
20831,1095,1719,3894,-14,0,-3,-2175,-54,55,160,946,2243,CRASH_R
20839,1079,1719,3894,-16,0,0,-2175,-54,55,160,946,2253,CRASH_R
20847,1079,1720,3894,0,1,0,-2174,-54,55,160,946,2264,CRASH_R
20855,1101,1720,3893,22,0,-1,-2173,-54,55,160,946,2275,CRASH_R
20869,1101,1717,3895,0,-3,2,-2178,-54,55,160,946,2296,CRASH_R
20878,1082,1716,3894,-19,-1,-1,-2178,-54,55,160,946,2307,CRASH_R
20886,1077,1717,3894,-5,1,0,-2177,-54,55,160,946,2319,CRASH_R
