ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
104990,320,2125,3601,0,11,-2,-1476,-36,55,160,-242,1033,CRASH_R
104990,320,2125,3601,0,11,-2,-1476,-36,55,160,-242,1033,RUN
104998,367,2175,3559,47,50,-42,-1384,-30,55,160,-238,1046,CRASH_R
105006,367,2179,3558,0,4,-1,-1379,-34,55,160,-234,1059,CRASH_R
105017,367,2175,3523,0,-4,-35,-1348,-32,55,160,-228,1076,CRASH_R
105025,368,2175,3512,1,0,-11,-1337,-33,55,160,-224,1089,CRASH_R
105033,394,2175,3510,26,0,-2,-1335,-33,55,160,-220,1102,CRASH_R
105041,394,2228,3510,0,53,0,-1282,-29,55,160,-217,1115,CRASH_R
105049,377,2228,3498,-17,0,-12,-1270,-31,55,160,-212,1128,CRASH_R
105057,377,2223,3434,0,-5,-64,-1211,-28,55,160,-208,1141,CRASH_R
105066,393,2219,3425,16,-4,-9,-1206,-30,55,160,-205,1154,CRASH_R
105074,393,2219,3425,0,0,0,-1206,-30,55,160,-201,1167,CRASH_R
105082,368,2318,3429,-25,99,4,-1111,-22,55,160,-197,1180,CRASH_R
105117,366,2318,3429,-2,0,0,-1111,-27,55,160,-180,1237,CRASH_R
105120,366,2318,3429,-2,0,0,-1111,-27,55,160,-178,1241,RUN
105244,442,2456,3108,4,6,0,-652,-16,150,170,-52,1450,RUN
105377,564,2547,2808,4,0,-35,-261,-5,165,170,159,1696,RUN
105509,631,2688,2620,0,4,-7,68,2,170,168,403,1949,RUN
105642,684,2887,2502,1,0,-6,385,9,170,161,664,2213,RUN
105650,711,2948,2443,27,61,-59,505,17,170,161,680,2229,CRASH_L
105706,733,3019,2376,-3,46,0,643,18,170,150,789,2331,CRASH_L
105774,732,3043,1745,-3,13,-1,1298,32,165,98,923,2431,RUN
105907,685,3038,905,19,-6,14,2133,52,170,78,1167,2570,RUN
106039,813,2878,1005,1,-9,40,1873,44,170,86,1400,2685,RUN
106166,912,2590,1040,4,-6,1,1550,38,168,92,1608,2799,RUN
106299,1028,2331,1046,3,-6,5,1285,31,161,99,1821,2931,RUN
106431,1128,2052,1039,3,-3,-1,1013,25,155,105,2031,3072,RUN
106564,1235,1789,1070,0,-7,8,719,17,147,113,2236,3221,RUN
106696,1496,2034,1083,64,341,-1,951,42,157,73,2420,3373,RUN
106829,1708,2061,1116,18,4,29,945,22,121,77,2589,3489,RUN
106961,1908,2442,1114,11,9,4,1328,33,118,55,2728,3570,RUN
107093,2013,2876,1108,0,13,-5,1768,44,123,55,2847,3630,RUN
107102,2034,2998,1087,21,122,-21,1911,54,123,55,2854,3633,CRASH_L
107126,2037,3089,1084,3,88,0,2005,54,126,55,2876,3642,CRASH_L
107168,2012,3203,1085,4,119,0,2118,59,129,55,2916,3659,CRASH_L
107221,2013,3202,1085,0,0,-7,2117,53,132,55,2968,3679,RUN
107229,1971,3327,1063,-42,125,-22,2264,60,132,55,2976,3682,CRASH_L
107253,1967,3439,1057,0,112,-2,2382,60,138,55,3002,3692,CRASH_L
107261,1965,3439,1042,-2,0,-15,2397,60,160,55,3010,3695,CRASH_L
107269,1965,3433,1036,0,-6,-6,2397,59,160,55,3019,3699,CRASH_L
107277,1950,3433,1035,-15,0,-1,2398,59,160,55,3028,3703,CRASH_L
107285,1943,3438,1035,-7,5,0,2403,60,160,55,3037,3706,CRASH_L
107293,1934,3540,1048,-9,102,13,2492,60,160,55,3046,3710,CRASH_L
107301,1920,3560,1063,-14,20,15,2497,60,160,55,3056,3714,CRASH_L
107312,1909,3555,1069,-11,-5,6,2486,60,160,55,3068,3718,CRASH_L
107348,1903,3560,1069,-6,5,0,2491,60,160,55,3112,3733,CRASH_L
107348,1903,3560,1069,-6,5,0,2491,60,160,55,3112,3733,RUN
107356,1842,3665,1088,-61,105,19,2577,60,160,55,3122,3737,CRASH_L
107364,1826,3677,1088,-16,12,0,2589,60,160,55,3132,3740,CRASH_L
107372,1784,3677,1085,-42,0,-3,2592,60,160,55,3142,3743,CRASH_L
107380,1781,3753,1081,-3,76,-4,2672,60,160,55,3152,3747,CRASH_L
107388,1759,3753,1041,-22,0,-40,2712,60,160,55,3163,3751,CRASH_L
107396,1756,3753,1040,-3,0,-1,2713,60,160,55,3173,3754,CRASH_L
107404,1714,3756,1038,-42,3,-2,2718,60,160,55,3184,3758,CRASH_L
107418,1713,3757,1034,-1,1,-4,2723,60,160,55,3202,3765,CRASH_L
107426,1639,3833,992,-74,76,-42,2841,60,160,55,3212,3769,CRASH_L
107434,1621,3833,988,-18,0,-4,2845,60,160,55,3223,3772,CRASH_L
107442,1618,3833,986,-3,0,-2,2847,60,160,55,3234,3776,CRASH_L
107478,1583,3833,982,-35,0,-4,2851,60,160,55,3282,3792,CRASH_L
107478,1583,3833,982,-35,0,-4,2851,60,160,55,3282,3792,RUN
107486,1403,3859,939,-180,26,-43,2920,60,160,55,3293,3796,CRASH_L
107494,1401,3862,939,-2,3,0,2923,60,160,55,3304,3800,CRASH_L
107502,1353,3891,936,-48,29,-3,2955,60,160,55,3316,3803,CRASH_L
107510,1352,3892,919,-1,1,-17,2973,60,160,55,3326,3807,CRASH_L
107521,1209,3893,914,-143,1,-5,2979,60,160,55,3341,3812,CRASH_L
107529,1209,3892,913,0,-1,-1,2979,60,160,55,3353,3816,CRASH_L
107537,1063,3893,912,-146,1,-1,2981,60,160,55,3364,3820,CRASH_L
107545,1054,3892,908,-9,-1,-4,2984,60,160,55,3376,3824,CRASH_L
107553,883,3888,846,-171,-4,-62,3042,60,160,55,3388,3828,CRASH_L
107561,882,3888,845,-1,0,-1,3043,60,160,55,3399,3831,CRASH_L
107569,807,3886,843,-75,-2,-2,3043,60,160,55,3411,3835,CRASH_L
107605,807,3886,843,0,0,0,3043,60,160,55,3464,3852,CRASH_L
107605,807,3886,843,0,0,0,3043,60,160,55,3464,3852,RUN
107613,807,3891,859,0,5,16,3032,60,160,55,3476,3855,CRASH_L
107624,809,3896,859,2,5,0,3037,60,160,55,3493,3861,CRASH_L
107632,913,3901,805,104,5,-54,3096,60,160,55,3505,3864,CRASH_L
107640,919,3901,797,6,0,-8,3104,60,160,55,3517,3868,CRASH_L
107648,950,3892,797,31,-9,0,3095,60,160,55,3528,3871,CRASH_L
107656,960,3892,794,10,0,-3,3098,60,160,55,3540,3875,CRASH_L
107664,1002,3892,798,42,0,4,3094,60,160,55,3552,3879,CRASH_L
107672,1005,3896,794,3,4,-4,3102,60,160,55,3564,3883,CRASH_L
107680,1028,3896,531,23,0,-263,3365,60,160,55,3576,3887,CRASH_L
107688,1031,3896,528,3,0,-3,3368,60,160,55,3588,3890,CRASH_L
107697,1054,3896,525,23,0,-3,3371,60,160,55,3600,3894,CRASH_L
107735,1055,3895,525,1,-1,0,3370,60,160,55,3656,3910,CRASH_L
107735,1055,3895,525,1,-1,0,3370,60,160,55,3656,3910,RUN
107743,1055,3848,648,0,-47,123,3200,60,160,55,3667,3913,CRASH_L
107751,1055,3818,654,0,-30,6,3164,60,160,55,3678,3917,CRASH_L
107759,1042,3818,751,-13,0,97,3067,60,160,55,3690,3920,CRASH_L
107767,1039,3822,753,-3,4,2,3069,60,160,55,3702,3923,CRASH_L
107775,1036,3822,751,-3,0,-2,3071,60,160,55,3714,3927,CRASH_L
107783,1039,3811,750,3,-11,-1,3061,60,160,55,3726,3931,CRASH_L
107791,1051,3762,746,12,-49,-4,3016,60,160,55,3738,3934,CRASH_L
107799,1057,3762,709,6,0,-37,3053,60,160,55,3750,3938,CRASH_L
107810,1088,3764,706,31,2,-3,3058,60,160,55,3766,3943,CRASH_L
107818,1088,3764,698,0,0,-8,3066,60,160,55,3778,3946,CRASH_L
107826,1088,3752,698,0,-12,0,3054,60,160,55,3790,3950,CRASH_L
107862,1127,3700,696,39,-52,-2,3004,60,160,55,3843,3965,CRASH_L
107862,1127,3700,696,39,-52,-2,3004,60,160,55,3843,3965,RUN
107870,1139,3694,578,12,-6,-118,3116,60,160,55,3854,3969,CRASH_L
107878,1140,3621,568,1,-73,-10,3053,60,160,55,3866,3973,CRASH_L
107886,1168,3618,493,28,-3,-75,3125,60,160,55,3878,3977,CRASH_L
107894,1169,3617,482,1,-1,-11,3135,60,160,55,3890,3980,CRASH_L
107902,1181,3611,482,12,-6,0,3129,60,160,55,3902,3983,CRASH_L
107913,1187,3600,491,6,-11,9,3109,60,160,55,3918,3988,CRASH_L
107921,1185,3544,493,-2,-56,2,3051,60,160,55,3930,3992,CRASH_L
107929,1196,3532,650,11,-12,157,2882,60,160,55,3942,3996,CRASH_L
107937,1232,3528,650,36,-4,0,2878,60,160,55,3954,3999,CRASH_L
107945,1236,3529,650,4,1,0,2879,60,160,55,3966,4003,CRASH_L
107953,1237,3528,651,1,-1,1,2877,60,160,55,3977,4006,CRASH_L
107989,1244,3391,663,7,-137,12,2728,60,170,70,4030,4022,RUN
108122,1410,2917,970,32,0,31,1947,47,169,75,4242,4098,RUN
108254,1558,2380,1194,34,-13,3,1186,29,140,82,4452,4191,RUN
108387,1691,2023,1289,1,15,2,734,18,119,83,4628,4292,RUN
108517,1888,2331,1350,6,12,-12,981,25,111,61,4770,4376,RUN
108650,1968,2700,1376,-1,0,0,1324,33,115,55,4887,4436,RUN
108674,1990,2958,1427,43,140,27,1531,44,118,55,4908,4446,CRASH_L
108714,1967,3060,1449,-3,106,28,1611,44,119,55,4946,4462,CRASH_L
108782,1948,3164,1459,-23,92,7,1705,47,121,55,5014,4488,CRASH_L
108782,1948,3164,1459,-23,92,7,1705,47,160,55,5014,4488,RUN
108798,1898,3237,1495,-7,69,13,1742,46,126,55,5030,4494,CRASH_L
108839,1854,3395,1499,-2,144,0,1896,55,131,55,5073,4511,CRASH_L
108847,1854,3402,1543,0,7,44,1859,44,160,55,5082,4514,CRASH_L
108879,1799,3519,1545,-11,119,0,1974,55,138,55,5119,4529,CRASH_L
108882,1799,3519,1545,-11,119,0,1974,55,160,55,5122,4530,RUN
108917,1799,3535,1565,0,16,20,1970,49,160,55,5166,4545,CRASH_L
108925,1689,3656,1608,-110,121,43,2048,55,160,55,5178,4548,CRASH_L
108934,1687,3656,1608,-2,0,0,2048,51,160,55,5188,4551,CRASH_L
108942,1649,3651,1606,-38,-5,-2,2045,51,160,55,5200,4555,CRASH_L
108950,1641,3651,1606,-8,0,0,2045,51,160,55,5211,4559,CRASH_L
108958,1620,3658,1607,-21,7,1,2051,51,160,55,5222,4562,CRASH_L
108966,1617,3732,1652,-3,74,45,2080,53,160,55,5234,4567,CRASH_L
108974,1593,3732,1652,-24,0,0,2080,52,160,55,5246,4571,CRASH_L
108982,1571,3732,1652,-22,0,0,2080,52,160,55,5257,4575,CRASH_L
108984,1571,3732,1652,-22,0,0,2080,52,160,55,5261,4576,RUN
108993,1547,3735,1647,-24,3,-5,2088,52,160,55,5273,4580,CRASH_L
109001,1547,3739,1653,0,4,6,2086,52,160,55,5285,4583,CRASH_L
109009,1498,3797,1698,-49,58,45,2099,53,160,55,5298,4587,CRASH_L
109045,1495,3801,1707,-3,4,9,2094,52,160,55,5352,4605,CRASH_L
109053,1233,3861,1749,-262,60,42,2112,53,160,55,5364,4609,CRASH_L
109061,1233,3861,1749,0,0,0,2112,52,160,55,5377,4614,CRASH_L
109069,1282,3861,1749,49,0,0,2112,52,160,55,5389,4618,CRASH_L
109077,1285,3875,1748,3,14,-1,2127,53,160,55,5402,4623,CRASH_L
109085,1308,3875,1751,23,0,3,2124,53,160,55,5414,4627,CRASH_L
109087,1308,3875,1751,23,0,3,2124,53,160,55,5418,4629,RUN
109096,1308,3874,1793,0,-1,42,2081,49,160,55,5430,4633,CRASH_L
109104,1258,3872,1794,-50,-2,1,2078,51,160,55,5443,4637,CRASH_L
109112,1257,3871,1794,-1,-1,0,2077,51,160,55,5456,4642,CRASH_L
109120,1189,3871,1790,-68,0,-4,2081,52,160,55,5469,4647,CRASH_L
109128,1188,3873,1790,-1,2,0,2083,52,160,55,5482,4651,CRASH_L
109136,1140,3873,1865,-48,0,75,2008,46,160,55,5495,4655,CRASH_L
109172,1136,3871,1870,-4,-2,5,2001,49,160,55,5552,4673,CRASH_L
109180,883,3860,1911,-253,-11,41,1949,46,160,55,5564,4677,CRASH_L
109188,867,3860,1920,-16,0,9,1940,48,160,55,5577,4681,CRASH_L
109190,867,3860,1920,-16,0,9,1940,48,160,55,5581,4683,RUN
109198,859,3863,1917,-8,3,-3,1946,48,160,55,5594,4687,CRASH_L
109207,737,3863,1920,-122,0,3,1943,48,160,55,5606,4691,CRASH_L
109215,712,3837,1981,-25,-26,61,1856,42,160,55,5618,4696,CRASH_L
109223,712,3837,1992,0,0,11,1845,45,160,55,5630,4700,CRASH_L
109231,707,3833,1985,-5,-4,-7,1848,46,160,55,5643,4704,CRASH_L
109239,707,3841,1992,0,8,7,1849,46,160,55,5656,4708,CRASH_L
109247,610,3823,1987,-97,-18,-5,1836,45,160,55,5668,4712,CRASH_L
109255,609,3805,1992,-1,-18,5,1813,44,160,55,5680,4715,CRASH_L
109263,498,3801,2007,-111,-4,15,1794,44,160,55,5692,4719,CRASH_L
109301,488,3784,2020,-10,-17,13,1764,43,160,55,5752,4737,CRASH_L
109301,488,3784,2020,-10,-17,13,1764,43,160,55,5752,4737,RUN
109309,321,3738,2073,-167,-46,53,1665,37,160,55,5764,4741,CRASH_L
109318,320,3735,2073,-1,-3,0,1662,41,160,55,5777,4745,CRASH_L
109326,320,3735,2073,0,0,0,1662,41,160,55,5790,4749,CRASH_L
109334,326,3734,2084,6,-1,11,1650,40,160,55,5802,4753,CRASH_L
109342,362,3681,2143,36,-53,59,1538,33,160,55,5814,4757,CRASH_L
109350,362,3674,2143,0,-7,0,1531,38,160,55,5826,4761,CRASH_L
109358,327,3671,2143,-35,-3,0,1528,38,160,55,5838,4765,CRASH_L
109366,327,3671,2144,0,0,1,1527,38,160,55,5850,4769,CRASH_L
109376,365,3666,2147,38,-5,3,1519,37,160,55,5866,4774,CRASH_L
109385,365,3571,2216,0,-95,69,1355,27,160,55,5879,4778,CRASH_L
109393,346,3570,2216,-19,-1,0,1354,33,160,55,5891,4781,CRASH_L
109429,338,3569,2216,-8,-1,0,1353,33,160,55,5944,4798,CRASH_L
109429,338,3569,2216,-8,-1,0,1353,33,160,55,5944,4798,RUN
109437,321,3460,2304,-17,-109,88,1156,20,160,55,5957,4802,CRASH_L
109445,319,3460,2304,-2,0,0,1156,28,160,55,5969,4806,CRASH_L
109453,313,3454,2304,-6,-6,0,1150,28,160,55,5982,4809,CRASH_L
109561,245,3224,2431,14,0,11,793,19,170,150,6158,4916,RUN
109694,220,2911,2611,-11,0,14,300,7,170,150,6400,5114,RUN
109824,267,2663,2759,-2,-60,2,-96,-4,166,170,6643,5346,RUN
109840,266,2580,2917,0,-74,125,-337,-17,165,170,6674,5378,CRASH_R
109956,194,2499,3023,0,-9,50,-524,-16,150,170,6878,5605,CRASH_R
109956,194,2499,3023,0,-9,50,-524,-16,55,160,6878,5605,RUN
109972,272,2452,3073,28,-6,49,-621,-18,110,165,6903,5635,CRASH_R
110053,267,2408,3170,21,0,67,-762,-22,150,170,7034,5788,CRASH_R
110089,267,2408,3179,0,0,9,-771,-19,150,170,7078,5854,RUN
110221,289,2429,3202,18,0,-15,-773,-18,150,170,7274,6095,RUN
110354,342,2455,3207,-2,-1,-2,-752,-18,150,170,7486,6342,RUN
110486,344,2474,3214,5,-4,5,-740,-18,150,170,7708,6581,RUN
110613,372,2466,3211,-4,0,-1,-745,-18,150,170,7933,6815,RUN
110746,388,2436,3198,0,0,-5,-762,-18,150,170,8165,7068,RUN
110878,440,2488,3132,26,8,-2,-644,-15,150,170,8395,7322,RUN
111011,467,2525,2999,0,0,-13,-474,-11,150,170,8626,7575,RUN
111143,547,2636,2928,0,-2,-6,-292,-7,150,170,8856,7831,RUN
111276,617,2696,2735,4,11,-4,-39,0,170,170,9104,8093,RUN
111408,663,2794,455,0,6,19,2339,58,170,72,9373,8289,RUN
111540,812,2685,1386,1,-2,3,1299,32,162,98,9626,8419,RUN
111673,960,2506,1474,5,-2,-5,1032,25,155,105,9843,8571,RUN
111805,1105,2290,1281,20,0,0,1009,25,155,105,10059,8726,RUN
111932,1254,2076,1153,19,-6,-5,923,23,153,107,10266,8871,RUN
112065,1448,1841,1110,14,-4,0,731,18,137,101,10478,9023,RUN
112197,1746,1560,1088,11,8,1,472,12,109,85,10644,9159,RUN
112330,2072,2066,1068,10,-85,7,998,22,98,55,10776,9242,RUN
112462,2247,2319,1128,22,15,0,1191,30,98,55,10873,9296,RUN
112595,2386,2659,1134,19,0,0,1525,38,99,55,10964,9345,RUN
112635,2456,2915,1188,8,134,23,1727,49,98,55,10993,9359,CRASH_L
112675,2456,3069,1185,-1,154,-3,1884,55,100,55,11024,9373,CRASH_L
112692,2505,3070,1183,48,0,-5,0,0,0,0,11038,9379,FRONT
112752,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
113898,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
113951,2505,3053,1197,2505,3053,1197,0,0,0,0,458,-389,FRONT
114015,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
115241,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
115294,2505,2638,1500,2505,2638,1500,0,0,0,0,458,-392,FRONT
115354,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
116598,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
116651,657,2638,1500,657,2638,1500,1138,60,170,70,458,-382,RUN
116752,732,2680,1332,23,0,-41,1348,34,164,96,533,-348,RUN
116852,884,2116,1328,2,-219,0,788,13,143,117,669,-275,RUN
116952,1030,1936,1334,21,0,1,602,15,145,115,825,-166,RUN
117085,1334,1433,1923,3,-111,17,-490,-16,111,143,1018,16,RUN
117217,1621,1362,2643,5,0,0,-1281,-32,74,138,1163,219,RUN
117225,1665,1360,2961,44,-2,318,-1601,-57,74,138,1170,231,CRASH_R
117258,1713,1366,3189,0,5,211,-1823,-56,59,139,1196,279,CRASH_R
117298,1736,1361,3444,0,0,226,-2083,-60,55,144,1222,339,CRASH_R
117308,1736,1403,3444,0,42,0,-2041,-48,55,160,1229,355,CRASH_R
117344,1732,1406,3444,-4,3,0,-2038,-50,55,160,1250,409,CRASH_R
117344,1732,1406,3444,-4,3,0,-2038,-50,55,160,1250,409,RUN
117352,1709,1426,3758,-23,20,314,-2332,-60,55,160,1254,422,CRASH_R
117360,1697,1437,3759,-12,11,1,-2322,-57,55,160,1260,434,CRASH_R
117369,1684,1430,3759,-13,-7,0,-2329,-58,55,160,1264,447,CRASH_R
117377,1640,1430,3768,-44,0,9,-2338,-58,55,160,1269,460,CRASH_R
117385,1640,1430,3849,0,0,81,-2419,-60,55,160,1273,473,CRASH_R
117393,1605,1508,3851,-35,78,2,-2343,-54,55,160,1278,486,CRASH_R
117401,1591,1512,3852,-14,4,1,-2340,-58,55,160,1282,499,CRASH_R
117411,1580,1512,3852,-11,0,0,-2340,-58,55,160,1289,516,CRASH_R
117420,1499,1512,3860,-81,0,8,-2348,-58,55,160,1294,528,CRASH_R
117428,1498,1512,3886,-1,0,26,-2374,-60,55,160,1298,542,CRASH_R
117436,1427,1545,3886,-71,33,0,-2341,-56,55,160,1302,555,CRASH_R
117471,1426,1558,3886,-1,13,0,-2328,-57,55,160,1322,613,CRASH_R
117471,1426,1558,3886,-1,13,0,-2328,-57,55,160,1322,613,RUN
117479,1297,1611,3894,-129,53,8,-2283,-54,55,160,1327,627,CRASH_R
117488,1259,1622,3894,-38,11,0,-2272,-56,55,160,1332,640,CRASH_R
117496,1255,1620,3893,-4,-2,-1,-2273,-56,55,160,1336,654,CRASH_R
117504,1189,1620,3893,-66,0,0,-2273,-56,55,160,1341,668,CRASH_R
117518,1184,1620,3893,-5,0,0,-2273,-56,55,160,1348,693,CRASH_R
117526,1124,1669,3893,-60,49,0,-2224,-52,55,160,1352,707,CRASH_R
117534,1056,1672,3896,-68,3,3,-2224,-55,55,160,1356,722,CRASH_R
117542,1055,1669,3898,-1,-3,2,-2229,-55,55,160,1360,736,CRASH_R
117550,981,1677,3898,-74,8,0,-2221,-55,55,160,1364,750,CRASH_R
117559,977,1751,3898,-4,74,0,-2147,-49,55,160,1368,764,CRASH_R
117567,909,1752,3896,-68,1,-2,-2144,-53,55,160,1372,778,CRASH_R
117602,905,1752,3896,-4,0,0,-2144,-53,55,160,1392,839,CRASH_R
117602,905,1752,3896,-4,0,0,-2144,-53,55,160,1392,839,RUN
117610,788,1798,3895,-117,46,-1,-2097,-49,55,160,1396,852,CRASH_R
117621,786,1798,3895,-2,0,0,-2097,-52,55,160,1402,870,CRASH_R
117629,709,1797,3893,-77,-1,-2,-2096,-52,55,160,1406,884,CRASH_R
117637,709,1797,3893,0,0,0,-2096,-52,55,160,1411,899,CRASH_R
117645,669,1879,3904,-40,82,11,-2025,-46,55,160,1416,913,CRASH_R
117653,667,1879,3904,-2,0,0,-2025,-50,55,160,1420,928,CRASH_R
117661,636,1869,3895,-31,-10,-9,-2026,-50,55,160,1425,942,CRASH_R
117669,636,1869,3895,0,0,0,-2026,-50,55,160,1430,956,CRASH_R
117678,549,1871,3898,-87,2,3,-2027,-50,55,160,1434,969,CRASH_R
117686,548,1914,3898,-1,43,0,-1984,-47,55,160,1438,983,CRASH_R
117694,537,1914,3896,-11,0,-2,-1982,-49,55,160,1443,997,CRASH_R
117732,537,1914,3896,0,0,0,-1982,-49,55,160,1465,1061,CRASH_R
117732,537,1914,3896,0,0,0,-1982,-49,55,160,1465,1061,RUN
117740,583,1987,3896,46,73,0,-1909,-43,55,160,1469,1075,CRASH_R
117748,588,1987,3896,5,0,0,-1909,-47,55,160,1474,1088,CRASH_R
117756,611,1993,3895,23,6,-1,-1902,-47,55,160,1478,1102,CRASH_R
117764,613,2026,3895,2,33,0,-1869,-44,55,160,1484,1115,CRASH_R
117772,611,2031,3896,-2,5,1,-1865,-46,55,160,1488,1129,CRASH_R
117781,613,2030,3897,2,-1,1,-1867,-46,55,160,1492,1143,CRASH_R
117789,684,2030,3896,71,0,-1,-1866,-46,55,160,1497,1156,CRASH_R
117797,684,2030,3890,0,0,-6,-1860,-46,55,160,1502,1170,CRASH_R
117807,565,2034,3890,-119,4,0,-1856,-46,55,160,1508,1188,CRASH_R
117815,560,2099,3890,-5,65,0,-1791,-41,55,160,1513,1201,CRASH_R
117824,451,2101,3891,-109,2,1,-1790,-44,55,160,1518,1214,CRASH_R
117859,442,2116,3891,-9,15,0,-1775,-43,55,160,1538,1272,CRASH_R
117859,442,2116,3891,-9,15,0,-1775,-43,55,160,1538,1272,RUN
117867,106,2146,3888,-336,30,-3,-1742,-41,55,160,1542,1286,CRASH_R
117875,95,2153,3884,-11,7,-4,-1731,-42,55,160,1547,1299,CRASH_R
117883,95,2154,3807,0,1,-77,-1653,-38,55,160,1552,1313,CRASH_R
117892,97,2201,3799,2,47,-8,-1598,-37,55,160,1557,1326,CRASH_R
117900,153,2207,3799,56,6,0,-1592,-39,55,160,1562,1339,CRASH_R
117910,158,2207,3802,5,0,3,-1595,-39,55,160,1568,1357,CRASH_R
117918,196,2207,3802,38,0,0,-1595,-39,55,160,1572,1370,CRASH_R
117926,201,2209,3671,5,2,-131,-1462,-32,55,160,1578,1384,CRASH_R
117934,219,2220,3664,18,11,-7,-1444,-35,55,160,1582,1397,CRASH_R
117943,221,2227,3664,2,7,0,-1437,-35,55,160,1586,1410,CRASH_R
117951,242,2220,3664,21,-7,0,-1444,-36,55,160,1591,1424,CRASH_R
117986,253,2236,3662,11,16,-2,-1426,-35,55,160,1612,1483,CRASH_R
117986,253,2236,3662,11,16,-2,-1426,-35,55,160,1612,1483,RUN
117994,267,2289,3499,14,53,-163,-1210,-22,55,160,1616,1496,CRASH_R
118002,270,2289,3484,3,0,-15,-1195,-29,55,160,1620,1510,CRASH_R
118113,206,2384,3109,0,0,-12,-725,-17,150,170,1742,1708,RUN
118246,391,2548,2625,16,0,-94,-77,0,170,170,1955,1953,RUN
118378,463,2842,2440,-5,35,-6,402,12,170,158,2199,2191,RUN
118435,464,2983,2347,0,75,-6,636,20,170,150,2310,2294,CRASH_L
118475,536,3064,2305,90,73,-12,759,23,170,150,2390,2363,CRASH_L
118511,536,3080,2301,0,16,-4,779,20,170,150,2460,2408,RUN
118519,483,3128,2263,-53,48,-38,865,25,170,150,2476,2418,CRASH_L
118559,373,3182,2262,6,41,0,920,25,170,148,2552,2478,CRASH_L
118643,343,3185,2301,0,0,0,884,22,170,148,2707,2598,RUN
118776,320,3244,2303,25,0,0,941,23,170,147,2959,2812,RUN
118906,320,3266,2360,-1,-3,65,906,19,170,150,3217,3026,RUN
119039,342,3265,2415,0,0,15,850,20,170,150,3473,3255,RUN
119172,391,3206,2444,0,-9,-7,762,18,170,150,3728,3494,RUN
119304,440,3207,2441,23,5,2,766,19,170,150,3986,3734,RUN
119436,489,3155,2462,0,0,0,693,17,170,150,4254,3976,RUN
119569,586,3088,2535,1,-1,0,553,13,170,150,4520,4222,RUN
119701,687,1359,2674,8,0,36,-1315,-34,96,164,4764,4464,RUN
119834,789,1039,2619,14,0,-9,-1580,-39,91,169,4934,4712,RUN
119966,891,1024,2395,5,4,-11,-1371,-33,97,163,5076,4955,RUN
120099,1016,1070,2180,9,4,0,-1110,-27,103,157,5223,5190,RUN
120225,1147,1068,1980,10,0,-6,-912,-22,108,152,5370,5400,RUN
120358,1314,1114,1817,8,-1,0,-703,-17,112,146,5531,5610,RUN
120490,1668,1139,1501,48,3,-295,-362,0,102,102,5678,5797,RUN
120623,1946,1162,2243,23,0,6,-1081,-27,56,110,5783,5939,RUN
120631,2036,1139,2486,90,-23,243,0,0,0,0,5788,5947,FRONT
120691,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
122167,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
122220,2036,1139,2489,2036,1139,2489,0,0,0,0,-368,457,FRONT
122281,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
122707,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
122760,662,2747,2686,662,2747,2686,61,4,134,126,0,21,RUN
122796,662,2912,2714,0,165,28,198,12,134,126,17,24,CRASH_L
122860,693,1731,2715,0,-1153,3,-984,-59,71,170,67,57,RUN
122961,735,1068,2711,0,0,-2,-1643,-41,89,170,152,177,RUN
123055,737,950,2622,19,-90,0,0,0,91,169,230,318,LEFT_OPEN
123329,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
124829,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
124883,931,613,2305,931,613,2305,0,0,0,0,-384,455,LEFT_OPEN
125247,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
125640,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
125693,342,1967,1759,342,1967,1759,208,16,146,114,-16,2,RUN
125793,367,2153,1795,2,0,-1,358,8,138,122,44,23,RUN
125894,389,2109,1793,1,3,-4,316,8,138,122,95,64,RUN
125994,410,2098,1799,-14,-12,0,299,7,137,123,151,100,RUN
126126,436,2067,1832,0,11,7,235,5,135,125,223,168,RUN
126259,451,2031,1839,12,0,20,192,4,134,126,291,246,RUN
126391,465,1997,1824,1,-4,0,173,4,134,126,342,332,RUN
126524,464,1989,1798,0,5,0,191,4,134,126,387,417,RUN
126651,464,1987,1823,0,1,29,164,2,132,128,455,469,RUN
126784,515,1974,1798,0,7,0,176,4,134,126,533,509,RUN
126916,487,1978,1796,22,-6,-3,182,4,134,126,615,554,RUN
127049,488,1954,1780,0,-13,6,174,3,133,127,689,563,RUN
127181,497,1941,1774,12,4,2,167,4,134,126,747,563,RUN
