ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
127246,2364,1917,1771,1151,0,-1,0,0,0,0,774,563,FRONT
127306,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
128391,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
128445,2364,1907,1772,2364,1907,1772,0,0,0,0,386,-429,FRONT
128505,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
129030,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
129105,1079,1925,2914,1079,1925,2914,-989,-60,0,0,13,-2,CRASH_R
129106,1079,1925,2914,1079,1925,2914,-989,-60,55,160,13,-2,RUN
129206,812,2086,2128,-1,-20,-130,-42,2,170,168,58,79,RUN
129311,883,2016,2289,45,0,0,-273,-6,124,136,192,227,RUN
129411,951,1849,2558,18,-44,0,-709,-19,111,149,330,388,RUN
129500,965,1796,2981,0,0,180,-1185,-39,105,155,430,527,CRASH_R
129536,971,1800,2989,6,4,8,-1189,-29,101,165,459,584,RUN
129544,959,1821,3128,-12,21,139,-1307,-39,101,165,465,597,CRASH_R
129584,908,1824,3228,-22,0,101,-1404,-40,98,165,503,664,CRASH_R
129625,839,1869,3341,-5,0,103,-1472,-42,99,165,538,729,CRASH_R
129668,808,1868,3347,-21,0,0,-1479,-36,94,166,574,799,RUN
129709,595,1942,3455,-113,1,87,-1513,-42,98,165,610,868,CRASH_R
129717,587,1942,3455,-8,0,0,-1513,-37,55,160,617,882,CRASH_R
129727,417,1936,3451,-170,-6,-4,-1515,-37,55,160,625,900,CRASH_R
129735,415,1936,3450,-2,0,-1,-1514,-37,55,160,631,913,CRASH_R
129744,396,1967,3450,-19,31,0,-1483,-35,55,160,636,926,CRASH_R
129752,390,1971,3522,-6,4,72,-1551,-42,55,160,642,940,CRASH_R
129760,376,1971,3522,-14,0,0,-1551,-38,55,160,647,954,CRASH_R
129795,375,1971,3522,-1,0,0,-1551,-38,55,160,670,1014,CRASH_R
129795,375,1971,3522,-1,0,0,-1551,-38,55,160,670,1014,RUN
129803,365,2004,3574,-10,33,52,-1570,-40,55,160,675,1027,CRASH_R
129812,344,2004,3576,-21,0,2,-1572,-39,55,160,680,1040,CRASH_R
129820,343,2004,3579,-1,0,3,-1575,-39,55,160,685,1053,CRASH_R
129830,344,2059,3580,1,55,1,-1521,-35,55,160,692,1071,CRASH_R
129838,365,2060,3582,21,1,2,-1522,-38,55,160,696,1084,CRASH_R
129846,368,2060,3582,3,0,0,-1522,-38,55,160,701,1096,CRASH_R
129855,366,2055,3580,-2,-5,-2,-1525,-38,55,160,706,1109,CRASH_R
129863,392,2055,3580,26,0,0,-1525,-38,55,160,710,1121,CRASH_R
129871,390,2108,3580,-2,53,0,-1472,-33,55,160,715,1134,CRASH_R
129879,392,2108,3583,2,0,3,-1475,-36,55,160,720,1146,CRASH_R
129887,390,2107,3598,-2,-1,15,-1491,-37,55,160,724,1158,CRASH_R
129922,393,2107,3583,3,0,-15,-1476,-36,55,160,743,1211,CRASH_R
129922,393,2107,3583,3,0,-15,-1476,-36,55,160,743,1211,RUN
129937,411,2174,3574,18,67,-9,-1400,-31,55,160,748,1229,CRASH_R
129946,411,2176,3574,0,2,0,-1398,-34,55,160,752,1240,CRASH_R
129954,398,2226,3574,-13,50,0,-1348,-31,55,160,754,1251,CRASH_R
129962,393,2226,3525,-5,0,-49,-1299,-31,55,160,758,1261,CRASH_R
129970,393,2223,3515,0,-3,-10,-1292,-32,55,160,762,1272,CRASH_R
129978,390,2219,3512,-3,-4,-3,-1293,-32,55,160,765,1283,CRASH_R
129986,390,2223,3512,0,4,0,-1289,-32,55,160,768,1294,CRASH_R
129994,390,2295,3510,0,72,-2,-1215,-26,55,160,772,1306,CRASH_R
130002,416,2295,3416,26,0,-94,-1121,-25,55,160,775,1317,CRASH_R
130010,417,2290,3409,1,-5,-7,-1119,-27,55,160,778,1328,CRASH_R
130021,416,2289,3404,-1,-1,-5,-1115,-27,55,160,782,1343,CRASH_R
130056,417,2289,3402,1,0,-2,-1113,-27,55,160,799,1391,CRASH_R
130056,417,2289,3402,1,0,-2,-1113,-27,55,160,799,1391,RUN
130189,470,2458,3108,2,9,0,-650,-15,150,170,932,1593,RUN
130321,539,2551,2931,0,3,-7,-380,-9,150,170,1130,1827,RUN
130454,589,2637,2751,7,-1,-12,-114,-2,168,170,1349,2069,RUN
130586,636,2685,2619,1,1,-3,66,1,170,169,1590,2315,RUN
130719,711,2795,353,0,1,1,2442,60,170,70,1837,2490,RUN
130851,789,2700,706,0,-5,0,1994,49,170,81,2064,2607,RUN
130984,931,2458,1232,2,-67,-5,1226,28,158,102,2266,2729,RUN
131110,1035,2275,1185,6,-32,3,1090,26,156,104,2458,2851,RUN
131243,1188,2047,1233,0,-12,0,814,19,149,111,2652,2983,RUN
131376,1358,1883,1187,28,-4,0,696,17,143,109,2844,3124,RUN
131508,1634,1569,1149,10,-8,-7,420,10,115,95,3012,3255,RUN
131640,1909,2017,1110,5,12,0,907,23,108,62,3140,3355,RUN
131649,1990,2238,1110,81,221,0,0,0,0,0,3146,3359,FRONT
131709,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
132201,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
132255,1992,2238,1111,1992,2238,1111,0,0,0,0,24,-1,FRONT
132316,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
132766,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
132821,1992,2081,1147,1992,2081,1147,0,0,0,0,4,-8,FRONT
132881,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
133227,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
133282,1990,2060,1192,1990,2060,1192,0,0,0,0,0,0,FRONT
133342,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
133688,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
133743,1990,2081,1192,1990,2081,1192,0,0,0,0,0,0,FRONT
133808,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
134155,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
134209,2004,2087,1207,2004,2087,1207,0,0,0,0,0,0,FRONT
134270,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
134616,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
134671,2015,2087,1190,2015,2087,1190,0,0,0,0,0,0,FRONT
134731,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
135078,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
135133,2004,2089,1190,2004,2089,1190,0,0,0,0,0,0,FRONT
135193,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
135537,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
135592,1993,2125,1190,1993,2125,1190,0,0,0,0,0,0,FRONT
135653,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
136871,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
136926,1992,2359,1193,1992,2359,1193,0,0,0,0,458,-382,FRONT
136987,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
138207,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
138262,1992,2359,1520,1992,2359,1520,0,0,0,0,457,-389,FRONT
138323,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
139825,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
139880,272,2359,2795,272,2359,2795,-436,-34,96,164,369,-442,RUN
139981,318,2848,2807,24,0,8,41,0,170,170,403,-375,RUN
140081,317,2867,2779,-2,3,-7,88,2,170,168,522,-250,RUN
140181,278,2810,2819,0,-3,13,-9,0,170,170,690,-149,RUN
140200,295,2747,2973,0,0,111,-226,-11,163,170,722,-123,CRASH_R
140240,295,2660,3007,24,0,47,-347,-11,150,170,787,-59,CRASH_R
140308,270,2589,3016,0,0,9,-427,-10,150,170,893,62,RUN
140441,301,2590,3065,6,0,0,-475,-11,150,170,1115,314,RUN
140573,368,2614,3082,24,3,-5,-468,-11,150,170,1340,570,RUN
140706,398,2663,3029,9,30,0,-366,-7,150,170,1574,835,RUN
140838,417,2670,2994,2,0,-6,-324,-7,150,170,1813,1105,RUN
140970,441,2773,2909,-22,0,-5,-136,-3,150,170,2049,1366,RUN
141103,518,2883,2765,3,18,-45,118,4,170,166,2295,1625,RUN
141135,561,2934,2712,0,47,-7,222,8,170,166,2356,1689,CRASH_L
141233,564,2980,2673,-1,7,0,307,7,170,150,2545,1863,RUN
141366,537,2964,2668,2,-11,-3,296,7,170,150,2799,2089,RUN
141390,562,3020,2645,0,47,1,375,11,170,150,2845,2129,CRASH_L
141499,585,2957,2673,0,-14,1,284,6,170,150,3047,2302,RUN
141631,693,2915,2547,25,0,-2,368,9,170,150,3289,2528,RUN
141764,814,2838,1042,0,-13,5,1796,44,170,86,3531,2696,RUN
141896,910,2605,1551,0,-9,-56,1054,27,157,103,3745,2828,RUN
142029,1033,2373,1401,20,-12,-4,972,24,154,106,3953,2966,RUN
142161,1166,2172,1314,19,-2,5,858,21,151,109,4165,3108,RUN
142293,1339,1859,1302,8,-75,-3,557,11,138,116,4375,3260,RUN
142420,1702,1729,1231,18,133,-4,498,19,119,81,4547,3399,RUN
142552,1908,2116,1216,8,0,12,900,22,107,63,4687,3489,RUN
142685,2004,2325,1283,32,3,0,1042,26,106,55,4801,3550,RUN
142817,2095,2651,1357,33,13,1,1294,32,107,55,4906,3597,RUN
142890,2062,3022,1399,0,134,0,1623,47,114,55,4969,3623,CRASH_L
142950,2063,3036,1457,0,19,6,1579,39,116,55,5028,3644,RUN
142958,2039,3139,1471,-24,103,14,1668,46,116,55,5035,3647,CRASH_L
142974,2034,3262,1469,0,107,-2,1793,50,120,55,5053,3653,CRASH_L
143014,1975,3421,1518,-12,153,0,1903,55,124,55,5097,3668,CRASH_L
143022,1970,3421,1530,-5,0,12,1891,46,160,55,5106,3671,CRASH_L
143033,1949,3418,1545,-21,-3,15,1873,46,160,55,5119,3676,CRASH_L
143041,1945,3418,1545,-4,0,0,1873,46,160,55,5129,3679,CRASH_L
143077,1942,3419,1545,-3,1,0,1874,46,160,55,5175,3694,CRASH_L
143077,1942,3419,1545,-3,1,0,1874,46,160,55,5175,3694,RUN
143085,1874,3481,1561,-68,62,16,1920,50,160,55,5187,3698,CRASH_L
143093,1810,3482,1562,-64,1,1,1920,48,160,55,5197,3702,CRASH_L
143101,1799,3575,1561,-11,93,-1,2014,55,160,55,5209,3706,CRASH_L
143109,1783,3591,1562,-16,16,1,2029,51,160,55,5219,3709,CRASH_L
143117,1779,3590,1633,-4,-1,71,1957,45,160,55,5231,3713,CRASH_L
143125,1761,3590,1633,-18,0,0,1957,48,160,55,5243,3717,CRASH_L
143136,1758,3590,1630,-3,0,-3,1960,49,160,55,5257,3721,CRASH_L
143144,1714,3748,1630,-44,158,0,2118,60,160,55,5269,3725,CRASH_L
143152,1711,3762,1633,-3,14,3,2129,53,160,55,5281,3728,CRASH_L
143160,1673,3763,1690,-38,1,57,2073,48,160,55,5293,3731,CRASH_L
143168,1665,3763,1690,-8,0,0,2073,51,160,55,5304,3735,CRASH_L
143204,1569,3765,1693,-96,2,3,2072,51,160,55,5355,3752,CRASH_L
143204,1569,3765,1693,-96,2,3,2072,51,160,55,5355,3752,RUN
143212,1539,3884,1750,-30,119,57,2134,56,160,55,5367,3756,CRASH_L
143220,1473,3890,1750,-66,6,0,2140,53,160,55,5379,3760,CRASH_L
143228,1464,3890,1750,-9,0,0,2140,53,160,55,5390,3764,CRASH_L
143239,1428,3895,1754,-36,5,4,2141,53,160,55,5405,3770,CRASH_L
143247,1421,3896,1815,-7,1,61,2081,48,160,55,5417,3774,CRASH_L
143255,1385,3902,1825,-36,6,10,2077,51,160,55,5429,3778,CRASH_L
143263,1377,3901,1822,-8,-1,-3,2079,52,160,55,5441,3782,CRASH_L
143271,1336,3901,1826,-41,0,4,2075,51,160,55,5453,3786,CRASH_L
143279,1331,3899,1889,-5,-2,63,2010,46,160,55,5465,3789,CRASH_L
143287,1293,3899,1889,-38,0,0,2010,50,160,55,5477,3793,CRASH_L
143295,1282,3899,1889,-11,0,0,2010,50,160,55,5489,3796,CRASH_L
143331,1209,3903,1892,-73,4,3,2011,50,160,55,5543,3813,CRASH_L
143331,1209,3903,1892,-73,4,3,2011,50,160,55,5543,3813,RUN
143342,1107,3899,1928,-102,-4,36,1971,47,160,55,5559,3819,CRASH_L
143350,983,3897,1928,-124,-2,0,1969,49,160,55,5572,3823,CRASH_L
143358,975,3896,1929,-8,-1,1,1967,49,160,55,5584,3827,CRASH_L
143366,914,3897,1987,-61,1,58,1910,44,160,55,5596,3831,CRASH_L
143374,910,3899,1987,-4,2,0,1912,47,160,55,5608,3835,CRASH_L
143382,811,3899,1979,-99,0,-8,1920,48,160,55,5619,3839,CRASH_L
143390,809,3889,1979,-2,-10,0,1910,47,160,55,5631,3842,CRASH_L
143398,616,3889,1985,-193,0,6,1904,47,160,55,5643,3846,CRASH_L
143406,614,3889,2006,-2,0,21,1883,46,160,55,5655,3850,CRASH_L
143414,537,3889,2006,-77,0,0,1883,47,160,55,5667,3854,CRASH_L
143425,532,3888,2001,-5,-1,-5,1887,47,160,55,5682,3859,CRASH_L
143461,319,3865,2001,-213,-23,0,1864,45,160,55,5734,3876,CRASH_L
143461,319,3865,2001,-213,-23,0,1864,45,160,55,5734,3876,RUN
143469,319,3865,2052,0,0,51,1813,42,160,55,5746,3881,CRASH_L
143477,341,3871,2052,22,6,0,1819,45,160,55,5758,3885,CRASH_L
143485,343,3871,2052,2,0,0,1819,45,160,55,5770,3889,CRASH_L
143493,439,3871,2123,96,0,71,1748,39,160,55,5781,3893,CRASH_L
143501,451,3871,2123,12,0,0,1748,43,160,55,5793,3897,CRASH_L
143509,508,3871,2122,57,0,-1,1749,43,160,55,5805,3901,CRASH_L
143517,515,3835,2122,7,-36,0,1713,41,160,55,5817,3904,CRASH_L
143532,539,3820,2143,24,-15,21,1677,40,160,55,5838,3911,CRASH_L
143540,539,3816,2167,0,-4,24,1649,40,160,55,5850,3915,CRASH_L
143548,537,3814,2167,-2,-2,0,1647,41,160,55,5861,3919,CRASH_L
143556,537,3742,2167,0,-72,0,1575,37,160,55,5873,3923,CRASH_L
143592,537,3731,2167,0,-11,0,1564,38,160,55,5922,3940,CRASH_L
143592,537,3731,2167,0,-11,0,1564,38,160,55,5922,3940,RUN
143600,489,3679,2235,-48,-52,68,1444,30,160,55,5933,3944,CRASH_L
143608,489,3677,2240,0,-2,5,1437,35,160,55,5945,3948,CRASH_L
143616,485,3673,2308,-4,-4,68,1365,30,160,55,5955,3952,CRASH_L
143624,464,3673,2308,-21,0,0,1365,34,160,55,5967,3955,CRASH_L
143635,464,3673,2308,0,0,0,1365,34,160,55,5984,3961,CRASH_L
143643,463,3621,2307,-1,-52,-1,1314,31,160,55,5999,3964,CRASH_L
143651,445,3612,2311,-18,-9,4,1301,32,160,55,6014,3969,CRASH_L
143659,445,3612,2364,0,0,53,1248,28,160,55,6029,3973,CRASH_L
143667,445,3614,2375,0,2,11,1239,30,160,55,6045,3977,CRASH_L
143675,438,3614,2372,-7,0,-3,1242,31,160,55,6061,3981,CRASH_L
143683,421,3541,2375,-17,-73,3,1166,26,160,55,6075,3985,CRASH_L
143719,421,3531,2380,0,-10,5,1151,28,160,55,6123,4000,CRASH_L
143719,421,3531,2380,0,-10,5,1151,28,160,55,6123,4000,RUN
143727,433,3479,2419,12,-52,39,1060,22,160,55,6133,4003,CRASH_L
143737,433,3477,2422,0,-2,3,1055,26,160,55,6147,4009,CRASH_L
143746,427,3478,2496,-6,1,74,982,20,160,55,6159,4013,CRASH_L
143754,416,3477,2496,-11,-1,0,981,24,160,55,6170,4017,CRASH_L
143762,416,3460,2487,0,-17,-9,973,24,160,55,6181,4021,CRASH_L
143846,415,3205,2532,2,-4,0,673,16,170,150,6309,4102,RUN
143978,422,2932,2766,7,-8,63,166,0,170,150,6545,4304,RUN
144075,473,2679,2938,0,-8,67,-259,-10,166,170,6733,4475,CRASH_R
144111,488,2678,2956,15,-1,18,-278,-7,150,170,6784,4542,RUN
144243,558,2592,3014,17,0,-12,-422,-10,150,170,6999,4792,RUN
144376,634,2525,3091,0,3,4,-566,-14,150,170,7227,5056,RUN
144503,709,2521,2477,0,-6,-8,44,1,170,169,7453,5303,RUN
144635,862,2428,1449,3,-6,0,979,24,154,106,7687,5497,RUN
144768,982,2286,1264,0,-8,-8,1022,25,155,105,7878,5638,RUN
144900,1127,2151,1126,50,0,-11,1025,25,155,105,8074,5780,RUN
145033,1284,1958,1031,4,-3,-5,927,23,153,107,8279,5926,RUN
145165,1498,1794,990,4,-5,0,804,19,134,96,8474,6064,RUN
145298,1778,1912,964,43,407,0,948,45,139,55,8628,6180,RUN
145430,2009,2035,987,19,0,69,1048,22,102,58,8751,6253,RUN
145563,2202,2222,1086,3,0,23,1136,27,97,55,8845,6303,RUN
145695,2343,2507,1133,0,4,1,1374,34,97,55,8923,6345,RUN
145822,2456,2819,1157,4,0,-4,1662,41,98,55,8998,6387,RUN
145830,2500,2936,1157,44,117,0,1779,50,98,55,9003,6390,CRASH_L
145838,2502,2936,1158,2,0,1,0,0,0,0,9009,6393,FRONT
145898,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
147079,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
147134,2500,2936,1158,2500,2936,1158,0,0,0,0,398,-5,FRONT
147194,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
147541,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
147596,1195,3781,1823,1195,3781,1823,1958,60,0,0,0,0,CRASH_L
147596,1195,3781,1823,1195,3781,1823,1958,60,160,55,0,0,RUN
147632,1195,3781,1843,0,0,20,1938,47,160,55,8,5,CRASH_L
147640,1190,3784,1840,-5,3,-3,1944,48,160,55,12,7,CRASH_L
147648,1187,3777,1840,-3,-7,0,1937,48,160,55,16,9,CRASH_L
147656,1174,3774,1822,-13,-3,-18,1952,49,160,55,21,10,CRASH_L
147667,1162,3767,1822,-12,-7,0,1945,48,160,55,28,12,CRASH_L
147675,1146,3767,1820,-16,0,-2,1947,48,160,55,34,14,CRASH_L
147683,1142,3782,1818,-4,15,-2,1964,49,160,55,40,16,CRASH_L
147691,1101,3782,1818,-41,0,0,1964,49,160,55,46,18,CRASH_L
147699,1101,3777,1836,0,-5,18,1941,47,160,55,54,20,CRASH_L
147699,1101,3777,1836,0,-5,18,1941,47,160,55,54,20,RUN
147707,1106,3777,1846,5,0,10,1931,47,160,55,62,22,CRASH_L
147715,1111,3777,1843,5,0,-3,1934,48,160,55,69,24,CRASH_L
147724,1137,3782,1843,26,5,0,1939,48,160,55,78,26,CRASH_L
147759,1137,3778,1843,0,-4,0,1935,48,160,55,118,38,CRASH_L
147773,981,3778,1913,-156,0,70,1865,42,160,55,136,43,CRASH_L
147782,979,3760,1915,-2,-18,2,1845,45,160,55,147,46,CRASH_L
147790,895,3760,1913,-84,0,-2,1847,46,160,55,157,49,CRASH_L
147798,892,3760,1913,-3,0,0,1847,46,160,55,167,53,CRASH_L
147806,686,3761,1912,-206,1,-1,1849,46,160,55,178,56,CRASH_L
147806,686,3761,1912,-206,1,-1,1849,46,160,55,178,56,RUN
147814,680,3756,1913,-6,-5,1,1843,45,160,55,188,59,CRASH_L
147822,497,3763,1942,-183,7,29,1821,44,160,55,199,63,CRASH_L
147830,485,3760,1943,-12,-3,1,1817,45,160,55,210,66,CRASH_L
147838,414,3760,1943,-71,0,0,1817,45,160,55,220,69,CRASH_L
147849,414,3752,1939,0,-8,-4,1813,45,160,55,234,73,CRASH_L
147857,342,3660,1939,-72,-92,0,1721,40,160,55,246,77,CRASH_L
147893,341,3657,2011,-1,-3,72,1646,37,160,55,294,91,CRASH_L
147901,321,3639,2012,-20,-18,1,1627,40,160,55,305,93,CRASH_L
147909,320,3633,2081,-1,-6,69,1552,34,160,55,316,97,CRASH_L
147909,320,3633,2081,-1,-6,69,1552,34,160,55,316,97,RUN
147917,320,3633,2081,0,0,0,1552,38,160,55,328,101,CRASH_L
147925,326,3636,2080,6,3,-1,1556,39,160,55,339,104,CRASH_L
147933,326,3636,2077,0,0,-3,1559,39,160,55,350,107,CRASH_L
147941,321,3577,2077,-5,-59,0,1500,35,160,55,361,111,CRASH_L
147952,321,3559,2120,0,-18,43,1439,33,160,55,376,115,CRASH_L
147960,348,3559,2125,27,0,5,1434,35,160,55,387,119,CRASH_L
147968,348,3571,2121,0,12,-4,1450,36,160,55,398,123,CRASH_L
147976,351,3571,2125,3,0,4,1446,36,160,55,410,126,CRASH_L
147984,345,3491,2133,-6,-80,8,1358,31,160,55,421,130,CRASH_L
148020,351,3475,2196,6,-16,63,1279,28,160,55,471,145,CRASH_L
148020,351,3475,2196,6,-16,63,1279,28,160,55,471,145,RUN
148028,392,3417,2264,41,-58,68,1153,23,160,55,482,149,CRASH_L
148036,392,3417,2266,0,0,2,1151,28,160,55,494,153,CRASH_L
148044,392,3416,2264,0,-1,-2,1152,28,160,55,505,156,CRASH_L
148054,388,3422,2262,-4,6,-2,1160,29,160,55,520,160,CRASH_L
148063,381,3416,2262,-7,-6,0,1154,28,160,55,532,164,CRASH_L
148147,392,3200,2384,24,-10,8,816,19,170,150,658,236,RUN
148279,415,2971,2530,-1,-12,0,441,10,170,150,886,425,RUN
148412,445,2763,2675,5,-8,6,88,1,170,169,1134,650,RUN
148544,517,2603,2835,0,-12,1,-232,-6,164,170,1380,894,RUN
148568,538,2552,2963,0,-5,90,-411,-15,162,170,1424,940,CRASH_R
148677,600,2249,3014,13,-320,8,-765,-28,142,170,1606,1146,RUN
148701,611,1305,3100,-1,-4,52,-1795,-47,70,170,1643,1188,CRASH_R
148809,662,1018,3151,0,0,27,-2133,-54,76,170,1766,1379,RUN
148936,735,1119,1159,1,6,-2,-40,0,130,130,1888,1578,RUN
149069,815,1087,1038,5,-4,1,49,1,131,129,2050,1745,RUN
149201,936,1015,1043,5,0,6,-28,0,130,130,2213,1913,RUN
149334,1088,1014,1061,6,0,0,-47,-1,129,131,2378,2079,RUN
149350,1139,990,1062,2,-12,1,0,0,129,131,2397,2099,LEFT_OPEN
149608,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
150853,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
150907,1572,1000,1096,1572,1000,1096,-96,-7,103,117,-393,454,RUN
151007,1140,2218,2283,-92,0,0,-65,-1,169,170,-332,505,RUN
151107,1007,2544,2356,-248,-3,7,188,4,170,166,-213,631,RUN
151207,1391,2453,2489,14,0,1,-36,0,123,123,-64,787,RUN
151340,1337,2270,2789,-87,0,14,-519,-13,114,140,99,979,RUN
151358,1307,2248,2951,-25,0,103,-703,-23,110,146,119,1005,CRASH_R
151467,765,2199,3004,-41,-2,0,-805,-20,150,170,249,1175,RUN
151475,763,2179,3060,-2,-20,56,-881,-25,150,170,261,1189,CRASH_R
151483,765,2179,3155,2,0,95,-976,-29,55,160,272,1203,CRASH_R
151532,764,2181,3255,0,-4,105,-1074,-32,146,170,338,1287,CRASH_R
151599,808,2174,3279,10,-9,17,-1105,-28,142,170,433,1411,RUN
151732,936,2127,1748,6,-6,-3,379,9,139,121,649,1653,RUN
151864,1127,2057,1348,42,-4,-8,709,17,147,113,861,1850,RUN
151997,1306,1912,1202,22,-2,-7,710,17,147,113,1068,2024,RUN
152129,1619,1798,1132,0,0,-1,666,16,122,90,1263,2178,RUN
152256,1937,1477,1105,39,1,-5,372,9,92,74,1398,2291,RUN
152264,2021,1740,1096,84,263,-9,0,0,0,0,1405,2297,FRONT
152324,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
153798,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
153852,2021,1758,1096,2021,1758,1096,0,0,0,0,456,-373,FRONT
153912,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
154617,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
154671,279,2530,3046,279,2530,3046,-516,-40,0,0,21,-5,CRASH_R
154671,279,2530,3046,279,2530,3046,-516,-40,55,160,21,-5,RUN
154707,272,2543,3090,-7,13,44,-547,-15,55,160,21,17,CRASH_R
154771,291,2547,3085,18,-2,0,-538,-13,150,170,44,75,RUN
154871,291,2705,2959,-3,110,-10,-254,0,150,170,152,204,RUN
154912,321,2932,2895,3,233,-13,37,13,150,170,208,268,CRASH_L
154972,320,2932,2857,2,0,-28,75,2,170,150,300,360,RUN
155100,343,2407,2762,0,0,-1,-355,-8,162,170,521,588,RUN
155233,365,1699,2599,0,-120,-5,-900,-25,105,155,739,839,RUN
155365,390,1137,2416,0,-12,0,-1279,-32,98,162,898,1061,RUN
155454,370,916,2196,-3,-100,0,0,0,104,156,994,1209,LEFT_OPEN
155712,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
157348,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
157403,422,1030,1910,422,1030,1910,-880,-60,70,170,-360,455,RUN
157503,250,2316,1058,3,0,0,1258,31,161,99,-304,510,RUN
157603,510,2223,1062,0,1,0,1161,29,159,101,-196,583,RUN
157703,544,2126,1059,27,-6,-2,1067,26,156,104,-64,680,RUN
157836,770,1867,1061,6,0,0,806,20,150,110,124,829,RUN
157968,1127,1742,1087,2,-9,2,655,16,146,114,316,982,RUN
158027,1526,1650,3893,99,6,2190,-2243,-60,119,121,398,1044,CRASH_R
158036,1535,1650,3893,9,0,0,-2243,-56,55,160,406,1051,CRASH_R
158044,1659,1554,3893,124,-96,0,-2339,-60,55,160,412,1058,CRASH_R
158052,1669,1552,3893,10,-2,0,-2341,-58,55,160,416,1066,CRASH_R
158060,1759,1552,3890,90,0,-3,-2338,-58,55,160,419,1075,CRASH_R
158096,1762,1548,3680,3,-4,-210,-2132,-47,55,160,422,1113,CRASH_R
158096,1762,1548,3680,3,-4,-210,-2132,-47,55,160,422,1113,RUN
158104,1831,1542,3668,69,-6,-12,-2126,-52,55,160,422,1122,CRASH_R
158112,1831,1523,3466,0,-19,-202,-1943,-43,55,160,422,1129,CRASH_R
158120,1834,1509,3450,3,-14,-16,-1941,-48,55,160,422,1137,CRASH_R
158130,1833,1506,3445,-1,-3,-5,-1939,-48,55,160,422,1148,CRASH_R
158139,1833,1502,3445,0,-4,0,-1943,-48,55,160,422,1156,CRASH_R
158147,1833,1502,3456,0,0,11,-1954,-49,55,160,422,1164,CRASH_R
158155,1828,1506,3456,-5,4,0,-1950,-48,55,160,422,1172,CRASH_R
158163,1831,1506,3454,3,0,-2,-1948,-48,55,160,422,1180,CRASH_R
158171,1831,1506,3451,0,0,-3,-1945,-48,55,160,422,1189,CRASH_R
158179,1832,1506,3451,1,0,0,-1945,-48,55,160,422,1197,CRASH_R
158187,1832,1504,3452,0,-2,1,-1948,-48,55,160,422,1206,CRASH_R
158223,1832,1504,3452,0,0,0,-1948,-48,55,160,422,1244,CRASH_R
158223,1832,1504,3452,0,0,0,-1948,-48,55,160,422,1244,RUN
158233,1833,1504,3438,1,0,-14,-1934,-47,55,160,422,1255,CRASH_R
158241,1833,1509,3425,0,5,-13,-1916,-47,55,160,422,1264,CRASH_R
158249,1818,1505,3425,-15,-4,0,-1920,-48,55,160,422,1272,CRASH_R
158258,1818,1505,3429,0,0,4,-1924,-48,55,160,422,1280,CRASH_R
158266,1828,1504,3431,10,-1,2,-1927,-48,55,160,422,1288,CRASH_R
158274,1832,1504,3446,4,0,15,-1942,-49,55,160,422,1296,CRASH_R
158282,1830,1505,3451,-2,1,5,-1946,-48,55,160,422,1304,CRASH_R
158290,1832,1505,3448,2,0,-3,-1943,-48,55,160,422,1313,CRASH_R
