ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
26534,513,2250,3860,0,3,-1,-1610,-40,55,160,1377,945,RUN
26542,219,2287,3832,-294,37,-28,-1545,-35,55,160,1381,959,CRASH_R
26550,216,2287,3827,-3,0,-5,-1540,-38,55,160,1386,972,CRASH_R
26558,200,2287,3743,-16,0,-84,-1456,-33,55,160,1391,986,CRASH_R
26566,196,2290,3742,-4,3,-1,-1452,-36,55,160,1395,999,CRASH_R
26576,171,2297,3741,-25,7,-1,-1444,-35,55,160,1401,1016,CRASH_R
26585,171,2360,3738,0,63,-3,-1378,-30,55,160,1405,1029,CRASH_R
26593,189,2361,3738,18,1,0,-1377,-34,55,160,1410,1043,CRASH_R
26601,197,2362,3631,8,1,-107,-1269,-28,55,160,1415,1057,CRASH_R
26609,242,2362,3629,45,0,-2,-1267,-31,55,160,1419,1070,CRASH_R
26617,245,2364,3620,3,2,-9,-1256,-31,55,160,1423,1083,CRASH_R
26625,244,2383,3617,-1,19,-3,-1234,-30,55,160,1428,1096,CRASH_R
26661,245,2389,3613,1,6,-4,-1224,-30,55,160,1449,1153,CRASH_R
26661,245,2389,3613,1,6,-4,-1224,-30,55,160,1449,1153,RUN
26669,265,2402,3454,20,13,-159,-1052,-21,55,160,1453,1166,CRASH_R
26683,269,2407,3451,4,5,-3,-1044,-25,55,160,1461,1189,CRASH_R
26792,293,2570,2943,0,0,-136,-373,-5,150,170,1571,1366,RUN
26924,392,2750,2668,25,1,-10,82,2,170,168,1779,1605,RUN
26997,415,2912,2488,73,51,0,424,13,170,161,1909,1740,CRASH_L
27056,422,2912,2482,0,6,-9,430,11,170,150,2021,1843,RUN
27065,416,3020,2428,-6,108,-54,592,22,170,150,2037,1858,CRASH_L
27121,390,3134,2397,-1,69,3,737,22,170,150,2144,1952,CRASH_L
27189,397,3137,2375,-2,8,-3,762,19,170,150,2271,2060,RUN
27197,373,3180,2361,-24,43,-14,819,23,170,150,2287,2073,CRASH_L
27321,361,3205,2297,-6,10,-6,908,23,170,147,2517,2273,RUN
27372,344,3269,2306,0,46,0,963,26,170,148,2613,2361,CRASH_L
27449,344,3300,2280,-10,7,-5,1020,25,170,145,2758,2487,RUN
27581,342,3377,2332,0,1,25,1045,25,170,145,3012,2710,RUN
27713,344,3372,2377,0,-4,-2,995,24,170,146,3259,2929,RUN
27846,367,3374,2377,0,-3,-4,997,24,170,146,3516,3159,RUN
27978,466,3349,2386,0,-4,-11,963,24,170,146,3776,3391,RUN
28111,518,3311,2440,3,0,0,871,21,170,149,4031,3619,RUN
28243,611,3186,2486,1,0,0,700,17,170,150,4293,3855,RUN
28251,657,3323,2532,46,137,46,791,24,170,150,4309,3870,CRASH_L
28340,709,995,2578,18,-10,5,0,0,73,170,4467,4025,LEFT_OPEN
28570,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
29091,882,772,2620,882,772,2620,0,0,0,0,-463,493,LEFT_OPEN
29531,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
30608,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
30662,299,3885,1599,299,3885,1599,2286,60,0,0,-391,438,CRASH_L
30663,299,3885,1599,299,3885,1599,2286,60,160,55,-391,438,RUN
30763,513,1644,1676,2,0,20,-32,-1,129,131,-326,471,RUN
30863,537,1644,1653,0,0,0,-9,0,130,130,-255,517,RUN
30963,510,1548,1656,-5,0,-3,-108,-2,128,132,-239,519,RUN
31096,515,1567,1670,-9,-6,-6,-103,-2,128,132,-197,621,RUN
31160,2457,1304,1580,1490,-3,-5,0,0,0,0,-97,742,FRONT
31220,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
31539,2457,1304,1580,2457,1304,1580,0,0,0,0,-484,532,FRONT
31599,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L
31917,694,1514,3169,694,1514,3169,-1655,-60,0,0,-486,501,CRASH_R
31922,694,1514,3169,694,1514,3169,-1655,-60,55,160,-486,501,RUN
31958,654,1514,3767,-40,0,598,-2253,-60,55,160,-483,528,CRASH_R
31966,660,1239,3800,6,-275,33,-2561,-60,55,160,-481,537,CRASH_R
31974,656,1234,3854,-4,-5,54,-2620,-60,55,160,-477,547,CRASH_R
31982,660,1231,3863,4,-3,9,-2632,-60,55,160,-475,558,CRASH_R
31990,683,1231,3864,23,0,1,-2633,-60,55,160,-471,570,CRASH_R
31998,692,1237,3864,9,6,0,-2627,-60,55,160,-467,581,CRASH_R
32006,706,1237,3857,14,0,-7,-2620,-60,55,160,-463,593,CRASH_R
32015,706,1232,3851,0,-5,-6,-2619,-60,55,160,-459,604,CRASH_R
32023,684,1232,3851,-22,0,0,-2619,-60,55,160,-456,616,CRASH_R
32025,684,1232,3851,-22,0,0,-2619,-60,55,160,-456,619,RUN
32033,684,1228,3849,0,-4,-2,-2621,-60,55,160,-455,630,CRASH_R
32041,704,1233,3850,20,5,1,-2617,-60,55,160,-455,641,CRASH_R
32049,709,1258,3849,5,25,-1,-2591,-60,55,160,-455,652,CRASH_R
32085,709,1263,3674,0,5,-175,-2411,-54,55,160,-455,700,CRASH_R
32125,844,1485,3235,7,2,0,-1750,-43,87,170,-451,768,RUN
32226,930,1727,2311,19,-21,-154,-584,-10,120,140,-362,934,RUN
32350,1010,1599,2080,6,1,-5,-481,-11,119,141,-212,1088,RUN
32483,1234,1430,1692,47,0,-12,-262,-6,124,136,-48,1270,RUN
32615,1526,1916,1370,81,291,-4,546,29,142,84,124,1443,RUN
32742,1827,1968,1227,19,-111,-4,741,15,105,75,283,1565,RUN
32875,2037,2204,1235,17,8,-2,969,24,102,55,414,1652,RUN
33007,2176,2591,1262,3,0,2,1329,33,104,55,529,1711,RUN
33088,2297,3045,1320,0,153,11,1725,51,104,55,597,1742,CRASH_L
33139,2277,3042,1343,4,0,11,1699,42,108,55,642,1762,RUN
33148,2292,3168,1369,15,126,26,1799,50,108,55,649,1765,CRASH_L
33172,2298,3264,1385,0,80,0,1879,51,110,55,669,1774,CRASH_L
33220,2248,3353,1426,0,86,49,1927,50,115,55,713,1792,CRASH_L
33272,2224,3351,1423,-19,0,0,1928,48,117,55,761,1812,RUN
33280,2197,3519,1445,-27,168,22,2074,60,117,55,769,1816,CRASH_L
33294,2197,3533,1447,0,14,2,2086,52,160,55,782,1822,CRASH_L
33303,2197,3696,1473,0,163,26,2223,60,160,55,790,1824,CRASH_L
33311,2198,3696,1473,1,0,0,2223,55,160,55,798,1827,CRASH_L
33319,2198,3696,1472,0,0,-1,2224,55,160,55,807,1830,CRASH_L
33327,2162,3696,1472,-36,0,0,2224,55,160,55,815,1834,CRASH_L
33335,2154,3709,1476,-8,13,4,2233,56,160,55,825,1837,CRASH_L
33343,2154,3851,1498,0,142,22,2353,60,160,55,835,1840,CRASH_L
33351,2152,3851,1498,-2,0,0,2353,58,160,55,845,1844,CRASH_L
33359,2112,3850,1498,-40,-1,0,2352,58,160,55,855,1847,CRASH_L
33367,2109,3848,1495,-3,-2,-3,2353,58,160,55,865,1850,CRASH_L
33405,2082,3850,1495,-27,2,0,2355,58,160,55,917,1868,CRASH_L
33405,2082,3850,1495,-27,2,0,2355,58,160,55,917,1868,RUN
33413,1990,3897,1533,-92,47,38,2364,59,160,55,929,1872,CRASH_L
33421,1925,3898,1539,-65,1,6,2359,58,160,55,941,1875,CRASH_L
33429,1915,3898,1607,-10,0,68,2291,53,160,55,953,1880,CRASH_L
33438,1906,3899,1607,-9,1,0,2292,57,160,55,965,1884,CRASH_L
33446,1900,3899,1606,-6,0,-1,2293,57,160,55,976,1887,CRASH_L
33454,1880,3903,1606,-20,4,0,2297,57,160,55,988,1891,CRASH_L
33462,1878,3899,1620,-2,-4,14,2279,56,160,55,1000,1895,CRASH_L
33470,1812,3910,1659,-66,11,39,2251,54,160,55,1012,1899,CRASH_L
33480,1811,3912,1659,-1,2,0,2253,56,160,55,1028,1904,CRASH_L
33489,1758,3913,1660,-53,1,1,2253,56,160,55,1041,1908,CRASH_L
33497,1722,3912,1659,-36,-1,-1,2253,56,160,55,1053,1912,CRASH_L
33532,1708,3909,1660,-14,-3,1,2249,56,160,55,1108,1929,CRASH_L
33532,1708,3909,1660,-14,-3,1,2249,56,160,55,1108,1929,RUN
33540,1576,3898,1729,-132,-11,69,2169,50,160,55,1121,1934,CRASH_L
33548,1475,3907,1736,-101,9,7,2171,54,160,55,1133,1938,CRASH_L
33557,1474,3898,1772,-1,-9,36,2126,50,160,55,1147,1942,CRASH_L
33565,1400,3899,1772,-74,1,0,2127,53,160,55,1159,1946,CRASH_L
33573,1393,3899,1767,-7,0,-5,2132,53,160,55,1173,1950,CRASH_L
33583,1354,3899,1767,-39,0,0,2132,53,160,55,1189,1956,CRASH_L
33591,1351,3900,1816,-3,1,49,2084,49,160,55,1202,1960,CRASH_L
33600,1266,3904,1820,-85,4,4,2084,52,160,55,1215,1964,CRASH_L
33608,1266,3904,1819,0,0,-1,2085,52,160,55,1227,1968,CRASH_L
33616,1166,3900,1819,-100,-4,0,2081,51,160,55,1240,1972,CRASH_L
33624,1104,3897,1819,-62,-3,0,2078,51,160,55,1253,1977,CRASH_L
33659,1100,3900,1819,-4,3,0,2081,52,160,55,1310,1996,CRASH_L
33659,1100,3900,1819,-4,3,0,2081,52,160,55,1310,1996,RUN
33667,786,3897,1865,-314,-3,46,2032,48,160,55,1323,2000,CRASH_L
33676,703,3900,1929,-83,3,64,1971,45,160,55,1337,2004,CRASH_L
33686,683,3899,1929,-20,-1,0,1970,49,160,55,1353,2009,CRASH_L
33694,467,3899,1928,-216,0,-1,1971,49,160,55,1365,2014,CRASH_L
33702,466,3899,1928,-1,0,0,1971,49,160,55,1377,2018,CRASH_L
33710,368,3897,1945,-98,-2,17,1952,48,160,55,1389,2022,CRASH_L
33719,367,3898,1979,-1,1,34,1919,46,160,55,1403,2026,CRASH_L
33727,320,3897,1979,-47,-1,0,1918,47,160,55,1415,2031,CRASH_L
33735,320,3898,1979,0,1,0,1919,48,160,55,1429,2035,CRASH_L
33743,343,3900,1983,23,2,4,1917,47,160,55,1442,2040,CRASH_L
33751,352,3900,1987,9,0,4,1913,47,160,55,1455,2044,CRASH_L
33786,410,3897,2029,58,-3,42,1868,44,160,55,1511,2062,CRASH_L
33789,410,3897,2029,58,-3,42,1868,44,160,55,1515,2064,RUN
33797,563,3895,2034,153,-2,5,1861,46,160,55,1527,2068,CRASH_L
33805,583,3895,2081,20,0,47,1814,42,160,55,1540,2072,CRASH_L
33813,583,3894,2081,0,-1,0,1813,45,160,55,1552,2077,CRASH_L
33821,548,3896,2081,-35,2,0,1815,45,160,55,1565,2081,CRASH_L
33829,538,3895,2083,-10,-1,2,1812,45,160,55,1577,2085,CRASH_L
33838,539,3895,2088,1,0,5,1807,45,160,55,1590,2090,CRASH_L
33846,538,3863,2144,-1,-32,56,1719,38,160,55,1603,2094,CRASH_L
33854,515,3863,2144,-23,0,0,1719,42,160,55,1615,2099,CRASH_L
33862,510,3872,2144,-5,9,0,1728,43,160,55,1629,2103,CRASH_L
33872,493,3874,2157,-17,2,13,1717,42,160,55,1645,2109,CRASH_L
33881,490,3872,2161,-3,-2,4,1711,42,160,55,1659,2114,CRASH_L
33916,489,3833,2221,-1,-39,60,1612,35,160,55,1715,2133,CRASH_L
33916,489,3833,2221,-1,-39,60,1612,35,160,55,1715,2133,RUN
33924,460,3724,2222,-29,-109,1,1502,34,160,55,1729,2137,CRASH_L
33932,439,3720,2331,-21,-4,109,1389,28,160,55,1742,2141,CRASH_L
33940,439,3712,2331,0,-8,0,1381,34,160,55,1755,2146,CRASH_L
33948,462,3712,2328,23,0,-3,1384,34,160,55,1768,2150,CRASH_L
33957,464,3706,2328,2,-6,0,1378,34,160,55,1781,2154,CRASH_L
33965,464,3574,2329,0,-132,1,1245,27,160,55,1795,2159,CRASH_L
33979,464,3569,2391,0,-5,62,1178,25,160,55,1818,2167,CRASH_L
33987,464,3569,2394,0,0,3,1175,29,160,55,1831,2171,CRASH_L
33995,461,3569,2391,-3,0,-3,1178,29,160,55,1844,2176,CRASH_L
34003,464,3569,2394,3,0,3,1175,29,160,55,1857,2180,CRASH_L
34011,461,3422,2465,-3,-147,71,957,15,160,55,1870,2184,CRASH_L
34047,461,3405,2473,0,-17,8,932,22,160,55,1927,2204,CRASH_L
34047,461,3405,2473,0,-17,8,932,22,160,55,1927,2204,RUN
34180,449,2897,2645,0,-8,0,252,6,170,164,2151,2354,RUN
34312,487,2607,2843,-2,-11,0,-236,-6,164,170,2394,2589,RUN
34320,491,2540,2912,4,-67,69,-372,-15,164,170,2409,2604,CRASH_R
34347,541,2460,2978,1,-69,65,-518,-18,110,165,2455,2657,CRASH_R
34387,563,2412,3062,5,-35,86,-650,-21,150,170,2522,2736,CRASH_R
34439,565,2397,3059,1,-5,0,-662,-16,150,170,2606,2836,RUN
34471,619,2394,3153,7,7,59,-759,-21,150,170,2660,2898,CRASH_R
34512,633,2368,3207,13,-12,47,-839,-23,150,170,2725,2977,CRASH_R
34572,659,2361,3213,0,0,-1,-852,-21,149,170,2821,3094,RUN
34704,792,2336,1585,8,2,-321,751,28,158,102,3048,3341,RUN
34837,884,2202,1382,1,-2,-1,820,20,150,110,3265,3523,RUN
34969,1059,2056,1227,3,-4,-12,829,20,150,110,3475,3682,RUN
35101,1216,1893,1155,0,-1,-10,738,18,148,112,3685,3841,RUN
35228,1451,1712,1054,51,-6,-4,658,16,135,103,3881,3992,RUN
35361,1710,1478,941,3,0,0,537,13,112,86,4044,4128,RUN
35493,2016,2013,887,5,-140,-9,1126,24,103,55,4179,4214,RUN
35626,2246,2223,993,22,108,11,1230,36,104,55,4282,4273,RUN
35758,2387,2575,1098,0,6,9,1477,36,97,55,4371,4323,RUN
35847,2499,2931,1129,5,114,13,1802,50,97,55,4433,4355,CRASH_L
35855,2513,2931,1134,14,0,5,0,0,0,0,4440,4358,FRONT
35915,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
36425,2513,2928,1135,2513,2928,1135,0,0,0,0,483,-459,FRONT
36486,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
36978,2513,2597,1490,2513,2597,1490,0,0,0,0,485,-466,FRONT
37038,0,0,0,0,0,0,0,0,0,0,0,0,TURN_R
37495,821,2579,1788,821,2579,1788,791,60,170,70,488,-467,RUN
37600,877,2181,1890,16,-124,-1,291,3,133,127,570,-439,RUN
37700,983,1914,1935,0,0,0,-21,0,130,130,681,-350,RUN
37801,1078,1756,1958,1,0,-6,-202,-4,126,134,805,-230,RUN
37933,1307,1576,1336,42,-3,3,240,5,134,124,983,-56,RUN
38066,1686,1359,2201,60,0,2,-842,-21,80,122,1142,118,RUN
38138,1909,1282,2934,12,2,286,-1652,-56,55,119,1201,210,CRASH_R
38198,1978,1285,2959,11,3,19,-1674,-42,55,123,1240,283,RUN
38206,1992,1282,3173,14,-3,214,-1891,-58,55,123,1245,292,CRASH_R
38222,2012,1325,3379,0,40,190,-2054,-59,55,126,1255,312,CRASH_R
38263,1990,1362,3636,0,31,242,-2274,-60,55,131,1278,360,CRASH_R
38273,1992,1362,3643,2,0,7,-2281,-57,55,160,1284,374,CRASH_R
38281,2001,1371,3643,9,9,0,-2272,-56,55,160,1288,384,CRASH_R
38290,2001,1371,3647,0,0,4,-2276,-57,55,160,1292,394,CRASH_R
38325,1990,1374,3647,-11,3,0,-2273,-56,55,160,1308,444,CRASH_R
38325,1990,1374,3647,-11,3,0,-2273,-56,55,160,1308,444,RUN
38333,1947,1405,3821,-43,31,174,-2416,-60,55,160,1312,455,CRASH_R
38341,1900,1408,3887,-47,3,66,-2479,-60,55,160,1316,467,CRASH_R
38349,1900,1460,3891,0,52,4,-2431,-58,55,160,1320,480,CRASH_R
38357,1889,1460,3891,-11,0,0,-2431,-60,55,160,1324,492,CRASH_R
38366,1874,1457,3891,-15,-3,0,-2434,-60,55,160,1328,504,CRASH_R
38376,1808,1456,3891,-66,-1,0,-2435,-60,55,160,1333,521,CRASH_R
38384,1762,1456,3894,-46,0,3,-2438,-60,55,160,1338,533,CRASH_R
38392,1757,1523,3895,-5,67,1,-2372,-55,55,160,1342,546,CRASH_R
38400,1742,1530,3899,-15,7,4,-2369,-59,55,160,1346,560,CRASH_R
38409,1735,1528,3895,-7,-2,-4,-2367,-59,55,160,1350,572,CRASH_R
38417,1665,1528,3895,-70,0,0,-2367,-59,55,160,1354,585,CRASH_R
38452,1663,1528,3895,-2,0,0,-2367,-59,55,160,1372,644,CRASH_R
38452,1663,1528,3895,-2,0,0,-2367,-59,55,160,1372,644,RUN
38460,1618,1595,3894,-45,67,-1,-2299,-53,55,160,1376,657,CRASH_R
38468,1615,1598,3896,-3,3,2,-2298,-57,55,160,1381,670,CRASH_R
38479,1618,1639,3896,3,41,0,-2257,-54,55,160,1384,686,CRASH_R
38487,1643,1639,3896,25,0,0,-2257,-56,55,160,1386,698,CRASH_R
38495,1643,1639,3896,0,0,0,-2257,-56,55,160,1387,710,CRASH_R
38503,1618,1647,3896,-25,8,0,-2249,-55,55,160,1388,723,CRASH_R
38511,1618,1647,3896,0,0,0,-2249,-56,55,160,1389,735,CRASH_R
38519,1639,1620,3896,21,-27,0,-2276,-57,55,160,1390,745,CRASH_R
38528,1651,1620,3897,12,0,1,-2277,-56,55,160,1390,756,CRASH_R
38536,1651,1619,3896,0,-1,-1,-2277,-56,55,160,1390,766,CRASH_R
38544,1642,1621,3896,-9,2,0,-2275,-56,55,160,1390,776,CRASH_R
38579,1638,1621,3895,-4,0,-1,-2274,-56,55,160,1390,816,CRASH_R
38585,1638,1621,3895,-4,0,-1,-2274,-56,55,160,1390,822,RUN
38593,1634,1623,3895,-4,2,0,-2272,-56,55,160,1390,830,CRASH_R
38601,1634,1623,3897,0,0,2,-2274,-56,55,160,1390,839,CRASH_R
38610,1638,1623,3897,4,0,0,-2274,-56,55,160,1390,847,CRASH_R
38618,1642,1619,3898,4,-4,1,-2279,-57,55,160,1390,855,CRASH_R
38626,1665,1619,3896,23,0,-2,-2277,-56,55,160,1390,863,CRASH_R
38634,1665,1618,3895,0,-1,-1,-2277,-56,55,160,1390,872,CRASH_R
38642,1641,1601,3895,-24,-17,0,-2294,-57,55,160,1390,880,CRASH_R
38650,1641,1600,3899,0,-1,4,-2299,-57,55,160,1390,888,CRASH_R
38658,1641,1600,3899,0,0,0,-2299,-57,55,160,1390,896,CRASH_R
38668,1642,1600,3898,1,0,-1,-2298,-57,55,160,1390,906,CRASH_R
38677,1640,1600,3897,-2,0,-1,-2297,-57,55,160,1390,914,CRASH_R
38712,1642,1603,3897,2,3,0,-2294,-57,55,160,1390,945,CRASH_R
38712,1642,1603,3897,2,3,0,-2294,-57,55,160,1390,945,RUN
38721,1669,1622,3899,27,19,2,-2277,-56,55,160,1390,952,CRASH_R
38729,1669,1624,3899,0,2,0,-2275,-56,55,160,1390,958,CRASH_R
38737,1667,1622,3898,-2,-2,-1,-2276,-56,55,160,1390,965,CRASH_R
38745,1659,1624,3898,-8,2,0,-2274,-56,55,160,1390,972,CRASH_R
38753,1658,1623,3896,-1,-1,-2,-2273,-56,55,160,1390,978,CRASH_R
38761,1641,1627,3896,-17,4,0,-2269,-56,55,160,1390,985,CRASH_R
38771,1640,1623,3895,-1,-4,-1,-2272,-56,55,160,1390,993,CRASH_R
38780,1640,1622,3896,0,-1,1,-2274,-56,55,160,1390,1000,CRASH_R
38788,1640,1619,3895,0,-3,-1,-2276,-56,55,160,1390,1006,CRASH_R
38796,1641,1619,3896,1,0,1,-2277,-56,55,160,1390,1012,CRASH_R
38804,1637,1624,3897,-4,5,1,-2273,-56,55,160,1390,1019,CRASH_R
38839,1651,1624,3906,14,0,9,-2282,-57,55,160,1390,1050,CRASH_R
38839,1651,1624,3906,14,0,9,-2282,-57,55,160,1390,1050,RUN
38848,1641,1613,3898,-10,-11,-8,-2285,-57,55,160,1390,1056,CRASH_R
38856,1641,1598,3898,0,-15,0,-2300,-57,55,160,1390,1064,CRASH_R
38864,1641,1598,3898,0,0,0,-2300,-57,55,160,1390,1072,CRASH_R
38874,1677,1612,3902,36,14,4,-2290,-56,55,160,1390,1082,CRASH_R
38882,1677,1612,3902,0,0,0,-2290,-57,55,160,1390,1090,CRASH_R
38891,1665,1608,3902,-12,-4,0,-2294,-57,55,160,1390,1097,CRASH_R
38899,1653,1604,3898,-12,-4,-4,-2294,-57,55,160,1390,1105,CRASH_R
38907,1642,1597,3898,-11,-7,0,-2301,-57,55,160,1390,1112,CRASH_R
38915,1642,1597,3898,0,0,0,-2301,-57,55,160,1390,1120,CRASH_R
38923,1648,1610,3910,6,13,12,-2300,-57,55,160,1390,1127,CRASH_R
38931,1648,1619,3910,0,9,0,-2291,-57,55,160,1390,1134,CRASH_R
38967,1650,1636,3909,2,17,-1,-2273,-56,55,160,1390,1162,CRASH_R
38967,1650,1636,3909,2,17,-1,-2273,-56,55,160,1390,1162,RUN
38977,1640,1623,3897,-10,-13,-12,-2274,-56,55,160,1390,1170,CRASH_R
38985,1650,1623,3897,10,0,0,-2274,-56,55,160,1390,1176,CRASH_R
38993,1642,1623,3897,-8,0,0,-2274,-56,55,160,1390,1183,CRASH_R
39001,1655,1618,3896,13,-5,-1,-2278,-57,55,160,1390,1190,CRASH_R
39010,1642,1613,3896,-13,-5,0,-2283,-57,55,160,1390,1197,CRASH_R
39018,1655,1603,3896,13,-10,0,-2293,-57,55,160,1390,1204,CRASH_R
39026,1666,1597,3897,11,-6,1,-2300,-57,55,160,1390,1211,CRASH_R
39034,1666,1597,3898,0,0,1,-2301,-57,55,160,1390,1219,CRASH_R
39042,1652,1599,3897,-14,2,-1,-2298,-57,55,160,1390,1226,CRASH_R
39050,1643,1603,3895,-9,4,-2,-2292,-57,55,160,1390,1233,CRASH_R
39060,1642,1599,3895,-1,-4,0,-2296,-57,55,160,1390,1242,CRASH_R
39096,1640,1603,3898,-2,4,3,-2295,-57,55,160,1390,1275,CRASH_R
39096,1640,1603,3898,-2,4,3,-2295,-57,55,160,1390,1275,RUN
39104,1639,1622,3898,-1,19,0,-2276,-56,55,160,1390,1283,CRASH_R
39112,1640,1622,3898,1,0,0,-2276,-56,55,160,1390,1290,CRASH_R
39120,1640,1618,3897,0,-4,-1,-2279,-57,55,160,1390,1298,CRASH_R
39129,1641,1618,3897,1,0,0,-2279,-56,55,160,1390,1306,CRASH_R
39137,1640,1613,3896,-1,-5,-1,-2283,-57,55,160,1390,1313,CRASH_R
39145,1641,1602,3896,1,-11,0,-2294,-57,55,160,1390,1321,CRASH_R
39153,1639,1596,3896,-2,-6,0,-2300,-57,55,160,1390,1329,CRASH_R
39167,1643,1596,3896,4,0,0,-2300,-57,55,160,1390,1344,CRASH_R
39175,1663,1597,3895,20,1,-1,-2298,-57,55,160,1390,1352,CRASH_R
39183,1663,1621,3895,0,24,0,-2274,-56,55,160,1390,1361,CRASH_R
39192,1640,1621,3896,-23,0,1,-2275,-56,55,160,1390,1369,CRASH_R
39227,1640,1619,3896,0,-2,0,-2277,-56,55,160,1390,1403,CRASH_R
39227,1640,1619,3896,0,-2,0,-2277,-56,55,160,1390,1403,RUN
39235,1640,1598,3896,0,-21,0,-2298,-58,55,160,1390,1411,CRASH_R
39243,1647,1598,3899,7,0,3,-2301,-57,55,160,1390,1419,CRASH_R
39251,1656,1598,3899,9,0,0,-2301,-57,55,160,1390,1427,CRASH_R
39259,1656,1599,3895,0,1,-4,-2296,-57,55,160,1390,1436,CRASH_R
39270,1642,1598,3895,-14,-1,0,-2297,-57,55,160,1390,1447,CRASH_R
39278,1642,1598,3895,0,0,0,-2297,-57,55,160,1390,1456,CRASH_R
39286,1665,1596,3896,23,-2,1,-2300,-57,55,160,1390,1464,CRASH_R
39294,1665,1598,3896,0,2,0,-2298,-57,55,160,1390,1473,CRASH_R
39302,1643,1600,3897,-22,2,1,-2297,-57,55,160,1390,1482,CRASH_R
39311,1643,1619,3896,0,19,-1,-2277,-56,55,160,1390,1491,CRASH_R
39319,1665,1619,3897,22,0,1,-2278,-56,55,160,1390,1500,CRASH_R
39354,1665,1619,3897,0,0,0,-2278,-56,55,160,1390,1544,CRASH_R
39354,1665,1619,3897,0,0,0,-2278,-56,55,160,1390,1544,RUN
39362,1648,1619,3897,-17,0,0,-2278,-56,55,160,1390,1554,CRASH_R
39373,1648,1628,3897,0,9,0,-2269,-56,55,160,1390,1567,CRASH_R
39381,1648,1628,3897,0,0,0,-2269,-56,55,160,1390,1577,CRASH_R
39389,1650,1628,3897,2,0,0,-2269,-56,55,160,1390,1586,CRASH_R
39397,1642,1627,3896,-8,-1,-1,-2269,-56,55,160,1390,1596,CRASH_R
39405,1645,1622,3897,3,-5,1,-2275,-57,55,160,1390,1605,CRASH_R
39413,1645,1622,3897,0,0,0,-2275,-56,55,160,1390,1615,CRASH_R
39422,1650,1633,3905,5,11,8,-2272,-56,55,160,1390,1624,CRASH_R
39430,1650,1633,3905,0,0,0,-2272,-56,55,160,1390,1632,CRASH_R
39438,1647,1629,3900,-3,-4,-5,-2271,-56,55,160,1390,1641,CRASH_R
39446,1645,1625,3900,-2,-4,0,-2275,-56,55,160,1390,1650,CRASH_R
39484,1641,1617,3896,-4,-8,-4,-2279,-57,55,160,1390,1692,CRASH_R
39484,1641,1617,3896,-4,-8,-4,-2279,-57,55,160,1390,1692,RUN
39492,1637,1595,3900,-4,-22,4,-2305,-58,55,160,1390,1700,CRASH_R
39500,1641,1594,3894,4,-1,-6,-2300,-57,55,160,1390,1709,CRASH_R
39508,1642,1594,3897,1,0,3,-2303,-57,55,160,1390,1717,CRASH_R
39516,1643,1622,3896,1,28,-1,-2274,-55,55,160,1390,1726,CRASH_R
39524,1643,1622,3897,0,0,1,-2275,-56,55,160,1390,1734,CRASH_R
39533,1645,1619,3896,2,-3,-1,-2277,-56,55,160,1390,1742,CRASH_R
39541,1667,1619,3896,22,0,0,-2277,-56,55,160,1390,1750,CRASH_R
39549,1667,1623,3894,0,4,-2,-2271,-56,55,160,1390,1758,CRASH_R
39559,1646,1625,3894,-21,2,0,-2269,-56,55,160,1390,1768,CRASH_R
39567,1644,1625,3896,-2,0,2,-2271,-56,55,160,1390,1776,CRASH_R
39575,1644,1623,3897,0,-2,1,-2274,-56,55,160,1390,1783,CRASH_R
39611,1641,1619,3897,-3,-4,0,-2278,-57,55,160,1390,1816,CRASH_R
39611,1641,1619,3897,-3,-4,0,-2278,-57,55,160,1390,1816,RUN
39619,1639,1599,3898,-2,-20,1,-2299,-58,55,160,1390,1823,CRASH_R
39627,1641,1599,3903,2,0,5,-2304,-57,55,160,1390,1830,CRASH_R
39635,1638,1609,3903,-3,10,0,-2294,-57,55,160,1390,1838,CRASH_R
39643,1643,1622,3896,5,13,-7,-2274,-56,55,160,1390,1845,CRASH_R
39652,1641,1624,3896,-2,2,0,-2272,-56,55,160,1390,1852,CRASH_R
39662,1642,1622,3896,1,-2,0,-2274,-56,55,160,1390,1862,CRASH_R
39670,1642,1617,3895,0,-5,-1,-2278,-57,55,160,1390,1870,CRASH_R
39678,1644,1615,3895,2,-2,0,-2280,-57,55,160,1390,1878,CRASH_R
39686,1644,1603,3896,0,-12,1,-2293,-57,55,160,1390,1886,CRASH_R
39694,1644,1597,3896,0,-6,0,-2299,-57,55,160,1390,1894,CRASH_R
39702,1645,1597,3898,1,0,2,-2301,-57,55,160,1390,1902,CRASH_R
39738,1645,1594,3898,0,-3,0,-2304,-57,55,160,1390,1939,CRASH_R
39738,1645,1594,3898,0,-3,0,-2304,-57,55,160,1390,1939,RUN
39746,1643,1605,3902,-2,11,4,-2297,-57,55,160,1390,1947,CRASH_R
39754,1643,1600,3896,0,-5,-6,-2296,-57,55,160,1390,1955,CRASH_R
