ms,f,l,r,dF,dL,dR,err,corr,pwmL,pwmR,encL,encR,event
22,0,0,0,0,0,0,0,0,0,0,0,0,START
178,499,2565,2808,499,2565,2808,-243,-19,111,149,0,6,RUN
278,513,2579,2786,0,12,4,-207,-4,166,170,55,81,RUN
379,538,2596,2733,4,-6,-8,-137,-3,167,170,185,227,RUN
479,574,2660,2658,11,45,-11,2,2,170,168,355,410,RUN
611,684,2862,2575,4,0,0,287,7,170,163,603,667,RUN
700,787,768,2533,3,-242,-5,0,0,93,167,757,840,LEFT_OPEN
922,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
1479,976,642,2350,976,642,2350,0,0,0,0,-460,486,LEFT_OPEN
1813,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
3550,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
3603,196,2746,1819,196,2746,1819,927,60,170,70,-441,459,RUN
3639,292,3897,1941,96,1151,122,1956,60,170,70,-415,459,CRASH_L
3647,296,3897,1942,4,0,1,1955,48,160,55,-410,459,CRASH_L
3658,317,3897,1941,21,0,-1,1956,48,160,55,-403,459,CRASH_L
3666,317,3896,1930,0,-1,-11,1966,49,160,55,-398,459,CRASH_L
3674,294,3896,1930,-23,0,0,1966,49,160,55,-393,459,CRASH_L
3682,294,3896,1942,0,0,12,1954,48,160,55,-387,459,CRASH_L
3690,318,3896,1962,24,0,20,1934,47,160,55,-382,459,CRASH_L
3698,318,3896,1962,0,0,0,1934,48,160,55,-376,459,CRASH_L
3706,244,3228,1966,-74,-668,4,1262,11,165,110,-369,459,RUN
3791,270,3895,2008,3,856,0,1887,60,170,145,-275,503,CRASH_L
3799,344,3896,2008,74,1,0,1888,47,160,55,-264,509,CRASH_L
3807,346,3897,2020,2,1,12,1877,46,160,55,-253,513,CRASH_L
3809,346,3897,2020,2,1,12,1877,46,160,55,-249,515,RUN
3817,413,3899,2052,67,2,32,1847,44,160,55,-237,519,CRASH_L
3825,414,3899,2052,1,0,0,1847,46,160,55,-226,524,CRASH_L
3834,535,3896,2052,121,-3,0,1844,46,160,55,-214,529,CRASH_L
3842,536,3896,2053,1,0,1,1843,46,160,55,-202,533,CRASH_L
3850,584,3897,2063,48,1,10,1834,45,160,55,-189,539,CRASH_L
3858,587,3898,2069,3,1,6,1829,45,160,55,-177,544,CRASH_L
3893,584,3898,2082,-3,0,13,1816,45,160,55,-123,566,CRASH_L
3902,563,3880,2116,-21,-18,34,1764,41,160,55,-110,571,CRASH_L
3910,465,3878,2126,-98,-2,10,1752,43,160,55,-97,576,CRASH_L
3912,465,3878,2126,-98,-2,10,1752,43,160,55,-93,577,RUN
3920,465,3721,2119,0,-157,-7,1602,35,160,55,-81,582,CRASH_L
3929,511,3718,2126,46,-3,7,1592,39,160,55,-69,587,CRASH_L
3937,511,3714,2148,0,-4,22,1566,38,160,55,-56,592,CRASH_L
3945,438,3714,2148,-73,0,0,1566,39,160,55,-43,596,CRASH_L
3953,437,3714,2147,-1,0,-1,1567,39,160,55,-31,601,CRASH_L
3961,405,3487,2142,-32,-227,-5,1345,26,160,55,-18,606,CRASH_L
3969,394,3482,2142,-11,-5,0,1340,33,160,55,-6,610,CRASH_L
3977,367,3482,2192,-27,0,50,1290,29,160,55,7,615,CRASH_L
3985,367,3482,2192,0,0,0,1290,32,160,55,20,619,CRASH_L
4023,368,3475,2192,1,-7,0,1283,31,160,55,81,641,CRASH_L
4024,368,3475,2192,1,-7,0,1283,31,160,55,81,641,RUN
4156,566,2595,2326,7,-149,0,269,2,170,168,301,795,RUN
4288,715,2220,2583,8,-11,6,-363,-9,161,170,532,1026,RUN
4353,790,2053,3002,0,0,153,-949,-31,150,170,651,1151,CRASH_R
4421,835,1984,3013,14,-9,8,-1029,-26,104,165,761,1285,RUN
4429,835,1970,3178,0,-14,165,-1208,-39,104,165,773,1301,CRASH_R
4437,834,1965,3321,-1,-5,143,-1356,-41,55,160,783,1317,CRASH_R
4485,782,1937,3455,-5,0,130,-1518,-44,96,165,841,1412,CRASH_R
4494,733,1939,3455,-49,2,0,-1516,-37,55,160,850,1427,CRASH_R
4504,733,1939,3455,0,0,0,-1516,-37,55,160,862,1449,CRASH_R
4512,732,1939,3455,-1,0,0,-1516,-37,55,160,871,1464,CRASH_R
4548,709,1938,3641,-23,-1,186,-1703,-52,55,160,901,1532,CRASH_R
4548,709,1938,3641,-23,-1,186,-1703,-52,55,160,901,1532,RUN
4556,661,1937,3651,-48,-1,10,-1714,-43,55,160,908,1547,CRASH_R
4564,660,1934,3699,-1,-3,48,-1765,-46,55,160,914,1563,CRASH_R
4572,641,1934,3699,-19,0,0,-1765,-44,55,160,920,1577,CRASH_R
4580,637,1943,3699,-4,9,0,-1756,-43,55,160,925,1593,CRASH_R
4588,612,2007,3699,-25,64,0,-1692,-38,55,160,931,1607,CRASH_R
4597,603,2007,3700,-9,0,1,-1693,-42,55,160,937,1622,CRASH_R
4607,586,2006,3742,-17,-1,42,-1736,-45,55,160,945,1641,CRASH_R
4615,571,2006,3745,-15,0,3,-1739,-43,55,160,950,1655,CRASH_R
4623,571,2063,3745,0,57,0,-1682,-38,55,160,955,1669,CRASH_R
4632,615,2063,3751,44,0,6,-1688,-42,55,160,961,1683,CRASH_R
4640,622,2063,3751,7,0,0,-1688,-42,55,160,965,1697,CRASH_R
4675,659,2067,3726,37,4,-25,-1659,-40,55,160,987,1758,CRASH_R
4675,659,2067,3726,37,4,-25,-1659,-40,55,160,987,1758,RUN
4683,707,2104,3720,48,37,-6,-1616,-38,55,160,992,1772,CRASH_R
4691,707,2104,3689,0,0,-31,-1585,-38,55,160,997,1786,CRASH_R
4700,692,2104,3681,-15,0,-8,-1577,-39,55,160,1002,1799,CRASH_R
4718,683,2174,3681,-9,70,0,-1507,-33,55,160,1013,1831,CRASH_R
4726,681,2184,3681,-2,10,0,-1497,-37,55,160,1018,1844,CRASH_R
4734,669,2174,3628,-12,-10,-53,-1454,-35,55,160,1023,1857,CRASH_R
4743,514,2185,3622,-155,11,-6,-1437,-35,55,160,1027,1870,CRASH_R
4751,514,2247,3618,0,62,-4,-1371,-30,55,160,1032,1883,CRASH_R
4759,354,2249,3618,-160,2,0,-1369,-34,55,160,1037,1896,CRASH_R
4767,343,2247,3617,-11,-2,-1,-1370,-34,55,160,1041,1909,CRASH_R
4802,195,2252,3520,-148,5,-97,-1268,-28,55,160,1061,1967,CRASH_R
4802,195,2252,3520,-148,5,-97,-1268,-28,55,160,1061,1967,RUN
4811,120,2311,3519,-75,59,-1,-1208,-26,55,160,1066,1980,CRASH_R
4821,120,2311,3412,0,0,-107,-1101,-24,55,160,1072,1997,CRASH_R
4829,120,2311,3411,0,0,-1,-1100,-27,55,160,1077,2010,CRASH_R
4837,123,2362,3410,3,51,-1,-1048,-23,55,160,1081,2023,CRASH_R
4845,169,2362,3406,46,0,-4,-1044,-25,55,160,1086,2036,CRASH_R
4929,250,2439,3202,4,11,-87,-763,-16,150,170,1171,2175,RUN
5062,279,2583,2910,-15,15,-16,-327,-7,150,170,1364,2425,RUN
5194,301,2760,2687,-13,85,-5,73,6,170,164,1599,2681,RUN
5327,317,2872,2552,0,4,0,320,8,170,162,1857,2935,RUN
5335,317,2913,2509,0,41,-43,404,13,170,162,1873,2950,CRASH_L
5459,329,2996,2487,-14,18,1,509,13,170,150,2116,3173,RUN
5586,344,3053,2488,4,-7,3,565,13,170,150,2362,3397,RUN
5719,389,3022,2507,0,0,0,515,12,170,150,2619,3627,RUN
5851,439,3043,2492,0,0,0,551,13,170,150,2882,3857,RUN
5984,490,3021,2545,5,-1,7,476,11,170,150,3143,4096,RUN
6116,561,2983,2618,0,-15,0,365,8,170,150,3409,4335,RUN
6249,709,1104,2691,0,-11,0,-1587,-40,90,170,3640,4571,RUN
6381,785,1056,2603,15,-8,-65,-1547,-36,94,166,3797,4817,RUN
6430,834,992,2511,-9,-15,-6,0,0,92,168,3849,4907,LEFT_OPEN
6672,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
7205,1094,1053,2198,1094,1053,2198,-1145,-60,70,170,-461,485,RUN
7305,566,2111,1843,0,9,0,268,6,136,124,-420,551,RUN
7410,610,2614,1887,22,-1,-9,727,18,148,112,-307,654,RUN
7426,587,3281,1887,-23,667,0,1394,60,148,112,-285,671,CRASH_L
7467,610,3893,1912,-1,607,0,1981,60,165,96,-227,713,CRASH_L
7502,610,3893,1907,0,0,-5,1986,49,160,55,-171,741,CRASH_L
7510,631,2549,1912,21,-1344,5,637,-24,106,154,-159,747,RUN
7551,613,729,1942,0,-1816,-4,0,0,144,116,-99,789,LEFT_OPEN
7783,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
8729,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
8782,689,673,2100,689,673,2100,0,0,0,0,-391,465,LEFT_OPEN
9122,0,0,0,0,0,0,0,0,0,0,0,0,TURN_L_OPEN
10125,0,0,0,0,0,0,0,0,0,0,0,0,TURN_STUCK
10179,730,2642,1452,730,2642,1452,1190,60,170,70,-389,408,RUN
10215,281,3898,1648,-449,1256,196,2250,60,170,70,-363,408,CRASH_L
10223,279,3904,1657,-2,6,9,2247,56,160,55,-357,408,CRASH_L
10235,279,3904,1668,0,0,11,2236,55,160,55,-348,409,CRASH_L
10243,271,3903,1672,-8,-1,4,2231,55,160,55,-342,410,CRASH_L
10251,266,3897,1672,-5,-6,0,2225,55,160,55,-336,412,CRASH_L
10259,244,3897,1657,-22,0,-15,2240,56,160,55,-329,413,CRASH_L
10267,244,3898,1654,0,1,-3,2244,56,160,55,-322,414,CRASH_L
10275,271,3900,1657,27,2,3,2243,56,160,55,-314,416,CRASH_L
10283,271,3900,1653,0,0,-4,2247,56,160,55,-307,419,CRASH_L
10283,271,3900,1653,0,0,-4,2247,56,160,55,-307,419,RUN
10292,245,3898,1653,-26,-2,0,2245,56,160,55,-298,421,CRASH_L
10300,245,3897,1653,0,-1,0,2244,56,160,55,-290,423,CRASH_L
10310,268,3896,1656,23,-1,3,2240,55,160,55,-277,426,CRASH_L
10346,270,3896,1656,2,0,0,2240,56,160,55,-233,438,CRASH_L
10354,484,3892,1656,214,-4,0,2236,55,160,55,-222,441,CRASH_L
10362,488,3890,1655,4,-2,-1,2235,55,160,55,-212,444,CRASH_L
10370,537,3890,1654,49,0,-1,2236,55,160,55,-200,447,CRASH_L
10378,537,3890,1654,0,0,0,2236,55,160,55,-190,450,CRASH_L
10387,537,3647,1657,0,-243,3,1990,42,160,55,-186,454,CRASH_L
10387,537,3647,1657,0,-243,3,1990,42,160,55,-186,454,RUN
10395,537,3631,1657,0,-16,0,1974,48,160,55,-182,457,CRASH_L
10403,539,3631,1654,2,0,-3,1977,49,160,55,-174,461,CRASH_L
10413,539,3630,1652,0,-1,-2,1978,49,160,55,-161,467,CRASH_L
10422,513,3620,1648,-26,-10,-4,1972,49,160,55,-156,472,CRASH_L
10430,513,3533,1648,0,-87,0,1885,44,160,55,-154,476,CRASH_L
10438,511,3530,1678,-2,-3,30,1852,44,160,55,-148,480,CRASH_L
10473,514,3528,1682,3,-2,4,1846,45,160,55,-132,491,CRASH_L
10481,511,3505,1702,-3,-23,20,1803,43,160,55,-128,493,CRASH_L
10490,512,3499,1702,1,-6,0,1797,44,160,55,-126,496,CRASH_L
10490,512,3499,1702,1,-6,0,1797,44,160,55,-126,496,RUN
10498,512,3499,1702,0,0,0,1797,44,160,55,-122,498,CRASH_L
10506,512,3512,1702,0,13,0,1810,45,160,55,-118,500,CRASH_L
10520,489,3525,1703,-23,13,1,1822,45,160,55,-110,502,CRASH_L
10528,489,3525,1700,0,0,-3,1825,45,160,55,-106,503,CRASH_L
10536,515,3525,1703,26,0,3,1822,45,160,55,-101,505,CRASH_L
10544,520,3516,1700,5,-9,-3,1816,45,160,55,-98,507,CRASH_L
10552,520,3490,1708,0,-26,8,1782,43,160,55,-93,510,CRASH_L
10560,513,3475,1726,-7,-15,18,1749,42,160,55,-90,512,CRASH_L
10568,513,3475,1730,0,0,4,1745,43,160,55,-86,515,CRASH_L
10604,505,3469,1726,-8,-6,-4,1743,43,160,55,-76,518,CRASH_L
10604,505,3469,1726,-8,-6,-4,1743,43,160,55,-76,518,RUN
10612,489,3480,1726,-16,11,0,1754,44,160,55,-75,518,CRASH_L
10623,489,3480,1726,0,0,0,1754,43,160,55,-74,518,CRASH_L
10631,486,3489,1724,-3,9,-2,1765,44,160,55,-74,518,CRASH_L
10639,490,3489,1729,4,0,5,1760,43,160,55,-73,518,CRASH_L
10647,490,3486,1729,0,-3,0,1757,43,160,55,-72,518,CRASH_L
10655,490,3482,1729,0,-4,0,1753,43,160,55,-72,518,CRASH_L
10663,466,3480,1724,-24,-2,-5,1756,43,160,55,-72,518,CRASH_L
10671,466,3480,1722,0,0,-2,1758,44,160,55,-72,518,CRASH_L
10680,490,3482,1722,24,2,0,1760,44,160,55,-72,518,CRASH_L
10688,490,3482,1750,0,0,28,1732,41,160,55,-72,518,CRASH_L
10696,463,3482,1750,-27,0,0,1732,43,160,55,-72,518,CRASH_L
10734,463,3480,1748,0,-2,-2,1732,43,160,55,-72,518,CRASH_L
10734,463,3480,1748,0,-2,-2,1732,43,160,55,-72,518,RUN
10742,485,3480,1719,22,0,-29,1761,44,160,55,-72,518,CRASH_L
10750,485,3480,1719,0,0,0,1761,44,160,55,-72,518,CRASH_L
10758,473,3484,1732,-12,4,13,1752,43,160,55,-72,518,CRASH_L
10766,473,3484,1734,0,0,2,1750,43,160,55,-72,518,CRASH_L
10775,484,3482,1744,11,-2,10,1738,43,160,55,-72,518,CRASH_L
10783,489,3481,1744,5,-1,0,1737,43,160,55,-72,518,CRASH_L
10791,494,3481,1744,5,0,0,1737,43,160,55,-72,518,CRASH_L
10799,494,3486,1748,0,5,4,1738,43,160,55,-72,518,CRASH_L
10809,488,3486,1748,-6,0,0,1738,43,160,55,-72,518,CRASH_L
10818,488,3482,1726,0,-4,-22,1756,44,160,55,-72,518,CRASH_L
10826,489,3481,1726,1,-1,0,1755,43,160,55,-72,518,CRASH_L
10861,489,3480,1726,0,-1,0,1754,43,160,55,-72,518,CRASH_L
10861,489,3480,1726,0,-1,0,1754,43,160,55,-72,518,RUN
10869,489,3478,1749,0,-2,23,1729,42,160,55,-72,518,CRASH_L
10878,488,3480,1749,-1,2,0,1731,43,160,55,-72,518,CRASH_L
10886,487,3483,1749,-1,3,0,1734,43,160,55,-72,518,CRASH_L
10894,487,3483,1746,0,0,-3,1737,43,160,55,-72,518,CRASH_L
10902,466,3482,1747,-21,-1,1,1735,43,160,55,-72,518,CRASH_L
10912,466,3478,1746,0,-4,-1,1732,43,160,55,-72,518,CRASH_L
10921,486,3478,1747,20,0,1,1731,43,160,55,-72,518,CRASH_L
10929,488,3478,1746,2,0,-1,1732,43,160,55,-72,518,CRASH_L
10937,486,3485,1730,-2,7,-16,1755,44,160,55,-72,518,CRASH_L
10945,488,3486,1729,2,1,-1,1757,43,160,55,-72,518,CRASH_L
10953,487,3486,1726,-1,0,-3,1760,44,160,55,-72,518,CRASH_L
10989,488,3486,1724,1,0,-2,1762,44,160,55,-72,518,CRASH_L
10989,488,3486,1724,1,0,-2,1762,44,160,55,-72,518,RUN
10997,488,3498,1724,0,12,0,1774,44,160,55,-72,518,CRASH_L
11005,488,3498,1724,0,0,0,1774,44,160,55,-72,518,CRASH_L
11015,488,3486,1726,0,-12,2,1760,43,160,55,-72,518,CRASH_L
11024,484,3470,1724,-4,-16,-2,1746,43,160,55,-72,518,CRASH_L
11032,465,3470,1724,-19,0,0,1746,43,160,55,-72,518,CRASH_L
11040,465,3484,1720,0,14,-4,1764,44,160,55,-72,518,CRASH_L
11048,463,3490,1720,-2,6,0,1770,44,160,55,-72,518,CRASH_L
11056,464,3490,1724,1,0,4,1766,44,160,55,-72,518,CRASH_L
11064,463,3505,1747,-1,15,23,1758,43,160,55,-72,518,CRASH_L
11072,464,3505,1747,1,0,0,1758,43,160,55,-72,518,CRASH_L
11080,519,3505,1747,55,0,0,1758,43,160,55,-72,518,CRASH_L
11116,519,3501,1736,0,-4,-11,1765,44,160,55,-72,518,CRASH_L
11118,519,3501,1736,0,-4,-11,1765,44,160,55,-72,518,RUN
11127,495,3485,1719,-24,-16,-17,1766,44,160,55,-72,518,CRASH_L
11135,485,3484,1719,-10,-1,0,1765,44,160,55,-72,518,CRASH_L
11143,466,3484,1730,-19,0,11,1754,43,160,55,-72,518,CRASH_L
11151,466,3481,1730,0,-3,0,1751,43,160,55,-72,518,CRASH_L
11159,462,3481,1723,-4,0,-7,1758,44,160,55,-72,518,CRASH_L
11167,476,3482,1723,14,1,0,1759,44,160,55,-72,518,CRASH_L
11175,487,3483,1723,11,1,0,1760,44,160,55,-72,518,CRASH_L
11183,491,3484,1728,4,1,5,1756,43,160,55,-72,518,CRASH_L
11191,487,3483,1728,-4,-1,0,1755,43,160,55,-72,518,CRASH_L
11206,487,3482,1722,0,-1,-6,1760,44,160,55,-72,518,CRASH_L
11242,487,3482,1722,0,0,0,1760,44,160,55,-72,518,CRASH_L
11242,487,3482,1722,0,0,0,1760,44,160,55,-72,518,RUN
11250,484,3501,1721,-3,19,-1,1780,45,160,55,-72,518,CRASH_L
11258,488,3501,1724,4,0,3,1777,44,160,55,-72,518,CRASH_L
11266,488,3482,1724,0,-19,0,1758,43,160,55,-72,518,CRASH_L
11274,488,3482,1728,0,0,4,1754,43,160,55,-72,518,CRASH_L
11282,488,3479,1728,0,-3,0,1751,43,160,55,-72,518,CRASH_L
11290,488,3479,1722,0,0,-6,1757,44,160,55,-72,518,CRASH_L
11298,488,3479,1722,0,0,0,1757,43,160,55,-72,518,CRASH_L
11309,489,3477,1722,1,-2,0,1755,43,160,55,-72,518,CRASH_L
11317,487,3480,1744,-2,3,22,1736,42,160,55,-72,518,CRASH_L
11325,487,3477,1744,0,-3,0,1733,43,160,55,-72,518,CRASH_L
11333,474,3480,1744,-13,3,0,1736,43,160,55,-72,518,CRASH_L
11369,474,3480,1732,0,0,-12,1748,44,160,55,-72,518,CRASH_L
11369,474,3480,1732,0,0,-12,1748,44,160,55,-72,518,RUN
11377,465,3484,1725,-9,4,-7,1759,44,160,55,-72,518,CRASH_L
11385,465,3484,1725,0,0,0,1759,43,160,55,-72,518,CRASH_L
11393,465,3482,1722,0,-2,-3,1760,44,160,55,-72,518,CRASH_L
11401,515,3482,1722,50,0,0,1760,44,160,55,-72,518,CRASH_L
11412,515,3475,1722,0,-7,0,1753,43,160,55,-72,518,CRASH_L
11420,498,3499,1722,-17,24,0,1777,45,160,55,-72,518,CRASH_L
11428,487,3503,1722,-11,4,0,1781,44,160,55,-72,518,CRASH_L
11436,487,3503,1748,0,0,26,1755,42,160,55,-72,518,CRASH_L
11444,488,3502,1748,1,-1,0,1754,43,160,55,-72,518,CRASH_L
11452,489,3502,1748,1,0,0,1754,43,160,55,-72,518,CRASH_L
11460,492,3513,1749,3,11,1,1764,44,160,55,-72,518,CRASH_L
11496,492,3513,1749,0,0,0,1764,44,160,55,-72,518,CRASH_L
11496,492,3513,1749,0,0,0,1764,44,160,55,-72,518,RUN
11504,484,3513,1735,-8,0,-14,1778,44,160,55,-72,518,CRASH_L
11515,474,3500,1728,-10,-13,-7,1772,44,160,55,-72,518,CRASH_L
11523,474,3508,1728,0,8,0,1780,44,160,55,-72,518,CRASH_L
11531,463,3500,1727,-11,-8,-1,1773,44,160,55,-72,518,CRASH_L
11539,462,3496,1722,-1,-4,-5,1774,44,160,55,-72,518,CRASH_L
11547,462,3494,1722,0,-2,0,1772,44,160,55,-72,518,CRASH_L
11555,462,3487,1722,0,-7,0,1765,43,160,55,-72,518,CRASH_L
11563,463,3483,1723,1,-4,1,1760,43,160,55,-72,518,CRASH_L
11572,463,3478,1723,0,-5,0,1755,43,160,55,-72,518,CRASH_L
11580,464,3478,1723,1,0,0,1755,43,160,55,-72,518,CRASH_L
11588,464,3481,1722,0,3,-1,1759,44,160,55,-72,518,CRASH_L
11626,465,3504,1722,1,23,0,1782,45,160,55,-72,518,CRASH_L
11626,465,3504,1722,1,23,0,1782,45,160,55,-72,518,RUN
11634,487,3504,1722,22,0,0,1782,44,160,55,-72,518,CRASH_L
11642,488,3497,1732,1,-7,10,1765,43,160,55,-72,518,CRASH_L
11650,488,3481,1732,0,-16,0,1749,43,160,55,-72,518,CRASH_L
11658,474,3480,1722,-14,-1,-10,1758,44,160,55,-72,518,CRASH_L
11667,461,3478,1722,-13,-2,0,1756,43,160,55,-72,518,CRASH_L
11675,463,3478,1721,2,0,-1,1757,43,160,55,-72,518,CRASH_L
11683,463,3501,1721,0,23,0,1780,45,160,55,-72,518,CRASH_L
11691,463,3501,1721,0,0,0,1780,44,160,55,-72,518,CRASH_L
11701,468,3501,1721,5,0,0,1780,44,160,55,-72,518,CRASH_L
11710,471,3505,1719,3,4,-2,1786,44,160,55,-72,518,CRASH_L
11718,487,3505,1725,16,0,6,1780,44,160,55,-72,518,CRASH_L
11753,487,3486,1719,0,-19,-6,1767,43,160,55,-72,518,CRASH_L
11753,487,3486,1719,0,-19,-6,1767,43,160,55,-72,518,RUN
11761,487,3477,1727,0,-9,8,1750,43,160,55,-72,518,CRASH_L
11770,488,3486,1725,1,9,-2,1761,44,160,55,-72,518,CRASH_L
11778,488,3483,1725,0,-3,0,1758,43,160,55,-72,518,CRASH_L
11786,466,3483,1722,-22,0,-3,1761,44,160,55,-72,518,CRASH_L
11794,466,3483,1722,0,0,0,1761,44,160,55,-72,518,CRASH_L
11804,488,3477,1725,22,-6,3,1752,43,160,55,-72,518,CRASH_L
11813,488,3476,1725,0,-1,0,1751,43,160,55,-72,518,CRASH_L
11821,486,3476,1725,-2,0,0,1751,43,160,55,-72,518,CRASH_L
11829,472,3482,1725,-14,6,0,1757,44,160,55,-72,518,CRASH_L
11837,472,3502,1725,0,20,0,1777,45,160,55,-72,518,CRASH_L
11845,488,3495,1725,16,-7,0,1770,44,160,55,-72,518,CRASH_L
11881,488,3495,1724,0,0,-1,1771,44,160,55,-72,518,CRASH_L
11881,488,3495,1724,0,0,-1,1771,44,160,55,-72,518,RUN
11889,488,3492,1729,0,-3,5,1763,43,160,55,-72,518,CRASH_L
11897,481,3490,1729,-7,-2,0,1761,43,160,55,-72,518,CRASH_L
11911,487,3483,1729,6,-7,0,1754,43,160,55,-72,518,CRASH_L
11920,487,3484,1728,0,1,-1,1756,43,160,55,-72,518,CRASH_L
11928,487,3484,1728,0,0,0,1756,43,160,55,-72,518,CRASH_L
11936,489,3484,1742,2,0,14,1742,43,160,55,-72,518,CRASH_L
11944,491,3499,1752,2,15,10,1747,43,160,55,-72,518,CRASH_L
11952,491,3501,1749,0,2,-3,1752,43,160,55,-72,518,CRASH_L
11960,489,3505,1749,-2,4,0,1756,44,160,55,-72,518,CRASH_L
11968,489,3501,1746,0,-4,-3,1755,43,160,55,-72,518,CRASH_L
11976,491,3494,1737,2,-7,-9,1757,43,160,55,-72,518,CRASH_L
12012,491,3489,1737,0,-5,0,1752,43,160,55,-72,518,CRASH_L
12014,491,3489,1737,0,-5,0,1752,43,160,55,-72,518,RUN
12023,466,3488,1735,-25,-1,-2,1753,43,160,55,-72,518,CRASH_L
12031,466,3480,1726,0,-8,-9,1754,43,160,55,-72,518,CRASH_L
12039,463,3480,1723,-3,0,-3,1757,44,160,55,-72,518,CRASH_L
12047,472,3485,1723,9,5,0,1762,44,160,55,-72,518,CRASH_L
12055,487,3485,1729,15,0,6,1756,43,160,55,-72,518,CRASH_L
12063,491,3494,1734,4,9,5,1760,44,160,55,-72,518,CRASH_L
12071,496,3489,1729,5,-5,-5,1760,44,160,55,-72,518,CRASH_L
12079,496,3489,1734,0,0,5,1755,43,160,55,-72,518,CRASH_L
12087,466,3487,1725,-30,-2,-9,1762,44,160,55,-72,518,CRASH_L
12098,466,3487,1730,0,0,5,1757,43,160,55,-72,518,CRASH_L
12106,463,3499,1729,-3,12,-1,1770,44,160,55,-72,518,CRASH_L
12142,466,3499,1729,3,0,0,1770,44,160,55,-72,518,CRASH_L
12142,466,3499,1729,3,0,0,1770,44,160,55,-72,518,RUN
12150,486,3490,1723,20,-9,-6,1767,44,160,55,-72,518,CRASH_L
12158,495,3490,1723,9,0,0,1767,44,160,55,-72,518,CRASH_L
12166,486,3479,1724,-9,-11,1,1755,43,160,55,-72,518,CRASH_L
12174,486,3489,1727,0,10,3,1762,44,160,55,-72,518,CRASH_L
12182,466,3479,1727,-20,-10,0,1752,43,160,55,-72,518,CRASH_L
12190,466,3481,1727,0,2,0,1754,43,160,55,-72,518,CRASH_L
12201,487,3481,1727,21,0,0,1754,43,160,55,-72,518,CRASH_L
12209,493,3481,1724,6,0,-3,1757,44,160,55,-72,518,CRASH_L
12217,493,3485,1743,0,4,19,1742,43,160,55,-72,518,CRASH_L
12225,487,3503,1744,-6,18,1,1759,44,160,55,-72,518,CRASH_L
12233,477,3510,1744,-10,7,0,1766,44,160,55,-72,518,CRASH_L
12269,477,3503,1721,0,-7,-23,1782,45,160,55,-72,518,CRASH_L
12269,477,3503,1721,0,-7,-23,1782,45,160,55,-72,518,RUN
12277,488,3501,1713,11,-2,-8,1788,44,160,55,-72,518,CRASH_L
12285,492,3501,1721,4,0,8,1780,44,160,55,-72,518,CRASH_L
12293,492,3504,1722,0,3,1,1782,44,160,55,-72,518,CRASH_L
12304,490,3504,1726,-2,0,4,1778,44,160,55,-72,518,CRASH_L
12312,487,3483,1724,-3,-21,-2,1759,43,160,55,-72,518,CRASH_L
12320,488,3482,1724,1,-1,0,1758,43,160,55,-72,518,CRASH_L
12328,487,3477,1721,-1,-5,-3,1756,43,160,55,-72,518,CRASH_L
12336,488,3477,1721,1,0,0,1756,43,160,55,-72,518,CRASH_L
12344,488,3487,1728,0,10,7,1759,44,160,55,-72,518,CRASH_L
12352,488,3487,1728,0,0,0,1759,43,160,55,-72,518,CRASH_L
12360,470,3478,1724,-18,-9,-4,1754,43,160,55,-72,518,CRASH_L
12396,465,3477,1724,-5,-1,0,1753,43,160,55,-72,518,CRASH_L
12396,465,3477,1724,-5,-1,0,1753,43,160,55,-72,518,RUN
12407,470,3477,1724,5,0,0,1753,43,160,55,-72,518,CRASH_L
12415,481,3477,1724,11,0,0,1753,43,160,55,-72,518,CRASH_L
12423,486,3479,1722,5,2,-2,1757,44,160,55,-72,518,CRASH_L
12431,486,3483,1722,0,4,0,1761,44,160,55,-72,518,CRASH_L
12439,465,3483,1749,-21,0,27,1734,41,160,55,-72,518,CRASH_L
12447,464,3483,1749,-1,0,0,1734,43,160,55,-72,518,CRASH_L
12455,462,3477,1749,-2,-6,0,1728,43,160,55,-72,518,CRASH_L
12463,464,3477,1746,2,0,-3,1731,43,160,55,-72,518,CRASH_L
12472,485,3481,1741,21,4,-5,1740,43,160,55,-72,518,CRASH_L
12480,487,3481,1727,2,0,-14,1754,44,160,55,-72,518,CRASH_L
12490,486,3478,1724,-1,-3,-3,1754,43,160,55,-72,518,CRASH_L
12526,487,3478,1722,1,0,-2,1756,43,160,55,-72,518,CRASH_L
12526,487,3478,1722,1,0,-2,1756,43,160,55,-72,518,RUN
12534,490,3479,1722,3,1,0,1757,43,160,55,-72,518,CRASH_L
12542,490,3479,1723,0,0,1,1756,43,160,55,-72,518,CRASH_L
12550,488,3486,1729,-2,7,6,1757,43,160,55,-72,518,CRASH_L
12558,486,3481,1723,-2,-5,-6,1758,43,160,55,-72,518,CRASH_L
12566,470,3486,1729,-16,5,6,1757,43,160,55,-72,518,CRASH_L
12575,466,3481,1725,-4,-5,-4,1756,43,160,55,-72,518,CRASH_L
12583,470,3476,1725,4,-5,0,1751,43,160,55,-72,518,CRASH_L
