time_ms,front,left,right,enc_l,enc_r,pwm_l,pwm_r,state
11,1058,2705,656,0,0,180,151,1
79,1050,2708,660,36,25,180,150,1
130,1130,2703,631,75,55,180,149,1
184,1213,2691,622,144,117,180,149,1
245,1307,2664,658,242,203,180,144,1
299,1450,2686,652,342,288,180,141,1
359,1717,2620,625,455,384,180,129,1
441,2186,2527,675,614,508,180,115,1
491,2571,2481,686,712,577,178,91,1
545,3049,2408,709,818,643,177,77,1
